"CNMR"
0
0
0
0
0
-16.387
-51.588
-23.069
42.866
-4.074
9.71
10.083
3.371
-0.104
-0.091
-0.08
-0.071
-0.063
-0.057
-0.053
-0.475
-0.516
-0.999
-0.538
-1.027
-0.395
-0.344
-0.597
-0.493
-0.366
-0.507
-0.399
-0.348
-0.309
-0.298
-0.27
-0.248
-0.23
-0.215
-0.202
0.359
0.383
0.289
0.149
0.084
-0.438
-0.339
1.464
-25.383
-17.88
-7.032
-4.688
-3.034
-2.952
-2.891
-2.854
-2.839
-2.839
-2.852
-2.88
-6.264
-8.445
-11.231
-3.118
-2.067
0.071
0.815
-0.591
-0.373
-0.953
-0.884
-0.82
-0.762
-0.711
-0.431
-0.411
-0.352
-0.341
-0.332
-0.325
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
-0.476
-0.71
-4.386
-4.559
-2.744
0.522
5.489
-3.032
2.505
-1.83
2.331
0.925
0.806
-0.088
-0.078
-0.069
-0.062
-0.056
-0.051
-0.047
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
3.437
1.416
1.166
1.081
2.319
-1.625
0.548
0.763
0.297
-0.558
-0.529
0.151
0.144
0.138
0.132
0.128
0.125
0.122
0.119
0.118
6.197
9.43
5.648
7.192
5.927
1.221
-2.895
-3.946
-29.535
-14.265
-6.558
-4.997
-3.354
-2.698
-2.729
-2.785
-2.859
-2.949
-3.054
-3.182
-7.727
-8.716
-9.313
-10.277
-9.39
-10.717
-4.428
-17.224
40.804
6.032
16.722
-6.932
0
0
0
0
0
0
0
0
0.108
0.139
0.021
-0.041
-0.101
-0.208
-0.08
-0.224
-0.409
-0.37
-0.37
-0.298
-0.278
-0.274
-0.261
-0.252
-0.245
-0.24
-0.236
-0.233
8.916
8.31
9.749
8.944
2.582
6.078
5.334
6.942
5.938
5.039
6.012
4.799
4.57
4.365
4.183
4.026
3.894
3.784
3.69
3.606
8.391
7.453
8.584
7.346
3.115
3.72
4.51
5.955
5.834
4.546
5.862
4.395
4.19
4.008
3.847
3.708
3.591
3.495
3.414
3.342
-2.414
-1.473
0.296
1.351
2.073
0.048
0.742
3.571
6.644
1.238
4.389
3.825
2.359
2.341
2.326
2.317
2.315
2.321
2.331
2.345
-0.956
1.993
-1.383
-1.488
-0.499
-2.424
-3.352
-4.356
-3.085
-3.201
-2.425
-1.175
-1.131
-1.092
-1.063
-1.047
-1.041
-1.042
-1.047
-1.057
-5.147
15.487
19.215
12.465
-1.873
-0.613
0
0
1.494
1.371
1.277
1.2
1.133
1.076
1.028
0.988
0.956
0.93
0.912
0.898
0.319
1.133
7.03
-5.495
14.121
20.378
6.677
7.863
9.153
5.376
5.528
3.954
3.638
3.384
3.177
3.004
2.862
2.747
2.657
2.587
-0.044
-0.039
-0.175
-0.127
-0.04
-0.1
-0.194
-0.189
-0.435
-0.452
-0.683
-0.625
-0.577
-0.536
-0.501
-0.472
-0.448
-0.428
-0.412
-0.399
-4.723
-18.561
-16.003
-12.301
-6.4
-6.252
0
0
-0.907
-0.883
-0.864
-0.85
-0.838
-0.829
-0.825
-0.827
-0.836
-0.853
-0.875
-0.904
-10.021
-4.374
-5.34
0.094
-1.003
-0.549
0.219
-0.643
0
0
0
-0.207
-0.213
-0.219
-0.227
-0.235
-0.244
-0.255
-0.267
-0.28
0.882
1.203
1.763
1.088
1.517
0.458
-0.711
1.044
1.702
1.21
3.495
1.912
1.893
1.878
1.867
1.859
1.855
1.856
1.863
1.873
-7.19
-4.118
-4.271
-4.598
-15.619
-19.876
-6.525
-4.374
-1
-0.872
-0.769
-0.688
-0.624
-0.573
-0.532
-0.498
-0.472
-0.45
-0.432
-0.417
-2.225
-2.069
-2.004
-1.771
-1.645
-1.121
-0.535
-0.364
3.688
-0.872
2.515
1.089
-0.189
-0.165
-0.146
-0.131
-0.118
-0.108
-0.099
-0.092
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
10.964
4.757
4.171
