"LocID","VarID","Time","AgeGrp"
4,2,1950,"0-4"
4,2,1950,"5-9"
4,2,1950,"10-14"
4,2,1950,"15-19"
4,2,1950,"20-24"
4,2,1950,"25-29"
4,2,1950,"30-34"
4,2,1950,"35-39"
4,2,1950,"40-44"
4,2,1950,"45-49"
4,2,1950,"50-54"
4,2,1950,"55-59"
4,2,1950,"60-64"
4,2,1950,"65-69"
4,2,1950,"70-74"
4,2,1950,"75-79"
4,2,1950,"80-84"
4,2,1950,"85-89"
4,2,1950,"90-94"
4,2,1950,"95-99"
4,2,1950,"100+"
4,2,1955,"0-4"
4,2,1955,"5-9"
4,2,1955,"10-14"
4,2,1955,"15-19"
4,2,1955,"20-24"
4,2,1955,"25-29"
4,2,1955,"30-34"
4,2,1955,"35-39"
4,2,1955,"40-44"
4,2,1955,"45-49"
4,2,1955,"50-54"
4,2,1955,"55-59"
4,2,1955,"60-64"
4,2,1955,"65-69"
4,2,1955,"70-74"
4,2,1955,"75-79"
4,2,1955,"80-84"
4,2,1955,"85-89"
4,2,1955,"90-94"
4,2,1955,"95-99"
4,2,1955,"100+"
4,2,1960,"0-4"
4,2,1960,"5-9"
4,2,1960,"10-14"
4,2,1960,"15-19"
4,2,1960,"20-24"
4,2,1960,"25-29"
4,2,1960,"30-34"
4,2,1960,"35-39"
4,2,1960,"40-44"
4,2,1960,"45-49"
4,2,1960,"50-54"
4,2,1960,"55-59"
4,2,1960,"60-64"
4,2,1960,"65-69"
4,2,1960,"70-74"
4,2,1960,"75-79"
4,2,1960,"80-84"
4,2,1960,"85-89"
4,2,1960,"90-94"
4,2,1960,"95-99"
4,2,1960,"100+"
4,2,1965,"0-4"
4,2,1965,"5-9"
4,2,1965,"10-14"
4,2,1965,"15-19"
4,2,1965,"20-24"
4,2,1965,"25-29"
4,2,1965,"30-34"
4,2,1965,"35-39"
4,2,1965,"40-44"
4,2,1965,"45-49"
4,2,1965,"50-54"
4,2,1965,"55-59"
4,2,1965,"60-64"
4,2,1965,"65-69"
4,2,1965,"70-74"
4,2,1965,"75-79"
4,2,1965,"80-84"
4,2,1965,"85-89"
4,2,1965,"90-94"
4,2,1965,"95-99"
4,2,1965,"100+"
4,2,1970,"0-4"
4,2,1970,"5-9"
4,2,1970,"10-14"
4,2,1970,"15-19"
4,2,1970,"20-24"
4,2,1970,"25-29"
4,2,1970,"30-34"
4,2,1970,"35-39"
4,2,1970,"40-44"
4,2,1970,"45-49"
4,2,1970,"50-54"
4,2,1970,"55-59"
4,2,1970,"60-64"
4,2,1970,"65-69"
4,2,1970,"70-74"
4,2,1970,"75-79"
4,2,1970,"80-84"
4,2,1970,"85-89"
4,2,1970,"90-94"
4,2,1970,"95-99"
4,2,1970,"100+"
4,2,1975,"0-4"
4,2,1975,"5-9"
4,2,1975,"10-14"
4,2,1975,"15-19"
4,2,1975,"20-24"
4,2,1975,"25-29"
4,2,1975,"30-34"
4,2,1975,"35-39"
4,2,1975,"40-44"
4,2,1975,"45-49"
4,2,1975,"50-54"
4,2,1975,"55-59"
4,2,1975,"60-64"
4,2,1975,"65-69"
4,2,1975,"70-74"
4,2,1975,"75-79"
4,2,1975,"80-84"
4,2,1975,"85-89"
4,2,1975,"90-94"
4,2,1975,"95-99"
4,2,1975,"100+"
4,2,1980,"0-4"
4,2,1980,"5-9"
4,2,1980,"10-14"
