"DeathsMale"
1321.414
1349.396
1385.619
1411.405
1435.342
1457.417
1472.671
1474.985
1465.527
1450.482
29779.881
31430.149
31897.386
32042.475
32227.511
32529.73
33153.137
33973.714
35309.052
36961.437
47.685
53.716
60.329
67.166
74.248
82.152
89.876
102.071
112.981
120.988
442.671
458.35
490.469
536.518
597.224
685.207
794.2
916.196
1051.104
1182.235
NA
NA
700.544
764.419
808.609
850.627
889.625
921.653
943.724
954.539
955.198
949.92
NA
NA
792.906
819.254
845.494
879.138
927.162
986.846
1052.845
1119.516
1193.078
1272.43
74.032
79.314
84.006
87.799
94.127
100.325
108.727
117.948
128.03
134.594
NA
77496.94
80412.658
84675.691
90354.117
96959.303
105497.016
114664.882
124493.057
134787.736
144124.864
384.327
416.221
449.087
482.158
523.099
567.911
611.099
644.956
665.115
670.67
461.173
498.602
537.169
576.382
624.41
676.83
728.381
768.968
793.205
800.12
189.492
197.448
207.705
217.485
231.563
245.21
257.643
267.685
274.819
277.265
132.905
145.392
159.693
175.254
189.958
203.42
223.363
247.407
271.344
296.061
6.534
6.988
6.894
7.271
7.748
8.339
9.122
10.008
10.918
11.736
8.083
9.681
12.192
15.281
18.734
23.042
27.392
30.414
31.57
30.694
3202.712
3160.291
3177.818
3216.318
3396.368
3702.203
4083.645
4548.211
5018.304
5537.919
4.847
4.728
4.879
5.308
6.023
6.977
8.056
9.141
9.962
10.405
366.799
340.395
326.706
313.395
302.142
294.805
300.099
304.819
309.048
307.926
260.367
269.55
277.882
283.842
295.517
307.8
321.506
333.662
339.795
338.072
2.744
2.948
3.239
3.624
4.09
4.658
5.369
6.232
7.217
8.274
219.934
238.524
254.32
264.608
271.625
274.673
281.374
286.9
294.408
304.443
NA
50.113
51.655
52.647
54.64
57.325
60.039
63.118
67.592
73.178
81.11
188.873
190.805
193.058
196.88
203.343
219.117
237.016
259.462
285.209
315.687
86.872
94.182
103.334
112.938
121.473
130.257
139.459
145.344
147.713
145.855
90.211
86.145
74.651
66.946
62.934
60.627
59.957
59.158
58.548
56.868
3595.61
3809.973
4025.099
4299.679
4602.276
5005.966
5464.292
5903.808
6336.075
6632.203
NA
3.38
3.928
4.831
5.977
7.354
8.889
10.439
11.863
12.874
13.418
315.2
305.616
289.333
273.64
261.523
254.523
248.869
245.981
241.663
233.17
488.538
481.516
467.755
460.503
468.402
479.045
507.082
538.86
585.475
643.091
354.577
359.678
374.493
385.239
387.452
379.357
369.63
359.93
355.599
351.801
6.052
5.848
5.819
5.934
6.451
7.372
8.825
10.72
12.983
15.664
382.362
415.039
430.571
429.076
432.728
435.073
450.049
471.999
499.893
531.91
579.586
610.163
621.319
615.08
596.83
569.496
564.829
564.238
568.115
586.105
626.339
676.214
730.881
788.855
858.488
934.519
1010.123
1071.51
1104.769
1104.204
878.307
942.378
999.665
1064.954
1131.592
1196.988
1268.637
1342.243
1436.034
1510.43
NA
185.973
195.735
191.022
182.181
174.061
166.758
160.262
155.83
158.338
164.193
2101.271
2283.075
2489.651
2724.739
3004.601
3334.459
3724.644
4161.59
4632.226
5155.255
409.572
429.258
433.583
435.175
435.984
430.617
423.452
416.291
419.89
431.714
3.635
3.699
3.856
4.069
4.304
4.577
4.811
4.961
5.004
4.918
239.701
265.874
295.233
328.507
368.456
410.86
456.246
502.002
542.672
569.743
25379.424
26899.113
28996.23
31302.391
33924.48
37457.419
41073.198
44384.598
47986.503
50545.643
118.286
131.548
148.421
164.997
182.651
202.84
224.883
246.569
263.008
269.903
5.445
6.153
7.248
8.591
10.247
12.325
14.501
16.278
17.167
17.006
782.348
711.067
788.297
876.384
979.369
1058.74
1202.728
1346.135
1490.731
1617.248
16.963
17.349
17.485
17.559
17.726
18.016
19.136
21.106
23.514
26.218
120.419
126.746
130.533
132.801
133.697
134.432
137.49
139.582
145.386
154.783
NA
47.307
53.798
61.348
70.137
80.836
93.844
108.763
124.839
140.235
153.297
135.726
139.082
143.08
145.882
149.932
149.666
149.285
149.182
150.977
150.011
220.011
235.39
253.016
277.812
303.783
330.663
356.235
378.509
419.583
441.897
15.677
16.432
17.516
18.848
20.521
22.256
23.872
25.199
26.146
26.749
281.325
280.754
286.6
288.555
297.758
316.078
329.778
335.482
337.795
337.589
677.576
699.364
697.428
682.234
664.262
648.623
651.178
665.08
675.547
692.828
620.393
616.307
616.375
632.928
665.611
689.321
721.3
754.125
783.374
814.35
1936.046
2089.31
2163.143
2211.852
2245.281
2270.869
2354.498
2346.786
2519.994
2727.24
150.469
148.882
150.241
157.549
165.934
173.387
178.05
180.386
179.338
176.181
32.935
40.373
42.651
41.587
39.304
36.124
32.894
29.899
27.493
25.925
NA
173.037
211.666
243.79
271.073
292.744
307.069
322.105
336.288
348.776
359.271
11688.901
12093.077
12081.133
11991.295
11912.294
11877.259
11868.277
11994.709
12249.563
12617.897
29828.565
31706.695
34197.296
36902.334
39867.833
43708.915
47580.036
51111.674
54837.226
57446.653
10905.642
10350.462
9880.819
9497.312
9366.271
9369.133
9399.342
9409.402
9392.323
9285.649
213.049
229.377
249.046
272.692
300.782
334.175
374.085
413.976
454.525
494.15
1134.067
1166.197
1246.358
1346.723
1494.515
1662.993
1875.871
2100.793
2298.751
2545.207
106.677
114.218
122.31
130.999
141.193
153.733
167.945
185.024
204.858
230.667
19.228
20.005
20.47
20.836
21.143
20.839
20.6
20.592
21.14
22.037
140.151
140.025
144.571
146.342
145.239
145.113
147.482
150.626
156.164
165.299
45.108
44.508
44.277
43.787
43.062
42.612
42.447
42.811
42.906
42.167
3296.009
3475.765
3472.848
3426.21
3360.812
3336.784
3274.509
3270.47
3242.409
3260.241
21830.056
21604.721
21542.578
21533.078
21822.462
22331.526
22844.123
23272.891
23517.347
23442.037
NA
NA
12.441
13.865
15.31
17.232
19.397
21.373
23.69
25.985
28.068
30.771
126.51
130.837
138.442
146.38
153.819
165.464
173.973
177.154
174.784
168.374
1462.489
1496.441
1540.698
1577.59
1645.809
1722.36
1810.492
1885.968
1924.882
1924.222
2.401
2.625
2.982
3.397
3.932
4.507
5.094
5.649
6.137
6.565
3.463
3.869
4.32
4.89
5.512
6.166
6.949
7.723
8.439
9.067
50.709
52.29
52.717
52.739
52.434
51.694
51.632
51.123
51.882
53.607
61.421
60.743
60.984
61.328
61.29
60.798
59.875
59.806
60.741
61.552
130.279
138.347
144.698
148.476
150.14
151.907
155.734
161.093
168.887
173.869
2119.82
2209.127
2328.023
2433.66
2503.755
2599.618
2664.447
2722.713
2766.819
2757.331
550.535
569.908
572.796
568.537
577.738
589.709
621.795
664.317
719.64
780.313
NA
290.159
302.516
314.882
322.961
326.015
330.155
335.395
341.898
347.953
351.106
NA
NA
7.21
7.526
8.089
8.724
9.644
10.757
11.966
13.185
14.29
15.171
2.408
2.713
3.043
3.369
3.779
4.258
4.737
5.158
5.483
5.74
234.776
246.865
257.182
269.319
283.085
301.357
325.512
354.347
391.639
437.107
359.918
375.217
383.732
391.299
398.377
394.385
388.426
385.076
387.815
406.687
63.853
67.137
68.222
69.104
70.117
68.752
67.541
65.047
62.71
63.641
20.433
24.306
26.307
27.27
28.263
28.8
29.031
29.224
29.32
29.496
288.648
290.295
288.834
287.581
288.33
292.453
300.777
312.568
327.815
344.957
NA
125.702
137.893
148.605
157.902
167.742
179.977
196.985
216.178
237.454
264.582
341.489
328.126
317.417
311.615
307.557
306.017
308.836
303.897
297.396
298.606
5.235
5.565
5.967
6.426
6.987
7.656
8.379
9.018
9.477
9.746
22822.714
23097.562
23892.357
25505.106
27303.433
29539.354
31849.998
34564.893
37260.571
40037.064
4133.274
4325.592
4547.371
4864.842
5218.345
5699.741
6263.678
6942.692
7617.892
8209.245
957.337
1044.012
1135.325
1261.462
1404.662
1596.083
1815.031
2030.476
2305.743
2593.623
458.057
396.939
428.703
460.126
502.273
548.48
614.861
696.093
782.064
874.973
83.419
83.372
87.416
92.706
99.213
106.228
113.208
120.274
126.246
131.643
NA
95.398
95.903
102.595
110.979
121.718
136.096
152.086
167.868
182.062
195.115
1603.242
1654.532
1709.335
1750.034
1779.245
1818.085
1856.744
1891.891
1914.425
1913.305
39.014
40.706
42.343
45.634
50
55.728
62.873
71.124
80.73
90.731
2860.909
3126.881
3408.021
3662.129
3853.391
3986.558
4054.8
4052.079
3985.286
3901.119
62.758
67.614
73.999
81.431
91.706
104.016
119.222
141.288
167.066
194.748
446.23
456.717
456.9
456.131
467.567
481.787
506.111
528.555
551.083
567.186
1112.259
1232.085
1264.334
1253.056
1249.823
1272.973
1295.501
1302.842
1300.131
1289.215
NA
19.308
25.158
33.64
43.384
53.653
63.558
72.932
80.212
83.682
83.54
95.44
96.41
100.712
107.643
115.167
124.486
136.298
149.399
164.463
178.294
182.836
184.301
180.721
175.821
174.761
174.294
177.645
189.546
205.221
221.475
9774.434
10309.201
11027.843
11884.704
12880.966
14067.426
15477.045
16928.917
18449.76
19841.8
78.599
76.267
76.307
75.642
74.561
73.654
73.383
73.922
73.988
73.258
25295.586
25987.138
26169.309
26281.863
26642.967
27135.726
27887.718
28867.233
30301.265
32090.381
50.348
53.434
57.767
62.314
68.288
75.507
86.832
100.878
116.324
131.475
109.304
132.058
128.096
116.828
106.461
96.588
86.776
78.395
71.817
66.075
114362.452
119201.137
124374.496
130808.272
138412.685
148316.477
159467.16
171593.358
184835.025
197330.732
107.458
104.569
102.249
102.512
104.555
110.189
118.893
128.97
143.357
160.035
79.269
84.797
91.467
100.448
112.35
125.296
139.27
157.755
182.792
205.341
NA
106.01
105.403
105.594
105.633
106.705
107.556
110.197
112.881
114.865
117.66
10.189
10.475
11.201
11.884
12.466
13.45
14.344
15.028
15.352
15.225
583.274
601.799
619.561
636.424
650.07
660.596
669.137
676.991
704.49
753.383
659.709
691.871
696.357
691.693
682.313
660.341
642.598
623.843
614.923
619.089
315.21
345.261
381.287
429.728
484.688
543.289
597.748
669.837
739.574
806.189
4.551
4.741
4.864
5.066
5.415
5.985
6.731
7.841
9.151
10.65
538.394
588.365
607.751
619.695
629.411
627.151
628.996
643.11
666.926
691.947
7.876
8.158
8.601
9.326
10.148
11.26
12.163
12.71
12.856
12.748
NA
6.854
7.494
7.809
8.365
9.053
9.838
10.743
11.732
12.686
13.497
106.093
111.364
114.628
101.144
103.784
105.996
107.502
111.682
115.76
123.949
22.715
24.305
26.014
28.419
31.482
34.169
37.455
40.279
41.519
43.279
155.799
158.466
162.632
168.45
175.396
183.245
197.816
216.904
237.057
262.926
1463.862
1598.916
1757.731
1940.403
2158.692
2412.872
2708.191
3036.886
3384.524
3762.256
8.141
8.672
9.412
10.238
11.392
12.834
14.574
16.407
18.234
20.151
NA
4007.667
4293.548
4426.846
4506.525
4554.069
4571.16
4661.2
4653.559
4844.639
5094.534
NA
49.477
49.583
42.5
46.528
51.784
58.412
66.364
76.668
87.724
97.831
NA
32001.843
32292.705
32798.964
33437.894
34453.657
35964.849
37414.463
38557.22
39170.185
39116.41
502.079
512.294
534.613
570.421
632.485
713.783
818.393
929.999
1040.949
1158.223
1157.261
1207.684
1176.589
1132.085
1090.601
1031.317
972.365
933.705
900.318
888.81
1548.365
1486.434
1422.86
1398.424
1428.635
1472.177
1549.05
1639.143
1753.581
1923.651
79.476
71.249
65.948
64.345
64.833
65.572
67.212
70.08
73.924
77.948
NA
597.709
593.931
585.631
585.189
602.235
632.907
671.428
730.678
803.567
895.363
360.406
381.738
407.277
436.772
469.822
507.078
539.102
560.069
567.189
560.747
3.636
3.957
4.362
4.885
5.447
6.027
6.553
6.957
7.261
7.417
3.255
3.636
4.086
4.601
5.095
5.721
6.335
6.926
7.498
8.074
76.846
82.381
88.082
94.224
101.311
108.919
117.282
124.012
128.09
129.45
77.613
81.871
87.813
94.681
103.795
114.903
130.092
147.212
166.179
190.439
571.453
618.464
657.535
696.391
737.084
776.816
811.147
837.187
856.85
872.324
4047.603
4207.828
4266.278
4348.238
4383.619
4483.001
4606.797
4773.515
5030.093
5280.992
NA
3291.85
3369.975
3526.144
3732.878
4037.072
4417.407
4933.557
5510.732
6104.794
6744.311
6849.705
7062.501
7311.196
7666.305
8153.394
8969.935
9787.159
10463.282
10874.347
10973.134
2472.345
2479.904
2522.391
2584.15
2706.566
2851.824
2985.174
3081.961
3129.587
3133.678
NA
113.357
111.685
114.08
118.232
124.926
133.147
140.97
146.197
148.198
147.677
633.279
674.612
718.766
765.487
822.706
885.693
955.277
1018.717
1066.968
1103.87
33.028
38.522
44.696
51.505
60.391
68.016
74.909
80.143
87.124
95.97
3679.813
3760.675
3797.946
3913.95
4016.012
4241.72
4479.903
4860.003
5355.308
5909.385
NA
42.59
46.566
51.423
57.674
65.168
73.115
81.787
90.872
100.12
108.633
130.557
131.038
132.677
135.136
138.279
142.176
151.927
165.898
180.73
199.756
80.071
87.097
95.787
107.033
119.986
134.8
154.581
173.05
193.364
215.019
451.976
477.2
508.18
544.666
587.973
651.462
723.824
803.067
890.348
978.693
1099.043
1181.107
1267.777
1398.164
1557.47
1733.034
1957.079
2204.747
2495.976
2809.997
NA
1016.859
1030.689
1057.33
1079.467
1118.524
1168.126
1198.633
1249.421
1270.592
1270.564
8.166
8.872
9.553
10.417
11.508
12.784
14.506
16.438
18.472
20.673
282.238
285.14
286.817
287.125
289.376
294.873
304.02
313.767
322.119
330.067
89.094
91.528
94.413
99.081
104.483
109.029
113.758
119.777
