"PopDensity"
11.874
12.009
12.156
12.315
12.486
12.669
12.865
13.073
13.295
13.531
13.781
14.045
14.324
14.618
14.926
15.25
15.585
15.93
16.293
16.686
17.115
17.577
18.061
18.548
19.013
19.436
19.825
20.175
20.435
20.542
20.458
20.175
19.732
19.204
18.694
18.286
17.977
17.775
17.796
18.18
19.012
20.37
22.188
24.227
26.155
27.74
28.878
29.65
30.233
30.896
31.829
33.096
34.618
36.273
37.874
39.295
40.488
41.51
42.463
43.493
44.704
46.131
47.731
49.428
51.115
52.712
54.197
55.596
56.937
58.269
59.627
61.017
62.424
63.844
65.265
66.678
68.084
69.484
70.881
72.275
73.666
75.055
76.439
77.818
79.188
80.549
81.9
83.238
84.564
85.876
87.173
88.455
89.719
90.965
92.191
93.395
94.578
95.737
96.874
97.987
99.076
100.142
101.182
102.197
103.185
104.145
105.078
105.982
106.856
107.701
108.514
109.296
110.046
110.764
111.449
112.1
112.717
113.3
113.848
114.362
114.841
115.286
115.695
116.07
116.41
116.716
116.989
117.227
117.432
117.605
117.744
117.851
117.926
117.97
117.983
117.967
117.923
117.85
117.75
117.624
117.472
117.297
117.098
116.877
116.635
116.371
116.089
115.787
115.469
115.134
114.784
7.683
7.836
7.997
8.165
8.341
8.525
8.716
8.914
9.12
9.335
9.557
9.789
10.028
10.277
10.533
10.798
11.072
11.354
11.646
11.947
12.259
12.58
12.913
13.257
13.614
13.986
14.373
14.775
15.191
15.623
16.068
16.527
17
17.488
17.989
18.504
19.034
19.577
20.131
20.693
21.261
21.834
22.413
22.998
23.591
24.192
24.803
25.422
26.053
26.696
27.353
28.025
28.713
29.42
30.148
30.901
31.678
32.481
33.311
34.169
35.054
35.968
36.911
37.879
38.87
39.882
40.914
41.966
43.035
44.119
45.216
46.326
47.447
48.581
49.73
50.894
52.074
53.27
54.48
55.705
56.945
58.199
59.466
60.748
62.042
63.349
64.667
65.997
67.337
68.687
70.046
71.413
72.788
74.17
75.558
76.95
78.346
79.746
81.149
82.553
83.96
85.367
86.775
88.182
89.589
90.994
92.397
93.798
95.196
96.59
97.981
99.367
100.749
102.126
103.496
104.86
106.216
107.565
108.905
110.236
111.558
112.87
114.172
115.462
116.741
118.008
119.262
120.503
121.73
122.943
124.14
125.322
126.487
127.636
128.768
129.883
130.98
132.06
133.121
