"GrowthRate"
1.604
1.815
2.018
2.238
2.422
0.983
-2.331
0.634
8.355
2.881
3.782
2.577
3.131
2.746
2.437
2.248
2.049
1.867
1.706
1.553
1.398
1.237
1.075
0.922
0.782
0.647
0.525
0.407
0.298
0.198
2.114
2.305
2.439
2.56
2.651
2.772
2.797
2.692
2.529
2.357
2.326
2.301
2.274
2.195
2.063
1.948
1.846
1.748
1.645
1.534
1.421
1.31
1.206
1.106
1.01
0.916
0.827
0.742
0.661
0.585
2.097
2.285
2.426
2.549
2.661
2.787
2.806
2.717
2.564
2.396
2.371
2.346
2.315
2.235
2.099
1.984
1.881
1.781
1.676
1.563
1.447
1.335
1.229
1.127
1.029
0.933
0.841
0.754
0.672
0.594
2.532
3.105
2.986
2.657
2.341
2.135
2.035
2.128
-0.923
-0.446
0.45
0.394
0.334
0.216
0.07
-0.091
-0.263
-0.423
-0.557
-0.672
-0.75
-0.836
-0.935
-1.043
-1.133
-1.164
-1.118
-0.997
-0.83
-0.651
2.086
2.117
1.978
2.846
3.059
3.215
3.221
2.705
2.236
1.525
1.486
1.51
1.355
1.14
0.906
0.67
0.509
0.398
0.293
0.156
-0.001
-0.153
-0.275
-0.351
-0.382
-0.383
-0.373
-0.371
-0.373
-0.368
0.778
0.355
3.167
3.006
1.826
1.686
3.76
3.625
2.35
1.704
1.771
1.663
1.624
1.66
1.739
1.576
1.363
1.194
1.107
1.05
0.976
0.873
0.756
0.65
0.554
0.464
0.381
0.307
0.249
0.199
2.64
2.771
2.864
2.771
2.545
2.479
2.308
2.146
1.943
1.728
1.537
1.368
1.271
1.143
1.011
0.864
0.717
0.573
0.438
0.314
0.234
0.151
0.069
-0.006
-0.075
-0.135
-0.184
-0.221
-0.246
-0.26
7.94
7.45
6.516
5.475
4.796
3.736
4.783
2.142
4.075
-0.02
3.731
1.716
1.543
1.419
1.314
1.234
1.144
1.041
0.951
0.877
0.725
0.595
0.491
0.417
0.36
0.31
0.251
0.176
0.091
-0.003
1.815
1.775
1.802
1.745
2.266
2.809
3.426
2.621
3.162
2.803
3.378
2.921
2.702
2.524
2.276
2.074
1.865
1.669
1.495
1.333
1.177
1.017
0.863
0.72
0.588
0.461
0.344
0.237
0.144
0.063
2.132
0.574
0.838
0.914
0.706
0.204
-0.111
4.477
3.256
2.423
4.082
2.47
1.564
1.034
0.543
0.367
0.202
0.053
-0.071
-0.186
-0.274
-0.323
-0.36
-0.377
-0.379
-0.358
-0.325
-0.302
-0.299
-0.288
2.561
0.758
1.813
1.833
1.136
0.231
-1.359
-1.068
1.97
2.468
1.551
1.111
0.98
0.888
0.784
0.652
0.51
0.369
0.249
0.155
0.083
0.032
-0.004
-0.031
-0.059
-0.093
-0.127
-0.149
-0.157
-0.15
2.384
2.507
2.59
2.744
2.804
3.192
2.962
2.605
2.348
2.082
2.208
2.332
1.977
1.814
1.635
1.464
1.329
1.21
1.096
0.979
0.863
0.75
0.645
0.555
0.478
0.414
0.358
0.303
0.25
0.199
2.53
2.649
2.696
2.796
2.572
2.724
2.812
2.635
2.577
2.27
2.316
2.246
2.116
1.972
1.804
1.629
1.496
1.365
1.233
1.1
0.975
0.858
0.748
0.643
0.546
0.46
0.385
0.316
0.253
0.196
2.192
2.408
2.372
2.771
2.731
2.889
2.967
2.4
1.944
1.471
1.35
1.345
1.176
1.074
0.881
0.689
0.532
0.418
0.316
0.197
0.069
-0.063
-0.174
-0.248
-0.284
-0.292
-0.29
-0.293
-0.3
-0.3
1.975
1.715
1.558
1.458
1.675
1.515
1.521
1.454
1.312
1.157
0.926
0.876
0.855
0.781
0.688
0.595
0.512
0.431
