"LocID","VarID","Time"
4,2,"1950-1955"
4,2,"1955-1960"
4,2,"1960-1965"
4,2,"1965-1970"
4,2,"1970-1975"
4,2,"1975-1980"
4,2,"1980-1985"
4,2,"1985-1990"
4,2,"1990-1995"
4,2,"1995-2000"
4,2,"2000-2005"
4,2,"2005-2010"
4,2,"2010-2015"
4,2,"2015-2020"
4,2,"2020-2025"
4,2,"2025-2030"
4,2,"2030-2035"
4,2,"2035-2040"
4,2,"2040-2045"
4,2,"2045-2050"
4,2,"2050-2055"
4,2,"2055-2060"
4,2,"2060-2065"
4,2,"2065-2070"
4,2,"2070-2075"
4,2,"2075-2080"
4,2,"2080-2085"
4,2,"2085-2090"
4,2,"2090-2095"
4,2,"2095-2100"
903,2,"1950-1955"
903,2,"1955-1960"
903,2,"1960-1965"
903,2,"1965-1970"
903,2,"1970-1975"
903,2,"1975-1980"
903,2,"1980-1985"
903,2,"1985-1990"
903,2,"1990-1995"
903,2,"1995-2000"
903,2,"2000-2005"
903,2,"2005-2010"
903,2,"2010-2015"
903,2,"2015-2020"
903,2,"2020-2025"
903,2,"2025-2030"
903,2,"2030-2035"
903,2,"2035-2040"
903,2,"2040-2045"
903,2,"2045-2050"
903,2,"2050-2055"
903,2,"2055-2060"
903,2,"2060-2065"
903,2,"2065-2070"
903,2,"2070-2075"
903,2,"2075-2080"
903,2,"2080-2085"
903,2,"2085-2090"
903,2,"2090-2095"
903,2,"2095-2100"
1560,2,"1950-1955"
1560,2,"1955-1960"
1560,2,"1960-1965"
1560,2,"1965-1970"
1560,2,"1970-1975"
1560,2,"1975-1980"
1560,2,"1980-1985"
1560,2,"1985-1990"
1560,2,"1990-1995"
1560,2,"1995-2000"
1560,2,"2000-2005"
1560,2,"2005-2010"
1560,2,"2010-2015"
1560,2,"2015-2020"
1560,2,"2020-2025"
1560,2,"2025-2030"
1560,2,"2030-2035"
1560,2,"2035-2040"
1560,2,"2040-2045"
1560,2,"2045-2050"
1560,2,"2050-2055"
1560,2,"2055-2060"
1560,2,"2060-2065"
1560,2,"2065-2070"
1560,2,"2070-2075"
1560,2,"2075-2080"
1560,2,"2080-2085"
1560,2,"2085-2090"
1560,2,"2090-2095"
1560,2,"2095-2100"
8,2,"1950-1955"
8,2,"1955-1960"
8,2,"1960-1965"
8,2,"1965-1970"
8,2,"1970-1975"
8,2,"1975-1980"
8,2,"1980-1985"
8,2,"1985-1990"
8,2,"1990-1995"
8,2,"1995-2000"
8,2,"2000-2005"
8,2,"2005-2010"
8,2,"2010-2015"
8,2,"2015-2020"
8,2,"2020-2025"
8,2,"2025-2030"
8,2,"2030-2035"
8,2,"2035-2040"
8,2,"2040-2045"
8,2,"2045-2050"
8,2,"2050-2055"
8,2,"2055-2060"
8,2,"2060-2065"
8,2,"2065-2070"
8,2,"2070-2075"
8,2,"2075-2080"
8,2,"2080-2085"
8,2,"2085-2090"
8,2,"2090-2095"
8,2,"2095-2100"
12,2,"1950-1955"
12,2,"1955-1960"
12,2,"1960-1965"
12,2,"1965-1970"
12,2,"1970-1975"
12,2,"1975-1980"
12,2,"1980-1985"
12,2,"1985-1990"
12,2,"1990-1995"
12,2,"1995-2000"
12,2,"2000-2005"
12,2,"2005-2010"
12,2,"2010-2015"
12,2,"2015-2020"
12,2,"2020-2025"
12,2,"2025-2030"
12,2,"2030-2035"
12,2,"2035-2040"
12,2,"2040-2045"
12,2,"2045-2050"
12,2,"2050-2055"
12,2,"2055-2060"
12,2,"2060-2065"
12,2,"2065-2070"
12,2,"2070-2075"
12,2,"2075-2080"
12,2,"2080-2085"
12,2,"2085-2090"
12,2,"2090-2095"
12,2,"2095-2100"
16,2,"1950-1955"
16,2,"1955-1960"
16,2,"1960-1965"
16,2,"1965-1970"
16,2,"1970-1975"
16,2,"1975-1980"
16,2,"1980-1985"
16,2,"1985-1990"
16,2,"1990-1995"
16,2,"1995-2000"
16,2,"2000-2005"
16,2,"2005-2010"
16,2,"2010-2015"
16,2,"2015-2020"
16,2,"2020-2025"
16,2,"2025-2030"
16,2,"2030-2035"
16,2,"2035-2040"
16,2,"2040-2045"
16,2,"2045-2050"
16,2,"2050-2055"
16,2,"2055-2060"
16,2,"2060-2065"
16,2,"2065-2070"
16,2,"2070-2075"
16,2,"2075-2080"
16,2,"2080-2085"
16,2,"2085-2090"
16,2,"2090-2095"
16,2,"2095-2100"
1533,2,"1950-1955"
1533,2,"1955-1960"
1533,2,"1960-1965"
1533,2,"1965-1970"
1533,2,"1970-1975"
1533,2,"1975-1980"
1533,2,"1980-1985"
1533,2,"1985-1990"
1533,2,"1990-1995"
1533,2,"1995-2000"
1533,2,"2000-2005"
1533,2,"2005-2010"
1533,2,"2010-2015"
1533,2,"2015-2020"
1533,2,"2020-2025"
1533,2,"2025-2030"
1533,2,"2030-2035"
1533,2,"2035-2040"
1533,2,"2040-2045"
1533,2,"2045-2050"
1533,2,"2050-2055"
1533,2,"2055-2060"
1533,2,"2060-2065"
1533,2,"2065-2070"
1533,2,"2070-2075"
1533,2,"2075-2080"
1533,2,"2080-2085"
1533,2,"2085-2090"
1533,2,"2090-2095"
1533,2,"2095-2100"
20,2,"1950-1955"
20,2,"1955-1960"
20,2,"1960-1965"
20,2,"1965-1970"
20,2,"1970-1975"
20,2,"1975-1980"
20,2,"1980-1985"
20,2,"1985-1990"
20,2,"1990-1995"
20,2,"1995-2000"
20,2,"2000-2005"
20,2,"2005-2010"
20,2,"2010-2015"
20,2,"2015-2020"
20,2,"2020-2025"
20,2,"2025-2030"
20,2,"2030-2035"
20,2,"2035-2040"
20,2,"2040-2045"
20,2,"2045-2050"
20,2,"2050-2055"
20,2,"2055-2060"
20,2,"2060-2065"
20,2,"2065-2070"
20,2,"2070-2075"
20,2,"2075-2080"
20,2,"2080-2085"
20,2,"2085-2090"
20,2,"2090-2095"
20,2,"2095-2100"
24,2,"1950-1955"
24,2,"1955-1960"
24,2,"1960-1965"
24,2,"1965-1970"
24,2,"1970-1975"
24,2,"1975-1980"
24,2,"1980-1985"
24,2,"1985-1990"
24,2,"1990-1995"
24,2,"1995-2000"
24,2,"2000-2005"
24,2,"2005-2010"
24,2,"2010-2015"
24,2,"2015-2020"
24,2,"2020-2025"
24,2,"2025-2030"
24,2,"2030-2035"
24,2,"2035-2040"
24,2,"2040-2045"
24,2,"2045-2050"
24,2,"2050-2055"
24,2,"2055-2060"
24,2,"2060-2065"
24,2,"2065-2070"
24,2,"2070-2075"
24,2,"2075-2080"
24,2,"2080-2085"
24,2,"2085-2090"
24,2,"2090-2095"
24,2,"2095-2100"
660,2,"1950-1955"
660,2,"1955-1960"
660,2,"1960-1965"
660,2,"1965-1970"
660,2,"1970-1975"
660,2,"1975-1980"
660,2,"1980-1985"
660,2,"1985-1990"
660,2,"1990-1995"
660,2,"1995-2000"
660,2,"2000-2005"
660,2,"2005-2010"
660,2,"2010-2015"
660,2,"2015-2020"
660,2,"2020-2025"
660,2,"2025-2030"
660,2,"2030-2035"
660,2,"2035-2040"
660,2,"2040-2045"
660,2,"2045-2050"
660,2,"2050-2055"
660,2,"2055-2060"
660,2,"2060-2065"
660,2,"2065-2070"
660,2,"2070-2075"
660,2,"2075-2080"
660,2,"2080-2085"
660,2,"2085-2090"
660,2,"2090-2095"
660,2,"2095-2100"
28,2,"1950-1955"
28,2,"1955-1960"
28,2,"1960-1965"
28,2,"1965-1970"
28,2,"1970-1975"
28,2,"1975-1980"
28,2,"1980-1985"
28,2,"1985-1990"
28,2,"1990-1995"
28,2,"1995-2000"
28,2,"2000-2005"
28,2,"2005-2010"
28,2,"2010-2015"
28,2,"2015-2020"
28,2,"2020-2025"
28,2,"2025-2030"
28,2,"2030-2035"
28,2,"2035-2040"
28,2,"2040-2045"
28,2,"2045-2050"
28,2,"2050-2055"
28,2,"2055-2060"
28,2,"2060-2065"
28,2,"2065-2070"
28,2,"2070-2075"
28,2,"2075-2080"
28,2,"2080-2085"
28,2,"2085-2090"
28,2,"2090-2095"
28,2,"2095-2100"
1535,2,"1950-1955"
1535,2,"1955-1960"
1535,2,"1960-1965"
1535,2,"1965-1970"
1535,2,"1970-1975"
1535,2,"1975-1980"
1535,2,"1980-1985"
1535,2,"1985-1990"
1535,2,"1990-1995"
1535,2,"1995-2000"
1535,2,"2000-2005"
1535,2,"2005-2010"
1535,2,"2010-2015"
1535,2,"2015-2020"
1535,2,"2020-2025"
1535,2,"2025-2030"
1535,2,"2030-2035"
1535,2,"2035-2040"
1535,2,"2040-2045"
1535,2,"2045-2050"
1535,2,"2050-2055"
1535,2,"2055-2060"
1535,2,"2060-2065"
1535,2,"2065-2070"
1535,2,"2070-2075"
1535,2,"2075-2080"
1535,2,"2080-2085"
1535,2,"2085-2090"
1535,2,"2090-2095"
1535,2,"2095-2100"
1528,2,"1950-1955"
1528,2,"1955-1960"
1528,2,"1960-1965"
1528,2,"1965-1970"
1528,2,"1970-1975"
