ex
41.69
41.69
41.674
49.4472
48.9588
49.1887
50.5906
50.8235
50.6808
47.5417
48.1036
47.791
43.2682
44.0485
43.6221
39.3689
40.3836
39.8346
35.7336
36.9161
36.2793
32.1628
33.5167
32.7899
28.6043
30.1388
29.3166
25.1339
26.7528
25.887
21.7597
23.3013
22.4801
18.4894
19.8379
19.1241
15.3616
16.4807
15.8929
12.4115
13.3218
12.8479
9.746
10.4801
10.1016
7.5184
8.085
7.7966
5.7242
6.1417
5.9327
4.3331
4.6266
4.4829
3.2945
3.4922
3.3979
2.5423
2.6705
2.6113
1.9922
2.072
2.0364
1.2988
1.3458
1.3261
41.7799
41.7501
41.763
49.5178
49.0081
49.2653
50.6441
50.8613
50.7449
47.5944
48.145
47.8552
43.3214
44.0919
43.687
39.4228
40.4299
39.9005
35.7887
36.9662
36.3467
32.2192
33.5711
32.8591
28.6622
30.1982
29.3881
25.1941
26.8177
25.9614
21.8233
23.3727
22.5585
18.5584
19.9172
19.2081
15.4389
16.5706
15.9857
12.5025
13.4274
12.9546
9.8521
10.6028
10.2241
7.632
8.2169
7.9268
5.8376
6.2737
6.0621
4.4394
4.7507
4.6039
3.3889
3.6023
3.5053
2.6222
2.7634
2.702
2.0556
2.1449
2.1079
1.3428
1.3933
1.3731
42.2
42.0599
42.129
49.8473
49.262
49.5576
50.8944
51.0561
50.9677
47.8138
48.3147
48.0502
43.5325
44.2532
43.874
39.6208
40.5791
40.0751
35.9708
37.102
36.5068
32.3838
33.6929
33.0035
28.8089
30.3058
29.5166
25.3222
26.9117
26.0737
21.9332
23.4547
22.6552
18.6511
19.9889
19.2907
15.5161
16.6325
16.0554
12.5664
13.4797
13.0128
9.9041
10.6453
10.2714
7.6727
8.2499
7.9637
5.868
6.2981
6.0896
4.4612
4.7678
4.6235
3.4038
3.6137
3.5185
2.6319
2.7705
2.7105
2.0616
2.1489
2.113
1.3462
1.3953
1.376
43.8601
43.8001
43.828
51.1458
50.6839
50.9166
51.8735
52.1403
51.9979
48.6733
49.2608
48.9517
44.3589
45.1519
44.7356
40.3959
41.4101
40.8777
36.6833
37.8582
37.241
33.0275
34.3711
33.6646
29.3818
30.9052
30.1031
25.8221
27.4349
26.5858
22.3611
23.9111
23.0974
19.0115
20.3878
19.6696
15.8156
16.9774
16.3764
12.8132
13.7704
13.2805
10.1041
10.8817
10.4888
7.8281
8.4335
8.1327
5.9833
6.4338
6.2149
4.5427
4.8627
4.7118
3.4587
3.6763
3.5776
2.6671
2.8091
2.7478
2.0826
2.1705
2.1347
1.358
1.406
1.3873
45.46
45.46
45.4569
52.3976
52.0325
52.2155
52.8004
53.1697
52.9743
49.4809
50.1603
49.8036
45.133
46.0058
45.5481
41.1205
42.1994
41.6335
37.3491
38.5761
37.9322
33.6293
35.0148
34.287
29.918
31.4738
30.6555
26.2902
27.9311
27.068
22.7614
24.3437
23.5136
19.3481
20.7657
20.026
16.0943
17.3038
16.6776
13.0418
14.0451
13.5307
10.2879
11.1043
10.6909
7.9694
8.6057
8.2887
6.0867000000000004
6.56
6.3294
4.6145
4.9501
4.7913
3.5059
3.733
3.6296
2.6962
2.8433
2.7797
2.0991
2.1891
2.1525
1.3671
1.4147
1.3963
47.1501
47.2
47.1709
53.7311
53.4387
53.5842
53.7366
54.2411
53.9756
50.2789
51.0979
50.6687
45.8918
46.8952
46.3696
41.8277
43.0212
42.3958
37.9991
39.3233
38.6291
34.2182
35.6843
34.9151
30.4454
32.065
31.2143
26.7517
28.4467
27.5565
23.1556
24.7932
23.9353
19.6791
21.1581
20.3873
16.3672
17.6423
16.9828
13.2636
14.3294
13.7835
10.4647
11.3342
10.8942
8.1035
8.7827
8.4446
6.1831
6.6889
6.4427
4.6796
5.0382
4.8688
3.5471
3.7892
3.6793
2.7203
2.8764
2.8092
2.1118
2.2063
2.1682
1.374
1.4224
1.4041
48.92
49.02
48.965
55.0943
54.9068
54.9986
54.7162
55.3446
55.015
51.1268
52.0623
51.5727
46.7032
47.8097
47.2307
42.5844
43.8657
43.1949
38.689
40.0907
39.3565
34.8344
36.3714
35.5657
30.9859
32.6714
31.787
27.2146
28.9752
28.0513
23.5439
25.2535
24.3585
20.0005
21.5596
20.7473
16.6302
17.9884
17.2859
13.4774
14.6195
14.0343
10.635
11.568
11.0957
8.2327
8.9617
8.5987
6.2757
6.8181
6.554
4.7421
5.1254
4.9444
3.5863
3.8437
3.7271
2.7431
2.9073
2.837
2.1237
2.2214
2.1826
1.3804
1.4289
1.4109
50.78
50.91
50.84
56.5109
56.4209
56.4633
55.7511
56.4331
56.0765
52.0299
52.9961
52.4914
47.5687
48.6882
48.1033
43.392
44.6722
44.0029
39.4243
40.8243
40.092
35.4898
37.0309
36.2241
31.5591
33.2546
32.3659
27.704
29.4834
28.5506
23.9537
25.695
24.7839
20.3391
21.9432
21.1077
16.9072
18.3177
17.5882
13.7026
14.8946
14.2838
10.8144
11.7886
11.2954
8.3685
9.1291
8.7505
6.3729
6.9373
6.6628
4.8072
5.2042
5.0172
3.627
3.8913
3.7722
2.7664
2.9328
2.8623
2.1356
2.2328
2.1949
1.3865
1.4337
1.4168
52.68
52.85
52.7611
57.9483
57.9631
57.9537
56.8187
57.511
57.1514
52.9676
53.9072
53.4187
48.4673
49.5392
48.9815
44.2312
45.448
44.8143
40.1894
41.5285
40.8304
36.1735
37.6634
36.8857
32.1591
33.8131
32.9484
28.2186
29.9683
29.0531
24.3866
26.1143
25.212
20.6984
22.3058
21.4697
17.202
18.628
17.8912
13.9427
15.1529
14.5334
11.006
11.9947
11.4949
8.5138
9.2845
8.9015
6.4768
7.0467
6.7702
4.8769
5.275
5.0883
3.6704
3.9328
3.8155
2.7913
2.9539
2.8861
2.1483
2.2412
2.206
1.3928
1.4371
1.4217
54.6201
54.85
54.731
59.4089
59.5519
59.4774
57.9208
58.6881
58.2907
53.9402
54.9292
54.4162
49.4
50.5031
49.9303
45.1032
46.3277
45.6913
40.9859
42.3123
41.6222
36.8873
38.3495
37.5877
32.7881
34.4045
33.5611
28.7611
30.4726
29.5789
24.8453
26.5461
25.659
21.0806
22.6776
21.8475
17.5165
18.9447
18.2069
14.1992
15.4148
14.7925
11.2106
12.2022
11.7008
8.6687
9.4389
9.0561
6.5871
7.1531
6.8787
4.9503
5.3417
5.1586
3.7156
3.9695
3.8568
2.8166
2.9704
2.9072
2.1607
2.2458
2.2147
1.3987
1.4379
1.4251
56.5599
56.88
56.715
60.8642
61.1517
61.0033
59.0226
59.8903
59.4415
54.9153
55.9786
55.4278
50.3354
51.495
50.8938
45.9783
47.2365
46.5836
41.7859
43.126
42.4299
37.6056
39.0657
38.3063
33.4228
35.0257
34.1907
29.3101
31.0058
30.1216
25.3109
27.0048
26.1223
21.4691
23.0736
22.2403
17.8363
19.2826
18.5356
14.4599
15.6948
15.0625
11.4181
12.4241
11.9152
8.825
9.6039
9.2168
6.6976
7.2664
6.9908
5.0227
5.4121
5.2304
3.7591
4.0076
3.8981
2.84
2.9867
2.9276
2.1714
2.2495
2.2222
1.4039
1.4382
1.4279
58.45
58.92
58.6769
62.2768
62.7474
62.5039
60.1088
61.106
60.5896
55.8814
57.0474
56.4429
51.2625
52.5064
51.861
46.8463
48.166
47.4809
42.5806
43.9616
43.2442
38.3207
39.8048
39.033
34.0568
35.6703
34.83
29.8606
31.5622
30.6753
25.7798
27.4857
26.597
21.862
23.4901
22.6442
18.1608
19.6388
18.8748
14.7248
15.9904
15.3416
11.6293
12.6589
12.1373
8.9842
9.7786
9.3832
6.8099
7.3863
7.1068
5.0962
5.4862
5.3045
3.803
4.0473
3.9404
2.8634
3.0034
2.9482
2.1819
2.2529
2.2297
1.4086
1.4379
1.4303
50.193
53.5867
51.8674
55.3529
58.2639
56.8007
55.7967
58.7882
57.2862
52.5604
55.6146
54.0817
48.2545
51.3499
49.7964
44.1149
47.1631
45.6351
40.25
43.1538
41.702
36.4642
39.2568
37.8639
32.6376
35.3605
34.0052
28.8166
31.4414
30.1387
25.0391
27.4952
26.282
21.3513
23.556
22.4751
17.7854
19.6977
18.7686
14.3749
16.0038
15.2213
11.2585
12.6186
11.9755
8.6105
9.6944
9.1928
6.4536
7.2733
6.905
4.7756
5.3621
5.1088
3.5309
3.9284
3.7657
2.645
2.9016
2.8037
2.0187
2.1761
2.1209
1.2934
1.3873
1.356
50.1314
53.3835
51.7363
54.994
57.7988
56.3879
55.2085
58.0968
56.6454
51.8338
54.7826
53.3008
47.4244
50.4041
48.9067
43.1535
46.0964
44.6189
39.222
42.1619
40.687
35.5839
38.652
37.1119
32.0461
35.22
33.6267
28.5064
31.6494
30.0748
24.9522
27.9187
26.4395
21.4259
24.0863
22.7702
17.9837
20.2789
19.1558
14.6571
16.5972
15.6593
11.5859
13.1922
12.4263
8.961
10.2308
9.6373
6.8022
7.755
7.3222
5.0982
5.7747
5.4798
3.8095
4.2643
4.0771
2.8697
3.1606
3.05
2.1842
2.3599
2.2993
1.3953
1.4905
1.4589
50.348
52.8
51.5709
54.8431
56.8133
55.8368
54.7769
56.7608
55.7789
