Tx
4526188.276
4584494.151
4554002.368
4436567.715
4494311.349
4464107.893
4124938.861
4182503.409
4152386.896
3760898.976
3821006.144
3789574.512
3404306.863
3468094.696
3434765.36
3052711.644
3120869.598
3085288.809
2709637.658
2782232.89
2744365.911
2376692.267
2453451.859
2413437.834
2053978.225
2134919.644
2092748.539
1742024.75
1826941.091
1782718.426
1442411.7
1529950.847
1484374.791
1157506.71
1244716.168
1199311.421
890654.588
973228.019
930219.238
646755.614
719623.383
681632.179
432637.728
491086.592
460553.846
256632.109
297964.224
276290.948
126876.793
151381.494
138425.399
47508.301
58632.826
52619.282
12536.884
15967.244
13941.132
2270.991
2918.527
2446.209
250.236
317.78
251.685
17.58
21.644
16.253
4537002.366
4592994.478
4563729.931
4447353.062
4502795.623
4473812.943
4135431.315
4190807.592
4161854.231
3770912.001
3829003.313
3798644.774
3413814.568
3475760.758
3443411.877
3061699.914
3128190.162
3093496.122
2718081.552
2789187.59
2752108.978
2384563.449
2460019.215
2420688.911
2061252.191
2141079.429
2099482.703
1748680.895
1832675.101
1788913.417
1448431.962
1535243.964
1490009.99
1162877.748
1249556.966
1204369.499
895371.205
977607.82
934687.288
650823.424
723535.047
685502.089
436076.309
494525.709
463826.022
259477.731
300930.395
278978.282
129281.782
154004.282
140667.198
49370.269
60686.58
54258.411
13140.25
16379.667
14076.503
2211.405
2590.797
2040.908
203.663
199.856
133.78
11.542
9.554
5.863
4581999.177
4625994.917
4603026.196
4492206.895
4535708.204
4512993.104
4178828.266
4222735.159
4199806.914
3811928.319
3859277.094
3834570.616
3452324.624
3504271.386
3477194.244
3097635.539
3154873.4
3125069.559
2751322.106
2813953.513
2781367.935
2414971.824
2482774.224
2447517.373
2088710.207
2161736.842
2123777.974
1773089.857
1851159.089
1810587.821
1469706.246
1551495.58
1508988.998
1180955.925
1263538.013
1220598.8
910233.332
989297.687
948141.35
662504.422
732926.792
696189.341
444680.475
501633.371
471800.274
265218.381
305830.974
284382.633
132561.742
156922.149
143818.07
50842.655
62070.974
55714.113
13606.966
16857.345
14561.733
2303.911
2697.547
2143.418
213.469
212.41
144.457
12.129
10.283
6.4
4744006.071
4794010.336
4767955.813
4653710.217
4703282.859
4677449.71
4335181.653
4385384.807
4359223.447
3959836.259
4013654.607
3985630.887
3591318.946
3649815.193
3619387.388
3227458.715
3291249.951
3258103.462
2871520.475
2940695.944
2904786.49
2525027.341
2599393.137
2560821.034
2188171.989
2267774.98
2226517.18
1861575.762
1946211.604
1902373.936
1546877.715
1635241.225
1589496.494
1246557.503
1335759.189
1289595.104
964154.904
1049862.753
1005510.474
704828.167
781766.126
741945.747
475731.267
538770.655
506129.704
285709.492
331594.756
307818.34
143900.874
172388.538
157611.333
55384.868
69491.871
62166.883
14226.909
19456.7
16749.03
