mx
0.05914223
0.04872908
0.0538205
0.0043723
0.00426881
0.00428752
0.00142753
0.00122838
0.001321
0.00110848
9.7786e-4
0.00103881
0.00183915
0.00152514
0.00167895
0.00262335
0.00206909
0.00234405
0.00270906
0.00241125
0.00255343
0.00304316
0.00282837
0.0029274
0.00384637
0.00343135
0.00363262
0.00526236
0.00435726
0.00481137
0.00760642
0.00591122
0.00677566
0.01137021
0.00845464
0.00993304
0.01729775
0.01229068
0.01480889
0.0264132
0.01912584
0.0227393
0.04034908
0.03061091
0.03529864
0.06281401
0.05072507
0.05623569
0.09855238
0.08351959
0.09011004
0.15419253
0.13670996
0.1442814
0.23684458
0.2125355
0.22253204
0.34445373
0.30951008
0.32299591
0.47989293
0.42668983
0.44492626
0.60990485
0.57254094
0.58230944
0.05577463
0.04490587
0.05040282
0.00394572
0.00364151
0.00378597
0.00133031
0.00108891
0.00120977
0.00103888
8.6957e-4
9.5599e-4
0.00174338
0.00137507
0.00156391
0.00248416
0.00187985
0.00218642
0.00255574
0.00220093
0.00237833
0.00286906
0.00259452
0.00273113
0.00363891
0.00318253
0.00341404
0.0050162
0.00409828
0.00456991
0.00733028
0.00564401
0.00651197
0.01104102
0.00812342
0.00962572
0.01691658
0.01188562
0.01443394
0.02592243
0.01855473
0.02223021
0.03974743
0.02990307
0.03471063
0.06205529
0.04978582
0.05558544
0.09755481
0.08233621
0.08910245
0.15305512
0.1353999
0.14289837
0.23568184
0.21133627
0.22140693
0.34343196
0.30867224
0.32186425
0.47915831
0.42638047
0.44420414
0.61038882
0.57290175
0.58271662
0.05329499
0.0417197
0.047464
0.0036125
0.00319655
0.00338245
0.00125772
9.8016e-4
0.00111661
9.8686e-4
7.8496e-4
8.8335e-4
0.00167139
0.00125711
0.00146266
0.00238123
0.00172776
0.00205287
0.00244064
0.00203001
0.00222945
0.00273617
0.00240208
0.00256015
0.00348321
0.00297109
0.00322075
0.0048297
0.00387099
0.00435551
0.00711909
0.00540191
0.00627721
0.01078839
0.00781865
0.00933179
0.01662318
0.01150811
0.01410394
0.02554346
0.01801868
0.02174574
0.03928133
0.02922959
0.03410239
0.06146573
0.04888403
0.05480205
0.09677608
0.08119169
0.08821634
0.15216391
0.13412447
0.14169377
0.23476755
0.21016695
0.21991384
0.3426268
0.30786352
0.32098649
0.47857955
0.42610298
0.44345562
0.61087355
0.57290175
0.58264872
0.0507878
0.03869358
0.04440402
0.00328359
0.00280287
0.00299166
0.00118475
8.8526e-4
0.00102444
9.3437e-4
7.1031e-4
8.1423e-4
0.00159799
0.00114217
0.00136036
0.00227669
0.00157808
0.00191527
0.00232353
0.00186397
0.0020762
0.00260055
0.00221801
0.0023885
0.0033246
0.00277339
0.00302351
0.00463891
0.00365834
0.00412635
0.00690238
0.00517093
0.00602668
0.01052902
0.00753342
0.00902883
0.01632179
0.01114863
0.01372898
0.02515426
0.01751438
0.02128413
0.03880259
0.02858308
0.03348637
0.06086013
0.0480148
0.05398803
0.09597744
0.08008967
0.08722588
0.15125021
0.13289772
0.14072091
0.2338305
0.20905415
0.21877592
0.34180136
0.30711826
0.31963728
0.4779852
0.42589213
0.44304249
0.61124694
0.57142857
0.58142915
0.04810672
0.03614419
0.04189182
0.00292615
0.00250879
0.00268437
0.00110646
8.1069e-4
9.4896e-4
8.7858e-4
6.5103e-4
7.5838e-4
0.00152117
0.00105051
0.00127678
0.00216574
0.00145947
0.00180021
0.0022
0.00172895
0.00194948
0.00245921
0.00206459
0.00224684
0.00315794
0.00260496
0.00286257
0.00444182
0.00347136
0.00394134
0.0066828
0.00496025
0.00581032
0.01026896
0.00726897
0.00877043
0.01602355
0.01080902
0.01342495
0.02477171
0.01703359
