"DeathsFemale"
1047.189
1187.586
1320.442
1386.743
1478.092
1610.051
1726.462
1838.867
1942.922
2043.212
2161.737
25291.507
28654.049
30265.796
30466.986
30629.119
31302.739
32208.212
33827.431
36230.739
39606.322
43668.481
38.641
39.457
42.23
46.019
50.531
55.839
62.01
70.683
80.463
90.988
101.058
394.192
407.743
423.216
448.758
476.6
523.95
588.873
688.146
801.932
923.948
1080.246
546.182
583.446
620.442
655.257
691.019
727.787
764.01
796.15
831.331
876.031
906.469
659.767
697.882
736.776
768.488
800.862
844.658
904.038
970.917
1035.582
1098.652
1167.743
64.598
66.934
72.002
78.426
83.554
87.375
92.005
98.696
107.283
118.263
126.319
65299.122
67695.764
70982.445
74788.43
79384.418
84958.346
92775.146
102070.391
112548.918
124090.597
135440.104
333.765
347.911
370.303
394.452
422.706
457.226
503.337
558.909
614.255
658.075
687.177
403.917
421.822
449.128
477.863
511.076
551.831
606.627
672.352
738.177
791.119
826.987
214.883
214.803
217.465
220.858
222.485
225.896
235.886
247.345
258.666
269.547
278.734
119.657
125.711
137.111
149.76
161.481
175.92
189.447
206.731
228.001
255.252
281.524
3.131
3.515
3.897
4.368
4.911
5.55
6.435
7.415
8.479
9.641
10.753
3.761
4.331
5.048
5.922
7.092
8.519
10.287
12.747
15.505
18.213
20.459
2985.563
3006.115
2980.335
2915.763
2913.621
3011.526
3233.898
3476.86
3807.97
4142.784
4559.012
5.853
5.781
5.687
5.699
5.808
6.081
6.577
7.289
8.205
9.116
9.842
333.214
336.621
335.805
334.324
328.371
319.809
315.025
316.99
330.637
342.113
347.306
258.93
266.618
275.054
283.415
289.081
294.239
300.056
310.188
323.034
333.976
338.421
2.313
2.468
2.63
2.864
3.132
3.458
3.97
4.628
5.478
6.539
7.819
177.628
200.724
222.344
233.832
236.401
246.451
258.36
270.351
294.175
302.408
332.627
46.954
48.082
48.848
49.057
49.146
49.849
52.403
56.789
61.88
68.871
76.636
174.473
179.884
185.563
191.467
199.508
209.278
229.246
252.277
277.635
305.937
340.088
65.189
79.17
90.577
102.447
112.342
120.397
127.834
136.034
144.614
151.519
154.313
59.691
88.88
85.569
73.137
64.406
62.659
66.749
72.658
80.037
89.866
102.98
2515.857
2719.708
2931.624
3147.453
3431.349
3769.031
4243.601
4794.939
5389.565
5935.985
6315.869
1.844
2.139
2.563
3.122
3.925
4.9
6.069
7.42
8.935
10.382
11.558
259.871
259.684
264.038
265.238
261.195
262.52
258.208
262.635
264.207
262.355
258.573
517.899
554.141
555.004
564.225
591.443
624.956
640.226
650.62
665.628
703.306
771.455
323.01
338.898
346.216
343.638
344.71
353.991
364.895
377.723
397.589
