"Sx"
0.96063575
0.96572033
0.96295591
0.99268862
0.99339672
0.99298492
0.99619911
0.99689921
0.99652178
0.99546792
0.99652288
0.9959585
0.99251392
0.99458211
0.99348879
0.99125593
0.9930635
0.99209781
0.99084017
0.9917561
0.99124911
0.98896761
0.98975633
0.98930717
0.98488018
0.98646678
0.98559951
0.97711308
0.98091599
0.97889858
0.96414649
0.97201624
0.96790654
0.94350315
0.95865686
0.95084468
0.91207367
0.9369378
0.92424653
0.86570609
0.8995759
0.88258357
0.79607231
0.83688028
0.81717928
0.69538205
0.73974227
0.71926658
0.55973957
0.60189351
0.58281252
0.39879417
0.43656242
0.41989677
0.24656938
0.28084204
0.26647619
0.13249452
0.16155609
0.15024495
0.06915556
0.08356206
0.07860445
NA
NA
NA
0.97180258
0.97588047
0.97345811
0.99544025
0.99604583
0.99565537
0.99736502
0.99800165
0.99764264
0.99671512
0.99773165
0.99717371
0.99447345
0.99643189
0.99537134
0.99363749
0.99534834
0.99439909
0.99338576
0.99431307
0.99376315
0.99197766
0.99269721
0.99223874
0.98869592
0.98992742
0.98917517
0.98197375
0.98504106
0.98330821
0.97036833
0.9772374
0.97349631
0.95134722
0.9655375
0.95799645
0.92198725
0.94646558
0.93370197
0.87817334
0.91271782
0.8950378
0.81099395
0.85430894
0.83265642
0.71283122
0.7618127
0.73828621
0.57763491
0.62616203
0.60402395
0.41320692
0.45835719
0.4384312
0.25549413
0.29630642
0.27908015
0.1364372
0.17016091
0.1571164
0.06972832
0.08561021
0.08022508
NA
NA
NA
0.97871747
0.9814449
0.97981272
0.99689551
0.99714764
0.99697222
0.99806042
0.99851237
0.99825977
0.9975034
0.99830228
0.99786861
0.99573961
0.99731348
0.9964692
0.99514867
0.99647645
0.99574506
0.99500186
0.99565725
0.99526755
0.99390435
0.99436218
0.99406135
0.99121912
0.99208796
0.99154757
0.98543496
0.98795304
0.9865239
0.97514613
0.98132666
0.97795265
0.95778076
0.9713437
0.96407103
0.93058407
0.95503965
0.94214044
0.88947897
0.92543745
0.90688198
0.82516871
0.87269633
0.84880705
0.73016767
0.78729544
0.75926841
0.59645815
0.65777302
0.62887607
0.42966376
0.49142453
0.46405696
0.26685547
0.32434645
0.30017514
0.14234159
0.18920793
0.17096164
0.07126294
0.09394767
0.08638354
NA
NA
NA
0.98351936
0.98480814
0.98393335
0.99778273
0.99772312
0.99771836
0.99852527
0.9987932
0.99863901
0.998055
0.99862123
0.99831165
0.99664319
0.99780967
0.99718415
0.9962105
0.9971223
0.99661585
0.99612877
0.99645215
0.99623682
0.99525839
0.99538664
0.99525362
0.99304917
0.99349381
0.99317439
0.98811273
0.98999828
0.98888087
0.97911681
0.9843834
0.98143594
0.96354141
0.97588836
0.96918466
0.93882211
0.96200983
0.94958988
0.9009233
0.93627046
0.91754223
0.84036875
0.88927822
0.86387662
0.7497995
0.81164966
0.78021788
0.6193764
0.69034097
0.6555961
0.45195849
0.52867526
0.49381148
0.28439165
