"GrowthRate"
2.408
2.268
2.122
1.898
1.701
1.537
1.403
1.274
1.134
0.993
0.862
0.752
0.662
0.586
0.522
0.466
2.536
2.5
2.429
2.292
2.175
2.073
1.978
1.882
1.782
1.68
1.583
1.494
1.409
1.328
1.249
1.173
-0.084
-0.123
-0.187
-0.359
-0.453
-0.481
-0.48
-0.48
-0.505
-0.563
-0.646
-0.729
-0.774
-0.761
-0.695
-0.623
1.724
1.457
1.307
1.243
1.237
1.199
1.098
0.966
0.855
0.786
0.763
0.765
0.764
0.745
0.706
0.653
0.08
0.244
0.286
0.254
0.24
0.296
0.283
0.282
0.254
0.19
0.097
-0.005
-0.082
-0.117
-0.133
-0.148
0.268
0.239
0.267
0.233
0.125
-0.043
-0.199
-0.273
-0.248
-0.135
0.028
0.194
0.324
0.41
0.453
0.49
3.315
3.297
3.224
3.067
2.933
2.807
2.692
2.581
2.468
2.346
2.232
2.121
2.013
1.92
1.825
1.727
0.833
0.758
0.68
0.544
0.409
0.304
0.237
0.207
0.191
0.17
0.161
0.174
0.217
0.275
0.331
0.355
0.937
0.871
0.765
0.628
0.537
0.488
0.464
0.449
0.439
0.434
0.437
0.45
0.463
0.474
0.482
0.482
1.042
1.043
0.999
0.909
0.849
0.809
0.777
0.747
0.714
0.67
0.63
0.599
0.585
0.576
0.567
0.558
0.267
0.172
0.105
0.055
0.044
0.035
0.03
0.018
-0.003
-0.021
-0.012
0.032
0.097
0.161
0.198
0.205
0.523
0.524
0.455
0.271
0.124
0.099
0.216
0.375
0.486
0.511
0.485
0.459
0.468
0.503
0.544
0.563
0.941
0.878
0.793
0.657
0.559
0.503
0.475
0.448
0.415
0.379
0.355
0.353
0.366
0.385
0.396
0.395
1.218
1.184
1.137
1.043
0.995
0.975
0.972
0.977
0.972
0.957
0.937
0.923
0.925
0.941
0.954
0.948
1.169
1.139
1.09
0.994
0.941
0.918
0.916
0.925
0.927
0.916
0.898
0.884
0.884
0.9
0.915
0.912
0.373
0.389
0.346
0.254
0.196
0.17
0.187
0.25
0.32
0.359
0.368
0.379
0.427
0.513
0.598
0.649
0.859
0.699
0.642
0.55
0.441
0.352
0.305
0.285
0.271
0.259
0.259
0.28
0.326
0.371
0.391
0.386
1.072
1.049
0.949
0.78
0.667
0.594
0.544
