"PopMale"
662.064
508.166
444.396
390.48
337.318
288.398
246.841
210.605
177.966
148.365
121.237
95.871
71.577
48.632
28.365
12.872
3.938
0.703
0.064
0.003
0
703.683
566.323
487.514
425.049
365.243
311.239
263.591
222.104
185.589
153.391
124.245
98.044
73.142
49.411
29.189
13.55
4.412
0.877
0.091
0.005
0
797.106
612.443
545.346
468.122
399.865
339.368
286.737
239.375
197.84
161.908
130.229
102.047
76.202
51.717
30.577
14.547
4.925
1.058
0.123
0.008
0
912.681
704.506
591.791
525.587
442.748
373.954
314.961
262.65
215.387
174.561
139.225
108.494
80.66
55.059
32.893
15.822
5.565
1.259
0.16
0.011
0
1052.108
817.753
682.906
572.208
499.605
416.551
349.425
290.809
238.556
192.059
151.892
117.508
87.074
59.428
35.89
17.597
6.332
1.505
0.204
0.016
0.001
1210.96
953.862
794.905
662.352
546.25
472.61
391.607
324.939
266.358
214.75
168.907
129.69
95.58
65.257
39.575
19.762
7.319
1.795
0.257
0.021
0.001
1284.756
1021.201
851.933
709.768
588.057
484.265
415.998
334.919
269.081
214.349
170.107
131.16
95.019
64.197
39.069
19.553
6.736
1.822
0.321
0.028
0.001
1155.681
931.319
767.056
632.169
518.365
434.702
366.069
309.496
227.345
165.295
121.161
96.333
75.204
48.858
28.378
14.299
4.3
1.245
0.341
0.036
0.002
1178.692
957.112
804.91
656.516
530.759
429.852
363.732
309.776
258.15
177.458
118.423
79.717
62.217
47.549
27.092
12.811
4.61
1.036
0.247
0.04
0.002
1783.286
1391.46
1158.054
971.191
790.732
639.91
520.237
429.692
355.063
295.799
216.249
153.977
108.186
77.244
49.532
24.749
10.179
2.285
0.215
0.03
0.003
2177.057
1674.923
1343.541
1102.075
898.216
723.869
590.474
482.885
398.21
324.949
264.087
186.774
127.643
83.509
54.526
30.324
11.819
3.461
0.49
0.027
0.002
2496.695
2110.914
1658.789
1336.648
1097.754
892.468
715.333
578.887
468.523
381.578
306.407
242.313
164.301
105.725
62.604
34.772
15.238
4.183
0.756
0.063
0.002
2571.421
2408.622
2075.011
1587.575
1215.122
986.966
819.453
666.094
542.46
437.151
347.352
272.626
209.498
132.141
78.047
40.598
17.843
5.522
0.936
0.099
0.005
