"LExFemale"
47.94
49.82
51.74
53.69
55.66
57.64
59.6
61.53
63.43
50.59
52.47
54.63
56.82
59
61.07
63.06
64.99
66.85
77.36
78.11
78.91
79.64
80.32
80.97
81.57
82.15
82.7
73.73
75.03
76.15
77.14
78.03
78.84
79.57
80.26
80.91
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
43.38
45.08
47.13
49.14
51.18
53.16
55.16
57.19
59.25
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
79.06
79.95
80.78
81.55
82.25
82.9
83.48
84.02
84.5
75.13
75.77
76.45
77.15
77.8
78.4
78.97
79.5
80.01
NA
NA
NA
NA
NA
NA
NA
NA
NA
70.78
72.22
73.5
74.63
75.72
76.75
77.67
78.5
79.25
83.43
84.04
84.59
85.07
85.54
86.01
86.46
86.91
87.36
83.18
83.81
84.38
84.88
85.36
85.84
86.29
86.75
87.2
82.42
83.07
83.69
84.3
84.89
85.46
86.03
86.58
87.13
71.15
72.38
73.48
74.46
75.25
75.88
76.48
77.06
77.6
75.28
77.42
78.75
79.81
80.83
81.55
82.33
83.69
85.05
76.67
77.6
78.44
79.21
79.93
80.59
81.22
81.81
82.38
65.78
68.02
70.06
71.86
73.41
74.75
75.91
76.93
77.84
79.23
79.7
80.46
81.15
81.69
82.18
83.1
83.33
83.86
74.5
75.17
75.81
76.42
77.05
77.71
78.32
78.89
79.43
82.68
83.18
83.68
84.18
84.68
85.18
85.68
86.18
86.68
74.05
73.98
74.49
75.37
76.52
77.42
78.46
79.36
80.39
56.63
59.17
61.32
63.21
65.16
66.96
68.66
70.24
71.7
NA
NA
NA
NA
NA
NA
NA
NA
NA
66.14
68.2
70.05
71.67
73.07
74.3
75.37
76.32
77.18
67.7
69.37
70.99
72.54
74.01
75.4
76.7
77.9
79
77.5
78
78.5
79
79.5
80
80.5
81
81.5
32.72
32.92
35.83
38.27
41.03
43.69
46.45
49.48
53.23
75.72
76.71
77.8
78.84
79.76
80.6
81.38
82.08
82.74
NA
NA
NA
NA
NA
NA
NA
NA
NA
79.7
80.5
81
81.5
82
82.5
82.9
83.3
83.7
76.33
77.04
77.7
78.31
78.98
79.71
80.39
81.03
81.63
50.07
51.78
53.75
55.94
58.36
60.6
62.79
64.99
67.15
46.54
48.61
50.44
52.22
54.36
56.42
58.41
60.48
62.66
74.45
75.65
76.7
77.63
78.47
79.24
79.95
80.61
81.24
61.31
63.2
64.98
66.44
68.24
69.72
70.97
72.22
73.41
46.71
48.88
50.96
52.73
54.66
56.57
58.45
60.27
62.04
83.05
83.67
84.28
84.87
85.44
86.01
86.57
87.11
87.65
70.81
71.94
73.01
74
74.89
75.71
76.58
77.47
78.39
NA
NA
NA
NA
NA
NA
NA
NA
NA
40.02
41.88
43.99
46.5
49.28
51.98
54.56
56.95
59.28
77.35
78.4
79.31
80.1
80.78
81.36
81.86
82.3
82.66
45.35
47.28
49.35
51.57
53.76
55.82
57.92
60.07
62.21
81.48
82.17
82.83
83.46
84.08
84.67
85.25
85.82
86.38
81.53
82.2
82.81
83.36
83.86
84.31
84.71
85.08
85.4
74.55
75.5
76.22
76.91
77.7
78.55
79.39
80.19
80.91
85.14
85.71
86.27
86.82
87.37
87.91
88.44
88.97
89.49
82.65
83.29
83.91
84.51
85.04
85.51
85.98
86.44
86.89
76.27
77.1
77.95
78.8
79.6
80.35
81.1
81.8
82.5
67.4
69.5
71.37
72.99
74.39
75.6
76.65
77.59
78.43
54.84
56.15
57.78
59.88
61.91
63.75
65.56
67.34
69
NA
NA
NA
NA
NA
NA
NA
NA
NA
81.24
81.86
82.41
82.91
83.35
83.75
84.1
84.42
84.7
79.15
79.87
80.54
81.16
81.65
82.07
82.49
82.88
83.27
80.33
81.33
82.03
82.53
83.03
83.43
83.73
84.03
84.23
81.64
82.21
82.77
83.3
83.81
84.31
84.8
85.28
85.75
79.37
80.07
80.73
81.35
81.94
82.5
83.04
83.56
84.07
47.01
48.43
50.76
53.53
56.3
59
61.86
64.75
67.54
67.48
69.07
70.52
71.82
72.98
74.02
74.94
75.78
76.54
45.76
47.24
48.88
50.81
52.87
54.9
56.93
58.96
60.93
80.1
80.76
81.37
81.96
82.52
83.06
83.59
84.09
84.59
54.98
57.03
59.19
61.54
63.95
65.91
67.74
69.45
71.04
NA
NA
NA
NA
NA
NA
NA
NA
NA
72.27
73.78
75.01
76
77.17
78.08
79.04
79.99
80.9
47.73
50.15
52.61
55.18
57.73
60.03
62.13
64.12
66
76.06
77.01
77.74
78.42
79.15
79.91
80.64
81.31
81.95
73.79
74.19
74.93
75.7
76.31
