lx
100000
100000
100000
82526.5
83338.705
82922.329
74553.6
74198.251
74382.536
71666.911
70874.313
71284.453
70530.524
69436.431
70002.296
68667.481
67265.757
67990.68
66209.038
64643.31
65453.183
63473.657
61764.343
62648.744
60525.269
58688.568
59639.318
57165.342
55444.775
56335.558
53321.764
52110.353
52736.789
48910.704
48513.282
48717.054
43760.379
44292.244
44013.695
37709.572
39101.278
38377.333
30471.548
32544.364
31468.226
22000.962
24479.298
23192.39
13456.728
15818.042
14589.311
6489.113
8187.789
7300.305
2257.084
3105.5
2659.713
512.571
778.31
637.777
70.728
118.55
93.105
6.038
10.924
8.313
100000
100000
100000
82589.6
83376.85
82973.358
74645.2
74256.628
74457.986
71761.693
70931.702
71360.533
70625.404
69492.759
70077.723
68762.741
67320.599
68065.324
66304.624
64696.18
65526.778
63569.786
61815.014
62721.215
60621.922
58736.837
59710.494
57262.023
55490.316
56405.323
53417.342
52152.614
52804.501
49003.256
48551.379
48781.112
43847.066
44325.024
44072.175
37786.77
39127.419
38427.463
30557.099
32584.985
31529.525
22143.183
24592.421
23319.311
13666.001
16030.025
14800.686
6709.615
8447.744
7541.843
2408.676
3309.377
2838.054
574.986
873.983
716.722
84.909
143.282
112.417
7.782
14.325
10.851
100000
100000
100000
82882.5
83573.444
83219.242
75069.8
74556.885
74822.069
72228.033
71265.96
71762.138
71102.568
69837.956
70489.825
69258.287
67682.249
68494.568
66822.896
65075.658
65976.161
64113.181
62212.427
63192.006
61190.904
59151.36
60202.48
57855.884
55919.779
56917.4
54032.091
52592.603
53333.243
49630.532
48996.61
49319.811
44473.279
44770.091
44610.851
38391.622
39564.625
38951.999
31113.311
32999.831
32018.997
22613.834
24959.356
23742.437
14012.856
16317.213
15122.033
6915.955
8632.42
7740.9
2498.733
3398.027
2929.543
600.869
902.395
744.709
89.382
148.776
117.595
8.237
14.94
11.412
100000
100000
100000
84009.2
84647.982
84320.43
76724.7
76217.93
76479.761
74046.246
73116.404
73596.03
72964.786
71751.373
72376.888
71194.247
69689.541
70465.078
68850.476
67185.291
68043.59
66242.594
64425.779
65362.325
63424.805
61464.68
62475.238
60192.644
58321.696
59286.195
56457.139
55058.779
55778.952
52112.019
51497.939
51812.275
46958.526
47277.308
47108.352
40800.923
42036.096
41392.648
33338.71
35354.671
34307.751
24507.722
27051.752
25732.214
15418.86
17963.046
16642.941
7760.062
9696.475
8689.737
2871.165
3911.611
3368.852
709.181
1067.75
879.959
108.303
180.804
142.704
10.177
18.515
14.127
100000
100000
100000
85042.5
85631.709
85329.522
78289.9
77750.574
78029.064
75776.864
74830.505
75318.55
74741.237
73528.239
74153.512
73042.818
71559.256
72323.815
70786.293
69157.245
69996.771
68275.32
66502.561
67416.296
65557.258
63644.057
64630.395
62426.117
60594.095
61538.591
58781.064
57401.745
58112.322
54497.931
53884.597
54199.219
49358.358
49681.519
49511.769
43139.865
44420.845
43755.468
35512.87
37645.436
36539.404
26373.502
29109.895
27691.084
16819.033
19605.77
18159.21
8612.118
10778.31
9650.832
3253.171
4445.357
3822.317
822.21
1243.747
1022.458
128.362
215.664
169.667
12.255
22.466
17.079
100000
100000
100000
86064.5
86621.99
86336.022
79950.6
79309.673
79640.324
77630.251
76579.186
77120.797
76648.456
75344.978
76016.363
75024.033
73475.923
74273.154
72849.539
71184.928
72042.09
70428.184
68645.207
69563.384
67801.046
65900.641
66879.498
64766.559
62955.89
63888.532
61212.837
59846.095
60549.489
56993.532
56384.317
56696.371
51871.416
52211.057
52032.906
45595.281
46944.253
46244.676
37801.341
40087.447
38903.778
28344.121
31325.992
29782.261
18304.41
21397.783
19793.986
9520.861
11977.746
10699.884
3662.894
5048.355
4324.37
943.955
1446.518
1182.535
149.97
256.512
200.316
14.478
27.138
20.452
100000
100000
100000
87134.5
87608.486
87365.264
81633
80904.487
81279.981
79499.697
78372.803
78953.169
78569.503
77210.203
77909.996
77028.083
75446.664
76260.672
74958.235
73273.458
74140.662
72656.058
70856.816
71782.951
70153.915
68235.58
69223.154
67246.554
65406.407
66353.815
63804.365
62389.627
63117.557
59658.731
58993.581
59334.585
54552.43
54861.207
54699.523
48207.877
49600.677
48879.735
40232.4
42674.593
41412.274
30438.76
33694.222
32011.009
19889.341
23334.575
21549.615
10498.029
13292.205
11838.973
4108.514
5719.547
4877.166
1078.188
1675.635
1361.473
174.109
303.153
235.02
16.983
32.477
24.295
100000
100000
100000
88228.7
88595.572
88407.385
83333.4
82579.102
82967.775
81391.141
80266.58
80845.774
80516.265
79182.781
79869.418
79066.446
77526.404
78319.33
77115.738
75461.354
76313.19
74950.561
73155.773
74079.96
72594.001
70649.508
71650.883
69835.696
67932.416
68912.713
66526.555
65008.769
65790.424
62474.979
61679.597
62088.679
57401.865
57588.045
57490.96
51001.574
52333.37
51645.983
42851.766
45338.176
44055.896
32718.884
36139.512
34374.191
21637.588
25345.885
23427.68
11593.449
14669.297
13071.866
4617.329
6430.555
5483.87
1234.387
1921.042
1560.682
202.664
353.464
274.093
19.976
38.229
28.64
100000
100000
100000
89306.5
89573.886
89436.647
84995.8
84291.265
84654.168
83245.506
82216.226
82746.399
82430.2
81218.895
81842.819
81077.807
79674.978
80397.622
79254.39
77716.46
78508.825
77235.739
75518.193
76403.235
75036.15
73124.967
74109.948
72441.569
70520.375
71510.755
69284.488
67691.428
68512.889
65350.387
64430.219
64904.881
60336.806
60378.854
60357.591
53907.578
55128.569
54500.297
45608.386
48062.845
46799.849
35154.027
38644.65
36846.866
23538.212
27413.514
25413.325
12809.07
16092.514
14391.917
5194.731
7169.908
6142.539
1415.632
2177.339
1779.799
236.433
405.925
317.458
23.556
44.159
33.468
100000
100000
100000
90366.404
90534.239
90448.144
86618.004
85903.85
86271.706
85061.956
84057.066
84574.727
84309.115
83147.914
83746.138
83059.151
81739.551
82419.525
81370.056
79940.618
80677.418
79506.02
77908.521
78732.195
77473.173
75678.983
76604.357
75055.745
73224.322
74169.238
72069.515
70513.093
71316.617
68277.382
67334.049
67821.78
63352.222
63336.005
63345.986
56924.794
58102.847
57497.96
48506.267
50976.274
49706.458
37754.05
41340.71
39494.331
25605.696
29656.367
27566.454
14159.856
17649.586
15843.446
5851.119
7984.678
6876.819
1626.285
2460.421
2026.688
276.392
463.403
366.487
27.833
50.51
38.885
100000
100000
100000
91385.503
91478.599
91430.908
88185.003
87469.827
87838.066
86820.646
85849.897
86349.858
86130.785
85029.583
85596.795
84984.586
83758.231
84390.1
83431.964
82122.646
82797.561
81725.176
80263.946
81017.513
79862.967
78208.225
79061.98
77629.476
75917.232
76801.097
74825.613
73341.359
74108.07
