"LEx"
65.97
67.38
68.55
69.57
70.47
71.27
72.03
72.75
73.44
74.13
74.8
75.5
76.18
76.87
77.55
78.25
64.11
65.44
66.65
67.74
68.74
69.65
70.48
71.25
71.96
72.63
73.27
73.88
74.47
75.07
75.65
76.24
78.96
79.68
80.5
81.2
81.89
82.59
83.27
83.92
84.52
85.08
85.62
86.12
86.64
87.15
87.67
88.2
77.5
78.38
79.22
80.02
80.8
81.57
82.3
83
83.67
84.3
84.89
85.44
85.96
86.48
87.01
87.53
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
62.22
63.77
65.11
66.31
67.34
68.26
69.08
69.83
70.53
71.18
71.82
72.45
73.04
73.65
74.25
74.87
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
77.47
78.12
78.76
79.4
80.03
80.67
81.31
81.94
82.56
83.18
83.78
84.36
84.91
85.44
85.94
86.44
77.17
77.91
78.65
79.39
80.13
80.87
81.61
82.32
83.01
83.64
84.26
84.83
85.4
85.95
86.49
87.02
75.55
76.23
76.91
77.57
78.23
78.88
79.53
80.19
80.85
81.51
82.16
82.79
83.39
83.98
84.54
85.09
76.78
77.49
78.19
78.89
79.56
80.24
80.9
81.56
82.23
82.87
83.49
84.06
84.62
85.15
85.66
86.14
74.2
75.05
75.82
76.54
77.22
77.88
78.5
79.1
79.68
80.26
80.82
81.38
81.95
82.52
83.1
83.69
83.94
84.55
85.18
85.76
86.34
86.92
87.49
88.05
88.62
89.19
89.75
90.31
90.86
91.43
91.98
92.54
83.75
84.39
85.03
85.62
86.2
86.78
87.35
87.91
88.47
89.04
89.6
90.16
90.7
91.27
91.82
92.37
82.05
82.85
83.67
84.32
84.92
85.52
86.08
86.64
87.19
87.75
88.3
88.85
89.39
89.94
90.48
91.02
73.33
73.87
74.42
75.01
75.6
76.19
76.79
77.4
78.03
78.67
79.31
79.98
80.67
81.37
82.06
82.74
74.28
74.85
75.42
76
76.59
77.18
77.78
78.39
79
79.64
80.28
80.93
81.58
82.22
82.86
83.47
77.73
78.37
78.98
79.61
80.23
80.85
81.47
82.08
82.7
83.3
83.9
84.47
85.03
85.56
86.06
86.56
73.57
74.83
75.95
76.99
77.97
78.89
79.78
80.65
81.46
82.25
83.01
83.73
84.38
84.98
85.54
86.08
79.64
80.34
81.11
81.8
82.48
83.15
83.78
84.39
84.95
85.48
85.97
86.48
86.97
87.48
87.99
88.49
75.2
75.9
76.61
77.31
78.01
78.72
79.44
80.14
80.85
81.51
82.14
82.74
83.31
83.86
84.39
84.9
82.17
82.94
83.69
84.32
84.94
85.54
86.1
86.66
87.21
87.77
88.31
88.85
89.4
89.94
90.48
91.02
75.09
75.83
76.55
77.28
78.01
78.73
79.46
80.18
80.92
81.63
82.34
83
83.65
84.25
84.82
85.37
62.84
64.16
65.28
66.26
67.12
67.94
68.68
69.37
70.02
70.66
71.27
71.87
72.46
73.05
73.64
74.26
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
72.77
73.97
75.02
75.95
76.81
77.62
78.39
79.12
79.85
80.56
81.25
81.93
82.62
83.25
83.86
84.45
72.35
73.47
74.46
75.39
76.26
77.09
77.89
78.67
79.43
80.17
80.91
81.64
82.34
83.01
83.62
84.19
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
77.93
78.68
79.42
80.17
80.91
81.65
82.38
83.09
83.76
84.38
84.96
85.52
86.04
86.56
87.08
87.59
69.86
70.57
71.24
71.87
72.5
73.11
73.75
74.37
75.01
75.64
76.28
76.95
77.62
78.31
79.01
79.72
76.57
77.55
78.5
79.43
80.33
81.23
82.07
82.86
83.56
84.23
84.85
85.45
86.04
86.6
87.15
87.71
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
76.34
77.03
77.7
78.37
79.03
79.68
80.34
81.02
81.66
82.32
82.96
83.58
84.16
84.72
85.25
85.75
75.49
76.14
76.79
77.44
78.11
78.77
79.45
80.14
80.81
81.49
82.15
82.78
83.37
83.93
84.47
84.98
62.98
64.79
66.34
67.67
68.8
69.78
70.65
71.45
72.2
72.89
73.59
74.25
74.91
75.56
76.23
76.88
62.71
64.29
65.71
66.99
68.16
69.2
70.15
71.02
71.84
72.6
73.34
74.07
74.79
75.5
76.21
76.93
73.58
74.42
75.21
75.99
76.77
77.55
78.34
79.12
79.92
80.72
81.5
82.27
82.97
83.61
84.24
84.83
70.54
71.51
72.38
73.2
73.95
74.67
75.38
76.07
76.76
77.43
78.11
78.8
79.49
80.17
80.85
81.52
60.32
61.77
63.09
64.32
65.41
66.41
67.31
68.16
68.94
69.67
70.37
71.03
71.65
72.28
72.92
73.53
82.96
83.72
84.42
85.04
85.63
86.2
86.75
87.3
87.85
88.39
88.92
89.46
89.99
90.52
91.05
91.58
73.35
74.26
75.2
75.98
76.68
77.33
77.91
78.47
79.02
79.57
80.14
80.71
81.28
81.83
82.38
82.92
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
54.36
55.95
57.42
58.78
60.02
61.12
62.13
63.03
63.87
64.63
65.32
66
66.63
67.22
67.79
68.34
75.5
76.36
77.51
78.33
79.14
79.93
80.71
81.48
82.24
82.95
83.63
84.27
84.86
85.42
85.96
86.49
72.3
72.93
73.55
74.16
74.77
75.38
75.99
76.62
77.25
77.89
78.55
79.23
79.91
80.59
81.28
81.94
70.59
71.59
72.48
73.29
74.06
74.8
75.52
76.22
76.9
77.57
78.24
78.9
79.56
80.22
