"IMR"
44.642
38.808
34.132
30.308
27.138
24.607
22.335
20.354
18.644
17.008
15.532
14.237
13.081
11.964
11.031
10.164
41.607
36.944
32.994
29.626
26.82
24.476
22.535
20.883
19.455
18.21
17.136
16.188
15.348
14.6
13.933
13.312
7.224
6.375
5.531
4.935
4.431
3.983
3.61
3.36
3.145
2.96
2.79
2.63
2.495
2.37
2.255
2.14
18.416
15.812
13.699
11.915
10.417
9.14
8.054
7.139
6.36
5.717
5.17
4.709
4.328
3.972
3.651
3.36
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
53.456
46.277
40.398
35.348
31.229
27.809
24.939
22.538
20.521
18.9
17.531
16.392
15.462
14.612
13.877
13.207
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
4.588
4.157
3.792
3.471
3.195
2.945
2.724
2.533
2.357
2.197
2.066
1.946
1.851
1.761
1.686
1.611
8.952
7.925
7.088
6.341
5.704
5.177
4.691
4.341
4.045
3.755
3.495
3.285
3.07
2.88
2.72
2.576
9.356
8.31
7.474
6.721
6.062
5.569
5.09
4.667
4.36
4.052
3.785
3.604
3.413
3.243
3.137
3.002
12.475
11.39
10.51
9.679
8.908
8.254
7.667
7.104
6.582
6.116
5.694
5.314
4.964
4.654
4.369
4.11
21.775
19.094
16.807
14.935
13.357
12.018
10.869
9.861
9.007
8.232
7.545
6.924
6.377
5.891
5.461
5.074
2.735
2.45
2.195
1.98
1.78
1.6
1.435
1.285
1.145
1.015
0.905
0.8
0.7
0.609
0.534
0.459
2.834
2.531
2.263
2.037
1.83
1.645
1.476
1.324
1.182
1.05
0.936
0.827
0.725
0.631
0.554
0.477
2.306
2.013
1.774
1.599
1.464
1.349
1.249
1.159
1.08
1.01
0.945
0.88
0.825
0.77
0.72
0.67
18.786
16.919
15.215
13.646
12.25
11.03
9.941
8.977
8.138
7.405
6.757
6.2
5.7
5.259
4.875
4.542
5.224
4.821
4.461
4.141
3.856
3.604
3.378
3.176
2.995
2.823
2.672
2.535
2.399
2.282
2.177
2.076
5.193
4.621
4.139
3.728
3.376
3.08
2.824
2.607
2.412
2.251
2.105
2.005
1.91
1.82
1.735
1.66
21.56
17.556
14.609
12.367
10.63
9.254
8.128
7.198
6.425
5.756
5.311
4.911
4.566
4.256
3.971
3.711
9.104
8.156
7.255
6.528
5.896
5.339
4.862
4.456
4.121
3.831
3.576
3.346
3.131
2.926
2.741
2.565
2.47
2.165
1.914
1.718
1.548
1.402
1.281
1.181
1.09
1.02
0.97
0.915
0.875
0.835
0.801
0.771
2.359
1.987
1.706
1.496
1.321
1.181
1.067
0.962
0.872
0.792
0.722
0.657
0.597
0.547
0.497
0.457
11.378
10.188
9.176
8.3
7.537
6.885
6.303
5.802
5.34
4.938
4.572
4.266
3.996
3.76
3.56
3.375
54.154
48.414
43.591
39.503
36.049
32.85
30.156
27.736
25.627
23.73
22.098
20.64
19.325
18.17
17.078
16.051
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
19.59
16.784
14.747
13.153
11.903
10.893
10.039
9.309
8.65
8.061
7.538
7.07
6.617
6.235
5.888
5.572
25.305
21.657
18.779
16.444
14.543
12.942
11.586
10.435
9.445
8.595
7.826
7.138
6.643
6.202
5.807
5.437
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
5.125
4.471
3.947
3.504
3.126
2.803
2.526
2.294
2.108
1.957
1.831
1.721
1.631
1.546
1.466
1.391
26.751
23.799
21.272
19.129
17.193
15.517
13.978
12.654
11.453
10.418
9.539
8.718
7.988
7.369
6.815
6.306
11.039
9.496
8.241
7.243
6.404
5.696
5.103
4.617
4.231
3.901
3.616
3.372
3.147
2.952
2.773
2.603
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6.925
6.237
5.662
5.182
4.776
4.43
4.119
3.843
3.602
3.386
3.185
3.009
2.863
2.728
2.613
2.513
5.427
4.84
4.347
3.935
3.562
3.265
3.002
2.77
2.578
2.406
2.25
2.119
2.013
1.917
1.842
1.767
45.113
37.537
31.337
26.379
22.476
19.649
17.497
15.848
14.524
13.521
12.63
11.899
11.303
