Tx
4167853.418
4167330.877
4167393.45
4079560.663
4078493.945
4078835.49
3770569.294
3769345.789
3769762.107
3406156.818
3407846.444
3406752.865
3050763.763
3057192.925
3053647.661
2702469.817
2715166.844
2708379.975
2365082.592
2385240.276
2374595.265
2040772.342
2069125.51
2054240.821
1730647.697
1767916.686
1748417.346
1436234.965
1482529.049
1458356.881
1159798.169
1213568.386
1185527.904
903945.532
961830.003
931666.559
671924.449
729489.645
699504.36
467809.501
520520.539
493065.184
296824.785
340785.191
317876.492
165321.992
197731.935
180819.439
76985.699
97049.129
86553.381
28101.562
37838.741
32725.711
7431.455
10831.508
9037.255
1302.307
2075.798
1665.369
140.826
245.327
189.593
7.842
14.693
11.024
4178004.807
4175003.517
4176257.355
4089669.775
4086141.028
4087665.205
3780350.529
3776786.712
3778323.032
3415469.566
3414997.672
3414933.774
3059602.139
3064059.838
3061449.705
2710832.922
2721755.638
2715806.768
2372968.607
2391559.632
2381651.383
2048179.117
2075185.926
2060931.725
1737572.424
1773729.644
1754749.073
1442676.03
1488107.298
1464336.104
1165757.964
1218926.836
1191162.982
909434.031
966987.142
936971.488
676963.486
734469.055
704501.958
472441.322
525356.022
497794.138
301063.955
345470.198
322342.47
169006.924
202053.712
184833.461
79782.381
100554.677
89715.067
29789.328
40126.257
34718.182
8163.561
11919.215
9946.886
1507.888
2414.675
1936.308
174.56
307.252
236.932
10.45
19.955
14.898
4220001.459
4206001.855
4212936.173
4131470.184
4117007.648
4124179.281
3820630.557
3806592.424
3813540.547
3453499.452
3443201.033
3448217.604
3095271.283
3090562.894
3092697.459
2744073.118
2746493.244
2744953.468
2403675.712
2414444.726
2408602.429
2076232.677
2096128.645
2085582.57
1762845.063
1792641.907
1776992.736
1465040.671
1504908.21
1484068.695
1185098.615
1233552.166
1208291.506
925665.219
979397.318
951428.107
690054.064
744650.896
716260.286
482444.556
533327.848
506887.391
308151.235
351303.809
328889.99
173510.22
205920.299
189084.707
82228.639
102773.132
92091.825
30853.701
41160.609
35791.914
8505.279
12280.366
10308.348
1581.47
2500.292
2018.704
184.273
319.726
248.504
11.089
20.848
15.704
4385998.544
4379992.213
4382809.775
4296712.38
4290278.065
4293315.086
3979967.121
3974011.445
3976797.809
3604066.253
3601754.155
3602658.831
3236629.26
3239697.135
3237827.782
2875946.871
2885835.168
2880450.251
2525646.686
2543496.383
2534008.495
2187813.971
2214372.374
2200395.488
1863518.57
1899565.856
1880696.726
1554284.517
1600036.568
1576163.658
1262428.731
1316499.551
1288340.338
990712.099
1049914.428
1019117.243
742657.236
802632.639
771453.719
522773.188
578839.07
549704.019
336840.253
384703.632
359833.59
191833.124
228129.868
209261.907
92246.396
115562.301
103427.556
35247.261
47147.147
40940.625
9929.043
14378.706
12050.998
1891.122
2999.102
2417.643
225.51
392.396
304.594
13.819
26.029
19.596
4546005.09
4546003.891
4545711.565
4456026.615
4455630.647
4455540.785
4133739.526
4133975.421
4133556.498
3749513.026
3753520.603
3751154.782
3373299.951
3382727.424
3377567.243
3003564.667
3019758.406
3011110.82
2643808.759
2667817.953
2655143.18
2296057.395
2328572.208
2311513.769
1961350.118
2003122.899
1981291.616
1641199.686
1692457.481
1665735.655
1337942.796
1397372.161
1366439.236
1054436.342
1118952.516
1085402.57
794392.266
