"dx"
17473.5
16661.295
17077.671
7972.9
9140.455
8539.793
2886.689
3323.938
3098.083
1136.387
1437.882
1282.157
1863.043
2170.674
2011.616
2458.444
2622.447
2537.497
2735.381
2878.967
2804.439
2948.388
3075.775
3009.426
3359.927
3243.793
3303.76
3843.578
3334.422
3598.769
4411.059
3597.071
4019.735
5150.325
4221.038
4703.359
6050.807
5190.966
5636.362
7238.024
6556.914
6909.107
8470.586
8065.066
8275.836
8544.234
8661.256
8603.079
6967.615
7630.253
7289.006
4232.03
5082.289
4640.592
1744.512
2327.189
2021.937
441.843
659.76
544.671
64.69
107.627
84.792
6.038
10.924
8.313
17410.4
16623.15
17026.642
7944.4
9120.222
8515.372
2883.507
3324.926
3097.453
1136.289
1438.943
1282.81
1862.664
2172.16
2012.399
2458.117
2624.42
2538.546
2734.838
2881.166
2805.562
2947.864
3078.177
3010.721
3359.899
3246.521
3305.171
3844.682
3337.702
3600.821
4414.086
3601.235
4023.389
5156.19
4226.355
4708.937
6060.297
5197.606
5644.712
7229.671
6542.434
6897.937
8413.915
7992.563
8210.214
8477.182
8562.397
8518.625
6956.386
7582.28
7258.844
4300.939
5138.367
4703.789
1833.69
2435.394
2121.332
490.077
730.701
604.305
77.128
128.957
101.566
7.782
14.325
10.851
17117.5
16426.556
16780.758
7812.7
9016.559
8397.173
2841.767
3290.926
3059.931
1125.466
1428.003
1272.313
1844.281
2155.707
1995.257
2435.391
2606.591
2518.407
2709.714
2863.231
2784.155
2922.278
3061.068
2989.526
3335.019
3231.58
3285.08
3823.794
3327.177
3584.157
4401.559
3595.992
4013.433
5157.253
4226.519
4708.96
6081.657
5205.467
5658.852
7278.311
6564.793
6933.002
8499.477
8040.475
8276.56
8600.978
8642.142
8620.404
7096.901
7684.793
7381.134
4417.222
5234.393
4811.357
1897.864
2495.632
2184.834
511.487
753.62
627.113
81.145
133.836
106.183
8.237
14.94
11.412
15990.8
15352.018
15679.57
7284.5
8430.053
7840.669
2678.454
3101.525
2883.732
1081.46
1365.032
1219.142
1770.538
2061.831
1911.809
2343.772
2504.251
2421.488
2607.881
2759.512
2681.265
2817.79
2961.099
2887.087
3232.16
3142.984
3189.042
3735.506
3262.917
3507.244
4345.119
3560.839
3966.676
5153.494
4220.631
4703.923
6157.603
5241.213
5715.704
7462.212
6681.425
7084.897
8830.989
8302.919
8575.537
9088.861
9088.706
9089.273
7658.798
8266.571
7953.204
4888.897
5784.865
5320.885
2161.984
2843.861
2488.893
600.878
886.945
737.254
98.126
162.289
128.577
10.177
18.515
14.127
14957.5
14368.291
14670.478
6752.6
7881.134
7300.458
2513.036
2920.069
2710.514
1035.627
1302.265
1165.039
1698.419
1968.984
1829.696
2256.524
2402.01
2327.044
2510.974
2654.685
2580.475
2718.062
2858.504
2785.902
3131.141
3049.961
3091.804
3645.053
3192.35
3426.269
4283.132
3517.148
3913.103
5139.573
4203.078
4687.45
6218.493
5260.673
5756.3
7626.995
6775.409
7216.064
9139.368
8535.542
8848.32
9554.469
9504.125
9531.874
8206.916
8827.46
8508.377
5358.946
6332.953
5828.515
2430.961
3201.61
2799.859
693.849
1028.082
852.791
116.107
193.199
152.587
12.255
22.466
17.079
13935.5
13378.01
13663.978
6113.9
7312.318
6695.698
2320.349
2730.487
2519.527
981.794
1234.207
1104.434
1624.424
1869.055
1743.209
2174.494
2290.996
2231.064
2421.355
2539.721
2478.706
2627.138
2744.565
2683.886
3034.487
2944.751
2990.966
3553.722
3109.795
3339.043
4219.304
3461.778
3853.118
5122.116
4173.259
4663.465
6276.136
5266.804
5788.229
7793.939
6856.806
7340.898
9457.221
8761.455
9121.517
10039.711
9928.209
9988.275
8783.549
9420.037
9094.102
5857.968
6929.391
6375.514
2718.939
3601.836
3141.835
793.984
1190.006
982.219
135.492
229.375
179.863
14.478
27.138
20.452
12865.5
12391.514
12634.736
5501.5
6703.999
6085.282
2133.303
2531.684
2326.812
930.194
1162.599
1043.173
1541.42
1763.539
1649.324
2069.849
2173.206
2120.01
2302.177
2416.642
2357.711
2502.143
2621.235
2559.797
2907.36
2829.173
2869.34
3442.19
3016.78
3236.258
4145.634
3396.046
3782.972
5106.301
4132.374
4635.062
6344.553
5260.53
5819.788
7975.478
6926.084
7467.461
9793.64
8980.371
9401.264
10549.419
10359.646
10461.394
9391.312
10042.37
9710.641
6389.515
7572.658
6961.808
3030.327
4043.912
3515.692
904.079
1372.482
1126.454
157.126
270.676
210.725
16.983
32.477
24.295
11771.3
11404.428
11592.615
4895.3
6016.47
5439.61
1942.259
2312.522
2122.001
874.876
1083.799
976.356
1449.818
1656.377
1550.087
1950.708
2065.05
2006.14
2165.177
2305.581
2233.23
2356.56
2506.266
2429.078
2758.306
2717.091
2738.169
3309.141
2923.647
3122.289
4051.575
3329.172
3701.745
5073.114
4091.552
4597.719
6400.292
5254.675
5844.977
8149.807
6995.194
7590.087
10132.882
9198.664
9681.705
11081.295
10793.627
10946.511
10044.14
10676.588
10355.814
6976.119
8238.742
7587.996
3382.942
4509.513
3923.189
1031.723
1567.578
1286.589
182.688
315.235
245.453
19.976
38.229
28.64
10693.5
10426.114
10563.353
4310.7
5282.622
4782.478
1750.294
2075.038
1907.769
815.306
997.332
903.58
1352.393
1543.917
1445.197
1823.417
1958.518
1888.797
2018.651
2198.267
2105.59
2199.588
2393.226
2293.287
2594.581
2604.593
2599.193
3157.081
2828.946
2997.866
3934.101
3261.209
3608.008
5013.581
4051.365
4547.289
6429.227
5250.285
5857.295
8299.192
7065.724
7700.448
10454.36
9418.195
9952.982
11615.814
11231.136
11433.541
10729.143
11321
11021.408
7614.339
8922.606
8249.379
3779.099
4992.569
4362.74
1179.199
1771.414
1462.341
212.877
361.766
283.99
23.556
44.159
33.468
9633.596
9465.761
9551.856
3748.4
4630.389
4176.438
1556.048
1846.784
1696.979
752.841
909.153
828.589
1249.964
1408.362
1326.613
1689.095
1798.933
1742.107
1864.036
2032.098
1945.224
2032.847
2229.538
2127.838
2417.428
2454.661
2435.119
2986.23
2711.229
2852.622
3792.133
3179.044
3494.837
4925.16
3998.044
4475.794
6427.428
5233.158
5848.026
8418.527
7126.572
7791.502
10752.217
9635.564
10212.127
12148.354
11684.343
11927.877
11445.84
12006.781
11723.008
8308.737
9664.908
8966.627
4224.834
5524.257
4850.131
1349.894
1997.017
1660.201
248.559
412.893
327.602
27.833
50.51
38.885
8614.497
8521.401
8569.092
3200.5
4008.772
3592.842
1364.356
1619.93
1488.208
689.861
820.314
753.063
1146.199
1271.353
1206.695
1552.621
1635.585
1592.538
1706.789
1858.7
1780.049
1862.208
2055.721
1955.532
2233.491
2290.993
2260.884
2803.863
2575.873
2693.027
3632.931
3075.821
3362.577
4814.385
3919.499
4380.36
6399.638
5185.329
5810.487
8509.503
7151.865
7850.75
11022.528
9817.851
10440.304
12666.578
12119.39
12406.392
12174.526
12710.907
12439.836
9039.07
10462.509
9728.829
4706.884
6115.201
5384.361
1538.493
2253.634
1882.072
288.467
471.61
377.09
32.611
57.741
45.011
7659.897
7603.778
7632.541
2698.6
3422.22
3049.849
1180.983
1400.127
1287.112
626.651
730.161
676.751
1042.835
1133.798
1086.725
1416.15
1470.276
1442.05
1549.44
1680.99
1612.769
1690.518
1874.451
1779.097
2045.944
2115.982
2079.304
2613.194
2425.281
2521.783
3458.921
2953.471
3213.877
4681.617
3817.109
4262.407
6342.767
5107.369
5743.518
8564.298
7139.986
7874.072
11251.448
9958.932
10628.174
13151.012
12524.988
12854.141
12894.973
13420.267
13155.063
9792.048
11307.328
10524.404
5221.573
6765.05
5962.319
1745.807
2543.545
2128.907
333.286
538.887
433.15
38.035
66.005
51.987
10835.723
9534.152
10194.957
6864.056
6775.968
6818.272
2620.774
2615.736
2619.59
1126.326
1132.16
1129.761
1523.366
1367.939
1447.506
2071.662
1764.395
1920.582
2391.452
2146.322
2270.592
2584.723
2342.577
2465.208
2824.921
2447.391
2638.536
3096.527
2559.7
2832.16
3574.446
2860.302
3222.523
4327.742
3493.711
3913.966
5379.724
4535.553
4961.979
7085.006
6305.424
6699.403
9360.306
8807.913
9078.838
10909.178
11074.418
10981.717
10519.844
11829.544
11168.956
7692.475
9895.504
8793.419
3838.617
5847.858
4838.04
1159.845
2160.545
1651.327
194.018
448.746
316.888
19.268
54.141
35.78
10334.998
9119.147
9736.036
6526.58
6459.26
6492.254
2462.178
2448.871
2456.913
980.217
975.848
978.57
1339.888
1211.447
1277.395
1935.766
1834.485
1886.632
2546.73
2671.757
2609.591
3086.97
3065.582
3076.792
3437.419
2952.73
3196.558
3563.316
2730.898
3151.028
3734.492
2752.653
3250.769
4263.713
3282.679
3781.296
5198.882
4284.42
4746.455
6765.62
5931.112
6347.152
8959.745
8328.852
8636.383
10553.074
10604.677
10569.308
10418.22
11603.829
11007.498
7947.37
10112.626
9031.666
4239.921
6367.919
5300.221
1409.536
2576.62
1984.133
265.618
601.665
428.332
29.747
82.922
55.022
9394.953
8290.174
8850.898
5976.125
5911.568
5943.405
2279.576
2256.469
2268.097
946.776
936.604
941.737
1250.531
1093.206
1173.131
1782.189
1725.168
1753.775
2506.572
3014.936
2758.368
3383.52
3986.589
3683.724
4001.696
3902.153
3950.395
4123.344
3283.622
3699.35
4088.108
2887.78
3484.879
4316.51
3097.083
3707.753
5067.9
3963.708
4518.285
6625.747
5605.039
6116.7
8834.89
7975.869
8406.507
10505.907
10318.021
10417.423
10506.921
11503.136
11016.502
8149.934
10236.097
9201.226
4434.398
6581.798
5501.593
1504.319
2708.265
2093.082
287.812
636.241
455.269
32.271
86.473
57.899
8806.274
7694.207
8258.772
5366.563
5291.084
5328.634
2191.207
2154.682
2172.797
995.326
974.81
985.05
1271.94
1102.887
1188.835
1690.548
1539.45
1615.88
2216.687
2603.017
2406.096
2965.863
3759.945
3357.554
3676.495
4102.187
3887.12
3989.603
3624.489
3803.953
4106.187
3120.008
3605.461
4404.029
3166.335
3776.625
5140.713
3881.117
4505.492
6687.427
5430.899
6056.006
8989.321
7824.684
8406.757
10811.67
10285.688
10558.282
10987.188
11708.936
11369.453
8713.105
10703.785
9727.989
4883.255
7119.522
6001.339
1721.092
3052.505
2374.439
344.845
752.008
541.009
40.663
107.755
72.455
8068.535
6984.906
7535.183
4798.797
4672.609
4736.031
1975.263
1908.737
1942.735
985.773
949.63
968.107
1279.647
1090.769
1187.146
1630.033
1435.523
1534.538
2029.963
2294.18
2159.853
2628.215
3298.169
2958.008
3288.321
3808.395
3545.13
3677.813
3613.73
3645.125
3915.118
3203.9
3555.278
4328.442
3203.218
3755.454
5134.892
3833.281
4471.477
6762.705
5378.446
6057.63
9207.025
7868.324
8527.166
11252.594
10532.027
10893.573
11665.85
12246.864
11974.803
9476.676
11465.999
10495.595
5458.724
7815.411
6647.18
1979.829
3422.066
2698.184
406.999
852.548
627.18
48.784
121.267
84.624
7403.484
6360.577
6890.262
4245.525
4085.16
4166.078
1735.904
1643.836
1690.779
903.66
851.19
877.968
1238.674
1035.735
1139.25
1581.666
1354.438
1470.106
1906.954
2089.975
1996.709
2398.696
2969.995
2679.519
3000.631
3480.876
3236.857
3429.623
3444.403
3436.712
3748.267
3193.423
3470.885
4225.15
3211.987
3712.057
5083.842
3783.212
4419.107
6776.285
5306.303
6022.559
9355.024
7876.111
8597.961
11628.859
10730.789
11174.721
12302.716
12750.808
12543.295
10229.152
12247.892
11266.949
6039.581
8589.144
7330.271
2241.62
3868.002
3054.783
468.385
985.027
724.712
56.301
141.118
98.46
6787.415
5794.054
6298.653
3752.283
3564.468
3659.393
1528.281
1413.886
1472.039
786.293
717.862
752.676
1142.628
927.568
1037.105
1518.85
1281.722
1402.267
1839.367
1982.651
1909.521
2287.321
2794.947
2536.664
2830.219
3282.654
3052.439
3260.289
3299.365
3279.225
3628.495
3131.391
3382.655
4145.674
3200.037
3672.692
5009.46
3726.698
4357.64
6726.429
5204.541
5945.887
9404.522
7813.52
8586.691
11877.183
10806.163
11328.301
12815.324
13098.415
12966.137
10911.014
12912.632
11939.938
6617.583
9351.895
8005.567
2525.154
4370.405
3450.726
540.402
1154.961
846.033
65.814
170.165
117.75
6181.938
5246.542
5721.772
3283.488
3076.569
3181.233
1340.03
1205.435
1273.641
691.064
606.677
649.476
1025.431
798.207
913.588
1414.091
1173.067
1295.254
1756.653
1870.927
1812.569
2207.532
2626.967
2413.77
2690.239
3034.513
2859.354
3048.447
3031.911
3039.632
3425.54
2933.499
3182.627
4002.566
3091.37
3551.687
4920.614
3668.282
4292.775
6682.273
5155.294
5906.215
9452.118
7802.144
8605.643
12117.119
10917.478
11495.771
13326.676
13460.362
13389.238
11620.578
13594.179
12627.228
7250.672
10172.437
8734.099
2854.713
4953.316
3910.662
629.76
1370.334
999.375
78.457
210.487
144.391
5599.01
4719.299
5166.297
2836.315
2615.627
2727.323
1167.531
1020.884
1095.286
620.185
523.076
572.348
932.194
694.365
815.025
1298.247
1046.775
1174.225
1645.478
1735.658
1689.862
2113.261
2485.079
2296.664
2605.132
2878.714
2740.044
2924.234
2844.448
2884.692
3251.004
2736.801
2997.13
3847.836
2956.333
3408.145
4819.408
3608.568
4220.057
6627.718
5128.176
5875.858
9462.493
7787.512
8606.511
12285.756
10973.399
11599.125
13748.816
13701.392
13703.298
12270.665
14133.031
13209.916
7888.488
10926.811
9433.312
3220.771
5575.559
4411.881
739.701
1638.563
1190.285
95.757
269.928
182.715
5061.987
4226.785
4651.228
2423.46
2191.998
2309.189
1007.951
856.723
934.432
561.029
455.393
509.531
859.74
616.43
740.67
1198.319
941.086
1072.558
1516.255
1577.859
1547.934
1974.885
2309.481
2141.61
2479.982
2735.055
