"Deaths"
2805.686
3137.273
3386.397
3554.809
3673.957
3764.872
3837.519
3900.535
3963.267
65490.777
68533.112
70742.563
72791.165
74974.774
77807.697
81091.905
84614.817
88402.749
94.348
105.543
117.364
128.593
139.104
150.606
162.635
174.238
183.675
854.331
919.949
994.818
1085.463
1218.38
1403.342
1624.929
1868.75
2125.333
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1800.245
1919.124
2027.049
2114.905
2180.892
2243.345
2301.209
2352.144
2400.017
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1526.847
1596
1665.163
1741.298
1835.333
1949.196
2083.47
2226.238
2377.34
145.372
152.908
157.237
158.452
159.974
165.693
175.029
184.36
189.15
3.655
4.083
4.667
5.313
5.955
6.553
7.015
7.317
7.379
151508.368
159840.635
169438.907
180810.536
195098.313
212493.38
232058.441
251733.692
270136.464
736.376
805.795
873.791
947.467
1036.972
1141.651
1244.434
1335.656
1406.474
885.416
965.325
1044.561
1131.091
1237.228
1361.865
1484.899
1593.798
1678.874
394.061
413.246
431.198
449.059
469.96
494.118
518.925
542.441
562.629
329.586
367.465
395.981
415.7
439.704
477.898
529.57
581.521
621.428
10.219
10.629
12.225
13.08
14.401
15.992
18.709
20.578
21.853
12.388
14.677
17.714
21.742
26.933
33.228
40.133
46.901
52.875
6091.019
6201.247
6392.428
6685.554
7131.694
7724.945
8422.939
9194.328
10045.857
10.368
10.683
11.563
12.865
14.797
17.055
18.954
20.373
21.371
711.534
701.574
683.071
658.085
639.27
636.302
643.993
648.671
643.624
522.703
549.027
568.829
582.839
598.281
620.538
647.732
672.321
687.987
5.52
6.453
7.822
8.341
9.313
10.322
11.905
13.76
15.619
522.051
536.85
549.778
562.904
579.679
604.288
635.639
672.851
717.785
NA
NA
NA
NA
NA
NA
NA
NA
NA
24.141
25.499
26.695
27.688
29.151
31.395
34.528
38.365
42.724
369.204
380.934
393.684
408.69
428.434
452.844
483.046
519.011
560.712
186.857
212.381
231.627
242.908
247.067
246.772
249.732
254.765
259.153
134.782
142.918
141.909
139.668
138.035
140.15
138.903
137.788
137.161
6161.019
6672.876
7197.074
7844.067
8599.512
9444.834
10372.479
11342.383
12315.605
NA
NA
NA
NA
NA
NA
NA
NA
NA
5.558
6.557
7.962
9.779
12.04
14.642
17.504
20.348
23.142
563.228
554.642
539.057
524.617
512.553
503.091
494.246
478.895
464.924
1095.953
1166.16
1222.644
1254.959
1283.023
1322.13
1379.927
1456.047
1546.771
688.358
775.055
830.98
880.004
923.951
973.875
1024.556
1066.153
1103.622
12.855
13.17
13.642
14.41
15.845
18.227
21.513
25.438
29.534
665.699
660.316
659.178
662.957
680.363
719.243
776.795
843.703
923.744
1368.773
1393.954
1423.035
1465.037
1493.684
1520.561
1555.835
1601.91
1660.144
1226.227
1323.978
1437.385
1571.753
1727.217
1905.702
2091.64
2256.855
2376.569
1567.413
1633.971
1719.325
1832.461
1956.371
2098.224
2254.776
2419.791
2589.128
NA
NA
NA
NA
NA
NA
NA
NA
NA
403.396
415.195
428.049
437.561
442.895
449.21
456.184
462.679
468.999
3684.935
4009.846
4408.121
4881.786
5456.578
6148.814
6952.837
7842.898
8790.1
855.238
910.312
942.987
968.275
991.246
1016.902
1046.328
1081.821
1124.256
7.118
7.209
7.497
7.967
8.539
9.154
9.708
10.132
10.382
449.135
509.064
574.657
647.107
728.44
818.861
916.174
1014.445
1105.47
47328.983
51554.085
56094.397
61363.853
67701.645
74783.41
82167.744
88971.596
94417.007
212.847
245.987
278.583
312.765
351.77
397.978
451.272
507.615
558.908
11.329
12.968
14.906
17.335
20.618
24.817
29.523
33.928
37.215
1294.424
1406.193
1551.99
1720.085
1913.45
2171.862
2445.21
2741.777
3016.911
27.872
27.835
28.219
29.26
31.127
33.831
37.434
42.003
47.454
220.166
228.235
236.934
244.332
252.404
262.344
273.684
287.716
304.99
NA
NA
NA
NA
NA
NA
NA
NA
NA
91.999
104.891
120.244
138.865
161.841
189.245
220.818
254.68
288.329
274.472
285.326
290.046
290.619
291.932
296.025
300.136
301.267
298.298
426.083
438.444
458.416
499.683
551.451
608.342
661.038
710.138
755.568
32.065
34.153
36.738
39.933
43.839
48.165
52.384
56.325
59.775
553.713
567.668
580.635
597.158
622.921
648.728
664.852
669.553
669.659
1530.295
1589.256
1617.851
1636.868
1657.968
1690.449
1727.842
1768.84
1820.543
1188.256
1267.52
1338.85
1394.794
1437.544
1498.86
1595.379
1705.529
1781.138
5781.802
6361.001
6860.19
7194.336
7459.554
7703.537
7938.91
8175.72
8421.696
280.594
285.18
293.431
305.46
320.608
335.717
345.506
349.176
348.659
48.363
48.458
48.874
50.349
52.121
55.007
58.828
63.07
67.755
NA
NA
NA
NA
NA
NA
NA
NA
NA
294.583
320.237
349.408
381.893
418.243
460.456
507.467
558.411
611.221
21869.683
22580.461
23222.249
23942.004
24678.987
25629.9
26758.154
28001.561
29358.278
55967.708
61011.832
66495.082
72707.214
79829.152
87566.159
95498.228
102706.455
108366.732
21512.537
21409.875
20794.167
20027.555
19684.076
19678.722
19798.1
19722.803
19389.528
346.801
382.983
425.442
471.357
521.758
578.688
643.255
712.543
782.91
2162.677
2311.122
2472.144
2687.885
2972.298
3315.785
3695.424
4057.167
4437.097
204.682
219.33
234.913
252.514
273.082
297.829
327.267
361.547
400.847
38.593
39.664
40.699
41.376
42.162
43.373
45.268
47.352
48.909
229.123
237.59
245.547
253.825
267.27
288.36
316.429
350.44
388.68
95.123
94.359
91.167
88.261
85.263
84.045
84.203
83.701
82.587
5541.782
5755.806
5941.895
6059.739
6172.322
6338.825
6583.482
6899.07
7277.663
43026.125
43969.87
44275.497
44323.073
44764.357
45664.754
46769.768
47617.21
48016.56
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
