"Q5"
405.09
374.138
341.957
314.708
286.63
256.962
224.651
191.302
160.542
137.856
119.645
100.008
81.042
67.868
56.874
48.4
41.891
36.745
32.537
29.288
26.405
23.926
21.819
19.831
18.141
16.669
15.389
14.154
13.109
12.133
310.751
282.897
258.513
238.623
220.22
199.587
182.029
169.669
165.936
151.25
129.729
104.749
84.407
71.074
62.559
55.683
49.716
44.53
40.134
36.409
33.28
30.578
28.224
26.153
24.366
22.779
21.367
20.108
18.994
17.965
310.863
283.052
258.686
238.79
220.35
199.698
182.139
169.786
166.052
151.357
129.823
104.821
84.462
71.116
62.594
55.714
49.742
44.552
40.153
36.426
33.295
30.591
28.236
26.164
24.376
22.788
21.375
20.115
19.001
17.972
310.864
283.054
258.689
238.794
220.353
199.698
182.132
169.774
166.035
151.341
129.807
104.807
84.45
71.107
62.586
55.706
49.735
44.546
40.148
36.421
33.291
30.587
28.232
26.16
24.373
22.785
21.372
20.113
18.999
17.969
286.795
270.09
255.483
239.624
220.946
207.49
191.921
180.401
175.66
179.075
157.093
131.818
111.456
96.631
87.164
78.947
71.577
65.018
59.184
53.997
49.396
45.406
41.866
38.672
36.021
33.607
31.434
29.399
27.671
26.09
293.278
267.649
241.679
221.658
206.003
193.646
187.143
176.938
175.254
142.16
114.081
89.372
70.885
59.218
50.005
42.642
36.685
31.89
28.043
24.95
22.416
20.303
18.497
16.946
15.615
14.457
13.427
12.529
11.728
10.984
328.152
281.848
249.189
222.212
202.916
165.022
125.587
89.248
69.846
50.142
41.356
33.009
27.188
22.824
19.632
17.065
14.944
13.188
11.769
10.593
9.624
8.791
8.09
7.514
7.011
6.583
6.209
5.918
5.65
5.397
265.831
242.989
223.758
209.554
191.217
173.492
159.321
150.63
149.538
146.619
131.374
104.247
76.185
60.787
52.375
45.603
39.802
34.812
30.671
27.192
24.313
21.957
20.005
18.405
17.052
15.898
14.924
14.093
13.354
12.661
342.918
320.37
297.75
278.794
257.969
235.286
216.628
209.603
203.083
188.746
162.459
132.213
109.552
91.561
80.328
71.625
64.321
58.004
52.569
47.883
43.919
40.454
37.449
34.792
32.463
30.409
28.601
26.986
25.549
24.236
297.236
274.113
251.218
233.791
216.325
200.619
187.448
178.79
175.975
160.456
137.174
111.448
90.768
76.15
66.57
58.929
52.515
47.047
42.381
38.386
35.005
32.096
29.582
27.381
25.488
23.808
22.314
20.978
19.798
18.713
193.942
165.843
129.566
98.91
72.772
57.679
52.521
45.678
37.087
30.864
25.647
18.721
13.104
11.369
10.265
9.031
7.768
6.911
6.177
5.536
4.995
4.599
4.261
3.961
3.695
3.459
3.246
3.06
2.883
2.718
278.124
254.925
230.988
208.669
188.135
156.613
103.452
71.479
54.356
47.245
40.836
34.397
28.881
24.663
21.413
18.431
15.987
13.928
12.191
10.709
9.443
8.375
7.469
6.716
6.075
5.548
5.102
4.69
4.315
3.979
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
217.931
194.732
170.341
152.322
132.019
112.232
91.459
74.904
58.713
45.221
34.743
27.974
22.503
19.901
17.206
14.98
13.124
11.553
10.199
9.059
8.098
7.341
6.684
6.108
5.601
5.147
4.762
4.412
4.091
3.804
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
323.923
312.28
296.9
278.279
258.637
242.114
230.608
224.003
223.319
217.635
192.246
148.491
106.391
80.889
70.339
61.206
53.626
47.042
41.627
37.084
33.22
29.975
27.24
25.007
23.084
21.48
20.153
18.957
17.919
16.976
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
108.378
87.157
66.222
53.237
48.179
43.112
38.043
30.618
22.695
17.016
13.345
10.889
8.868
7.251
6.426
5.801
5.264
4.795
4.384
4.019
3.69
3.404
3.146
2.92
2.722
2.551
2.404
2.276
2.163
2.057
83.587
75.609
72.846
69.137
57.544
46.189
37.417
31.923
27.244
23.092
19.557
16.558
14.017
11.862
10.405
9.228
8.255
7.398
6.656
6.069
5.523
5.119
4.778
4.447
4.143
3.904
3.654
3.423
3.24
3.067
96.072
88.717
80.996
73.951
