"NatIncr"
26.933
28.978
30.547
31.496
31.934
32.473
33.467
34.627
35.617
23.464
24.869
25.664
26.001
26.336
26.873
27.621
28.42
29.163
8.504
8.664
8.123
6.569
4.424
2.704
1.779
1.182
0.39
15.865
16.18
15.241
13.339
11.323
9.902
9.197
8.74
8.025
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
25.781
28.265
29.518
30.145
30.435
30.853
31.603
32.438
33.164
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
9.593
9.575
9.2
8.604
7.958
7.377
6.881
6.458
6.026
6.528
5.96
3.833
1.839
1.039
0.625
-0.286
-1.691
-3.023
4.499
3.337
2.472
1.44
-0.058
-1.736
-3.328
-4.469
-5.032
11.63
11.761
11.203
10.212
9.24
8.604
8.299
8.075
7.836
5.89
5.24
4.751
4.189
3.434
2.624
1.947
1.448
1.078
6.042
5.418
4.959
4.403
3.631
2.799
2.11
1.609
1.242
-0.115
-0.668
-1.197
-1.873
-2.776
-3.77
-4.691
-5.554
-6.378
12.217
12.146
10.442
8.005
6.401
5.719
5.09
4.052
2.842
10.87
10.557
9.998
9.119
7.793
6.371
5.364
4.362
3.453
15.523
15.539
14.72
13.554
12.164
10.672
9.247
7.973
6.901
14.956
14.826
14.182
13.103
11.759
10.581
9.712
8.895
8.016
3.571
3.013
1.891
0.385
-1.375
-3.222
-5.045
-6.736
-8.133
-4.708
-4.849
-5.639
-6.65
-7.461
-8.243
-9.307
-10.639
-11.928
1.561
1.253
0.809
0.217
-0.346
-0.851
-1.347
-1.867
-2.313
21.26
21.764
21.589
20.519
19.08
17.868
17.003
16.363
15.76
30.309
31.36
31.907
32.061
32.122
32.27
32.523
32.786
33
NA
NA
NA
NA
NA
NA
NA
NA
NA
14.325
15.807
15.864
14.917
13.63
12.623
12.108
11.764
11.263
19.753
20.525
20.798
20.504
19.88
19.357
19.115
19.024
18.943
-0.618
-1.708
-3.148
-4.572
-5.954
-7.422
-9.036
-10.586
-11.928
12.945
13.102
12.996
12.349
11.803
11.305
11.704
12.442
12.995
10.042
9.254
8.446
7.387
6.096
4.847
3.738
2.716
1.74
NA
NA
NA
NA
NA
NA
NA
NA
NA
17.227
16.69
15.789
14.53
13.044
11.632
10.472
9.618
8.927
-5.043
-5.747
-6.702
-7.651
-8.453
-9.153
-9.814
-10.767
-11.881
34.688
34.491
34.321
34.493
35.597
36.798
37.303
37.488
37.848
20.57
23.837
24.494
23.665
22.568
22.216
22.863
23.899
24.578
19.25
19.979
19.722
18.587
17.072
15.733
14.64
13.676
12.821
16.488
18.598
19.059
17.894
16.255
15.253
15.081
15.203
15.056
22.805
24.054
24.598
24.719
25.042
25.641
26.328
26.931
27.405
3.219
2.856
2.351
1.522
0.439
-0.662
-1.579
-2.274
-2.774
11.432
11.288
10.966
10.417
9.697
9.048
8.621
8.374
8.243
NA
NA
NA
NA
NA
NA
NA
NA
NA
18.564
20.368
21.567
22.151
22.568
23.115
23.865
24.659
25.382
16.136
15.706
15.014
14.084
13.056
12.12
11.357
10.732
10.183
29.037
30.511
31.775
32.681
33.362
34.087
34.938
35.773
36.492
-0.077
-0.865
-1.478
-2.214
-3.227
-4.45
-5.717
-6.811
-7.618
9.658
9.052
8.148
6.918
5.534
4.227
3.112
2.155
1.288
6.544
6.136
4.693
2.7
0.948
-0.338
-1.415
-2.65
-4.031
2.101
0.88
-0.186
-1.38
-2.863
-4.34
-5.516
-6.54
-7.602
3.851
3.458
2.397
0.618
-1.675
-3.909
-5.904
-7.794
-9.666
15.091
14.561
13.726
12.692
11.65
10.635
9.802
9.03
8.377
25.964
26.075
25.199
24.346
24.008
24.037
24.067
23.888
23.56
21.854
22.884
23.768
23.787
23.502
23.552
23.983
24.457
24.784
NA
NA
NA
NA
NA
NA
NA
NA
NA
12.554
12.13
11.136
9.724
8.17
6.761
5.522
4.371
3.288
-1.956
-2.737
-3.626
-4.486
-5.342
-6.199
-6.979
-7.709
-8.397
3.668
2.455
1.126
-0.325
-1.917
-3.602
-5.291
-7.089
-9.011
4.365
4.213
3.694
2.638
1.256
0.051
-0.765
-1.334
-1.857
-0.187
-0.997
-2.1
-3.375
-4.639
-5.379
-5.706
-6.099
-6.752
24.214
25.804
26.809
27.117
27.149
27.249
27.54
27.871
28.132
3.885
3.466
3.368
2.695
1.458
0.079
-1.045
-1.888
-2.567
27.897
29.966
31.309
31.963
32.376
33.059
33.96
34.819
35.561
1.254
0.367
0.117
0.127
-0.235
-0.978
-1.691
-2.124
-2.182
17.604
19.095
20.072
20.185
19.703
18.991
18.636
18.839
19.368
NA
NA
NA
NA
NA
NA
NA
NA
NA
16.843
16.253
15.447
14.527
13.627
12.883
12.272
11.685
11.121
26.939
28.808
29.815
30.164
30.41
30.805
31.397
32.018
32.538
5.795
5.286
3.873
1.977
0.292
-0.98
-2.059
-3.264
-4.584
-3.655
-4.088
-5.145
-6.252
-7.094
-7.732
-8.491
-9.414
-10.352
15.835
15.398
14.884
14.022
12.936
11.939
11.139
10.493
9.924
18.957
19.087
17.986
16.728
15.814
15.319
15.023
14.578
13.998
13.556
14.196
14.181
13.207
11.912
10.881
10.169
9.589
8.971
22.909
25.097
26.172
26.712
27.22
27.796
28.459
29.305
30.144
28.704
29.367
28.635
27.72
27.325
27.403
27.622
27.658
27.497
-1.1
-1.446
-2.454
-3.652
-4.36
-4.538
-4.572
-4.685
-5.183
26.597
28.666
29.943
30.336
30.334
30.456
30.882
31.448
31.941
-0.921
-1.557
-2.407
-3.243
-3.922
-4.477
-5.062
-5.731
-6.407
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
14.517
14.293
13.759
13.043
12.299
11.558
10.952
10.658
10.513
1.756
1.327
0.772
-0.032
-0.981
-1.849
-2.388
-2.544
-2.457
3.634
2.653
1.872
1.262
0.891
0.527
0.014
-0.588
-1.073
21.533
21.567
21.652
21.229
20.258
19.23
18.567
18.29
18.156
12.947
12.443
11.418
10.092
8.757
7.658
6.79
6.005
5.278
17.703
19.28
19.86
19.247
18.446
17.897
17.846
17.942
17.954
25.591
26.797
27.804
28.495
28.875
29.15
29.461
29.836
30.184
0.214
-0.683
-1.953
-3.27
-4.123
-4.848
-5.821
-6.982
-8.005
-2.194
-3.191
-4.084
-5.057
-6.018
-6.922
-7.803
-8.719
-9.648
21.353
22.219
22.6
22.595
22.44
22.386
22.553
22.829
23.094
NA
NA
NA
NA
NA
NA
NA
NA
NA
-0.545
-1.57
-2.892
-3.72
-4.481
-4.95
-5.595
-6.441
-7.518
NA
NA
NA
NA
NA
NA
NA
NA
NA
13.231
14.443
14.087
12.408
10.346
8.77
7.825
7.04
5.983
6.575
5.888
5.58
4.991
4.08
3.078
2.143
1.315
0.636
12.998
12.762
12.61
12.089
11.116
10.05
9.273
8.862
8.688
27.573
28.293
28.466
28.087
27.455
27.027
26.876
26.8
26.668
28.714
30.291
31.208
31.644
31.934
32.295
32.731
33.129
33.452
23.983
25.14
26.251
27.303
28.311
29.234
30.096
30.956
31.749
9.863
9.553
9.816
9.573
8.334
6.342
4.677
3.701
3.189
18.74
19.693
20.273
20.321
19.775
19.143
18.795
18.75
18.806
NA
NA
NA
NA
NA
NA
NA
NA
NA
22.687
23.256
22.999
22.013
20.858
20.051
19.587
19.212
18.728
-3.578
-4.096
-4.775
-5.432
-6.206
-6.856
-7.286
-7.773
-8.355
8.67
8.33
7.642
6.615
5.406
4.318
3.514
2.879
2.266
14.472
14.793
14.512
13.741
12.78
12.076
11.735
11.434
11.031
12.429
11.815
10.917
9.923
8.877
7.804
6.785
5.892
5.047
13.199
13.25
10.987
8.279
6.573
5.718
4.905
3.578
1.847
25.5
26.908
27.251
27.093
26.386
25.586
25.148
25.037
25.011
9.202
8.521
6.993
5.47
4.503
4.091
3.84
3.327
2.511
NA
NA
NA
NA
NA
NA
NA
NA
NA
14.552
13.93
13.334
12.975
12.759
12.436
11.962
11.538
11.276
-0.665
-2.241
-3.531
-4.428
-4.969
-5.395
-5.975
-6.826
-7.869
12.022
12.258
12.183
11.356
10.161
9.059
8.238
7.58
6.966
-0.948
-2.397
-4.059
-5.604
-6.828
-7.865
-8.842
-9.711
-10.442
21.813
22.09
21.044
19.92
18.864
18.068
17.488
16.91
16.262
8.524
8.811
7.849
6.529
6.236
6.666
6.878
6.466
5.707
27.311
28.156
28.119
27.904
28.168
28.619
29.04
29.388
29.709
NA
NA
NA
NA
NA
NA
NA
NA
NA
16.051
14.745
13.104
11.776
10.757
9.836
8.795
7.611
6.449
15.001
15.454
14.677
13.122
11.88
11.291
10.849
10.218
9.437
20.501
22.333
23.338
22.91
21.498
20.381
20.113
20.235
20.202
13.057
12.615
11.984
11.108
10.093
9.151
8.382
7.738
7.17
-3.686
-3.695
-4.537
-5.801
-6.77
-7.169
-7.467
-8.042
-8.861
23.365
24.875
25.76
26.123
26.341
26.779
27.504
28.327
29.114
8.901
8.553
8.087
7.286
5.991
4.446
3.079
2.101
1.219
12.26
13.647
14.274
14.02
14.047
14.404
15.191
15.954
16.56
14.197
14.625
14.461
13.918
13.427
13.285
13.507
13.881
14.321
16.681
17.242
17.301
16.968
16.578
16.46
16.695
17.096
17.54
12.612
12.746
12.252
11.356
10.501
9.968
9.753
9.637
9.535
27.953
29.165
29.975
30.258
30.222
30.238
30.444
30.734
31.027
19.338
19.206
17.3
14.911
13.337
12.775
12.627
12.324
11.576
NA
NA
NA
NA
NA
NA
NA
NA
NA
-3.655
-4.435
-5.011
-5.927
-6.928
-7.782
-8.523
-9.351
-10.263
3.239
3.018
3.041
3.133
2.929
2.363
1.667
1.073
0.641
26.876
28.555
29.527
29.67
29.37
29.217
29.351
29.602
29.82
28.042
30.452
32.177
32.621
32.613
32.686
33.113
33.651
34.103
16.065
15.938
15.331
14.268
12.995
11.825
10.998
10.506
10.119
14.194
15.571
15.285
13.493
11.171
9.32
8.193
7.376
6.394
26.902
28.381
29.249
29.777
30.275
30.821
31.388
31.921
32.385
1.198
0.635
-0.394
-1.764
-3.31
-4.787
-5.909
-6.625
-7.161
NA
NA
NA
NA
NA
NA
NA
NA
NA
4.91
3.876
3.229
2.454
1.358
0.086
-1.151
-2.206
-3.058
23.339
24.208
24.408
24.311
24.207
24.243
24.335
24.452
24.562
6.949
5.616
4.631
3.56
2.275
0.917
-0.262
-1.069
-1.661
22.486
23.545
24.092
23.663
22.184
20.432
19.321
18.97
18.831
22.485
22.735
23.118
23.202
22.858
22.402
22.247
22.398
22.602
14.346
13.449
12.375
11.166
9.857
8.521
7.238
6.026
4.842
16.734
16.944
16.887
16.366
15.503
14.625
14.023
13.813
13.851
19.383
20.655
21.637
21.698
20.909
19.798
19.075
19.088
19.463
26.23
28.171
29.384
29.991
30.422
31.082
31.96
32.825
33.577
NA
NA
NA
NA
NA
NA
NA
NA
NA
12.29
12.744
12.099
10.196
7.908
6.276
5.46
4.917
4.084
1.886
1.729
0.768
-0.165
-1.005
-1.764
-2.553
-3.249
-3.844
NA
NA
NA
NA
NA
NA
NA
NA
NA
1.17
0.653
-0.02
-0.738
-1.388
-1.94
-2.448
-2.929
-3.296
14.703
14.741
13.982
12.617
11.113
9.905
9.074
8.481
7.929
23.43
24.055
25.308
26.478
27.349
28.004
28.752
29.592
30.339
10.726
11.195
10.514
9.507
8.533
7.749
7.09
6.457
5.766
19.332
19.972
19.833
19.258
18.507
17.894
17.815
18.117
18.356
NA
NA
NA
NA
NA
NA
NA
NA
NA
19.141
20.083
20.483
19.791
18.501
17.731
17.547
17.248
16.682
2.876
1.729
1.082
0.57
-0.098
-0.976
-1.952
-2.77
-3.206
6.025
4.958
3.294
1.454
-0.24
-1.56
-2.621
-3.633
-4.769
10.952
10.319
9.664
8.784
7.65
6.511
5.618
4.947
4.375
6.793
6.309
6.003
5.486
4.632
3.691
2.938
2.431
2.083
20.113
20.353
19.578
18.221
16.833
15.772
14.888
14.032
13.173
38.878
39.448
40.223
41.385
42.894
44.034
44.537
44.88
45.385
23.642
24.718
25.595
26.121
26.601
27.2
27.937
28.705
29.402
NA
NA
NA
NA
NA
NA
NA
NA
NA
17.827
18.263
17.694
16.647
15.634
14.989
14.727
14.59
14.398
6.048
5.87
5.574
5.004
4.257
3.543
2.981
2.572
2.41
2.13
1.969
1.822
1.423
0.843
0.33
0.03
-0.146
-0.301
NA
NA
NA
NA
NA
NA
NA
NA
NA
3.575
3.485
3.575
3.427
2.851
2.031
1.317
0.89
0.689
10.357
10.157
10.155
10.041
9.681
9.271
9.093
9.197
9.465
19.358
20.496
20.341
19.277
17.667
16.1
15.158
14.838
14.664
23.223
24.515
24.682
23.976
23.069
22.534
22.474
22.577
22.525
NA
NA
NA
NA
NA
NA
NA
NA
NA
15.778
15.006
14.274
13.484
12.585
11.71
10.954
10.307
9.748
23.686
23.88
24.331
24.474
24.124
23.621
23.428
23.556
23.739
19.268
19.812
19.616
18.796
17.769
16.885
16.37
16.051
15.766
15.944
15.656
15.066
14.203
13.179
12.195
11.373
10.702
10.12
20.145
20.314
19.942
19.05
17.978
17.115
16.585
16.263
15.927
NA
NA
NA
NA
NA
NA
NA
NA
NA
-0.212
-0.928
-2.243
-3.839
-5.409
-6.67
-7.757
-8.776
-9.787
16.572
16.581
16.98
17.162
16.628
15.673
14.881
14.612
14.837
-0.268
-1.441
-2.696
-3.703
-4.46
-5.228
-6.151
-7.262
-8.424
5.386
4.464
3.416
2.22
1.017
-0.041
-0.895
-1.59
-2.212
10.165
9.858
9.453
9.039
8.406
8.037
7.841
7.468
6.782
4.015
2.4
0.873
-0.671
-2.45
-4.394
-6.38
-8.346
-10.186
-0.655
-0.791
-2.123
-4.028
-5.387
-6.035
-6.675
-7.604
-8.678
-2.284
-3.152
-4.165
-5.172
-6.005
-6.815
-7.747
-8.744
-9.94
-4.308
-4.615
-5.725
-6.769
-7.439
-7.896
-8.588
-9.496
-10.372
26.363
28.459
28.458
27.96
27.763
28.152
29.02
29.792
30.157
13.071
12.106
11.408
10.669
9.881
9.103
8.317
7.622
7.12
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
11.494
11.725
11.128
9.918
8.562
7.374
6.363
5.439
4.52
NA
NA
NA
NA
NA
NA
NA
NA
NA
10.217
10.231
9.78
8.87
7.718
6.606
5.67
4.915
4.324
18.415
19.412
22.387
24.77
24.639
22.653
20.854
20.617
21.804
NA
NA
NA
NA
NA
NA
NA
NA
NA
24.872
25.591
25.959
25.919
25.277
24.481
23.921
23.652
23.444
19.923
20.637
20.652
19.964
18.822
17.614
16.761
16.272
15.986
27.826
29.196
29.689
29.695
29.673
29.824
30.046
30.261
30.398
0
-0.643
-1.4
-2.069
-2.58
-3.105
-3.731
-4.379
-5.008
NA
NA
NA
NA
NA
NA
NA
NA
NA
24.443
25.333
26.213
27.153
27.932
28.543
29.083
29.566
30.002
3.064
1.805
0.997
-0.1
-2.186
-5.037
-7.833
-10.041
-11.488
0.214
-0.368
-1.529
-3.028
-4.582
-5.87
-6.952
-8.018
-9.146
0.173
-1.048
-2.43
-3.876
-5.045
-5.848
-6.527
-7.378
-8.253
24.543
25.002
24.971
24.588
23.876
23.227
22.91
22.782
22.622
28.333
28.889
29.756
30.878
31.851
32.576
33.194
33.819
34.502
6.975
6.81
6.791
6.535
6.621
6.56
6.693
7.05
7.462
12.037
11.548
10.897
9.993
8.939
7.948
7.125
6.414
5.774
15.565
16.039
15.794
15.014
14.105
13.518
13.322
13.193
12.975
12.941
12.747
12.211
11.321
10.259
9.279
8.53
7.988
7.502
7.982
8.021
8.115
7.876
7.931
7.893
8.119
8.573
9.058
0.492
-0.71
-1.968
-2.973
-3.708
-4.283
-4.925
-5.797
-6.873
2.291
1.164
-0.292
-1.509
-2.345
-2.912
-3.482
-4.398
-5.668
11.81
10.899
9.284
7.556
6.394
5.797
5.348
4.835
4.213
32.18
33.418
34.322
34.483
33.803
33.001
32.699
32.793
32.921
24.769
26.351
27.389
27.922
28.381
28.958
29.692
30.455
31.149
21.292
22.635
23.427
23.553
23.181
22.76
22.677
22.93
23.247
11.556
11.283
10.873
10.426
9.713
8.462
7.223
6.401
5.929
14.356
17.391
19.041
18.106
17.399
17.356
18.029
18.808
19.474
1.669
1.781
1.949
1.578
0.72
0.063
-0.057
0.076
0.192
1.425
0.858
0.539
0.139
-0.51
-1.325
-2.048
-2.61
-3.003
24.827
24.59
22.993
21.544
20.54
19.925
19.43
18.818
18.078
1.77
0.974
-0.086
-1.42
-2.87
-4.136
-5.252
-6.276
-7.312
21.728
23.63
23.975
22.651
20.805
19.665
19.521
19.703
19.502
5.649
4.615
3.67
2.717
1.722
0.615
-0.432
-1.342
-2.024
31.361
34.633
36.829
37.155
36.552
36.427
37.171
38.229
38.864
24.847
25.835
26.138
25.875
25.357
24.949
24.897
24.994
25.05
NA
NA
NA
NA
NA
NA
NA
NA
NA
22.084
20.909
20.261
20.981
22.029
22.635
22.408
21.805
21.455
6.826
6.007
4.39
2.446
0.736
-0.727
-1.988
-3.346
-4.82
10.182
10.264
9.492
7.892
5.954
4.342
3.225
2.382
1.443
12.474
11.597
10.724
9.701
8.497
7.338
6.307
5.4
4.541
14.304
15.292
14.87
13.259
11.639
10.645
10.225
9.839
9.159
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
33.488
35.725
36.918
37.351
37.7
38.224
38.83
39.323
39.678
-6.162
-6.57
-7.476
-8.486
-9.087
-9.552
-10.299
-11.344
-12.399
12.519
11.862
10.324
9.123
8.327
7.632
6.907
6.14
5.309
2.263
2.146
2.096
1.784
1.28
0.815
0.542
0.381
0.225
30.136
31.267
31.713
32.019
32.57
33.181
33.742
34.202
34.586
6.6
5.471
4.61
3.268
1.371
-0.493
-1.766
-2.362
-2.472
6.35
6.191
5.917
5.372
4.659
3.981
3.451
3.064
2.93
5.786
5.72
5.595
5.343
4.901
4.351
3.824
3.372
2.992
13.857
14.809
14.434
12.646
10.533
9.106
8.461
7.921
7.022
25.4
26.21
26.236
25.653
24.858
24.297
24.079
23.977
23.805
16.335
15.8
14.918
13.868
12.851
12.002
11.308
10.689
10.097
11.911
11.609
11.244
10.047
8.34
6.757
5.569
4.652
3.731
NA
NA
NA
NA
NA
NA
NA
NA
NA
25.628
26.759
27.582
28.105
28.643
29.276
29.951
30.623
31.271
18.366
18.852
18.754
18.348
17.791
17.366
17.231
17.313
17.467
0.638
-0.251
-0.979
-1.682
-2.322
-2.953
-3.622
-4.306
-4.894
17.513
17.707
16.947
15.268
13.153
11.551
10.681
10.315
10.005
11.815
12.183
12.051
11.6
11.206
11.125
11.37
11.766
12.246
29.746
32.25
33.359
33.148
32.375
31.926
32.053
32.371
32.495
25.666
28.702
30.718
31.542
32.234
32.973
33.861
34.756
35.541
13.838
18.883
21.25
21.047
20.06
19.572
19.93
20.442
20.476
