"GrowthRate"
1.989
2.161
2.264
2.418
2.427
0.984
-2.266
0.37
6.654
2.64
3.681
3.59
2.557
2.447
2.338
2.238
2.107
1.923
1.691
1.431
2.174
2.33
2.474
2.586
2.611
2.793
2.874
2.783
2.543
2.411
2.33
2.232
2.148
2.069
1.966
1.839
1.685
1.55
1.415
1.255
2.532
3.105
2.986
2.657
2.341
2.135
2.035
2.128
-0.644
-0.323
0.628
0.47
0.757
0.718
0.614
0.461
0.32
0.214
0.142
0.072
2.085
2.118
1.978
2.846
3.059
3.139
3.104
2.544
2.135
1.821
1.759
1.491
1.297
1.222
1.116
0.993
0.849
0.706
0.583
0.474
0.461
0.46
3.1
3.099
1.73
1.73
3.756
3.757
3.742
3.453
3.165
2.876
2.587
2.298
2.009
1.72
1.432
1.143
0.854
0.565
7.911
7.912
7.913
6.545
6.216
6.216
4.903
3.641
5.171
4.625
4.079
3.533
2.987
2.441
1.894
1.348
0.802
0.256
-0.29
-0.836
1.427
1.642
1.454
1.518
2.037
2.645
3.417
2.66
3.392
2.941
2.99
3.05
3.15
3.085
3.017
2.912
2.767
2.582
2.358
2.114
0.755
0.727
1.044
0.667
0.645
0.93
1.901
3.105
3.106
2.837
2.572
2.306
2.038
1.772
1.506
1.238
0.973
0.705
0.439
0.172
2.129
1.132
0.508
0.53
0.53
0.53
0.354
0.357
0.341
0.326
0.311
0.295
0.28
0.265
0.249
0.234
0.218
0.203
0.187
0.172
1.972
1.709
1.555
1.453
1.67
1.511
1.515
1.415
1.333
1.261
1.19
1.076
0.953
0.833
0.784
0.723
0.651
0.577
0.507
0.443
2.885
3.552
3.32
2.661
2.302
1.829
1.51
1.195
1.179
0.143
0.059
0.049
0.005
-0.104
-0.28
-0.433
-0.555
-0.67
-0.801
-0.953
0.308
0.308
0.308
0.221
0.426
-0.519
0.318
1.439
4.759
3.684
3.333
2.982
2.631
2.279
1.928
1.577
1.226
0.874
0.523
0.172
1.929
1.969
2.205
2.415
2.246
1.864
1.846
1.846
1.575
1.405
1.258
1.164
1.06
0.943
0.834
0.712
0.604
0.506
0.413
0.323
2.257
2.211
2.063
1.911
2.067
0.94
1.42
1.534
1.355
1.146
0.991
0.893
0.821
0.748
0.673
0.592
0.51
0.449
0.419
0.414
2.257
2.19
2.06
1.818
2.016
0.806
1.32
1.391
1.363
1.112
0.949
0.848
0.768
0.692
0.626
0.547
0.462
0.397
0.362
0.355
0.035
0.289
0.623
0.533
0.297
-0.078
0.076
0.395
0.805
0.083
-0.095
-0.22
-0.266
-0.29
-0.34
-0.433
-0.568
-0.69
-0.771
-0.827
2.769
3.156
3.219
2.455
1.906
1.592
1.59
1.46
1.373
0.907
0.591
0.513
0.528
0.474
0.315
0.134
-0.013
-0.096
-0.157
-0.266
2.274
4.26
4.955
3.786
2.133
2.134
2.114
1.775
2.077
1.438
1.245
1.046
0.998
0.943
0.863
0.753
0.632
0.523
0.427
0.345
2.907
3.099
4.037
2.785
4.278
4.875
3.507
3.393
3.122
2.214
1.68
1.327
1.288
1.21
1.036
0.788
0.568
0.438
0.385
0.369
1.967
2.254
2.51
2.557
2.569
2.449
2.556
2.502
2.329
2.121
2.086
1.92
1.737
1.522
1.291
1.088
1.04
0.946
0.83
0.702
1.488
0.294
0.39
0.3
0.564
0.28
0.295
0.347
0.418
0.37
0.35
0.333
0.273
0.205
0.107
-0.013
-0.165
-0.335
-0.488
-0.599
0.15
0.967
0.993
0.981
0.712
0.613
0.692
0.516
0.134
-0.276
-0.403
-0.333
-0.318
-0.327
-0.367
-0.402
-0.432
-0.439
