NNR
0.9998
1.0015
1.0025
1.0032
1.0037
1.004
1.004
1.0038
1.0035
1.0032
1.0029
1.0027
1.0026
1.0027
1.0028
1.0029
1.0028
1.0022
1.001
0.999
0.9968
0.9944
0.9921
0.99
0.9882
0.987
0.9864
0.9866
0.9877
0.9897
0.9924
0.9956
0.9989
1.0021
1.0049
1.0072
1.009
1.0101
1.0106
1.0105
1.01
1.009
1.0078
1.0064
1.005
1.0037
1.0025
1.0013
1.0002
0.9993
0.9986
0.998
0.9976
0.9973
0.9971
0.997
0.997
0.9971
0.9973
0.9976
0.998
0.9984
0.9989
0.9995
1
1.0006
1.0011
1.0015
1.0019
1.0022
1.0024
1.0025
1.0025
1.0024
1.0023
1.0021
1.0018
1.0015
1.0012
NA
0.9959
0.9966
0.9966
0.9967
0.9967
0.9968
0.9969
0.997
0.9972
0.9973
0.9974
0.9975
0.9976
0.9976
0.9976
0.9976
0.9976
0.9977
0.9978
0.998
0.9981
0.9984
0.9986
0.999
0.9995
1
1.0005
1.001
1.0013
1.0016
1.0018
1.0019
1.0018
1.0016
1.0014
1.0012
1.0009
1.0005
1.0002
0.9998
0.9995
0.9992
0.9989
0.9987
0.9986
0.9986
0.9986
0.9987
0.9988
0.999
0.9991
0.9993
0.9995
0.9996
0.9997
0.9999
1
1.0001
1.0001
1.0002
1.0002
1.0003
1.0003
1.0004
1.0004
1.0004
1.0004
1.0004
1.0004
1.0003
1.0003
1.0002
1.0001
1.0001
1
0.9999
0.9999
0.9998
0.9998
NA
1.0025
1.0029
1.003
1.003
1.0029
1.0027
1.0023
1.002
1.0018
1.0016
1.0016
1.0017
1.0019
1.0021
1.0021
1.002
1.0016
1.001
1.0002
0.9991
0.9979
0.9968
0.9957
0.9947
0.994
0.9936
0.9937
0.9941
0.995
0.9963
0.9979
0.9997
1.0016
1.0035
1.0052
1.0067
1.0079
1.0085
1.0087
1.0084
1.0076
1.0064
1.005
1.0035
1.0021
1.0008
0.9996
0.9986
0.9978
0.9972
0.9968
0.9966
0.9967
0.9969
0.9972
0.9977
0.9983
0.9989
0.9995
1.0001
1.0007
1.0013
1.0018
1.0022
1.0025
1.0027
1.0029
1.0029
1.0029
1.0027
1.0025
1.0022
1.0018
1.0015
1.0011
1.0007
1.0004
1.0001
0.9998
NA
1.001
1.0012
1.0012
1.001
1.0007
1.0004
1
0.9997
0.9995
0.9994
0.9993
0.9993
0.9993
0.9994
0.9995
0.9997
1
1.0004
1.0004
1
0.9994
0.9989
0.9983
0.9977
0.9971
0.9967
0.9965
0.9965
0.9968
0.9973
0.9981
0.9989
0.9999
1.0007
1.0015
1.0022
1.0028
1.0031
1.0034
1.0035
1.0035
1.0033
1.0031
1.0028
1.0024
1.0019
1.0014
1.0008
1.0002
0.9997
0.9992
0.9987
0.9984
0.9981
0.998
0.9979
0.998
0.9981
0.9983
0.9986
0.999
0.9994
0.9998
1.0001
1.0005
1.0009
1.0011
1.0014
1.0016
1.0017
1.0017
1.0017
1.0016
1.0014
1.0012
1.001
1.0008
1.0005
1.0003
NA
0.9995
1.0001
1.0008
1.0017
1.0027
1.0035
1.0041
1.0044
1.0044
1.0042
1.0037
1.0032
1.0028
1.0025
1.0024
1.0026
1.003
1.0034
1.0037
1.0035
1.0031
1.0023
1.0012
0.9997
0.9979
0.996
0.9941
0.9925
0.9916
0.9913
0.9918
0.993
0.9946
0.9964
0.9982
1
1.0014
1.0026
1.0035
1.0041
1.0045
1.0046
1.0046
1.0043
1.004
1.0036
1.0031
1.0027
1.0023
1.0019
1.0015
1.0012
1.0008
1.0005
1.0001
0.9997
0.9993
0.9988
0.9985
0.9981
0.9979
0.9977
0.9977
0.9978
0.998
0.9983
0.9986
0.999
0.9994
0.9999
1.0003
1.0006
1.0009
1.0012
1.0014
1.0016
1.0017
1.0017
1.0017
NA
1.0009
1.0015
1.002
1.0024
1.0026
1.0028
1.0029
1.0029
1.0029
1.0027
1.0026
1.0023
1.0021
1.0019
1.0016
1.0012
1.0007
1
0.9992
0.9983
0.9975
0.9969
0.9965
0.9964
0.9964
0.9966
0.9968
0.9972
0.9976
0.998
0.9985
0.999
0.9995
1.0001
1.0007
1.0012
1.0018
1.0022
1.0025
1.0026
1.0026
1.0025
1.0022
1.0019
1.0016
1.0012
1.0008
1.0004
1.0001
0.9998
0.9996
0.9993
0.9992
0.999
0.999
0.9989
0.9989
0.999
0.9991
0.9992
0.9993
0.9995
0.9996
0.9998
1
1.0002
1.0003
1.0004
1.0005
1.0006
1.0006
1.0006
1.0006
1.0006
1.0005
1.0005
1.0004
1.0003
1.0002
NA
0.9986
0.9988
0.999
0.9991
0.9993
0.9994
0.9996
0.9997
0.9998
0.9999
1.0001
1.0002
1.0004
1.0006
1.0008
1.0009
1.0011
1.0011
1.001
1.0009
1.0006
1.0003
1
0.9997
0.9994
0.9992
0.999
0.9989
0.9988
0.9988
0.9987
0.9988
0.9988
0.999
0.9992
0.9994
0.9996
0.9999
1.0002
1.0004
1.0006
1.0008
1.0009
1.0009
1.0009
1.0009
1.0007
1.0006
1.0005
1.0003
1.0002
1
0.9999
0.9998
0.9997
0.9997
0.9997
0.9996
0.9996
0.9997
0.9997
0.9998
0.9998
0.9998
0.9999
0.9999
1
1
1.0001
1.0001
1.0002
1.0002
1.0002
1.0002
1.0002
1.0002
1.0001
1.0001
1.0001
NA
1.0005
1.0004
1.0004
1.0003
1.0003
1.0002
1.0002
1.0002
1.0002
1.0002
1.0002
1.0001
1.0001
1.0001
1
1
1
1
1
1
1
0.9999
0.9999
0.9999
0.9999
0.9999
0.9999
0.9999
1
1
1
1
0.9999
0.9999
0.9999
0.9999
0.9999
0.9999
0.9999
0.9999
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1.0001
1.0001
1.0001
1.0001
1.0001
1.0001
1.0001
1.0001
1.0001
1.0001
1.0001
1.0001
1.0001
1
1
1
1
1
1
1
NA
0.9925
0.9925
0.994
0.9956
0.9972
0.9987
1
1.0012
1.0022
1.0031
1.0038
1.0042
1.0044
1.0044
1.0041
1.0035
1.0028
1.002
1.0013
1.0005
1.0001
0.9997
0.9994
0.9991
0.9989
0.9987
0.9985
0.9984
0.9983
0.9982
0.9982
0.9982
0.9984
0.9986
0.9988
0.9992
0.9995
0.9999
1.0002
1.0006
1.0008
1.001
1.0011
1.0012
1.0012
1.0012
1.0011
1.001
1.0009
1.0008
1.0006
1.0005
1.0003
1.0002
1
0.9999
0.9997
0.9996
0.9995
0.9994
0.9993
0.9992
0.9992
0.9992
0.9992
0.9992
0.9993
0.9993
0.9994
0.9996
0.9997
0.9998
1
1.0001
1.0002
1.0003
1.0004
1.0005
1.0005
NA
0.9923
0.9925
0.994
0.9956
0.9973
0.9988
1.0002
1.0014
1.0024
1.0033
1.0039
1.0044
1.0047
1.0047
1.0045
1.004
1.0034
1.0027
1.002
1.0013
1.0008
1.0003
0.9999
0.9995
0.9991
0.9987
0.9984
0.9981
0.9978
0.9976
0.9974
0.9974
0.9974
0.9976
0.9978
0.9982
0.9986
0.999
0.9995
1
1.0004
1.0007
1.001
1.0012
1.0013
1.0014
1.0015
1.0014
1.0013
1.0012
1.0011
1.0009
1.0008
1.0006
1.0004
1.0002
0.9999
0.9997
0.9995
0.9993
0.9992
0.999
0.9989
0.9988
0.9987
0.9987
0.9987
0.9988
0.9989
0.999
0.9992
0.9994
0.9996
0.9998
1
1.0002
