NatChangeRT
7.514
8.276
8.225
8.088
7.943
7.798
7.655
7.518
7.385
7.255
7.13
7.01
6.893
6.778
6.66
6.538
6.406
6.259
6.094
5.913
5.718
5.51
5.299
5.085
4.872
4.659
4.455
4.263
4.084
3.921
3.775
3.643
3.524
3.413
3.308
3.213
3.123
3.038
2.954
2.874
2.796
2.724
2.65
2.578
2.505
2.432
2.358
2.283
2.204
2.127
2.045
1.965
1.883
1.802
1.723
1.648
1.575
1.508
1.45
1.399
1.36
1.33
1.308
1.298
1.295
1.298
1.307
1.32
1.333
1.348
1.36
1.373
1.384
1.394
1.401
1.406
1.411
1.417
1.421
NA
9.428
10.162
10.755
11.116
11.407
11.681
11.938
12.182
12.409
12.621
12.817
13.001
13.169
13.318
13.439
13.507
13.499
13.395
13.19
12.897
12.54
12.145
11.725
11.293
10.853
10.411
9.972
9.535
9.11
8.699
8.309
7.944
7.609
7.301
7.02
6.765
6.537
6.332
6.152
5.995
5.856
5.734
5.623
5.522
5.418
5.307
5.184
5.047
4.893
4.726
4.543
4.352
4.147
3.927
3.701
3.467
3.231
2.992
2.756
2.529
2.308
2.101
1.909
1.735
1.575
1.433
1.308
1.204
1.115
1.045
0.993
0.96
0.943
0.942
0.955
0.978
1.016
1.059
1.111
NA
10.604
10.747
10.869
10.787
10.705
10.628
10.561
10.505
10.461
10.428
10.406
10.389
10.374
10.353
10.321
10.27
10.197
10.092
9.948
9.761
9.531
9.264
8.963
8.637
8.297
7.949
7.599
7.256
6.922
6.603
6.299
6.017
5.756
5.511
5.288
5.086
4.902
4.737
4.588
4.453
4.332
4.219
4.12
4.028
3.942
3.857
3.773
3.686
3.596
3.505
3.407
3.308
3.207
3.103
2.998
2.892
2.784
2.68
2.581
2.481
2.384
2.294
2.21
2.132
2.058
1.991
1.93
1.877
1.827
1.78
1.742
1.706
1.673
1.642
1.613
1.589
1.566
1.546
1.526
NA
9.551
11.235
11.099
10.933
10.756
10.57
10.384
10.193
10.001
9.807
9.611
9.412
9.205
8.994
8.779
8.564
8.347
8.128
7.9
7.667
7.428
7.187
6.951
6.726
6.506
6.29
6.086
5.895
5.712
5.544
5.391
5.246
5.109
4.976
4.846
4.721
4.597
4.474
4.35
4.221
4.093
3.96
3.821
3.682
3.541
3.394
3.247
3.098
2.949
2.809
2.666
2.527
2.396
2.272
2.151
2.047
1.946
1.853
1.768
1.697
1.635
1.581
1.535
1.5
1.471
1.447
1.424
1.408
1.39
1.374
1.36
1.352
1.338
1.33
1.324
1.308
1.3
1.294
1.284
NA
6.51
6.396
6.028
5.67
5.325
4.987
4.662
4.351
4.062
3.783
3.523
3.279
3.054
2.845
2.649
2.461
2.285
2.118
1.957
1.798
1.639
1.475
1.304
1.13
0.957
0.775
0.607
0.456
0.328
0.22
0.134
0.061
0.006
-0.046
-0.098
-0.142
-0.182
-0.224
-0.263
-0.298
-0.331
-0.348
-0.368
-0.38
-0.396
-0.394
-0.391
-0.376
-0.364
-0.347
-0.332
-0.318
-0.304
-0.292
-0.276
-0.26
-0.24
-0.21
-0.165
-0.116
-0.044
0.047
0.139
0.244
0.363
0.486
0.611
0.733
0.85
0.955
1.039
1.107
1.166
1.206
1.23
1.247
1.254
1.257
1.251
NA
8.941
9.739
9.578
9.374
9.162
8.945
8.726
8.502
8.272
8.038
7.803
7.561
7.317
7.071
6.821
6.572
6.33
6.094
5.872
5.661
5.463
5.273
5.095
4.926
4.77
4.62
4.48
4.347
4.22
4.098
3.986
3.874
3.767
3.662
3.558
3.454
3.351
3.246
3.137
3.022
2.902
2.777
2.646
2.515
2.379
2.246
2.117
1.991
1.872
1.758
1.653
1.556
1.467
1.388
1.317
1.254
1.203
1.156
1.117
1.088
1.067
1.049
1.035
1.03
1.025
1.026
1.027
1.028
1.036
1.044
1.049
1.053
1.063
1.067
1.07
1.079
1.081
1.088
1.092
NA
11.086
11.089
11.087
11.073
11.049
11.018
10.986
10.948
10.909
10.862
10.818
10.769
10.717
10.649
10.575
10.484
10.375
10.232
10.043
9.799
9.505
9.172
8.827
8.472
8.115
7.771
7.434
7.101
6.779
6.466
6.147
5.838
5.552
5.287
5.04
4.818
4.623
4.46
4.315
4.19
4.085
4.001
3.921
3.847
3.768
3.688
3.604
3.51
3.397
3.296
3.173
3.049
2.913
2.779
2.63
2.485
2.338
2.204
2.07
1.938
1.819
1.709
1.608
1.518
1.439
1.362
1.307
1.263
1.226
1.203
1.19
1.188
1.195
1.204
1.226
1.252
1.281
1.308
1.339
NA
8.05
7.899
7.716
7.504
7.266
7.021
6.758
6.487
6.205
5.937
5.672
5.427
5.206
4.994
4.807
4.635
4.48
4.345
4.216
4.112
4.023
3.94
3.867
3.8
3.734
3.68
3.635
3.611
3.608
3.633
3.676
3.73
3.794
3.846
3.895
3.94
3.959
3.972
3.969
3.951
3.903
3.858
3.795
3.741
3.661
3.6
3.535
3.469
3.4
3.339
3.277
3.225
3.166
3.123
3.068
3.031
2.989
2.966
2.943
2.938
2.935
2.944
2.975
3.013
3.05
3.105
3.155
3.213
3.273
3.327
3.391
3.432
3.476
3.514
3.538
3.554
3.566
3.569
3.571
NA
1.456
2.618
2.65
2.469
2.293
2.13
1.969
1.817
1.67
1.533
1.404
1.283
1.171
1.06
0.956
0.851
0.747
0.645
0.545
0.451
0.359
0.27
0.191
0.117
0.055
0.009
-0.019
-0.021
-0.005
0.042
0.109
0.196
0.289
0.386
0.487
0.588
0.674
0.758
0.829
0.887
0.933
0.972
1.002
1.023
1.039
1.052
1.068
1.081
1.092
1.106
1.121
1.14
1.16
1.185
1.219
1.257
1.303
1.352
1.413
1.481
1.553
1.633
1.717
1.805
1.897
1.985
2.072
2.157
2.229
2.299
2.358
2.407
2.447
2.472
2.491
2.502
2.502
2.499
2.492
NA
1.257
2.263
2.277
2.103
1.938
1.778
1.623
1.476
1.331
1.197
1.069
0.95
0.838
0.727
0.623
0.519
0.418
0.319
0.226
0.138
0.054
-0.028
-0.097
-0.16
-0.21
-0.244
-0.258
-0.247
-0.216
-0.156
-0.078
0.021
0.123
0.228
0.333
0.437
0.526
0.611
0.682
0.738
0.781
0.819
0.844
0.863
0.874
0.886
0.904
0.916
0.928
0.946
0.965
0.991
1.018
1.05
1.093
1.138
1.192
1.248
1.316
1.39
1.467
1.553
1.643
1.736
1.833
1.928
2.02
2.109
2.188
2.263
2.33
2.383
2.428
2.461
2.485
2.5
2.505
2.507
2.505
NA
8.71
9.417
9.348
9.213
9.066
8.917
8.772
8.629
8.493
8.358
8.229
8.104
7.98
7.858
7.733
7.602
7.459
7.299
7.116
6.914
6.695
6.462
6.222
5.979
5.735
5.487
5.249
5.019
4.803
4.601
4.416
4.244
4.087
3.939
3.799
3.671
3.551
3.436
3.328
3.225
3.128
3.037
2.947
2.86
2.772
2.686
2.596
2.508
2.413
2.322
2.223
2.125
2.025
1.926
1.827
1.732
1.638
1.551
1.472
1.401
1.341
1.294
1.253
1.224
1.205
1.193
1.185
1.186
1.189
1.192
1.195
1.2
1.205
1.21
1.214
1.216
1.221
1.227
1.232
NA
10.88
11.378
11.747
11.992
12.158
12.302
12.428
12.539
12.637
12.722
12.8
12.871
12.934
12.987
13.022
13.021
12.963
12.836
12.634
12.367
12.057
11.72
11.365
11
10.622
10.238
9.849
9.463
9.08
8.708
8.353
8.017
7.701
7.405
7.13
6.873
6.636
6.418
6.218
6.037
5.873
5.722
5.583
5.455
5.332
5.204
5.069
4.927
4.774
4.611
4.439
4.258
4.069
3.87
3.665
3.453
3.238
3.023
2.807
2.597
2.393
2.201
2.019
1.852
1.696
1.558
1.432
1.324
1.234
1.159
1.104
1.06
1.034
1.024
1.027
1.04
1.068
1.104
1.148
NA
8.276
9.023
8.864
8.651
8.439
8.23
8.027
7.829
7.641
7.457
7.28
7.109
6.941
6.777
6.611
6.445
6.277
6.101
5.915
5.72
5.513
5.296
5.074
4.852
4.631
4.409
4.199
4.001
3.817
3.651
3.501
3.362
3.238
3.122
3.012
2.91
2.816
2.723
2.634
2.547
2.465
2.386
2.306
2.227
2.146
2.068
1.989
1.911
1.83
1.754
1.672
1.592
1.515
1.439
1.366
1.299
1.236
1.181
1.136
1.098
1.076
1.063
1.058
1.065
1.08
1.1
1.123
1.15
1.176
1.2
1.219
1.235
1.249
1.257
1.261
1.26
1.259
1.258
1.253
NA
9.374
10.406
10.443
10.392
10.318
10.239
10.156
10.069
9.979
9.886
9.79
9.69
9.586
9.476
9.357
9.226
9.077
8.902
8.699
8.47
8.222
7.96
7.691
7.422
7.153
6.885
6.624
6.373
6.131
5.903
5.69
5.491
5.307
5.135
4.972
4.821
4.678
4.543
4.415
4.291
4.171
4.054
3.939
3.825
3.709
3.591
3.471
3.346
3.218
3.091
2.96
2.831
2.699
2.57
2.442
2.318
2.198
2.082
1.973
1.871
1.778
1.693
1.617
1.55
1.494
1.444
1.4
