PopSexRatio
101.0648
101.0295
100.9997
100.9672
100.9323
100.8952
100.8559
100.8147
100.7723
100.7289
100.6851
100.6415
100.5983
100.5559
100.5146
100.4746
100.4362
100.3997
100.365
100.3323
100.3016
100.2727
100.2456
100.2204
100.197
100.175
100.1542
100.1344
100.1152
100.0966
100.0787
100.0612
100.0444
100.0281
100.0128
99.9985
99.9851
99.9727
99.9615
99.9512
99.9421
99.9341
99.9269
99.9208
99.9153
99.9103
99.9053
99.9008
99.8963
99.8917
99.8876
99.884
99.8806
99.8774
99.8747
99.8726
99.8707
99.8693
99.8685
99.8683
99.869
99.8705
99.8728
99.8758
99.8794
99.8835
99.8877
99.8923
99.8972
99.9022
99.9072
99.9124
99.9177
99.9232
99.9291
99.9352
99.9418
99.9488
99.9564
NA
99.2638
99.2441
99.2307
99.2191
99.2076
99.1951
99.1813
99.1658
99.1488
99.1302
99.1101
99.0885
99.0655
99.0411
99.0153
98.9879
98.9589
98.9282
98.8956
98.8609
98.8243
98.7855
98.7447
98.7018
98.6567
98.6095
98.56
98.5084
98.4542
98.3975
98.3383
98.2768
98.2132
98.1478
98.0808
98.012200000000007
97.9421
97.8709
97.7985
97.7253
97.6512
97.5767
97.502
97.4273
97.3525
97.2778
97.2034
97.1292
97.0554
96.9818
96.909
96.8369
96.7655
96.6949
96.6252
96.5565
96.4887
96.4218
96.356
96.2916
96.2293
96.1687
96.1103
96.0548
96.0019
95.952
95.9054
95.8622
95.8225
95.7865
95.7546
95.7268
95.7031
95.6836
95.6685
95.658
95.6521
95.6504
95.6531
NA
105.6416
105.5442
105.4481
105.3519
105.2556
105.1597
105.0641
104.9684
104.8725
104.7767
104.6809
104.5854
104.4902
104.3952
104.3006
104.2065
104.1129
104.0198
103.9272
103.8352
103.7436
103.6524
103.5617
103.4713
103.381
103.2908
103.2008
103.1108
103.0207
102.9306
102.8405
102.7506
102.6608
102.5711
102.4819
102.3936
102.3061
102.2197
102.1349
102.0517
101.9703
101.8912
101.8145
101.7403
101.6686
101.6
101.5346
101.4724
101.4138
101.359
101.3076
101.2598
101.2162
101.1767
101.1414
101.1101
101.0824
101.0585
101.0383
101.0216
101.0084
100.9984
100.9914
100.9875
100.9863
100.988
100.9921
100.9991
101.0086
101.0205
101.0346
101.0511
101.0698
101.0904
101.1135
101.1392
101.1668
101.1958
101.2264
NA
104.3487
104.2671
104.1951
104.1194
104.0403
103.9582
103.873
103.7851
103.6949
103.6028
103.5093
103.4152
103.3205
103.2254
103.1301
103.0347
102.9396
102.8454
102.7519
102.6592
102.5676
102.4769
102.38720000000001
102.2993
102.2132
102.1287
102.0461
101.9653
101.886
101.8084
101.7328
101.6588
101.5866
101.5162
101.4476
101.3811
101.3166
101.2547
101.1956
101.1388
101.0848
101.0337
100.985
100.9394
100.8972
100.8577
100.8206
100.7863
100.7545
100.7252
100.699
100.6762
100.6564
100.6391
100.6251
100.6141
100.6057
100.5994
100.5951
100.5928
100.5924
100.5936
100.5963
100.6002
100.6051
100.6114
100.618
100.6251
100.6332
100.6414
100.6501
100.6598
100.6704
100.6819
100.6942
100.7068
100.7196
100.7328
100.7463
NA
102.245
102.2026
102.1568
102.1062
102.0515
101.9932
101.9318
101.8681
101.8032
101.7379
101.6731
101.61
101.5492
101.4913
101.4373
101.3874
101.3423
101.3026
101.2684
101.2399
101.2174
101.2008
101.1896
101.1839
101.1835
101.1877
101.1958
101.2071
101.2208
101.2367
101.2548
101.2747
101.2964
101.3201
101.3465
101.3759
101.408
101.4424
101.4792
101.5182
101.5596
101.603
101.6481
101.6941
101.7399
101.7844
101.8272
101.8684
101.9069
101.9423
101.9758
102.0069
102.0347
102.0597
102.0826
102.103
102.1206
102.137
102.1525
102.1676
102.1823
102.1971
102.2122
102.2271
102.2412
102.2533
102.2636
102.272
102.2785
102.2822
102.2825
102.2794
102.2726
102.2628
102.2502
102.2345
102.2168
102.1975
102.1768
NA
97.019
96.9812
96.9525
96.9245
96.8968
96.8699
96.8437
96.8183
96.7939
96.7703
96.748
96.7271
96.7081
96.691
96.6759
96.6628
96.6521
96.6439
96.6383
96.6357
96.6358
96.639
96.6451
96.6544
96.667
96.6829
96.7021
96.7248
96.7508
96.7801
96.8124
96.8477
96.8857
96.9264
96.9697
97.0153
97.0628
97.112
97.1631
97.2157
97.2695
97.3243
97.3798
97.4359
97.4927
97.55
97.6076
97.6658
97.7243
97.7827
97.8411
97.8998
97.9586
98.0173
98.076
98.1346
98.193
98.2514
98.3095
98.3671
98.4238
98.4799
98.5355
98.5905
98.6451
98.6991
98.7523
98.8046
98.8559
98.9065
98.9564
99.0052
99.0528
99.0991
99.1441
99.1881
99.2305
99.2711
99.3104
NA
105.2331
105.044
104.857
104.6716
104.4888
104.3081
104.1299
103.9538
103.7801
103.6096
103.4418
103.2773
103.116
102.9583
102.8045
102.6542
102.5074
102.365
102.2265
102.0918
101.9606
101.8327
101.7085
101.5876
101.4694
101.3539
101.2408
101.13
101.0213
100.915
100.8105
100.707
100.6049
100.5049
100.4063
100.3086
100.212
100.1167
100.0231
99.9308
99.8402
99.7515
99.6642
99.578
99.4923
99.4081
99.3254
99.2439
99.1633
99.084
99.0068
98.9309
98.8561
98.7821
98.709
98.6379
98.5688
98.5021
98.4382
98.3776
98.3203
98.2659
98.2155
98.1695
98.128
98.0913
98.0599
98.0337
98.0129
97.9972
97.9871
97.9833
97.985
97.9923
98.0062
98.027
98.0542
98.0873
98.126
NA
98.5839
98.6298
98.6725
98.7116
98.7478
98.7804
98.8103
98.8379
98.8628
98.8855
98.9062
98.926
98.9459
98.966
98.9866
99.0083
99.0313
99.056
99.083
99.1129
99.1461
99.1818
99.2195
99.2596
99.302
99.3466
99.3931
99.4411
99.4902
99.5401
99.5904
99.6413
99.6931
99.7454
99.7986
99.8521
99.9049
99.957
100.0081
100.0581
100.1068
100.1543
100.1992
100.2411
100.2809
100.3183
100.3533
100.3868
100.4185
100.4471
100.4735
100.4987
100.5231
100.546
100.5682
