"CDR"
19.68
14.846
14.03
13.899
13.521
12.761
11.925
11.469
11.399
12.487
10.36
9.82
9.716
9.554
9.364
9.186
9.132
9.241
6.186
6.65
7.013
7.329
7.74
8.294
8.914
9.481
9.927
4.939
4.894
4.973
5.146
5.514
6.099
6.808
7.578
8.387
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
17.127
13.095
12.224
12.016
11.655
11.099
10.552
10.229
10.147
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
7.779
7.718
7.716
7.764
7.893
8.105
8.389
8.7
9.044
8.694
9.003
9.03
9.051
9.141
9.447
9.97
10.473
10.819
7.347
7.91
8.63
9.461
10.408
11.345
12.324
13.088
13.434
7.399
7.279
7.355
7.564
7.899
8.348
8.87
9.404
9.919
6.851
7.042
7.188
7.403
7.758
8.218
8.666
9.001
9.195
6.882
7.062
7.211
7.427
7.785
8.254
8.716
9.066
9.275
9.253
9.432
9.514
9.625
9.881
10.279
10.701
11.084
11.368
6.783
6.965
7.104
7.295
7.677
8.296
9.063
9.812
10.413
5.993
5.904
5.95
6.079
6.586
7.337
7.906
8.643
9.342
2.628
2.611
2.898
3.344
3.955
4.731
5.658
6.676
7.702
6.633
6.347
6.216
6.248
6.449
6.814
7.297
7.903
8.599
7.666
7.606
7.847
8.422
9.368
10.56
11.775
12.796
13.44
14.678
14.416
13.798
13.338
13.181
13.409
13.836
14.129
14.1
9.732
9.633
9.715
9.949
10.17
10.467
10.837
11.174
11.364
3.656
3.464
3.45
3.628
3.939
4.419
5.121
5.887
6.659
9.29
6.774
6.444
6.54
6.588
6.579
6.628
6.89
7.328
NA
NA
NA
NA
NA
NA
NA
NA
NA
7.197
6.811
6.635
6.529
6.548
6.724
7.078
7.581
8.193
7.596
6.957
6.842
6.809
6.824
6.884
7.058
7.346
7.728
9.786
10.385
10.766
11.064
11.391
11.964
12.715
13.257
13.426
11.731
12.086
12.123
12.164
12.095
12.441
12.19
11.591
11.003
6.363
6.557
6.672
6.927
7.289
7.73
8.239
8.786
9.329
NA
NA
NA
NA
NA
NA
NA
NA
NA
2.834
3.047
3.393
3.843
4.387
4.985
5.608
6.171
6.667
14.601
14.538
14.276
14.169
14.34
14.682
14.828
14.863
14.841
13.131
9.839
8.904
8.956
8.932
8.677
8.367
8.245
8.406
14.011
11.923
11.295
10.939
10.516
10.074
9.717
9.561
9.674
5.011
4.693
4.59
4.602
4.814
5.295
6.046
6.949
7.839
8.402
7.679
7.32
7.067
6.941
6.995
7.186
7.431
7.785
14.308
12.171
11.553
11.361
11.005
10.542
10.13
9.865
9.777
7.406
7.583
7.757
8.038
8.431
8.948
9.506
9.954
10.181
7.33
7.433
7.684
7.932
8.255
8.685
9.19
9.733
10.255
NA
NA
NA
NA
NA
NA
NA
NA
NA
17.059
14.627
14.061
13.909
13.523
12.941
12.251
11.689
11.355
4.915
4.982
5.216
5.521
5.917
6.429
7.067
7.799
8.61
16.803
12.629
11.741
11.636
11.304
10.702
10.005
9.564
9.44
9.503
9.485
9.653
10.054
10.629
11.285
11.908
12.359
12.6
5.382
5.78
6.203
6.687
7.261
7.924
8.652
9.387
10.052
6.992
7.363
7.643
8.077
8.727
9.527
10.368
11.118
11.736
6.064
6.601
6.886
7.217
7.672
8.29
9.015
9.703
10.2
4.429
4.666
5.006
5.535
6.361
7.481
8.751
9.915
10.79
5.514
5.544
5.781
6.098
6.476
7.049
7.656
8.333
8.956
6.782
5.622
5.398
5.386
5.51
5.735
6.067
6.545
7.144
12.89
11.453
10.945
10.667
10.328
9.961
9.668
9.606
9.763
NA
NA
NA
NA
NA
NA
NA
NA
NA
4.089
4.338
4.639
5.039
5.562
6.214
6.969
7.76
8.509
11.512
11.938
12.13
12.218
12.343
12.601
12.882
13.051
13.043
6.831
7.418
8.132
8.889
9.655
10.481
11.359
12.346
13.388
7.149
7.313
7.45
7.682
8.02
8.41
8.792
9.102
9.287
10.751
10.765
10.747
10.89
11.283
11.734
12.01
12.031
11.929
10.913
8.788
8.393
8.309
8.133
7.941
7.772
7.756
7.911
9.927
10.39
10.613
10.739
10.839
11.162
11.75
12.439
12.931
17.161
13.498
12.683
12.515
12.069
11.349
10.638
10.247
10.155
10.292
10.328
10.483
10.777
11.179
11.595
11.854
11.914
11.825
11.083
9.919
9.693
9.643
9.478
9.425
9.471
9.573
9.735
NA
NA
NA
NA
NA
NA
NA
NA
NA
5.876
6.012
6.277
6.542
6.868
7.286
7.797
8.395
9.035
12.654
10.029
9.445
9.369
9.203
8.998
8.801
8.713
8.786
7.162
7.559
7.882
8.348
8.994
9.766
10.569
11.279
11.851
14.046
13.974
13.604
13.313
13.297
13.519
13.797
13.866
13.695
5.154
5.332
5.653
5.992
6.355
6.79
7.328
7.915
8.516
5.873
5.665
5.717
5.819
6.054
6.39
6.797
7.297
7.824
6.821
6.931
7.043
7.097
7.135
7.252
7.475
7.755
8.088
15.118
12.198
11.483
11.351
11.219
11.124
11.104
10.883
10.623
8.579
6.999
6.717
6.63
6.632
6.761
7.019
7.407
7.968
12.866
12.956
12.853
12.686
12.586
12.73
12.932
12.807
12.581
11.961
9.559
9.076
8.972
8.781
8.516
8.278
8.223
8.416
11.399
11.503
11.455
11.444
11.558
11.809
12.107
12.308
12.368
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
6.593
6.917
7.474
8.055
8.444
8.66
8.956
9.332
9.806
9.371
9.705
10.072
10.533
11.055
11.603
12.027
12.149
11.961
8.576
8.945
9.237
9.475
9.704
10.077
10.518
10.896
11.11
3.696
3.643
3.903
4.285
4.746
5.275
5.831
6.4
6.926
5.128
5.369
5.71
6.153
6.686
7.306
7.968
8.631
9.21
9.78
8.667
8.235
8.241
8.259
8.486
8.655
8.789
8.95
11.402
9.218
8.921
8.931
8.746
8.371
8.113
8.131
8.383
11.902
12.463
12.464
12.295
12.253
12.551
13.029
13.378
13.401
10.33
10.931
11.405
11.815
12.126
12.414
12.724
13.053
13.32
11.154
9.755
9.403
9.232
9.058
8.922
8.867
8.989
9.294
NA
NA
NA
NA
NA
NA
NA
NA
NA
10.195
10.329
10.598
10.638
10.928
11.121
11.425
11.698
12.005
NA
NA
NA
NA
NA
NA
NA
NA
NA
6.181
5.853
5.63
5.587
5.879
6.509
7.368
8.346
9.323
7.877
8.095
8.226
8.418
8.803
9.404
10.106
10.796
11.407
5.461
5.692
6.049
6.476
6.997
7.603
8.231
8.793
9.208
5.677
5.185
5.262
5.341
5.388
5.446
5.568
5.797
6.145
11.166
8.117
7.535
7.392
7.166
6.909
6.728
6.771
6.992
17.374
13.82
12.883
12.649
12.313
11.742
11.108
10.652
10.496
8.18
7.885
7.955
8.363
8.968
9.917
10.916
11.923
12.855
9.112
8.544
8.31
7.937
7.711
7.675
7.799
7.943
8.037
NA
NA
NA
NA
NA
NA
NA
NA
NA
5.061
4.796
4.834
4.92
5.056
5.26
5.551
5.938
6.527
13.436
13.254
12.946
12.754
12.735
12.849
12.877
12.744
12.499
6.068
6.103
6.285
6.582
7.037
7.668
8.409
9.149
9.766
8.494
8.035
7.933
7.963
8.076
8.285
8.588
8.967
9.379
6.327
6.289
6.351
6.528
6.874
7.404
8.051
8.68
9.319
5.741
5.544
5.284
5.298
5.669
6.308
7.041
7.778
8.55
6.085
4.658
4.854
4.929
4.994
5.15
5.451
5.907
6.54
6.443
6.473
6.599
6.836
7.184
7.617
8.064
8.501
8.898
NA
NA
NA
NA
NA
NA
NA
NA
NA
5.476
5.592
5.785
6.009
6.272
6.631
7.067
7.457
7.791
9.923
10.438
10.752
11.032
11.258
11.501
11.784
12.067
12.345
7.439
7.324
7.38
7.549
7.84
8.316
8.911
9.56
10.182
9.149
9.742
10.507
11.387
12.132
12.699
13.079
13.203
13.111
4.227
3.963
4.077
4.283
4.573
4.959
5.459
6.116
6.904
11.251
10.783
10.273
9.929
9.757
9.835
10.041
10.25
10.449
11.715
9.495
9.045
9.216
9.243
9.219
9.178
9.158
9.182
NA
NA
NA
NA
NA
NA
NA
NA
NA
1.86
2.138
2.551
3.093
3.764
4.566
5.479
6.457
7.429
7.379
7.104
6.985
6.952
7.133
7.586
8.212
8.851
9.415
7.111
6.206
5.973
5.855
5.854
6.005
6.275
6.721
7.29
5.954
6.048
6.222
6.483
6.83
7.279
7.81
8.398
9.005
13.829
13.748
13.488
13.226
13.065
13.057
13.215
13.312
13.183
11.422
9.338
8.844
8.759
8.66
8.543
8.471
8.556
8.814
6.943
7.091
7.085
7.136
7.36
7.811
8.441
9.053
9.658
16.852
16.168
16.135
16.356
16.009
15.71
15.294
14.747
14.03
8.114
7.656
7.619
7.77
8.016
8.351
8.748
9.183
9.638
8.479
7.75
7.613
7.678
7.808
8.016
8.298
8.656
9.079
7.542
7.357
7.401
7.591
7.897
8.315
8.801
9.305
9.801
10.603
8.028
7.604
7.547
7.464
7.395
7.408
7.557
7.816
4.077
4.142
4.406
4.752
5.193
5.703
6.285
6.938
7.67
NA
NA
NA
NA
NA
NA
NA
NA
NA
13.123
13.671
13.569
13.361
13.194
13.248
13.48
13.706
13.715
8.15
8.016
7.89
7.718
7.636
7.735
7.982
8.255
8.462
9.315
7.461
7.099
7.022
6.967
6.937
7.035
7.309
7.732
12.413
9.316
8.985
9.357
9.423
9.443
9.386
9.273
9.093
4.469
4.651
5.002
5.44
5.931
6.46
7.034
7.604
8.141
4.626
4.466
4.419
4.435
4.606
4.993
5.59
6.362
7.216
15.888
12.212
11.048
10.734
10.383
9.939
9.484
9.233
9.298
7.842
8.34
8.737
9.212
9.758
10.318
10.759
10.94
10.883
NA
NA
NA
NA
NA
NA
NA
NA
NA
7.733
8.196
8.653
9.137
9.682
10.301
11.008
11.735
12.382
10.459
8.694
8.401
8.452
8.433
8.313
8.268
8.43
8.83
7.163
7.965
8.528
9.015
9.498
10.066
10.663
11.078
11.32
2.905
2.98
3.196
3.441
3.718
4.049
4.469
4.988
5.585
7.595
