"Births"
7506.988
8463.375
9298.05
9750.752
9786.368
9807.147
10010.758
10253.586
10320.257
173641.2
183264.108
189176.002
193334.365
196996.716
200021.719
201393.16
200679.976
198463.876
274.56
290.062
288.996
269.505
246.688
239.321
243.676
245.564
238.417
3567.434
3745.11
3711.394
3473.778
3200.201
3061.297
3067.763
3153.611
3155.376
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
4037.145
4428.863
4772.205
5048.47
5258.284
5400.26
5478.351
5513.399
5518.283
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
3479.964
3488.53
3423.365
3313.958
3194.074
3076.93
3069.547
3043.577
2989.653
186.441
197.136
186.206
162.751
145.156
142.954
150.935
156.264
148.672
NA
NA
NA
NA
NA
NA
NA
NA
NA
381624.421
385990.831
378518.207
361961.202
345463.154
336744.655
335510.088
330869.472
320713.785
1234.406
1230.693
1252.179
1231.657
1192.412
1148.197
1118.642
1108.142
1105.642
1503.183
1493.219
1514.527
1495.302
1450.296
1397.068
1360.017
1344.695
1339.883
357.762
347.056
349.114
346.729
336.84
323.425
316.132
315.53
310.845
706.337
751.77
741.222
677.269
608.232
577.158
584.567
596.139
582.089
30.205
29.568
29.031
28.343
27.428
26.702
26.342
25.893
25.366
60.938
57.14
54.856
54.861
56.281
56.041
54.366
52.237
50.603
18810.536
18950.594
18948.048
18783.732
18542.334
18267.225
17928.373
17516.986
17014.848
15.573
15.11
14.803
14.454
14.191
14.072
13.799
13.423
13.124
458.118
450.673
417.028
371.174
340.612
334.897
340.969
340.522
329.714
535.26
518.04
512.605
508.159
500.347
488.021
476.052
467.615
461.247
34.946
35.001
34.442
33.264
31.619
30.139
30.066
29.839
29.239
1824.368
1960.961
2050.94
2102.468
2141.384
2178.249
2205.161
2210.561
2195.347
NA
NA
NA
NA
NA
NA
NA
NA
NA
330.799
348.065
355.232
352.548
348.119
348.485
351.221
350.617
343.564
1325.412
1328.1
1313.984
1285.946
1249.038
1207.075
1163.212
1124.878
1090.524
179.808
175.328
171.355
163.912
154.805
147.49
144.388
144.577
144.969
219.062
209.062
201.128
190.503
179.514
172.118
167.985
163.988
158.336
18494.072
17867.983
17268.542
16823.219
16384.04
15845.765
15548.857
15237.127
14878.3
NA
NA
NA
NA
NA
NA
NA
NA
NA
40.391
36.323
32.783
31.58
33.02
34.069
33.451
31.551
29.848
322.655
302.608
280.507
258.548
245.179
241.355
240.469
235.703
229.177
3291.785
3649.919
3961.394
4212.477
4396.72
4526.227
4618.836
4687.986
4732.067
1896.613
2225.592
2439.276
2600.562
2809.93
3102.728
3372.699
3510.227
3544.41
78.469
82.04
83.477
83.706
83.863
84.276
84.351
83.544
81.763
2220.822
2316.607
2308.41
2226.204
2154.411
2138.185
2147.677
2130.498
2064.226
2813.244
2793.006
2758.416
2710.92
2657.793
2597.763
2530.997
2457.08
2377.688
1592.316
1564.275
1600.616
1605.216
1564.541
1495.147
1453.072
1428.363
1419.745
3843.023
3837.677
3777.613
3683.082
3579.895
3481.647
3396.4
3312.325
3236.15
NA
NA
NA
NA
NA
NA
NA
NA
NA
758.124
777.215
772.946
758.585
742.687
731.495
721.973
707.427
687.65
16299.219
16265.892
16169.065
15824.828
15386.185
15014.654
14644.368
14304.72
13955.848
2560.042
2923.329
3229.33
3531.166
3824.399
4082.352
4261.781
4358.4
4418.008
7.156
7.012
7.023
6.987
6.857
6.691
6.547
6.36
6.269
1255.2
1263.089
1247.51
1230.884
1194.684
1157.73
1133.148
1118.895
1104.287
87932.914
92786.768
90979.208
83659.903
77535.81
75800.238
76658.007
75817.417
72336.606
277.727
260.909
240.131
221.57
206.311
193.98
185.535
179.891
174.715
16.899
17.968
18.43
17.028
14.363
12.189
11.521
11.893
12.236
4826.258
4817.692
4799.294
4725.305
4605.569
4462.833
4314.819
4193.204
4144.359
142.547
144.638
145.785
149.299
154.268
157.631
157.621
155.405
152.852
964.195
1111.911
1236.304
1361.094
1478.193
1576.016
1648.595
1701.14
1746.26
NA
NA
NA
NA
NA
NA
NA
NA
NA
397.529
386.365
373.533
368.556
360.898
352.7
344.787
337.498
330.522
203.591
204.831
200.294
191.888
182.672
176.485
175.651
177.985
175.089
652.404
635.042
619.219
598.181
574.744
555.333
541.586
530.569
522.223
50.507
50.166
49.666
48.167
46.081
45.312
44.653
44.059
43.166
453.881
439.158
414.452
385.29
362.05
352.165
354.223
358.324
357.192
3376.411
3428.837
3396.755
3337.529
3287.749
3252.658
3212.624
3151.418
3073.466
1631.209
1629.159
1695.96
1709.414
1614.505
1486.975
1417.906
1428.063
1453.278
15458.63
17438.122
18934.866
20385.501
21648.175
22480.493
22826.111
22832.231
22670.157
298.418
282.493
287.353
296.754
300.32
290.937
274.29
261.705
258.352
137.366
138.353
139.826
141.554
142.45
142.019
140.601
138.863
137.085
NA
NA
NA
NA
NA
NA
NA
NA
NA
1066.972
1067.18
1047.215
1025.23
1006.534
984.332
954.281
916.014
891.918
60321.508
64211.414
66713.307
68567.293
70325.169
72006.489
73107.918
73321.019
72870.682
98099.896
102560.945
100403.684
92845.431
86467.929
84504.458
85240.726
84308.065
80651.931
14936.359
14430.486
13335.576
12047.339
11308.463
11283.515
11519.241
11452.99
10946.847
1477.003
1474.889
1455.78
1421.067
1387.027
1349.936
1311.371
1271.223
1253.034
9749.961
9912.703
9744.847
9592.982
9608.108
9657.929
9566.834
9301.397
8959.245
830.193
828.687
826.445
819.961
807.353
790.388
769.531
745.104
720.765
115.106
125.377
130.812
135.145
138.765
141.531
143.043
143.232
142.702
895.76
951.44
989.749
1021.626
1051.988
1076.926
1090.661
1094.172
1089.579
68.947
70.55
67.304
61.297
57.081
57.357
59.979
60.123
57.837
16016.344
16883.761
17420.884
17586.618
17534.025
17474.074
17466.72
17453.543
17320.377
36595.927
35310.043
33729.932
32029.933
30862.328
30486.33
30442.376
30106.751
29222.244
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
95.725
95.891
95.073
93.507
92.172
90.838
88.879
86.359
83.449
274.796
279.681
288.825
286.21
273.961
260.383
252.311
251.871
254.136
3646.28
3517.304
3429.939
3355.587
3308.087
3292.382
3261.195
3191.324
3108.736
21.424
21.642
22.212
22.225
21.405
20.123
19.424
19.518
19.455
24.321
24.753
24.459
23.473
22.471
21.728
21.689
21.669
21.28
207.239
208.459
209.174
207.429
204.009
200.559
197.886
194.938
190.691
258.469
257.525
260.949
266.702
270.288
269.316
265.048
260.404
256.493
241.515
239.523
235.821
220.209
202.348
192.133
191.494
194.747
193.41
3300.894
3310.381
3345.461
3297.225
3177.379
3028.694
2941.414
2956.939
2959.509
