Q0040Female
74.3177
75.0517
75.8169
76.5946
77.3859
78.1901
78.9936
79.7929
80.6015
81.3887
82.1357
82.8636
83.5789
84.2834
84.9797
85.6724
86.3639
87.0535
87.7506
88.4533
89.1554
89.8663
90.5924
91.3355
92.0966
92.8786
93.6794
94.4959
95.3228
96.156
97.006
97.8677
98.7353
99.6062
100.4792
101.3597
102.2215
103.0542
103.8606
104.6384
105.4073
106.1736
106.9336
107.6873
108.4358
109.18
109.9204
110.6582
111.3942
112.1296
112.8648
113.6002
114.3374
115.0755
115.8149
116.5556
117.2962
118.0367
118.7761
119.5132
120.2468
120.9758
121.699
122.415
123.1231
123.8221
124.5115
125.1914
125.8619
126.5223
127.1732
127.8149
128.4477
129.0723
129.6898
130.2998
130.9029
131.4997
132.0902
NA
168.1145
168.0981
168.1045
168.1304
168.1783
168.2453
168.3234
168.4048
168.4915
168.5872
168.6859
168.7834
168.8813
168.9797
169.0808
169.1827
169.2827
169.3764
169.462
169.5421
169.6173
169.6865
169.7515
169.8125
169.8684
169.9183
169.9573
169.9879
170.0139
170.0354
170.0532
170.0703
170.09
170.1156
170.1472
170.1825
170.2222
170.2667
170.3139
170.3612
170.4094
170.4578
170.5064
170.5543
170.601
170.6458
170.6883
170.7282
170.7653
170.7995
170.831
170.8597
170.8868
170.9114
170.9343
170.956
170.9763
170.9959
171.0151
171.0338
171.0522
171.0708
171.0896
171.1081
171.1269
171.1453
171.1635
171.1818
171.2
171.2176
171.2346
171.2509
171.2663
171.281
171.2953
171.3086
171.3208
171.3321
171.3423
NA
44.3227
44.5958
44.8721
45.1422
45.4041
45.6564
45.8953
46.1196
46.3278
46.5209
46.6992
46.8644
47.0205
47.17
47.318600000000004
47.4685
47.6189
47.7692
47.9208
48.0808
48.2474
48.4193
48.6007
48.7949
48.9984
49.2088
49.4251
49.6469
49.8739
50.1058
50.344
50.5862
50.8286
51.0702
51.3072
51.5386
51.7638
51.9802
52.19
52.3955
52.5979
52.7978
52.9945
53.1893
53.3828
53.5759
53.7691
53.9633
54.1588
54.357
54.5581
54.7625
54.9698
55.1804
55.3943
55.6114
55.8305
56.052
56.275
56.4991
56.7238
56.9486
57.1737
57.3975
57.6203
57.8423
58.0628
58.2812
58.4984
58.7139
58.9282
59.1415
59.3538
59.5649
59.776
59.9863
60.1967
60.4069
60.6172
NA
71.8521
71.9838
72.1233
72.2638
72.4029
72.5379
72.668
72.7942
72.9166
73.034
73.1425
73.2412
73.3305
73.4106
73.4825
73.5484
73.61
73.6686
73.724
73.7779
73.8324
73.89
73.9523
74.0215
74.0984
74.184
74.2777
74.3783
74.4835
74.5937
74.7092
74.8299
74.9574
75.0887
75.219
75.3485
75.4766
75.6012
75.7227
75.841
75.9552
76.0653
76.1718
76.2746
76.3759
76.4754
76.5741
76.6732
76.7724
76.8736
76.9767
77.0824
77.1907
77.3025
77.4175
77.5357
77.656
77.7793
77.9048
78.0323
78.1616
78.2922
78.4233
78.5545
78.6851
78.8153
78.9444
79.0725
79.1996
79.325
79.4495
79.5726
79.6949
79.8168
79.9386
80.0607
80.1825
80.3049
80.4274
NA
32.4624
32.6296
32.7838
32.9443
33.1169
33.2995
33.4779
33.6504
33.829
33.9868
34.1086
34.2156
34.3119
34.4011
34.4852
34.5643
34.6418
34.7218
34.8137
34.9136
35.0152
35.127
35.2541
35.3963
35.5525
35.7232
35.9104
36.1136
36.3263
36.5412
36.7696
37.0081
37.2504
37.494
37.7408
38.0003
38.2432
38.4557
38.6381
38.7801
