LE65Female
18.0663
18.0793
18.0842
18.0834
18.0786
18.0768
18.0825
18.0884
18.0907
18.0893
18.0828
18.0745
18.0659
18.056
18.0445
18.0305
18.014
17.9947
17.9712
17.9438
17.9132
17.8799
17.8458
17.8116
17.7775
17.7445
17.7101
17.6737
17.638
17.6036
17.5707
17.5382
17.5059
17.4748
17.4413
17.4035
17.3642
17.324
17.2828
17.2411
17.1993
17.1573
17.1151
17.0739
17.0328
16.991
16.9497
16.9096
16.871
16.8342
16.7995
16.7669
16.736
16.7064
16.6777
16.6511
16.6261
16.6023
16.5796
16.5577
16.5374
16.5155
16.491
16.4642
16.4342
16.4029
16.3709
16.3378
16.3035
16.2682
16.2318
16.1945
16.1565
16.1178
16.0789
16.0397
16.0007
15.9619
15.9237
NA
13.0491
13.0514
13.0542
13.0572
13.06
13.0625
13.0647
13.0667
13.0684
13.0696
13.0707
13.0715
13.0724
13.0733
13.0743
13.0754
13.0766
13.0778
13.0791
13.0802
13.0811
13.0815
13.0816
13.0814
13.081
13.0806
13.0802
13.0802
13.0806
13.0815
13.0828
13.0842
13.0855
13.0871
13.089
13.0909
13.0927
13.0945
13.096
13.0974
13.0986
13.0994
13.0997
13.0996
13.0991
13.0982
13.0968
13.0948
13.0924
13.0896
13.0864
13.0828
13.0788
13.0747
13.0705
13.0663
13.062
13.0579
13.0539
13.0503
13.0468
13.0435
13.0406
13.0378
13.0352
13.0327
13.0302
13.0279
13.0256
13.0233
13.021
13.0188
13.0165
13.0141
13.0117
13.0093
13.0069
13.0044
13.0018
NA
16.5527
16.5705
16.5856
16.5998
16.6127
16.6232
16.6328
16.6426
16.6519
16.6607
16.6685
16.6779
16.6869
16.6936
16.7003
16.7065
16.7122
16.7172
16.7214
16.7248
16.7269
16.7276
16.7271
16.7252
16.7223
16.7179
16.7117
16.7039
16.6943
16.6831
16.6704
16.6563
16.6412
16.6252
16.6088
16.5914
16.573
16.5542
16.5345
16.5145
16.4942
16.4728
16.4506
16.428
16.4062
16.3847
16.363
16.3421
16.3225
16.304
16.2868
16.2706
16.2552
16.24
16.225
16.2103
16.1955
16.1807
16.1663
16.1533
16.1415
16.1299
16.1185
16.1073
16.096
16.0849
16.074
16.0631
16.0516
16.0398
16.0275
16.0147
16.0014
15.9878
15.9738
15.9595
15.9448
15.9299
15.9147
NA
14.3396
14.3491
14.3586
14.3676
14.3757
14.383
14.3894
14.3949
14.4
14.4051
14.4101
14.4151
14.4202
14.4253
14.4304
14.4354
14.4398
14.4437
14.4475
14.4515
14.4556
14.4601
14.465
14.4701
14.4752
14.4802
14.485
14.4896
14.4938
14.4974
14.5001
14.5021
14.5034
14.5041
14.5039
14.5025
14.5
14.4965
14.4921
14.4869
14.4813
14.4752
14.4689
14.4623
14.4554
14.4485
14.4419
14.4357
14.43
14.425
14.4206
14.4167
14.4133
14.41
14.407
14.4047
14.403
14.4024
14.4024
14.4024
14.4026
14.4027
14.4025
14.4021
14.4014
14.4001
14.3982
14.3957
14.3925
14.3888
14.3846
14.3801
14.3754
14.3705
14.3656
14.3606
14.3557
14.3508
14.3462
NA
19.7929
19.7923
19.7861
19.7747
19.7594
19.7464
19.7383
19.7305
19.7211
19.7094
19.694
19.6774
19.6609
19.644
19.6268
19.6094
19.5922
19.5753
19.5572
19.5377
19.5166
19.4939
19.4711
19.4492
19.4284
19.4096
19.3908
19.3711
19.3533
19.3382
19.3254
19.3134
19.3016
19.2906
19.2772
19.2601
19.242
19.2229
19.2028
19.1818
19.1601
19.1376
19.1143
19.0914
19.0682
19.0436
19.0185
18.9935
18.9688
18.9447
18.9219
18.9009
18.8821
18.8651
18.8494
18.8363
18.8256
18.8162
18.808
18.8013
18.7967
18.7904
18.7809
18.7677
18.7489
18.727
18.7037
18.6788
18.6524
18.6245
18.5952
18.5642
18.5319
18.4988
18.465
18.4311
18.3976
18.3649
18.3335
NA
17.9757
17.9774
17.9787
17.9798
17.9807
17.9815
17.9822
17.9825
17.9823
17.9815
17.98
17.9778
17.9749
17.9715
17.9676
17.9635
17.9592
17.9546
17.9499
17.945
17.9399
17.9348
17.9296
17.9243
17.9191
17.9141
17.909300000000002
17.9047
17.9003
17.896
17.8918
17.8875
17.8832
17.8788
17.8742
17.8694
17.8642
17.8588
17.8531
17.8472
17.8409
17.8345
17.8281
17.8216
17.8153
17.8093
17.8037
17.7984
17.7936
17.7893
17.7855
17.7824
17.7798
17.7777
17.7757
17.7738
17.7718
17.7695
17.767
17.764
17.7606
17.757
17.7532
17.7493
17.7454
17.7415
17.7377
17.7338
17.73
17.7263
17.7228
17.7195
17.7163
17.7131
17.71
17.7067
17.703
17.6989
17.6944
NA
15.3189
15.3324
15.3438
15.3529
15.3598
15.3642
15.3663
15.3664
15.3646
15.3614
15.3567
15.3507
15.3433
15.3347
15.3246
15.3134
15.3011
15.2875
15.2718
15.2543
15.2353
15.2153
15.1946
15.174
15.1537
15.1336
15.1136
15.0938
15.0742
15.0549
15.0358
15.0172
14.9994
14.9822
14.9658
14.9501
14.9349
14.9202
14.9056
14.8912
14.8773
14.864
14.8518
14.8407
14.8303
14.8203
14.8105
14.8009
14.7919
14.7834
14.7753
14.7676
14.7606
14.7541
14.7481
14.7423
14.7365
14.7308
14.7253
14.7198
14.7145
14.7092
14.7039
14.6987
14.6937
14.6887
14.6837
14.6787
14.6736
14.6684
14.6632
14.6578
14.6524
14.647
14.6416
14.6361
14.6307
14.6254
14.6201
NA
22.8665
22.8679
22.8689
22.8698
22.8705
22.8712
22.8719
22.8726
22.8733
22.8738
22.8741
22.8741
22.8739
22.8738
22.8738
22.8738
22.8739
22.8739
22.8739
22.874
22.8741
22.8743
22.8745
22.8749
22.8754
22.8759
22.8766
22.8773
22.878
22.8788
22.8796
22.8804
22.8811
22.8818
22.8823
22.8828
22.8832
22.8837
22.8841
22.8843
22.8845
22.8846
22.8847
22.8847
22.8844
22.884
22.8837
22.8833
22.8829
22.8825
22.882
22.8815
22.8811
22.8807
22.8805
22.8805
22.8807
22.8811
22.8816
22.8821
22.8825
22.8828
22.883
22.883
22.8829
22.8828
22.8828
22.8829
22.8831
22.8833
22.8835
22.8837
22.8838
22.8839
22.8839
22.8839
22.884
22.884
22.884
NA
19.8868
19.9147
19.9383
19.9608
19.9834
20.0073
20.0319
20.0568
20.0805
20.1022
20.122
20.1394
20.1553
20.1704
20.1855
20.201
20.2164
20.2312
20.2446
20.257
20.2689
20.2793
20.288
20.2943
20.2986
20.3014
20.3005
20.2965
20.2906
20.2827
20.2736
20.2649
20.2574
20.2511
20.2467
20.2449
20.2456
20.2482
20.2525
20.259
20.2684
20.2801
20.2942
20.3103
20.3278
20.346
20.3642
20.3828
20.4017
20.4208
20.4394
20.4566
20.4724
20.4874
20.5004
20.5101
20.5168
20.5213
20.5238
20.5249
20.5256
20.5264
20.5269
20.5271
20.527
20.5271
20.5274
20.5284
20.5304
20.5335
20.5376
20.5428
20.5487
20.5554
20.5627
20.5705
20.5786
20.5868
20.595
NA
20.5626
20.5821
20.5975
20.6111
20.6242
20.6382
20.6527
20.6675
20.6815
20.6927
20.7027
20.7121
20.7203
20.728
20.7363
20.746
20.7567
20.7677
20.7776
20.7867
20.7955
20.8033
20.8097
20.8138
20.8164
20.8177
20.8159
20.8114
20.8051
20.7966
20.787
20.7775
20.7688
20.7607
20.7541
20.7498
20.7476
20.7474
20.7485
20.7516
20.7571
20.7647
20.7745
20.7861
20.7991
20.8128
20.8266
20.8407
20.8551
20.8699
20.8844
20.8977
20.9101
20.9218
20.9319
20.939
20.9435
20.946
20.9466
20.9459
20.9446
20.9431
20.9414
20.9395
20.9375
20.9355
20.9338
20.9327
20.9326
20.9335
20.9355
20.9384
20.9422
20.9468
20.9519
20.9576
20.9636
20.9697
20.9759
NA
16.9323
16.9611
16.9793
16.9893
16.994
17.0048
17.0277
17.0514
17.0709
17.0876
17.0987
17.1084
17.1187
17.1273
17.1333
17.1352
17.1334
17.1269
17.1143
17.0961
17.0733
17.0468
17.0192
16.9916
16.9644
16.9391
16.9123
16.8829
16.8544
16.8274
16.8022
16.777
16.7512
16.7266
16.6983
16.6641
16.6278
16.5902
16.5513
16.5113
16.4709
16.4298
16.3881
16.3472
16.3063
16.2646
16.223
16.1823
16.143
16.1051
16.069
16.035
16.0027
15.9717
15.9419
15.9147
15.8895
15.8657
15.8432
15.8218
15.8026
15.782
15.7588
15.7332
15.704
15.6732
15.6419
15.6098
15.5766
15.5425
15.5076
15.4718
15.4353
15.3984
15.3612
15.3239
15.2867
15.2499
15.2135
NA
14.2197
14.2373
14.2536
14.2685
14.2822
14.2945
14.3053
14.3147
14.323
14.3306
14.3382
14.3457
14.3527
