TPopulationFemale1July
3966525.558
4000807.778
4035081.22
4069325.972
4103532.811
4137694.081
4171807.539
4205873.67
4239891.558
4273858.741
4307765.829
4341599.195
4375345.294
4408987.12
4442505.858
4475881.388
4509090.656
4542111.216
4574925.953
4607524.718
4639902.509
4672063.151
4704020.392
4735795.515
4767420.957
4798941.172
4830407.214
4861877.191
4893415.795
4925091.945
4956978.25
4989149.33
5021681.121
5054647.346
5088123.534
5122189.059
5156923.902
5192404.552
5228702.566
5265884.874
5304013.213
5343144.78
5383331.758
5424621.942
5467060.531
5510691.028
5555554.821
5601694.666
5649156.888
5697991.185
5748252.502
5800000.876
5853302.287
5908227.766
5964853.197
6023259.744
6083527.094
6145735.853
6209969.774
6276309.876
6344838.321
6415636.844
6488781.717
6564349.179
6642411.092
6723031.674
6806274.732
6892206.38
6980894.437
7072406.357
7166810.892
7264178.216
7364586.666
7468115.87
7574852.236
7684888.911
7798319.972
7915250.611
8035788.821
NA
585457.979
600206.382
615421.324
631116.917
647305.093
663996.018
681195.11
698905.308
717130.544
735873.298
755134.041
774911.588
795205.625
816015.518
837339.777
859177.434
881527.502
904390.301
927769.899
951674.055
976113.414
1001102.966
1026660.989
1052806.898
1079562.012
1106949.802
1134993.519
1163718.211
1193150.46
1223316.439
1254243.306
1285958.271
1318488.266
1351859.435
1386098.59
1421233.11
1457290.133
1494295.306
1532274.096
1571253.371
1611259.786
1652319.747
1694461.194
1737712.88
1782103.429
1827663.302
1874423.233
1922414.631
1971671.401
2022229.756
2074127.74
2127403.173
2182097.321
2238253.095
2295914.803
2355131.604
2415951.516
2478424.334
2542603.841
2608543.745
2676300.02
2745930.716
2817494.102
2891051.751
2966666.828
3044401.274
3124318.188
3206484.579
3290970.74
3377846.419
3467180.814
3559045.17
3653514.979
3750663.88
3850571.503
3953318.82
4058984.984
4167657.422
4279423.025
NA
269253.518
273549.269
277859.214
282179.059
286507.053
290850.25
295215.015
299605.023
304024.479
308478.723
312974.99
317520.684
322118.751
326766.502
331458.934
336189.999
340953.243
345742.324
350550.851
355372.829
360203.116
365037.225
369871.699
374704.022
379532.635
384356.979
389177.435
393995.493
398813.196
403633.403
