TPopulationFemale1July
3963056.464
3991915.845
4022314.586
4052564.378
4082459.828
4109872.761
4134797.972
4159333.174
4183451.462
4207116.626
4228875.166
4248697.507
4267982.768
4286704.281
4304820.831
4322335.53
4339247.112
4355468.608
4370935.788
4385635.17
4399522.706
4412531.508
4424596.928
4435656.907
4445665.428
4454577.46
4462323.611
4468834.545
4474077.621
4478006.165
4480636.715
4481970.722
4481979.516
4480694.973
4478135.659
4474340.246
4469349.336
4463170.749
4455871.746
4447557.2
4438284.497
4428091.846
4417026.206
4405105.247
4392349.254
4378850.272
4364626.67
4349664.268
4333973.566
4317570.307
4300475.044
4282679.033
4264161.238
4244904.682
4224886.942
4204100.329
4182574.658
4160333.408
4137376.818
4113704.959
4089357.619
4064371.759
4038749.15
4012500.408
3985647.686
3958232.054
3930312.408
3901893.864
3872977.256
3843587.279
3813743.568
3783462.212
3752772.746
3721681.653
3690178.034
3658277.1
3626003.063
3593401.619
3560479.138
NA
584933.721
598589.049
612591.745
626844.343
641277.267
655532.308
669594.48
683810.299
698154.432
712610.968
726902.712
741006.128
755187.442
769429.453
783697.848
797992.359
812309.237
826618.012
840897.396
855135.23
869296.221
883372.495
897356.996
911214.898
924927.092
938487.807
951885.424
965094.279
978096.197
990861.29
1003393.379
1015695.239
1027741.683
1039530.947
1051065.205
1062343.315
1073346.235
1084051.671
1094473.901
1104636.258
1114546.066
1124170.947
1133512.403
1142563.103
1151305.505
1159773.002
1167945.81
1175798.782
1183327.965
1190529.553
1197420.474
1203995.604
1210229.944
1216111.538
1221630.414
1226778.198
1231579.647
1236042.215
1240148.06
1243895.866
1247279.778
1250296.137
1252945.052
1255225.712
1257126.281
1258647.441
1259807.342
1260593.806
1261008.985
1261068.904
1260781.092
1260152.556
1259192.126
1257897.906
1256267.11
1254306.945
1252033.374
1249466.962
1246603.614
NA
269003.84
272796.452
276598.445
280377.668
284106.87
287636.634
290969.486
294265.494
297525.753
300752.139
303844.836
306812.013
309764.347
312695.014
315597.735
318471.069
321308.062
324103.903
326854.389
329557.227
332204.111
334784.077
337285.018
339702.784
342041.215
344291.256
346436.748
348472.84
350403.099
352215.882
353912.941
355494.941
356951.209
358285.26
359502.28
360602.341
361583.816
362448.587
363201.224
363844.465
364380.553
364810.796
365138.388
365369.285
365509.711
365563.515
365532.197
365415.55
365212.646
364932.064
364576.837
364141.055
363622.857
363027.791
362355.507
361600.519
360764.099
359851.038
358865.715
357811.226
356687.411
355491.015
354220.556
352877.859
351463.054
349977.25
348420.866
346793.52
345096.133
343327.254
341488.155
339582.247
337610.417
335572.26
333469.948
331303.681
329076.264
326790.376
324445.771
NA
1019116.36
1027881.722
1037421.892
1046839.162
1056100.748
1064579.866
1072283.455
1079811.07
1087171.248
1094348.749
1100916.14
1106868.082
1112613.038
1118154.104
1123475.737
1128578.657
1133473.6
1138131.001
1142533.468
1146687.715
1150590.546
1154216.773
1157530.038
1160528.824
1163207.479
1165534.983
1167505.488
1169097.869
1170297.904
1171114.433
1171547.185
1171579.101
1171213.401
1170476.552
1169362.208
1167869.671
1166009.231
1163776.86
1161181.458
1158240.596
1154964.239
1151372.073
1147463.95
1143235.961
1138691.532
1133846.969
1128714.349
1123297.869
1117595.859
1111603.45
1105326.983
1098784.795
1091979.028
1084905.257
1077567.045
1069964.678
1062098.712
1053986.984
1045640.348
1037049.384
1028246.042
1019255.348
1010067.701
1000686.152
991118.819
981382.195
971506.941
961500.545
951356.587
941079.995
930680.365
920171.752
909572.799
898900.62
888157.563
877349.544
866490.306
855598.765
844686.09
NA
1158318.742
1159361.334
1160353.908
1161141.329
1161710.749
1161529.85
1160602.261
1159464.159
1158108.728
1156532.163
1154388.771
1151669.69
1148697.384
1145475.758
1142017.987
1138328.481
1134418.936
1130271.836
1125868.607
1121208.644
1116292.73
1111104.542
1105635.228
1099865.921
1093779.06
1087372.671
1080622.368
1073516.276
1066050.18
1058216.078
1050018.326
1041465.666
1032557.824
1023298.044
1013699.567
1003787.216
993603.302
983176.167
972530.466
961713.856
950755.398
939689.066
928547.089
917347.994
906116.02
894880.985
883653.442
872439.216
861257.054
850110.256
838992.355
827892.704
816812.498
805742.37
794663.596
783580.654
772493.128
761393.332
750284.953
739172.64
728068.046
716981.637
705921.828
694897.276
683927.517
673033.88
662222.844
651499
640866.018
630325.471
619876.282
609508.671
599220.559
589004.268
578844.92
568744.498
558696.268
548699.139
538748.752
NA
334825.576
336682.232
338650.671
340575.308
342453.742
344084.821
345458.995
346766.676
348005.357
349170.762
350133.196
350894.282
351581.449
352191.477
352722.824
353173.361
353534.615
353803.286
353978.938
354055.569
354029.253
353898.837
353666.919
353336.11
352902.619
352364.893
351718.871
350960.656
350090.628
349109.657
348020.752
346826.164
345524.955
344116.428
342601.154
340983.667
339268.657
337454.73
335546.222
333547.906
331461.552
329290.677
327037.366
324704.494
322292.625
319805.718
317248.693
314624.076
311935.718
309186.831
306377.259
303506.824
300579.59
297599.149
294568.771
291490.74
288366.796
285199.417
281989.224
278738.797
275452.172
272133.273
268783.389
265403.204
261995.939
258564.33
255112.118
251641.549
248154.812
244654.953
241144.699
237627.611
234106.982
230585.068
227064.373
223548.407
220039.068
216539.536
213051.862
NA
6657.078
6763.623
6869.4
6974.935
7080.242
