NatChangeRT
6.604
7.381
7.325
7.175
7.022
5.828
5.69
5.555
5.414
5.267
4.435
4.29
4.144
3.993
3.835
3.691
3.539
3.361
3.183
3.002
2.81
2.601
2.38
2.147
1.908
1.655
1.385
1.098
0.811
0.505
0.227
-0.081
-0.371
-0.663
-0.944
-1.217
-1.484
-1.754
-1.99
-2.217
-2.426
-2.639
-2.832
-3.039
-3.228
-3.399
-3.586
-3.766
-3.954
-4.133
-4.309
-4.495
-4.691
-4.891
-5.097
-5.307
-5.51
-5.712
-5.919
-6.126
-6.318
-6.516
-6.713
-6.913
-7.111
-7.298
-7.475
-7.665
-7.847
-8.037
-8.213
-8.398
-8.567
-8.752
-8.931
-9.117
-9.287
-9.452
-9.622
NA
23.538
23.623
23.593
23.306
23.041
21.672
21.422
21.178
20.873
20.599
19.551
19.259
18.992
18.676
18.339
18.044
17.721
17.373
17.022
16.669
16.263
15.918
15.523
15.128
14.718
14.338
13.934
13.528
13.111
12.671
12.288
11.881
11.476
11.091
10.714
10.348
9.957
9.571
9.226
8.902
8.588
8.222
7.927
7.564
7.251
6.962
6.628
6.307
5.979
5.663
5.377
5.063
4.744
4.421
4.095
3.766
3.488
3.179
2.878
2.577
2.276
1.969
1.675
1.375
1.061
0.767
0.487
0.174
-0.099
-0.385
-0.644
-0.917
-1.163
-1.44
-1.691
-1.954
-2.182
-2.415
-2.646
NA
13.522
13.405
13.307
12.992
12.728
11.366
11.129
10.906
10.689
10.479
9.599
9.431
9.28
9.088
8.913
8.727
8.521
8.314
8.091
7.88
7.616
7.348
7.025
6.743
6.453
6.13
5.758
5.418
5.078
4.682
4.364
3.983
3.613
3.259
2.929
2.588
2.254
1.93
1.629
1.326
1.043
0.752
0.491
0.234
0.01
-0.22
-0.435
-0.665
-0.88
-1.063
-1.265
-1.479
-1.689
-1.873
-2.085
-2.304
-2.517
-2.711
-2.901
-3.083
-3.279
-3.487
-3.696
-3.898
-4.113
-4.315
-4.535
-4.742
-4.963
-5.19
-5.411
-5.622
-5.846
-6.067
-6.279
-6.506
-6.716
-6.939
-7.152
NA
7.906
9.569
9.341
9.119
8.841
7.453
7.214
6.984
6.776
6.526
