"PopMale"
12984.526
13526.007
14093.434
14679.335
15274.448
15872.106
16469.683
17068.554
17671.3
18282.46
18906.02
19542.713
20193.359
20862.395
21555.242
22276.295
23028.459
23812.823
24629.743
25478.722
26359.913
27275.025
28226.583
29216.542
30247.035
31320.263
32438.389
33603.665
34818.577
36085.744
37407.838
38787.599
40227.776
41731.138
43300.503
44938.838
46649.292
48435.186
50299.985
52247.263
54280.674
56403.942
58620.856
60935.264
63351.079
459067.364
470353.948
482116.221
494352.108
507042.52
520176.103
533767.24
547838.445
562394.409
577437.827
592973.283
609014.115
625572.378
642650.543
660248.829
678373.472
697040.05
716272.281
736096.064
756541.693
777640.337
799420.206
821911.345
845150.613
869177.936
894033.386
919754.504
946379.363
973950.233
1002510.994
1032105.696
1062778.476
1094572.82
1127532.047
1161699.595
1197120.634
1233842.64
1271915.219
1311389.605
1352318.152
1394753.858
1438750.169
1484360.892
1531640.179
1580642.529
1571.084
1580.997
1590.5
1599.966
1610.1
1621.374
1633.777
1646.945
1660.595
1674.339
1687.874
1701.087
1713.971
1726.453
1738.484
1750.025
1761.028
1771.457
1781.319
1790.638
1799.442
1807.734
1815.533
1822.912
1829.965
1836.771
1843.363
1849.763
1856.03
1862.226
1868.401
1874.582
1880.776
1886.975
1893.159
1899.31
1905.415
1911.466
1917.454
1923.367
1929.185
1934.876
1940.397
1945.694
1950.704
16583.018
16845.214
17116.985
17397.535
17685.475
17979.576
18279.485
18584.885
18894.539
19206.965
19520.869
19835.413
20149.991
20463.831
20776.215
21086.448
21394.138
21698.692
21999.033
22293.938
22582.574
22864.552
23140.145
23410.073
23675.45
23937.236
24195.706
24451.09
24704.292
24956.37
25208.185
25460.09
25712.274
25965.178
26219.211
26474.612
26731.393
26989.362
27248.161
27507.314
27766.266
28024.402
28281.055
28535.504
28786.978
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
7933.57
8169.505
8411.827
8662.166
8922.901
9195.767
9481.539
9779.787
10089.604
10409.548
10738.713
11077.156
11425.765
11785.496
12157.647
12543.362
12943.372
13358.18
13788.481
14234.958
14698.366
15179.575
15679.55
16199.281
16739.813
17302.214
17887.568
18496.972
19131.554
19792.471
20480.926
21198.211
21945.645
22724.524
23536.164
24381.961
25263.402
26182.066
27139.603
28137.719
29178.16
30262.707
31393.17
32571.389
33799.237
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
18948.513
19144.866
19350.319
19562.867
19779.271
19997.064
20215.738
20435.808
20656.994
20879.176
21102.189
21325.721
21549.377
21772.851
21995.843
22218.115
22439.479
22659.841
22879.186
23097.565
23315.023
23531.521
23747.042
23961.698
24175.647
24389.017
24601.85
24814.157
25026.004
25237.46
25448.577
25659.362
25869.818
26079.978
26289.877
26499.518
26708.863
26917.838
27126.338
27334.243
27541.421
27747.734
27953.04
28157.194
28360.045
1406.961
1401.178
1395.983
1391.397
1387.499
1384.307
1381.772
1379.722
1377.906
1376.01
1373.783
1371.123
1367.997
1364.319
1360.017
1355.049
1349.354
1342.934
1335.897
1328.4
1320.569
1312.431
1303.98
1295.263
1286.327
1277.205
1267.924
1258.483
1248.861
1239.017
1228.918
1218.563
1207.952
1197.048
1185.809
1174.203
1162.219
1149.863
1137.153
1124.113
1110.763
1097.121
1083.199
1069.003
1054.535
49.324
49.727
49.764
49.574
49.367
49.294
49.399
49.634
49.957
50.291
50.581
50.822
51.036
51.23
51.417
51.604
51.792
51.976
52.156
52.329
52.497
52.658
52.813
52.96
53.097
53.223
53.337
53.44
53.533
53.616
53.69
53.756
53.814
53.865
53.91
53.948
53.982
54.011
54.039
54.066
54.094
54.125
54.16
54.201
54.251
2015896.628
2040227.577
2065098.942
2090497.118
2116357.089
2142622.45
2169304.737
2196412.623
2223872.585
2251586.138
2279468.561
2307490.469
2335626.328
2363799.893
2391924.984
2419936.476
2447806.679
2475534.154
2503117.589
2530568.38
2557904.185
2585127.284
2612259.315
2639365.631
2666531.076
2693827.546
2721287.879
2748933.532
2776811.335
2804969.549
2833447.949
2862277.358
2891474.764
2921046.757
2950991.159
2981307.845
3012002.464
3043085.126
3074567.375
3106458.694
3138763.233
3171478.769
3204596.003
3238098.375
3271962.264
10100.916
10212.478
10318.871
10421.266
10521.649
10621.493
10720.96
10819.559
10917.373
11014.391
11110.602
11206.075
11300.853
11394.838
11487.874
11579.815
11670.613
11760.196
11848.361
11934.86
12019.489
12102.175
12182.872
12261.453
12337.788
12411.796
12483.431
12552.735
12619.839
12684.935
12748.188
12809.671
12869.434
12927.597
12984.294
13039.647
13093.758
13146.715
13198.597
13249.477
13299.437
13348.562
13396.944
13444.687
13491.898
12116.982
12250.185
12376.239
12496.881
12615.021
12732.814
12850.53
12967.449
13083.611
13198.892
13313.194
13426.6
13539.203
13650.893
13761.495
13870.841
13978.874
14085.497
14190.453
14293.424
14394.153
14492.544
14588.541
14681.989
14772.732
14860.672
14945.752
15028.019
15107.624
15184.79
15259.711
15332.472
15403.136
15471.856
15538.807
15604.145
15667.997
15730.469
15791.65
15851.625
15910.489
15968.343
16025.302
16081.493
16137.054
4060.018
4079.561
4097.576
4113.815
4128.125
4140.431
4150.492
4158.32
4164.425
4169.545
4174.223
4178.627
4182.632
4186.128
4188.899
4190.782
4191.785
4191.974
4191.314
4189.762
4187.288
4183.881
4179.545
4174.285
4168.113
4161.045
4153.087
4144.254
4134.579
4124.106
4112.874
4100.907
4088.223
4074.847
4060.802
4046.112
4030.802
4014.897
3998.421
3981.401
3963.861
3945.825
3927.317
3908.36
3888.976
4060.306
4082.485
4107.691
4135.094
4163.316
4191.29
4218.793
4245.998
4272.67
4298.61
4323.608
4347.501
4370.056
4390.94
4409.776
4426.287
4440.332
4451.914
4461.096
4468.02
4472.824
4475.513
4476.136
4474.94
4472.24
4468.287
4463.189
4456.977
4449.726
4441.49
4432.31
4422.243
4411.315
4399.479
4386.654
4372.78
4357.827
4341.795
4324.699
4306.55
4287.343
