"NetMigrations"
1397.922
556.45
-20
-20
-20
-20
-20
-20
-20
1397.922
556.45
-20
-20
-20
-20
-20
-20
-20
1397.922
556.45
-20
-20
-20
-20
-20
-20
-20
1397.922
556.45
-20
-20
-20
-20
-20
-20
-20
0
0
0
0
0
0
0
0
0
1397.922
556.45
-20
-20
-20
-20
-20
-20
-20
1397.922
556.45
-20
-20
-20
-20
-20
-20
-20
-1946.768
-1896.064
-1869.84
-1982.858
-1967.227
-1962.539
-1962.584
-1962.625
-1962.64
-1946.768
-1896.064
-1869.84
-1982.858
-1967.227
-1962.539
-1962.584
-1962.625
-1962.64
-1946.768
-1896.064
-1869.84
-1982.858
-1967.227
-1962.539
-1962.584
-1962.625
-1962.64
-1946.768
-1896.064
-1869.84
-1982.858
-1967.227
-1962.539
-1962.584
-1962.625
-1962.64
0
0
0
0
0
0
0
0
0
-1946.768
-1896.064
-1869.84
-1982.858
-1967.227
-1962.539
-1962.584
-1962.625
-1962.64
-1946.768
-1896.064
-1869.84
-1982.858
-1967.227
-1962.539
-1962.584
-1962.625
-1962.64
-75
-50
-50
-50
-50
-50
-50
-50
-50
-75
-50
-50
-50
-50
-50
-50
-50
-50
-75
-50
-50
-50
-50
-50
-50
-50
-50
-75
-50
-50
-50
-50
-50
-50
-50
-50
0
0
0
0
0
0
0
0
0
-75
-50
-50
-50
-50
-50
-50
-50
-50
-75
-50
-50
-50
-50
-50
-50
-50
-50
-140
-140
-140
-90
-90
-80
-80
-80
-80
-140
-140
-140
-90
-90
-80
-80
-80
-80
-140
-140
-140
-90
-90
-80
-80
-80
-80
-140
-140
-140
-90
-90
-80
-80
-80
-80
0
0
0
0
0
0
0
0
0
-140
-140
-140
-90
-90
-80
-80
-80
-80
-140
-140
-140
-90
-90
-80
-80
-80
-80
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
80
80
-10
-10
-10
-10
-10
-10
-10
80
80
-10
-10
-10
-10
-10
-10
-10
80
80
-10
-10
-10
-10
-10
-10
-10
80
80
-10
-10
-10
-10
-10
-10
-10
0
0
0
0
0
0
0
0
0
80
80
-10
-10
-10
-10
-10
-10
-10
80
80
-10
