"CBR"
52.146
52.165
51.911
51.38
50.676
50.052
50.504
51.054
51.673
51.54
49.346
47.843
46.485
44.741
42.212
38.938
35.378
31.972
28.958
26.266
48.792
48.241
48.073
47.141
46.593
45.794
45.081
43.105
40.766
38.721
37.58
36.266
34.434
32.146
29.901
27.897
26.08
24.312
22.565
20.919
39.28
41.54
39.17
34.68
31.42
28.3
26.76
25.43
22.881
18.86
17.225
16.912
16.774
15.913
14.306
12.713
11.987
11.896
11.757
11.245
51
50.8
50.4
48.928
48
45.405
41.247
34.781
28.768
21.59
20.765
20.848
20.228
18.62
16.355
14.327
13.184
12.798
12.79
12.488
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
54.015
54.355
54.284
53.197
51.799
52.363
52.875
53.113
52.428
48.873
48.542
47.325
45.54
43.142
40.317
37.348
34.387
31.541
28.944
26.625
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
25.385
24.309
23.211
22.551
23.384
25.671
23.141
22.172
21.267
19.726
18.015
17.524
16.761
15.76
14.695
13.718
12.872
12.562
12.229
11.84
33.7
35.5
33.66
24.7
22.22
22.56
23.58
22.65
19.085
13.497
11.1
12.253
12.791
11.991
10.447
9.318
9.228
9.866
10.378
10.025
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
42.978
39.83
39.572
38.042
33.738
29.289
28.4
27.685
24.829
22.147
20.077
18.989
18.17
16.957
15.56
14.369
13.63
13.266
12.834
12.272
23.01
22.62
21.85
19.75
19.55
15.97
15.61
15.11
14.73
13.514
12.687
12.275
12.297
12.503
12.176
11.638
11.121
10.884
10.921
11.045
23.524
23.302
22.596
20.265
19.779
16.186
15.674
15.419
15.13
13.762
12.903
12.424
12.343
12.473
12.175
11.655
11.138
10.88
10.882
10.981
15.02
16.82
18.48
16.954
13.59
11.563
12.09
11.474
11.844
10.131
9.434
8.801
8.678
8.867
8.922
8.792
8.604
8.627
8.863
8.985
40.6
40.4
40.48
32.75
26.08
25.13
26.01
26.51
26.082
18.885
15.839
16.427
16.75
15.882
14.067
12.365
11.585
11.661
11.872
11.622
38.6
36
37.8
32.4
29.3
27.5
27.182
23.632
23.707
21.371
19.773
18.248
17.04
15.987
14.959
13.949
13.191
12.741
12.328
11.926
45.1
45.5
47
43.4
36
34.41
32.8
31.2
26.365
21.63
18.836
16.46
14.95
13.924
13.4
13.155
12.629
12.005
