"LExFemale"
65.96
66.79
67.57
68.32
68.99
69.62
70.2
70.76
71.32
71.85
72.37
72.85
73.36
73.84
74.31
74.75
65.57
66.77
67.91
68.93
69.89
70.76
71.58
72.31
73.01
73.64
74.21
74.77
75.31
75.83
76.34
76.86
79.46
79.66
80.22
80.56
80.92
81.31
81.71
82.1
82.51
82.92
83.33
83.75
84.15
84.56
84.95
85.35
77.6
78.01
78.48
78.98
79.48
79.96
80.45
80.93
81.4
81.87
82.35
82.79
83.24
83.68
84.11
84.52
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
63.45
64.21
64.96
65.67
66.32
66.94
67.52
68.05
68.57
69.07
69.54
69.98
70.4
70.85
71.26
71.71
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
77.46
77.67
77.98
78.33
78.71
79.1
79.5
79.93
80.33
80.73
81.14
81.56
81.97
82.39
82.81
83.24
79.36
79.55
79.83
80.16
80.51
80.89
81.29
81.66
82.06
82.49
82.89
83.3
83.7
84.11
84.51
84.93
77.79
77.91
78.15
78.45
78.76
79.09
79.43
79.77
80.12
80.51
80.87
81.24
81.61
82
82.36
82.74
77.99
78.19
78.47
78.8
79.16
79.53
79.91
80.29
80.68
81.08
81.45
81.83
82.22
82.6
82.97
83.35
75.93
76.55
77.17
77.74
78.3
78.81
79.31
79.75
80.21
80.65
81.08
81.53
81.99
82.48
82.96
83.45
84.94
85.16
85.47
85.79
86.16
86.54
86.94
87.33
87.72
88.13
88.52
88.94
89.36
89.77
90.2
90.62
84.84
85.11
85.46
85.83
86.18
86.55
87.01
87.41
87.83
88.28
88.73
89.18
89.61
90.04
90.51
90.86
83.33
83.57
84.07
84.42
84.78
85.15
85.54
85.94
86.32
86.71
87.11
87.51
87.89
88.29
88.68
89.08
74.63
74.72
74.93
75.21
75.51
75.86
76.19
76.54
76.92
77.31
77.7
78.1
78.51
78.9
79.3
79.7
75.29
75.4
75.62
75.9
76.19
76.51
76.86
77.21
77.59
77.95
78.33
78.71
79.09
79.48
79.84
80.22
77.77
77.97
78.28
78.63
79
79.38
79.77
80.16
80.56
80.96
81.36
81.76
82.17
82.58
82.96
83.36
74.22
74.97
75.72
76.42
77.08
77.71
78.31
78.88
79.43
79.95
80.48
80.99
81.48
81.97
82.44
82.9
79.82
80.05
80.49
80.83
81.21
81.59
81.97
82.36
82.77
83.18
83.57
83.97
84.35
84.73
85.1
85.49
78.84
78.96
79.18
79.45
79.74
80.06
80.38
80.69
81.04
81.36
81.7
82.03
82.39
82.72
83.06
83.41
83.43
83.67
83.99
84.34
84.71
85.08
85.48
85.85
86.23
86.63
87.02
87.42
87.81
88.21
88.61
89.02
77.1
77.28
77.56
77.88
78.23
78.6
78.99
79.37
79.77
80.17
80.56
80.95
81.37
81.77
82.17
82.58
62.67
63.24
63.86
64.43
64.99
65.51
66.03
66.51
67.02
67.49
67.93
68.38
68.83
69.28
69.72
70.14
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
71.84
72.67
73.47
74.19
74.87
75.5
76.1
76.65
77.2
77.73
78.23
78.71
79.18
79.67
80.12
80.6
74
74.61
75.24
75.83
76.41
76.95
77.47
77.96
78.45
78.9
79.36
79.79
80.21
80.64
81.06
81.47
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
79.27
79.5
79.82
80.2
80.58
80.96
81.38
81.79
82.21
82.63
83.04
83.44
83.84
84.22
84.62
85
71.26
71.42
71.68
71.98
72.31
72.66
73.02
73.39
73.77
74.14
74.54
74.9
75.29
75.7
76.07
76.47
79.07
79.46
79.93
80.43
80.94
81.43
81.92
82.42
82.91
83.38
83.86
84.3
84.75
85.19
85.61
86.04
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
76.46
76.71
77.07
77.45
77.86
78.27
78.71
79.14
79.55
79.96
80.38
80.8
81.22
81.63
82.05
82.47
77.96
78.07
78.28
78.56
78.86
79.17
79.48
79.83
80.16
80.48
80.83
81.15
81.5
81.85
82.18
82.53
61.95
62.92
63.84
64.68
65.45
66.14
66.81
67.45
68.02
68.59
69.16
69.66
70.18
70.68
71.15
71.66
62.87
63.7
64.56
65.36
66.14
66.87
67.57
68.22
68.85
69.46
70.03
70.58
71.14
71.64
72.17
72.67
75.57
75.89
76.29
76.75
77.18
77.64
78.08
78.51
78.96
79.42
79.84
80.29
80.75
81.18
81.6
82.03
71.2
71.64
72.11
72.61
73.08
73.56
74.03
74.46
74.91
75.37
75.8
76.25
76.68
77.09
77.53
77.92
59.9
60.59
61.3
62.03
62.72
63.36
63.98
64.54
65.11
65.67
66.2
66.73
67.23
67.73
68.2
68.68
83.88
84.12
84.55
84.89
85.24
85.61
85.99
86.37
86.75
87.13
87.52
87.9
88.27
88.66
89.03
89.42
75.32
75.91
76.55
77.06
77.54
77.99
78.35
78.75
79.12
79.5
79.9
80.33
80.69
81.08
81.5
81.89
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
54.71
55.45
56.26
57.05
57.78
58.48
59.15
59.74
60.32
60.85
61.38
61.86
62.34
62.82
63.28
63.74
78.02
78.28
78.83
79.39
79.92
80.44
80.97
81.47
81.98
82.46
82.94
83.41
83.87
84.32
84.76
85.27
74.94
75.33
75.76
76.17
76.61
77.05
77.5
77.94
78.38
78.85
79.29
79.73
80.23
80.74
81.22
81.69
71.26
71.9
72.63
73.36
74.02
74.7
75.28
75.8
76.39
76.9
77.45
78
78.46
78.94
79.44
79.89
54.83
55.45
56.18
56.96
57.76
58.55
59.35
60.08
60.8
61.49
62.14
62.73
63.33
63.88
64.43
64.97
84.45
84.67
84.95
85.28
85.63
86
86.37
86.76
87.16
87.55
87.95
88.36
88.77
89.19
89.6
90.01
81.86
82.22
82.95
83.4
83.85
84.3
84.74
85.18
85.6
86.01
86.42
86.82
87.23
87.62
88.02
88.43
78.64
78.93
79.31
79.72
80.14
80.59
81.02
81.47
81.93
82.36
82.79
83.23
83.67
84.09
84.51
84.92
87.3
87.57
87.9
88.26
88.65
89.05
89.46
89.85
90.27
90.69
91.12
91.52
91.94
92.38
92.79
93.22
86.76
87.05
87.41
87.8
88.2
88.62
89.04
89.46
89.88
90.29
90.72
91.15
91.57
91.99
92.42
92.84
82.73
82.98
83.32
83.69
84.07
84.46
84.85
85.24
85.64
86.04
86.45
86.86
87.26
87.66
88.07
88.48
79.49
79.8
80.19
80.61
81.04
81.48
81.93
82.38
82.82
83.27
83.71
84.15
84.56
84.98
85.38
85.78
65.33
65.75
66.2
66.69
67.18
67.65
68.13
68.59
69.02
69.48
69.94
70.35
70.78
71.19
71.61
72.02
65.1
65.4
65.78
66.2
66.62
67.04
67.46
67.88
68.28
68.68
69.08
69.48
69.87
70.29
70.69
71.11
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
82.45
82.79
83.2
83.63
84.06
84.47
84.9
85.3
85.71
