DoublingTime
82.6159
74.7732
74.372
74.6926
75.0159
75.2603
75.5062
75.7538
76.003
76.17
76.3378
76.5063
76.7605
76.9309
77.1879
77.5332
77.8817
78.2333
78.6773
79.0362
79.4894
79.9478
80.3183
80.6923
80.8807
81.0698
81.1648
81.0698
80.8807
80.5985
80.1326
79.5806
78.9461
78.1451
77.3602
76.422
75.4241
74.372
73.2714
72.2028
71.092
69.9442
68.7646
67.6902
66.5208
65.453
64.3591
63.3011
62.2774
61.2321
60.2737
59.2433
58.2967
57.3323
56.3534
55.4074
54.4499
53.4836
52.551
51.6119
50.6687
49.7593
48.8476
47.9355
47.0888
46.2098
45.3927
44.6041
43.8146
43.0794
42.3684
41.6805
41.0146
40.3932
39.7675
39.183
38.6154
38.0641
37.5283
NA
27.7815
27.1716
26.7006
26.5066
26.3154
26.1466
25.9995
25.8637
25.758
25.6626
25.5963
25.5491
25.5209
25.5021
25.5021
25.5209
25.5491
25.5868
25.6247
25.6626
25.7007
25.7293
25.7484
25.758
25.758
25.7484
25.7388
25.7102
25.6721
25.6341
25.5868
25.5303
25.474
25.4086
25.3529
25.2881
25.2237
25.1596
25.0958
25.0324
24.9693
24.9065
24.8529
24.7995
24.7376
24.6847
24.6409
24.5884
24.5362
24.4842
24.441
24.3894
24.3295
24.2784
24.2274
24.1767
24.1179
24.0593
24.0009
23.9429
23.8852
23.8195
23.7623
23.6973
23.6327
23.5764
23.5125
23.4488
23.3855
23.3304
23.2678
23.2132
23.1512
23.0972
23.0435
22.99
22.9291
22.8761
22.8234
NA
44.9512
44.7192
44.5181
45.0096
45.4523
45.7825
46.0869
46.3334
46.5512
46.6766
46.708
46.708
46.708
46.7711
46.8659
47.0249
47.2493
47.541
47.9024
48.3029
48.7445
49.1943
49.688
50.1917
50.7057
51.1926
51.6888
52.1555
52.5908
52.9929
53.3601
53.6492
53.8995
54.1099
54.2793
54.3645
54.4072
54.4499
54.4499
54.4072
54.3219
54.2793
54.1521
54.0676
53.9414
53.8576
53.7323
53.5662
53.4423
53.278
