DoublingTime
68.1561
63.6499
64.3591
65.5768
66.8416
61.7778
62.9561
64.1209
65.3296
66.5847
63.5915
64.8407
66.0769
67.2958
68.6284
69.9442
71.165
72.6569
73.9752
75.2603
76.5063
77.7943
79.0362
80.2254
81.3553
82.5175
83.5117
84.6334
85.5737
86.5352
87.0788
87.9628
88.5245
89.2081
89.6698
90.2535
90.7261
91.4442
91.9293
92.2966
92.6667
93.2903
93.7953
94.6922
95.4748
96.1369
97.0794
98.0406
99.021
99.8771
100.7481
101.7837
102.6885
103.7645
104.705
105.6627
106.4742
106.9672
107.6315
108.1353
108.3042
108.6438
108.8143
109.157
109.5019
109.6752
109.6752
109.849
110.1983
110.7264
110.9035
111.4385
111.6179
112.3415
112.8904
113.8173
114.5698
115.1407
116.1051
NA
25.912
25.9217
26.019
26.3554
26.6698
25.883
26.2357
26.5675
26.9707
27.3431
26.9288
27.3539
27.7481
28.1996
28.678
29.1116
29.5459
30.0064
30.4279
30.8477
31.3075
31.6795
32.0901
32.4964
32.913
33.2764
33.6643
34.0613
34.4678
34.9193
35.2926
35.7108
36.1579
36.5777
37.0271
37.4674
37.9807
38.5296
39.0286
39.4956
39.9739
40.6062
41.1119
41.781
42.3684
42.9193
43.5942
44.234
44.922
45.6018
46.179
46.8659
47.5736
48.3029
49.0203
49.7951
50.3741
51.0794
51.7274
52.4317
53.1147
53.8576
54.5356
55.319
56.1708
56.9554
57.6662
58.6419
59.3956
60.3261
61.0702
61.9989
62.7851
63.8257
64.7196
65.7635
66.5847
67.5582
68.4928
NA
40.1592
40.7494
41.2833
42.4462
43.4575
41.6305
42.5244
43.3759
44.2058
45.0096
43.5668
44.1495
44.6615
45.3334
45.9952
46.6766
47.4758
48.2357
49.055
49.7951
50.6316
51.4586
52.4317
53.1963
53.8995
54.7077
55.6298
56.3993
57.1432
58.0525
58.6419
59.4466
60.2737
60.9628
61.6131
62.3334
63.1282
63.8845
64.599
65.453
66.2032
67.1654
68.0223
68.9013
69.663
70.5134
71.3114
72.2781
73.1168
73.7391
74.4519
75.3421
76.17
76.7605
77.5332
78.4103
79.1264
79.6721
80.1326
80.4115
80.8807
81.4509
82.0293
82.5175
83.1112
83.6124
84.3245
84.8405
85.5737
86.4273
87.1883
87.8514
88.7512
89.6698
90.4892
91.565
92.4196
93.6685
94.6922
NA
61.6131
53.9414
55.143
56.3993
57.907
53.8995
55.319
56.7224
58.0525
59.6512
57.3323
58.891
60.4313
62.0544
63.8257
65.5768
67.2958
69.4536
71.3849
73.4266
75.1787
77.1879
78.9461
80.5049
82.0293
83.5117
84.5301
85.8918
86.7518
87.6292
88.0746
89.0935
89.3231
89.9024
90.4892
91.2036
92.0514
93.4161
94.5631
96.1369
97.4891
99.1627
101.3373
103.6094
106.3109
108.8143
111.4385
114.1923
117.2838
120.5473
123.5556
125.5701
128.5987
130.7825
133.0417
135.3803
137.5292
138.3527
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
79.9478
73.3489
74.9348
76.8456
78.6773
71.8287
73.9752
76.3378
78.7667
81.5467
