PopSexRatio
101.0648
101.0294
100.9995
100.9671
100.9326
100.8984
100.8647
100.8294
100.7931
100.7558
100.7197
100.6852
100.651
100.6176
100.5852
100.5538
100.524
100.4958
100.4693
100.4446
100.4217
100.4006
100.381
100.3632
100.3471
100.3323
100.3187
100.3061
100.2939
100.2823
100.2713
100.2608
100.2506
100.241
100.2321
100.2241
100.2168
100.2103
100.2047
100.2
100.1962
100.1933
100.1911
100.1895
100.1883
100.1871
100.1858
100.1845
100.1829
100.1808
100.1787
100.1766
100.1741
100.1714
100.1686
100.1657
100.1623
100.1588
100.1552
100.1514
100.1478
100.144
100.1402
100.1362
100.1318
100.1269
100.1214
100.1153
100.1087
100.1012
100.093
100.0841
100.0746
100.0646
100.0543
100.0435
100.0325
100.0214
100.0102
NA
99.2944
99.3313
99.368
99.4012
99.4305
99.4581
99.4838
99.5058
99.5244
99.5397
99.5531
99.5645
99.5728
99.5783
99.5809
99.5809
99.5784
99.5735
99.5665
99.5573
99.5461
99.5329
99.5179
99.501
99.4825
99.4623
99.4407
99.4179
99.3937
99.3681
99.341
99.3129
99.2837
99.2536
99.2228
99.1912
99.1589
99.1257
99.0919
99.0575
99.0226
98.9873
98.9516
98.9155
98.8789
98.842
98.8047
98.7671
98.7291
98.6908
98.6522
98.6136
98.5748
98.5358
98.4968
98.4577
98.4184
98.3791
98.3397
98.3004
98.2616
98.2228
98.1842
98.1461
98.1082
98.0705
98.0332
97.9963
97.9598
97.9236
97.888
97.8529
97.8184
97.7845
97.7511
97.7184
97.6865
97.6553
97.6251
NA
105.6383
105.5351
105.4343
105.3346
105.2358
105.1381
105.0416
104.946
104.8513
104.7574
104.6645
104.5728
104.4823
104.3928
104.3045
104.2172
104.1311
104.0459
103.9617
103.8783
103.7958
103.714
103.633
103.5527
103.4731
103.3942
103.316
103.2384
103.1616
103.0855
103.0103
102.9361
102.8628
102.7905
102.7194
102.6499
102.582
102.5158
102.4515
102.3894
102.3294
102.2717
102.2166
102.1638
102.1134
102.0659
102.0211
101.979
101.9398
101.9037
101.8704
101.8398
101.8123
101.7878
101.7663
101.7476
101.7313
101.7175
101.7061
101.6969
101.6897
101.6841
101.6801
101.6774
101.676
101.6756
101.6761
101.6776
101.6799
101.6827
101.686
101.6899
101.6941
101.6985
101.7035
101.7091
101.7149
101.7204
101.7261
NA
104.35
104.2709
104.2011
104.1275
104.0504
103.9712
103.8901
103.8062
103.72
103.632
103.5435
103.4552
103.3664
103.2775
103.1885
103.0996
103.0112
102.9238
102.8373
102.7517
102.6673
102.584
102.5019
102.4219
102.3439
102.2678
102.1938
102.122
102.052
101.984
101.9184
101.8548
101.7933
101.734
101.6768
101.6221
101.5696
101.5198
101.4731
101.4287
101.38720000000001
101.3485
101.3122
101.2789
101.2485
101.2206
101.1949
101.1716
101.1506
101.1316
101.1152
101.1017
101.0908
101.082
101.0758
101.0721
101.0702
101.07
101.0712
101.0738
101.0778
101.0829
101.0889
101.0954
101.1022
101.1096
101.1168
101.1239
101.1311
101.1376
101.1438
101.1501
101.1563
101.1626
101.1689
101.1747
101.18
101.185
101.1897
NA
102.2333
102.1689
102.1031
102.0346
101.9636
101.8931
101.8233
101.7522
101.6805
101.6091
101.5401
101.4745
101.4114
101.3514
101.2954
101.2437
101.1969
101.1556
101.1199
101.0899
101.0661
101.0483
101.036
101.0292
101.0277
101.0309
101.0379
101.048
101.0602
101.0743
101.0903
101.1078
101.1267
101.1472
101.1699
101.1956
101.2238
101.2543
101.2874
101.3231
101.3616
101.4026
101.4457
101.4902
101.5349
101.5787
101.621
101.662
101.7005
101.7359
101.7697
101.8012
101.8294
101.8547
101.878
101.8987
101.9166
101.9331
101.9489
101.9641
101.979
101.994
102.0092
102.0241
102.0381
102.0502
102.0604
102.0687
102.075
102.0786
102.079
102.0761
102.0697
102.0606
102.0492
102.035
102.0193
102.0026
101.9851
NA
97.0188
