TPopulation1July
7982260.25
8066769.578
8154602.266
8242091.446
8328842.776
8419249.044
8513318.61
8606671.688
8699311.724
8791198.362
8885350.27
8981761
9077392.307
9172233.38
9266225.633
9359394.29
9451796.203
9543348.514
9634033.342
9723953.718
9813174.866
9901728.191
9989648.886
10076984.203
10163800.076
10250164.911
10336114.555
10421666.736
10506906.237
10591886.078
10676780.877
10761677.716
10846560.959
10931514.122
11016567.268
11101775.368
11187147.98
11272584.886
11358134.018
11443936.956
11530016.714
11616295.562
11702691.659
11789065.841
11875308.482
11961532.648
12047662.163
12133590.492
12219278.565
12304716.727
12389989.076
12475093.562
12559966.848
12644591.875
12728972.398
12813124.333
12897157.29
12981224.829
13065369.979
13149606.464
13234103.268
13318961.14
13404156.417
13489659.907
13575446.706
13661590.781
13748232.587
13835312.947
13922723.534
14010402.466
14098361.675
14186563.791
14274999.626
14363630.792
14452296.884
14540919.686
14629484.22
14718057.223
14806532.003
NA
1167829.641
1199483.816
1231930.812
1264972.505
1298473.418
1333190.846
1369125.975
1405546.646
1442416.865
1479710.846
1517999.994
1557260.768
1596931.04
1636986.12
1677367.164
1718090.631
1759178.751
1800610.938
1842392.086
1884548.206
1927055.184
1969941.326
2013235.248
2056908.988
2100965.162
2145430.627
2190317.973
2235606.496
2281286.11
2327317.451
2373727.528
2420533.358
2467681.884
2515166.681
2562988.32
2611136.68
2659555.016
2708175.068
2757014.756
2806117.998
2855491.092
2905035.736
2954740.343
3004570.862
3054471.639
3104525.416
3154679.295
3204868.487
3255082.32
3305311.71
3355609.699
3405971.271
3456332.999
3506673.102
3556976.697
3607226.993
3657502.398
3707833.445
3758174.226
3808528.668
3858883.094
3909215.348
3959527.029
4009804.126
4059982.242
4110053.452
4160065.094
4209947.05
4259679.398
4309292.207
4358789.854
4408162.818
4457406.05
4506482.967
4555353.813
4604015.586
4652491.408
4700826.244
4748980.744
NA
554201.865
563778.201
573386.858
582961.321
592446.495
602185.032
612189.912
622151.63
632077.358
641975.363
652104.993
662492.669
672914.139
683357.211
693808.896
704265.297
714711.814
725140.341
735547.404
745937.557
756305.84
766644.122
776942.87
787208.342
797464.391
807708.302
817920.118
828102.31
838275.037
848423.287
858562.083
868701.015
878819.238
888926.172
899035.992
909148.132
919251.472
929342.418
939424.171
949493.538
959545.291
969570.567
979565.358
989531.805
999478.497
1009411.582
1019327.594
1029219.723
1039083.916
1048943.152
1058803.003
1068646.123
1078470.186
1088294.586
1098119.408
1107927.545
1117724.34
1127528.761
1137355.733
1147218.17
1157116.92
1167037.717
1176973.728
1186929.93
1196904.023
1206896.146
1216900.618
1226912.008
1236928.599
1246936.92
1256933.352
1266925.347
1276906.831
1286864.947
1296805.9
1306718.612
1316599.68
1326445.104
1336245.415
NA
2086660.471
2111963.57
2138969.427
2165718.604
2192146.044
2219528.5
2247878.938
2275870.498
2303529.824
2330827.388
2358633.855
2386938.593
2414831.275
2442315.964
2469356.01
2495948.109
2522120.614
