Q0060Male
224.0637
202.4419
198.9342
197.7388
196.0046
193.9958
192.3866
190.8303
189.3105
187.8538
186.2359
184.7236
183.2546
181.7127
180.1327
178.5294
176.8929
175.3201
173.7867
172.2727
170.8289
169.4109
167.9637
166.5284
165.2182
164.0212
162.8445
161.7335
160.7274
159.707
158.5713
157.4154
156.2723
155.1264
153.9962
152.8029
151.632
150.4606
149.2904
148.145
146.9313
145.714
144.5353
143.3171
142.1439
141.0277
139.9378
138.8454
137.8057
136.7356
135.7488
134.7257
133.7592
132.7867
131.8053
130.8624
129.8827
128.8282
127.6832
126.4228
125.1981
124.0647
122.9033
121.753
120.5975
119.4885
118.4126
117.2844
116.1892
115.09
113.9952
112.9163
111.8144
110.7149
109.6479
108.579
107.5112
106.4435
105.3783
NA
400.4755
384.8994
372.3985
369.3061
366.0552
362.8448
359.7399
356.6127
353.5155
350.4989
347.5056
344.538
341.6543
338.7963
335.9936
333.2432
330.4912
327.7568
325.0101
322.2566
319.5262
316.8419
314.1943
311.5744
308.9743
306.3713
303.7734
301.2698
298.7856
296.3927
293.9859
291.5606
289.2124
286.8674
284.5571
282.2584
279.9411
277.7534
275.5032
273.3051
271.1455
268.9645
266.8058
264.5856
262.4606
260.3191
258.2162
256.074
254.006
251.8484
249.8121
247.648
245.5662
243.4983
241.4353
239.4264
237.3893
235.3929
233.4399
231.3828
229.3932
227.4493
225.4312
223.4275
221.4888
219.5734
217.6476
215.6954
213.7702
211.8541
209.9788
208.0602
206.1074
204.2183
202.3445
200.4416
198.537
196.6665
194.7503
NA
177.432
172.2567
165.2061
163.8318
162.113
160.295
158.5564
156.8823
155.2228
153.5928
151.9009
150.3194
148.7775
147.3041
145.8794
144.5428
143.2168
141.8896
140.6689
139.404
138.2327
137.0127
135.7848
134.6166
133.4027
132.1929
130.9955
129.7679
128.5673
127.3365
126.0705
124.7543
123.4489
122.2027
120.91
119.5683
118.2693
116.8875
115.4826
114.0759
112.6124
111.1289
109.6816
108.2829
106.8619
105.5193
104.2031
102.9202
101.6172
100.3727
99.1698
97.953
96.7215
95.5837
94.4524
93.3588
92.2265
91.0631
89.8489
88.6413
87.4646
86.3384
85.1206
83.9488
82.7903
81.6476
80.4968
79.3044
78.1395
76.9921
75.7705
74.6182
73.478
72.3233
71.2024
70.0823
69.0019
67.9429
66.8652
NA
260.5069
213.562
210.0571
207.0261
204.0422
200.9651
198.2749
195.5653
192.8581
190.2279
187.564
184.9528
182.4157
179.9098
177.4702
175.002
172.5143
170.1729
167.8579
165.5097
163.2268
161.0093
158.789
156.4009
154.2234
152.055
149.8578
147.6738
145.6125
143.5641
141.4813
139.3876
137.3447
135.3035
133.3496
131.3031
129.3816
127.42
125.5645
123.7661
121.8413
120.0441
118.3069
116.478
114.6531
112.9649
111.261
109.5521
107.9056
106.2107
104.5858
102.9113
101.3245
99.7073
98.13
96.4884
94.9723
93.4509
91.8862
90.3452
88.7944
87.3253
85.9093
84.5413
83.1409
81.812
80.5687
79.226
77.9938
76.7836
75.5034
74.283
73.0471
71.7743
70.5708
69.4338
68.2775
67.082
65.9637
NA
144.1315
137.5055
135.5773
133.6756
131.7451
129.7068
127.8943
126.1647
124.4396
122.8229
121.1131
119.4546
117.9171
116.283
114.577
112.842
111.07470000000001
109.3294
107.6581
106.0592
104.5375
103.042
101.5269
100.0914
98.796
97.7298
96.6955
95.7298
94.8385
93.9293
92.8736
91.8492
90.7823
89.7056
88.6645
87.5368
86.4121
85.2969
84.164
83.0639
81.9216
80.7508
79.6182
78.5417
77.4979
76.4662
75.4963
74.5336
73.6391
72.7885
71.9314
71.162
70.4557
69.754
69.0147
68.4153
67.7345
66.9666
66.0608
65.077
64.0646
63.0562
62.0865
61.1477
60.1961
59.2515
58.344
57.4287
56.4865
55.5806
54.6808
53.7934
52.9344
52.0545
51.241
50.4229
49.6024
48.806
48.0343
NA
211.6346
180.5372
176.7914
174.1759
171.4433
168.7995
166.1204
163.4921
160.8962
158.2945
155.676
153.1037
150.5116
147.9559
145.4159
142.8912
140.4127
137.9612
135.4833
133.0583
130.6723
128.3213
126.0346
123.7649
121.5135
119.2839
117.05
114.869
112.7284
110.6513
108.5703
106.5491
104.5702
102.6184
100.7612
98.8943
97.1071
95.2939
93.525
91.7965
90.0858
88.4223
86.8132
85.2159
83.639
82.1116
80.6047
79.1431
77.716
76.3486
74.9747
73.6283
72.3219
71.0496
69.7811
68.5546
67.3429
66.176
65.03
63.8767
62.7655
61.6715
60.618
59.5407
58.5067
57.4905
56.4739
55.5181
54.5428
53.5704
52.6447
51.7419
50.8206
49.9339
49.0645
48.1853
47.3573
46.5042
45.6952
NA
282.9543
280.7215
278.5776
276.4756
274.5749
272.6291
270.5546
268.7467
266.8666
265.1545
263.2798
261.3601
259.4505
257.7492
256.0719
254.3303
252.3942
250.5335
248.7436
246.9996
245.3764
243.572
241.6526
239.8857
238.2552
236.4438
234.6814
232.9333
231.0909
229.0698
227.3138
225.641
223.7917
221.7957
219.9785
218.0511
216.1233
214.1602
212.1495
210.5025
208.4001
206.5369
204.6137
202.7817
200.9883
198.9728
197.0026
195.071
193.4397
191.3077
189.4226
187.5159
185.551
183.5518
181.5601
179.468
177.58
175.4607
173.3525
171.3689
169.2717
167.1891
165.0435
163.0223
160.9046
158.9395
156.6268
154.6659
152.5331
150.2861
148.1633
145.9723
143.7733
141.7047
139.5935
137.5259
135.4315
133.4206
131.4498
NA
75.883
74.5109
73.281
72.0495
70.9349
69.8535
68.673
67.6228
66.6983
65.6755
64.7736
63.7919
62.8234
61.957
61.1027
60.2604
59.4443
58.5545
57.8426
56.9467
56.0923
55.3278
54.571
53.7327
52.9955
52.178
51.4584
50.6746
49.9733
49.2078
48.5228
47.7779
47.0446
46.3891
45.674
44.9568
44.3379
43.6401
42.9516
42.2332
41.6249
40.9156
40.3353
39.6359
39.0627
38.393
37.7249
37.0669
36.4827
35.9084
35.282
34.6659
34.0695
33.4829
32.888
32.321
31.7459
31.1057
30.5581
30.0101
29.4869
28.9641
28.3575
27.7792
27.2927
26.7195
26.2352
25.691
25.1504
24.7001
24.1142
23.6824
23.1814
22.691
22.2109
21.7529
21.2925
20.8406
20.338
NA
162.6113
133.9212
129.848
128.3534
126.9258
125.4355
123.9954
122.4611
120.9845
119.4012
117.8465
116.2792
114.6895
113.0239
111.3285
109.6611
108.0057
106.3619
104.6971
103.0447
101.4043
99.7334
97.9962
96.292
94.5681
92.8579
91.1542
89.5754
88.1021
86.6494
85.3187
84.0734
82.919
81.824
80.7235
79.7217
78.7549
77.7981
76.8577
75.926
74.9821
74.0148
73.0435
72.1102
71.1834
70.2899
69.3547
68.4088
