IMR
26.8787
26.0524
25.5271
25.3811
24.9166
24.1613
23.7023
23.2731
22.8509
22.4515
21.8924
21.5003
21.1298
20.7594
20.3941
20.0379
19.6908
19.3604
19.0357
18.7182
18.4089
18.1223
17.8412
17.567
17.3043
17.0586
16.8226
16.5852
16.3556
16.1352
15.9027
15.6691
15.4446
15.2252
15.0153
14.7904
14.5652
14.3522
14.1409
13.934
13.7284
13.5202
13.331
13.134
12.9455
12.7795
12.6056
12.4332
12.2653
12.1052
11.9687
11.818
11.6741
11.5239
11.3862
11.2435
11.1128
10.9793
10.8517
10.7243
10.5977
10.4657
10.343
10.2231
10.0982
9.9882
9.8736
9.7527
9.6427
9.5346
9.428
9.3191
9.2131
9.1025
9.0032
8.9039
8.8072
8.7066
8.6147
NA
47.392
46.1778
45.4909
45.6635
44.8445
43.9579
43.1815
42.4156
41.6529
40.9673
40.2336
39.5819
38.9327
38.288
37.6561
37.0518
36.4624
35.8763
35.3022
34.7451
34.1969
33.6533
33.1426
32.6139
32.104
31.6177
31.1515
30.6828
30.2334
29.7984
29.3542
28.9248
28.5184
28.1225
27.7485
27.3591
26.9812
26.6169
26.2638
25.9202
25.5824
25.2414
24.9116
24.5731
24.2402
23.9406
23.6192
23.3018
22.9905
22.6871
22.425
22.1354
21.8662
21.5718
21.3077
21.0452
20.7807
20.5275
20.2849
20.0406
19.8141
19.5746
19.3532
19.134
18.9075
18.7127
18.5041
18.3014
18.1032
17.9112
17.7253
17.5342
17.3472
17.1637
16.993
16.817
16.6434
16.4606
16.2894
NA
19.3284
19.2169
18.1036
17.8911
17.5296
17.0787
16.7186
16.376
16.0546
15.7328
15.3654
15.0556
14.7307
14.4244
14.1098
13.8168
13.5311
13.2428
12.9799
12.6989
12.4587
12.216
11.9701
11.748
11.5327
11.318
11.1182
10.909
10.7182
10.5252
10.3352
10.1315
9.943
9.7695
9.588
9.402
9.2301
9.0671
8.91
8.7543
8.5908
8.4382
8.2924
8.1596
8.012
7.8815
7.757
7.6322
7.5041
7.3919
7.27
7.1575
7.0296
6.9265
6.8233
6.7142
6.6007
6.4914
6.3843
6.2845
6.1855
6.0877
5.9893
5.8954
5.8107
5.7276
5.6532
5.5656
5.4864
5.4057
5.3206
5.2415
5.1639
5.0837
5.0163
4.9432
4.868
4.7948
4.723
NA
29.233
27.8288
26.9646
26.2015
25.4179
24.5586
23.8437
23.1244
22.4622
21.8032
21.1227
20.5287
19.9363
19.3885
18.8665
18.3298
17.8038
17.3344
16.8587
16.3851
15.9456
15.5249
15.1187
14.7258
14.3675
14.0157
13.6679
13.325
13.0098
12.7275
12.4315
12.1252
11.8441
11.5619
11.306
11.0301
10.7741
10.5298
10.2922
10.0548
9.8135
9.5981
9.3872
9.1713
8.9631
8.7784
8.5997
8.4172
8.2439
8.0817
7.9323
7.77
7.6215
7.4714
7.3303
7.1708
7.0374
6.9021
6.7649
6.6376
6.501
6.3678
6.2376
6.1161
6
5.8901
5.7827
5.6664
5.5636
5.4613
5.3577
5.2578
5.1591
5.0552
4.9583
4.875
4.7857
4.7015
4.6216
NA
11.4648
11.1891
10.905
10.6486
10.3957
10.0368
9.7783
9.5472
9.3138
9.0952
8.8204
8.6104
8.4234000000000009
8.2301
8.043
7.8557
7.6754
7.496
7.3228
7.1664
7.015
6.8792
6.7402
6.618
6.5037
6.4044
6.3105
6.2286
6.1445
6.0697
5.9841
5.9056
5.829
5.7493
5.6774
5.594
5.506
5.4249
5.3314
5.2335
5.1408
5.0407
4.9467
4.8664
4.7842
4.7061
4.6336
4.5611
4.4897
4.4319
4.3757
4.3236
4.2704
4.2251
4.1764
4.1359
4.0904
4.0517
4.0117
3.9731
3.9361
3.8995
3.863
3.8261
3.7921
3.7586
3.7254
3.6909
3.6529
3.6167
3.5782
3.5366
3.5008
3.4578
3.4188
3.3799
3.3391
3.2984
3.2632
NA
12.9957
12.128
11.6427
11.3254
10.9519
10.5921
10.2658
9.9547
9.6608
9.376
9.0865
8.8377
8.5972
8.372
8.1461
7.9278
7.7243
7.5291
7.3364
7.1481
6.9717
6.7979
6.6318
6.4698
6.3142
6.1673
6.0183
5.88
5.7415
5.6125
5.4866
5.3657
5.2486
5.1341
5.0298
4.9239
4.8256
4.7272
4.6298
4.5392
4.447
4.3648
4.2857
4.2074
4.1312
4.057
3.9886
3.9206
3.8553
3.7925
3.7326
3.6739
3.6152
3.5581
3.5052
3.4536
3.403
3.3557
3.311
3.2627
3.2176
3.1726
3.1291
3.0865
3.0442
3.0046
2.9628
2.926
2.8859
2.8493
2.8126
2.7778
2.7434
2.7101
2.6746
2.6427
2.6115
2.5804
2.5522
NA
29.6984
29.0975
28.5441
27.9805
27.4694
26.9131
26.3849
25.8792
25.3999
24.9434
24.4628
24.0086
23.5519
23.0324
22.596
22.1023
21.6443
21.171
20.7255
20.3413
19.9196
19.5061
19.0823
18.706
18.3546
17.9885
17.6434
17.2848
16.953
16.5967
16.2715
15.9662
15.659
15.3512
15.0621
14.7686
14.4758
14.2151
13.9327
13.7012
13.4347
13.204
12.9812
12.7517
12.5488
12.3271
12.1051
11.8934
11.7177
11.5222
11.3295
11.1342
10.941
10.7553
10.5721
10.3973
10.2726
10.1182
9.9874
9.8619
9.7295
9.5955
9.4693
9.3563
9.2365
9.1269
8.9849
8.8835
8.7627
8.6378
8.5212
8.4067
8.2874
8.1727
8.0783
7.9746
7.8787
7.786
7.6973
NA
2.9316
2.8602
2.7896
2.7258
2.6669
2.6047
2.5462
2.4886
2.4404
2.3859
2.3376
2.2886
2.2382
2.1943
2.1498
2.1074
2.0651
2.0223
1.9866
1.9457
1.9058
1.8691
1.8325
1.7952
1.7612
1.7257
1.6933
1.6598
1.6283
1.5955
1.564
1.5346
1.5027
1.4763
1.4487
1.4188
1.3941
1.3658
1.3385
1.3106
1.2882
1.2612
1.2377
1.2103
1.1897
1.1639
1.1399
1.1167
1.0958
1.0735
1.0521
1.0298
1.0097
0.9871
0.9681
0.9467
0.9282
0.9076
0.8889
0.8697
0.8526
0.8358
0.8163
0.7974
0.7812
0.7635
0.7477
0.7307
0.7139
0.6986
0.6811
0.667
0.6517
0.6364
0.6215
0.6073
0.593
0.5785
0.5638
NA
4.0377
3.7638
3.6219
3.523
3.433
3.338
3.2529
3.1694
3.0918
3.0132
2.9375
2.867
2.7939
2.7268
2.6594
2.5936
2.5299
2.4689
2.4094
2.3527
2.2982
2.2466
2.1943
2.1477
2.1003
2.0559
2.0122
1.9708
1.9329
1.8942
1.8595
1.8235
1.7921
1.7615
1.7301
1.6979
1.6705
1.6413
1.6122
1.5857
1.5594
1.5325
1.5065
1.4818
1.457
1.4347
1.4099
1.3861
1.364
1.3422
1.3204
1.3
1.2793
1.2605
1.2397
1.2213
1.2022
1.1857
1.1675
1.1505
1.134
1.1183
1.103
1.087
1.0716
1.0566
1.0419
1.0268
1.0135
0.9982
0.9848
0.9701
0.956
0.9431
0.9294
0.9151
0.9023
0.8888
0.876
NA
3.8425
3.5901
3.4565
3.363
3.2766
3.1853
3.1042
3.0248
2.9513
2.8769
2.8049
2.7383
2.6692
2.6064
2.5432
2.4816
2.4215
2.364
2.308
2.2546
2.2034
2.1551
2.1058
2.0617
2.0171
1.9752
1.9338
1.8945
1.8584
1.8213
1.7879
1.7533
1.7232
1.6937
1.6634
1.6322
1.6056
1.5771
1.5489
1.5228
1.4973
1.4712
1.4462
1.422
1.3981
1.3764
1.3521
1.3293
1.3078
1.2869
1.266
1.2463
1.2262
1.208
1.1881
1.1703
1.152
1.136
1.1184
1.1019
1.086
1.0708
1.0558
1.0402
1.0254
1.0106
0.9963
0.9816
0.9683
0.9535
0.9402
0.9258
0.912
0.8992
0.8858
0.8718
0.8592
0.846
0.8333
NA
29.274
28.392
27.8117
27.6448
27.1294
26.3376
25.8365
25.3591
24.8908
24.4517
23.8572
23.432
23.0243
22.6186
22.2195
21.8301
21.4478
21.0862
20.7274
20.3779
20.0363
19.7176
19.4054
19.0985
18.8053
18.531
18.2658
18.0027
17.7471
17.504
17.2487
16.9946
16.7527
16.5155
16.2912
16.0507
15.8104
15.5843
15.3594
15.1396
14.9203
14.6998
14.4973
14.2869
14.0843
13.905
13.7192
13.5311
13.3484
13.1754
13.0259
12.8601
12.7019
12.5371
12.3854
12.2293
12.0853
11.9379
11.7979
11.6582
11.5189
11.3758
11.2429
11.1138
10.98
10.8619
10.7391
10.6106
10.4936
10.3802
10.267
10.1521
10.0389
9.9218
9.8172
9.7109
9.6078
9.499
9.4006
NA
39.4158
38.1769
37.6601
38.0826
37.3287
36.4666
35.7492
35.0651
34.4042
33.7702
33.072
32.4847
31.9011
31.335
30.7707
30.2302
29.7008
29.1806
28.6753
28.1882
27.6993
27.205
26.7307
26.2731
25.8146
25.3666
24.9478
24.5212
24.095
23.7036
23.3136
22.9409
22.5753
22.224
21.8961
21.5489
21.2261
20.9118
20.6193
20.3122
20.0132
19.7364
19.467
19.194
18.914
18.6504
18.3789
18.112
17.8452
17.5923
17.3557
17.1107
16.8744
16.6259
16.3949
16.166
15.9601
15.7354
15.5262
15.3133
15.1226
14.9216
14.727
14.548400000000001
14.3639
14.1972
14.0295
13.8585
13.6908
13.5361
13.3706
13.2203
13.0654
12.9135
12.7693
12.6249
12.4836
12.3355
12.1973
NA
25.4039
24.625
23.9714
23.5225
23.0471
22.3271
21.8742
21.4367
21.0079
20.6097
20.07
19.6832
19.3111
18.9391
18.5778
18.2207
17.8731
17.5434
17.2113
16.8875
16.5768
16.2975
16.0269
15.7516
15.5021
15.2752
15.0528
14.8369
14.6403
14.4456
14.2325
14.0154
13.8199
13.625
13.4426
13.2449
13.0392
12.8478
12.6485
12.4667
12.284
12.0856
11.906
11.7165
11.5397
11.3926
11.2392
11.0817
10.9315
10.788
10.6736
10.5394
10.4134
10.2806
10.1635
10.0394
9.9168
9.8042
9.6924
9.5864
9.4704
9.3556
9.2531
9.1459
9.0363
8.9424
8.8415
8.736
8.643
8.5497
8.462
8.3624
8.2692
8.1696
8.0837
7.9965
7.9101
7.821
7.7402
NA
31.8295
30.865
30.208
30.0002
29.4107
28.6084
28.0514
27.5127
26.9848
26.4953
25.8797
25.4187
24.967
24.5291
24.0984
23.6823
23.2756
22.889
22.5046
22.1279
21.7591
21.4036
21.0606
20.7094
20.3721
20.053
19.7387
19.4251
19.1191
18.8269
18.5239
18.2259
17.9392
17.6584
17.3945
17.1183
16.8503
16.5978
16.3529
16.1203
15.887
15.6567
15.4445
15.223
15.0115
14.8237
14.6253
14.4274
14.2351
14.0518
13.8924
13.7124
13.5431
13.3628
13.1952
13.0235
12.8637
12.6995
12.541
12.3848
12.2283
12.065
11.9149
11.7698
11.6201
11.486
11.3484
11.2064
11.0781
10.9536
10.8325
10.7087
10.588
10.4639
10.3546
10.2428
10.1354
10.022
9.9174
NA
34.9233
33.8784
33.4774
33.8318
33.1717
32.3944
31.7343
31.1019
30.4805
29.8959
29.2453
28.689
28.1398
27.5939
27.0574
26.5391
26.0227
25.5203
25.0212
24.5605
24.0949
23.6368
23.195
22.7685
22.343
21.9383
21.5669
21.1749
20.8074
20.4586
20.1184
19.7949
19.4833
19.179
18.8945
18.5949
18.3056
18.0356
17.7797
17.5315
17.2643
17.0098
16.7658
16.5326
16.2865
16.057
15.828
15.5982
15.3809
15.1669
14.9738
14.7741
14.5816
14.3899
14.203
14.026
13.855
13.6811
13.5125
13.353
13.2011
13.0455
12.9009
12.7478
12.6026
12.4752
12.3351
12.1927
12.0636
11.9424
11.8042
11.6887
11.5605
11.4454
11.3374
11.2188
11.1073
10.9918
10.8839
NA
26.8833
25.908
25.3823
25.2828
24.731
24.0156
23.4857
22.9969
22.5305
22.0839
21.5596
21.1222
20.7143
20.302
19.92
19.5257
19.1672
18.7894
18.3961
18.032
17.663
17.3083
16.9451
16.5987
16.2774
15.9435
15.6202
15.3074
14.9849
14.678
14.3811
14.0918
13.8108
13.5184
13.2664
12.9927
12.7413
12.4861
12.2302
11.9985
11.7576
11.5496
11.3453
11.135
10.9325
10.7426
10.5491
10.3668
10.1954
10.0179
9.8515
9.6826
9.5105
9.341
9.195
9.0533
8.9299
8.8049
8.6776
8.554
8.4284
8.2985
8.176
8.0563
7.9375
7.8292
7.7022
7.5952
7.476
7.363
7.2589
7.1543
7.0519
6.9495
6.8564
6.769
6.6795
6.5921
6.5086
NA
3.8684
3.7521
3.6324
3.5334
3.4383
3.3354
3.2478
3.1624
3.0836
3.0048
2.928
2.8583
2.7867
2.7226
2.6581
2.595
2.5334
2.4748
2.4173
2.3626
2.3097
2.2604
2.2096
2.1643
2.1191
2.0763
2.0339
1.9934
1.9563
1.9181
1.8821
1.8449
1.8121
1.7798
1.7468
1.7134
1.6848
1.6543
1.6242
1.5964
1.5694
1.542
1.5154
1.49
1.465
1.442
1.4169
1.3933
1.3711
1.3493
1.3275
1.3072
1.286
1.2667
1.246
1.2271
1.2079
1.1907
1.1722
1.1541
1.1372
1.1207
1.1042
1.0875
1.0715
1.0554
1.0397
1.024
1.0094
0.9936
0.9793
0.9641
0.949
0.935
0.9208
0.9059
0.8926
0.8787
0.8652
NA
26.0818
25.268
24.6024
24.1821
23.6826
22.9423
22.4664
22.0068
21.5564
21.1355
20.5751
20.1645
19.7693
19.3742
18.9928
18.6198
18.2561
17.9132
17.5711
17.2368
16.9142
16.6224
16.3398
16.0541
15.7927
15.5517
15.3183
15.0965
14.8887
14.6869
14.4685
14.2466
14.0439
13.8434
13.6559
13.4547
13.2451
13.0497
12.8503
12.6655
12.4766
12.2777
12.0951
11.9043
11.7244
11.5693
11.4104
11.2497
11.0945
10.9452
10.8218
10.6839
10.5517
10.4133
10.2898
10.1621
10.037
9.9204
9.8071
9.6982
9.5825
9.4669
9.3621
9.2562
9.1472
9.051
8.9497
8.8435
8.7493
8.6559
8.5668
8.4675
8.3726
8.2735
8.186
8.0977
8.0107
7.9207
7.8383
NA
9.6124
9.2201
8.6679
8.4395
8.2157
7.9491
7.7357
7.5408
7.354
7.1705
6.9638
6.7878
6.6241
6.4591
6.2957
6.1335
5.974
5.8269
5.6818
5.5509
5.4184
5.2993
5.1786
5.0737
4.9722
4.8761
4.7865
4.7022
4.6201
4.5411
4.4672
4.3927
4.3214
4.2527
4.1851
4.1163
4.0458
3.9714
3.8981
3.8228
3.7509
3.6763
3.6056
3.5396
3.4722
3.4094
3.3501
3.2925
3.2358
3.1852
3.136
3.0883
3.0389
2.9941
2.95
2.9087
2.8671
2.8285
2.7942
2.7582
2.7209
2.6888
2.6542
2.6224
2.591
2.5606
2.5297
2.5001
2.4682
2.4379
2.4064
2.3748
2.3442
2.3153
2.283
2.2524
2.2215
2.1907
2.1629
NA
32.6633
31.6726
30.8906
30.3186
29.6539
28.8025
28.192
27.5857
26.9942
26.4512
25.7935
25.2817
24.7768
24.2871
23.8192
23.3673
22.9238
22.5114
22.0992
21.6923
21.296
20.9247
20.5727
20.1965
19.8484
19.5247
19.198
18.8863
18.5879
18.2973
17.9881
17.6805
17.3911
17.1044
16.8389
16.5655
16.2935
16.0405
15.7906
15.5699
15.341
15.1067
14.8907
14.6647
14.4544
14.2738
14.0839
13.8918
13.7098
13.5322
13.3837
13.2086
13.0485
12.8736
12.7162
12.5517
12.3912
12.2368
12.0835
11.9402
11.7839
11.6262
11.4843
11.3432
11.2005
11.0698
10.934
10.7959
10.6759
10.5573
10.4479
10.3259
10.2083
10.088
9.9871
9.8823
9.7807
9.6738
9.5738
NA
42.3499
41.0872
40.6272
41.2331
40.44
39.5912
38.8369
38.1229
37.4247
36.766
36.0638
35.4669
34.8648
34.2822
33.6937
33.1227
32.5666
32.0189
31.4848
30.9721
30.4631
29.951
29.4534
28.9706
28.4903
28.012
27.5672
27.0953
26.6334
26.2054
25.7732
25.3704
24.9742
24.591
24.228
23.8406
23.4872
23.1435
22.8158
22.4713
22.1451
21.8351
21.5415
21.2374
20.9315
20.6481
20.3481
20.055
19.7628
19.4889
19.2339
18.9657
18.7092
18.4402
18.1866
17.938
17.7115
17.4606
17.2263
16.9877
16.7691
16.5431
16.3255
16.1205
15.908
15.7251
15.5363
15.3447
15.1565
14.9812
14.7932
14.6255
14.4548
14.2838
14.125
13.963
13.8036
13.6385
13.486
NA
14.9338
13.7869
13.2682
12.7784
12.2784
11.835
11.3963
10.9639
10.6528
10.3514
10.0369
9.7626
9.4886
9.2245
8.9483
8.6951
8.4559
8.2064
7.9806
7.7768
7.5862
7.3869
7.2106
7.0414
6.8613
6.7092
6.546
6.3851
6.2265
6.0695
5.9237
5.773
5.6384
5.4961
5.3863
5.2827
5.1857
5.089
4.9926
4.9099
4.82
4.7294
4.6459
4.5523
4.4656
4.3781
4.294
4.2214
4.1532
4.0851
4.0212
3.9648
3.9013
3.8404
3.7824
3.7241
3.673
3.6223
3.5735
3.5211
3.4827
3.4459
3.4085
3.3727
3.339
3.3016
3.268
3.2362
3.2036
3.173
3.141
3.1127
3.0864
3.0508
3.0214
2.9967
2.9634
2.9387
2.9115
NA
43.9438
42.9032
42.2134
42.4053
41.6813
40.8485
40.1569
39.4694
38.7804
38.1542
37.4477
36.8339
36.2227
35.621
35.0216
34.4604
33.9098
33.3631
32.8329
32.314
31.8084
31.3117
30.8455
30.3606
29.8897
