"NRR"
2.104
1.985
1.857
1.714
1.559
1.398
1.242
1.107
0.999
1.776
1.643
1.499
1.363
1.242
1.14
1.057
0.988
0.931
0.884
0.873
0.873
0.873
0.873
0.874
0.874
0.874
0.874
1.106
1.051
1.004
0.963
0.927
0.894
0.866
0.859
0.859
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
2.001
1.847
1.678
1.504
1.339
1.197
1.085
0.997
0.927
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
1.08
1.037
0.996
0.957
0.921
0.887
0.887
0.887
0.887
0.776
0.803
0.83
0.841
0.846
0.851
0.856
0.861
0.866
0.831
0.835
0.859
0.88
0.884
0.884
0.884
0.884
0.884
1.021
0.979
0.946
0.914
0.883
0.86
0.851
0.845
0.84
0.882
0.893
0.892
0.892
0.892
0.892
0.892
0.892
0.892
0.896
0.905
0.899
0.894
0.891
0.891
0.891
0.891
0.891
0.667
0.677
0.701
0.725
0.749
0.773
0.797
0.821
0.846
0.938
0.925
0.894
0.867
0.842
0.828
0.832
0.837
0.842
0.957
0.923
0.892
0.877
0.877
0.877
0.878
0.878
0.878
1.094
1.006
0.931
0.884
0.883
0.883
0.883
0.883
0.883
1.059
0.987
0.945
0.909
0.876
0.847
0.832
0.832
0.832
0.737
0.761
0.785
0.81
0.834
0.858
0.882
0.894
0.894
0.609
0.613
0.624
0.648
0.671
0.695
0.719
0.742
0.766
0.856
0.871
0.891
0.893
0.893
0.893
0.893
0.893
0.893
1.402
1.265
1.151
1.056
0.974
0.904
0.884
0.885
0.885
2.265
2.104
1.895
1.688
1.501
1.347
1.226
1.132
1.058
NA
NA
NA
NA
NA
NA
NA
NA
NA
1.182
1.06
0.973
0.898
0.836
0.819
0.819
0.819
0.819
1.538
1.359
1.209
1.088
0.995
0.925
0.872
0.837
0.815
0.576
0.588
0.611
0.635
0.659
0.682
0.706
0.73
0.753
1.182
1.101
1.036
0.984
0.94
0.902
0.869
0.841
0.815
0.892
0.799
0.752
0.715
0.705
0.728
0.752
0.799
0.823
NA
NA
NA
NA
NA
NA
NA
NA
NA
1.012
0.936
0.89
0.889
0.889
0.889
0.889
0.889
0.889
0.667
0.713
0.737
0.76
0.784
0.808
0.831
0.855
0.876
2.305
2.148
1.959
1.759
1.563
1.387
1.243
1.131
1.045
1.677
1.462
1.307
1.18
1.082
1
0.935
0.882
0.837
1.314
1.2
1.132
1.076
1.028
0.986
0.949
0.916
0.888
1.255
1.145
1.072
1.013
0.964
0.921
0.884
0.851
0.822
1.753
1.583
1.408
1.262
1.146
1.057
0.987
0.93
0.883
0.754
0.778
0.802
0.826
0.849
0.874
0.89
0.89
0.89
1.083
1.041
1.007
0.976
0.948
0.922
0.9
0.881
0.865
NA
NA
NA
NA
NA
NA
NA
NA
NA
1.675
1.509
1.349
1.211
1.101
1.009
0.937
0.879
0.832
1.154
1.069
0.994
0.959
0.937
0.916
0.897
0.883
0.872
2.208
2.062
1.901
1.726
1.544
1.373
1.226
1.109
1.019
0.685
0.685
0.697
0.721
0.745
0.769
0.793
0.817
0.841
0.94
0.916
0.894
0.894
0.894
0.894
0.894
0.894
0.894
0.767
0.785
0.813
0.822
0.826
0.83
0.834
0.837
0.841
0.49
0.485
0.509
0.533
0.557
0.581
0.605
0.629
0.653
0.461
0.486
0.51
0.534
0.558
0.582
0.607
0.631
0.655
1.154
1.084
1.034
0.99
0.952
0.918
0.887
0.871
0.871
1.78
1.604
1.44
1.312
1.213
1.134
1.069
1.015
0.97
1.706
1.518
1.353
1.221
1.119
1.04
0.976
0.924
0.88
NA
NA
NA
NA
NA
NA
NA
NA
NA
0.941
0.931
0.889
0.888
0.888
0.888
0.888
0.888
0.888
0.684
0.716
0.74
0.764
0.788
0.812
0.836
0.86
0.882
0.721
0.74
0.755
0.769
0.779
0.788
0.798
0.803
0.808
0.727
0.739
0.763
0.786
0.81
0.834
0.858
0.88
0.884
0.677
0.733
0.757
0.781
0.805
0.829
0.853
0.877
0.89
1.898
1.714
1.525
1.366
1.241
1.143
1.066
1.004
0.952
0.833
0.828
0.828
0.828
0.828
0.828
0.828
0.828
0.828
2.121
1.928
1.73
1.525
1.335
1.176
1.048
0.944
0.859
0.888
0.891
0.891
0.891
0.891
0.891
0.891
0.891
0.891
1.529
1.35
1.214
1.113
1.035
0.973
0.922
0.879
0.842
NA
NA
NA
NA
NA
NA
NA
NA
NA
1.246
1.157
1.085
1.026
0.979
0.943
0.913
0.891
0.874
2.048
1.88
1.691
1.513
1.355
1.223
1.116
1.029
0.959
0.75
0.767
0.793
0.804
0.811
0.817
0.823
0.828
0.834
0.635
0.674
0.705
0.728
0.751
0.775
0.799
0.823
0.845
1.209
1.117
1.044
0.985
0.945
0.914
0.888
0.868
0.868
1.336
1.238
1.161
1.097
1.043
0.997
0.956
0.92
0.888
1.101
1.041
0.998
0.99
0.951
0.916
0.886
0.868
0.868
1.941
1.845
1.707
1.526
1.359
1.219
1.11
1.025
0.958
2.011
1.794
1.594
1.427
1.296
1.195
1.115
1.05
0.996
0.783
0.852
0.875
0.882
0.882
0.882
0.882
0.882
0.882
2.101
1.877
1.651
1.448
1.279
1.142
1.031
0.939
0.862
0.706
0.731
0.754
0.773
0.792
0.811
0.829
