"Sx"
0.95585886
0.96202038
0.95882596
0.99138721
0.992214
0.99178781
0.99569275
0.99645814
0.99606894
0.99495533
0.99604564
0.99548269
0.99171891
0.99388655
0.99276854
0.99027851
0.99223273
0.99122756
0.98983045
0.99083276
0.99032066
0.98777506
0.98874068
0.98823652
0.98338522
0.98536562
0.98432329
0.97532563
0.9797157
0.97741166
0.96197882
0.97061902
0.96611991
0.94083844
0.95691756
0.94863742
0.90875916
0.93464323
0.92146246
0.86160164
0.89658892
0.87910501
0.7912202
0.83319143
0.81301607
0.68980022
0.73541103
0.71443618
0.55411275
0.59761794
0.57798982
0.39431627
0.43332254
0.41616886
0.24382102
0.27908327
0.2643207
0.13128774
0.16098614
0.14940005
0.06894965
0.08343369
0.07846936
NA
NA
NA
0.96602933
0.97138895
0.96848648
0.99404897
0.99493068
0.99444242
0.99676567
0.99752638
0.99712087
0.99606688
0.99720903
0.99660377
0.99345282
0.99562877
0.99448548
0.99239973
0.99435086
0.99331611
0.99205324
0.99318928
0.99257048
0.9904017
0.99139175
0.99083998
0.98669425
0.98836916
0.98744707
0.97939371
0.98315081
0.98112721
0.96703447
0.97480846
0.97068037
0.94712284
0.96230052
0.95436621
0.91662986
0.94193876
0.92891448
0.87141289
0.90639996
0.8886841
0.80287762
0.84580907
0.82456214
0.70330604
0.75088011
0.7282776
0.56782987
0.61388188
0.59305403
0.40528747
0.44701224
0.42868659
0.25058035
0.28796131
0.27219578
0.13426632
0.16530739
0.15329017
0.06935567
0.08409679
0.0790329
NA
NA
NA
0.97294787
0.97723581
0.97478199
0.99570956
0.99629868
0.99594793
0.99748286
0.99812289
0.99777337
0.99684359
0.99786779
0.99731916
0.99467614
0.99664541
0.99560031
0.99388281
0.99562445
0.99468084
0.99365066
0.99464324
0.99407577
0.99229118
0.99311109
0.99261792
0.98909557
0.99047343
0.98966832
0.98249544
0.98578618
0.98395774
0.97105159
0.97829183
0.97439053
0.95222351
0.96703911
0.95919074
0.92311051
0.94868579
0.93538856
0.87960475
0.9160116
0.89746467
0.81273032
0.85906462
0.83595486
0.71489165
0.76838106
0.74250601
0.57978674
0.63426546
0.60916827
0.41498148
0.46677474
0.44434592
0.25662804
0.30339105
0.28406313
0.13696854
0.17493614
0.16029839
0.06973877
0.08767226
0.08169773
NA
NA
NA
0.97758637
0.98113282
0.97926721
0.99666276
0.99709915
0.99686667
0.99794768
0.99848739
0.99820685
0.99737601
0.99827377
0.99780838
0.99553471
0.99726925
0.99637211
0.99490429
0.99641804
0.99562938
0.99474285
0.99558351
0.99513962
0.99359509
0.99426587
0.99390482
0.99081219
0.99195564
0.99135063
0.98487553
0.98776385
0.98625261
0.97437002
0.9810506
0.9775578
0.95672805
0.97094327
0.96354515
0.92916887
0.95443906
0.94138854
0.88760856
0.9245313
0.90572861
0.82281125
0.87136099
0.8472584
0.72726791
0.78541442
0.75736159
0.59328813
0.65540032
0.62654192
0.42687101
0.48890585
0.46206114
0.2649123
0.32218824
0.29947711
0.14132817
0.18771478
0.17069674
0.0708922
0.09356148
0.08631509
NA
NA
NA
0.98182846
0.98356452
0.98254534
0.99751275
0.99749896
0.99749088
0.99836789
0.99868581
0.99851546
0.99785718
0.99849995
0.99816014
0.99631117
0.99762129
0.99693365
0.99582788
0.99687918
0.99631856
0.99572773
0.99615741
0.99591026
0.99477169
0.99501233
0.99484876
0.99236524
