"ax"
0.1806
0.1704
0.176
1.5087
1.4584
1.4861
2.5
2.5
2.5
2.5
2.5
2.5
2.6825
2.6616
2.6736
2.5732
2.596
2.5834
2.5227
2.5641
2.5412
2.5693
2.574
2.5716
2.6139
2.5928
2.6044
2.6429
2.616
2.6312
2.6567
2.6349
2.6473
2.6577
2.6411
2.6505
2.6477
2.6498
2.6484
2.6282
2.6565
2.6399
2.6035
2.6468
2.6221
2.5621
2.6108
2.585
2.49
2.541
2.5166
2.3708
2.4186
2.3965
2.1831
2.2352
2.2123
1.9372
2.0058
1.9776
1.6227
1.7385
1.6965
1.6411
1.751
1.7198
0.1635
0.1534
0.159
1.5266
1.4676
1.4996
2.5
2.5
2.5
2.5
2.5
2.5
2.6871
2.6666
2.6787
2.5716
2.6014
2.5844
2.5225
2.5692
2.5428
2.5712
2.5819
2.5762
2.6193
2.6038
2.6126
2.6526
2.6278
2.6419
2.6663
2.6442
2.657
2.6656
2.6474
2.6579
2.6541
2.6551
2.6542
2.6338
2.6626
2.6457
2.6094
2.6541
2.6288
2.5681
2.6183
2.5911
2.4972
2.5495
2.5234
2.3789
2.4275
2.4055
2.1911
2.243
2.2204
1.9441
2.0113
1.984
1.6282
1.7409
1.7006
1.6409
1.7491
1.7184
0.15
0.1398
0.1454
1.5409
1.475
1.5103
2.5
2.5
2.5
2.5
2.5
2.5
2.6905
2.6705
2.6826
2.5702
2.6059
2.585
2.5234
2.5741
2.5447
2.5727
2.5889
2.5799
2.6234
2.6134
2.6192
2.6611
2.6384
2.6516
2.6745
2.6526
2.6654
2.6723
2.6532
2.6646
2.6597
2.6599
2.6596
2.6387
2.6684
2.6507
2.6146
2.6609
2.6347
2.5735
2.6255
2.5975
2.5036
2.5579
2.5303
2.3863
2.4366
2.413
2.1985
2.2514
2.229
1.9506
2.0179
1.9908
1.6334
1.745
1.7056
1.641
1.7498
1.7193
0.1388
0.1289
0.1343
1.5526
1.4809
1.5191
2.5
2.5
2.5
2.5
2.5
2.5
2.6937
2.6722
2.6855
2.5689
2.6092
2.585
2.5236
2.5792
2.5463
2.5741
2.5948
2.5831
2.6274
2.621
2.6246
2.6688
2.6472
2.6598
2.6822
2.6597
2.6732
2.6787
2.6582
2.6706
2.665
2.6644
2.6649
2.6433
2.6738
2.6556
2.6195
2.6677
2.6399
2.5786
2.6329
2.6035
2.5097
2.5668
2.5378
2.3933
2.4469
2.4212
2.2054
2.2621
2.2375
1.9567
2.0279
2.0002
1.6383
1.7533
1.713
1.6411
1.7563
1.7248
0.1298
0.1197
0.1252
1.5621
1.4859
1.5263
2.5
2.5
2.5
2.5
2.5
2.5
2.6964
2.6738
2.6881
2.5676
2.6122
2.5849
2.5228
2.5841
2.5471
2.5754
2.6005
2.586
2.6313
2.6282
2.6299
2.6755
2.6557
2.667
2.689
2.6664
2.6801
2.6848
2.6631
2.6766
2.6701
2.6686
2.6697
2.6477
2.6789
2.6604
2.6242
2.6742
2.6452
2.5833
2.6399
2.6088
2.5153
2.5753
2.5448
2.3999
2.4568
2.4296
2.2119
2.2723
2.2455
1.9625
2.0374
2.0077
1.6429
1.7612
1.7212
1.6411
1.7627
1.7313
0.122
0.113
0.118
1.5702
1.4895
1.532
2.5
2.5
2.5
2.5
2.5
2.5
2.6991
2.6751
2.6904
2.5664
2.6137
2.5845
2.522
2.5859
2.5471
2.5766
2.6029
2.5876
2.635
2.6317
2.6335
2.6819
2.6603
2.6726
2.6955
2.6704
2.6852
2.6905
2.6661
2.6814
2.6749
2.6715
2.6743
2.6518
2.6831
2.6645
2.6285
2.6802
2.6502
2.5877
2.6471
2.6143
2.5206
2.585
2.5518
2.406
2.4696
2.4391
2.2181
2.2883
2.2573
1.9679
2.056
2.0205
1.6471
1.7815
1.7365
1.6426
1.7862
1.7486
0.115
