mx
0.17285877
0.16247593
0.1677842
0.03199415
0.03582383
0.033854
0.00776012
0.00860552
0.00816996
0.00209387
0.00259014
0.002334
0.00400176
0.00433507
0.00416256
0.00568347
0.00556937
0.00562795
0.0061559
0.00616033
0.0061575
0.00636157
0.00649667
0.00642608
0.00731979
0.00700151
0.0071661
0.00894476
0.00757942
0.00828712
0.01135851
0.00872783
0.01008591
0.01512318
0.01133536
0.01327737
0.02136374
0.01646304
0.01895095
0.03155343
0.02609213
0.02883078
0.04823778
0.04268442
0.04543614
0.07617336
0.06996163
0.07300622
0.12489468
0.11742752
0.12104531
0.20798423
0.19828752
0.20294246
0.2784867
0.27337286
0.28035152
0.37728649
0.37638658
0.38678788
0.4856365
0.48966432
0.50302519
0.59863337
0.60662875
0.62146285
0.17232482
0.16218139
0.16736851
0.03181728
0.03570118
0.03370314
0.00771909
0.00857291
0.00813117
0.00208509
0.00258091
0.00232446
0.00398424
0.00432009
0.00414514
0.00565795
0.00555066
0.00560402
0.0061291
0.00614032
0.00613221
0.00633627
0.00647627
0.00640137
0.00729287
0.00698086
0.00713976
0.00891493
0.0075593
0.00825859
0.01132582
0.00870717
0.01005501
0.01508609
0.01131044
0.01324039
0.0213168
0.01642768
0.01890146
0.03148735
0.02603698
0.02875949
0.04813768
0.04259377
0.04532524
0.07619472
0.07001924
0.07302106
0.12294323
0.11524174
0.1189301
0.19824425
0.18779937
0.19272569
0.28216332
0.28350339
0.29502914
0.40148869
0.42435707
0.45065614
0.53121534
0.57475578
0.61239943
0.6587806
0.7117804
0.75084606
0.16967383
0.16057116
0.16522793
0.03094244
0.03503325
0.03292684
0.00752022
0.00841887
0.00795428
0.00204263
0.00253765
0.00228196
0.00389961
0.00425039
0.00406787
0.00553455
0.005464
0.00549838
0.00599968
0.00604818
0.00602086
0.00621444
0.00638298
0.00629343
0.00716357
0.00688766
0.00702774
0.00877223
0.0074706
0.00814088
0.01117043
0.00861883
0.00993063
0.01491117
0.0112062
0.01309898
0.02109691
0.01628086
0.01871592
0.03117879
0.02580922
0.02848915
0.0476947
0.0422509
0.04493164
0.07557398
0.06952872
0.07246562
0.12209494
0.11456541
0.11816858
0.19707902
0.18686196
0.19167183
0.28087766
0.28183502
0.29295811
0.40008725
0.42093291
0.44605999
0.52993518
0.57003605
0.60612236
0.6578731
0.70700545
0.74485098
0.16040382
0.15254019
0.15656398
0.02790111
0.03176617
0.02977573
0.0068155
0.00765952
0.00722636
0.00188963
0.00232145
0.00209943
0.00359725
0.00390394
0.00374631
0.00509398
0.00503296
0.00506516
0.00553758
0.00558931
0.00556332
0.0057788
0.0059176
0.00584658
0.00670069
0.00642173
0.0065669
0.00826068
0.00702594
0.00766543
0.01061202
0.00817447
0.00943166
0.01428061
0.01068104
0.01252597
0.02030242
0.01554114
0.01795842
0.03006369
0.02466231
0.02737211
0.04609397
0.04052537
0.04328822
0.07332886
0.06706261
0.07014035
0.11902551
0.11116676
0.11497952
0.19284068
0.18215203
0.18726219
0.29878402
0.27371507
0.28459506
0.46174823
0.40467553
0.42794622
0.62963464
0.54752215
0.58111048
0.76970817
0.68371724
0.72017502
0.15035289
0.14379169
0.14715071
0.02476536
0.02836082
0.02650845
0.00609656
0.00686555
0.00647075
0.00172498
0.0020897
0.00190211
0.00327972
0.00353574
0.00340423
0.00463334
0.00457379
0.00460525
0.00505278
0.00509859
0.00507565
0.00531857
0.00541765
0.00536719
0.00620948
0.00591828
0.0060698
0.00771466
0.00654178
0.00714896
0.01001159
0.00768654
0.008885
0.013598849999999999
0.01010192
0.0118929
0.01944174
0.01472485
0.01711847
0.02885634
0.02339706
0.02613531
0.04436378
0.03862177
0.04146794
0.07091014
0.06434208
0.06756181
0.11574436
0.10742892
0.11145215
0.18837249
0.17701466
0.18242226
0.29068724
0.2654333
0.27633875
0.44488363
0.38914106
0.41160027
0.60734706
0.52618078
0.55876829
0.74915224
0.66116297
0.69752823
0.14034326
0.13509892
0.13778575
0.02170443
0.02512779
0.02336302
0.0054020200000000004
0.00611183
0.00574736
0.00155961
0.00186437
0.00170764
0.00296664
0.00318048
0.00307067
0.00418054
0.00412974
0.0041566
0.00457541
0.00462183
0.00459854
0.00486361
0.00492912
0.004896
0.00572284
0.00542336
0.00557901
0.00717177
0.00606204
0.00663626
0.00941208
0.00719884
0.008339
0.01291615
0.00951997
0.01125811
0.01857934
0.01390378
0.0162743
0.02764816
0.02212473
0.0248927
0.04263671
0.03670683
0.03964325
0.06850617
0.06160339
0.06498029
0.11250881
0.10367856
0.10793622
0.18402643
0.17191105
0.1776529
0.28254232
0.25735559
0.26822044
0.42724107
0.37426272
0.39546772
0.58295974
0.50553301
0.53617156
0.72516946
0.63868745
0.67359817
0.13049152
0.12656932
0.12857872
0.01879734
0.02207059
0.02038284
0.0047344
0.00567677
0.00505477
0.00139431
0.00173141
0.00151606
0.00265915
0.00298643
0.00274583
0.00373727
0.00389443
0.00371972
0.00410713
0.00437767
0.00413286
0.00441519
0.00468738
0.00443425
0.0052417
0.00519885
0.00509619
0.00663243
0.00588374
0.00612897
0.00881275
0.0070685
0.00779554
0.01222986
0.00941133
0.01062374
0.01771
0.01377501
0.01542951
0.02643056
0.02195673
0.02364885
0.04089811
0.03663449
0.03781778
0.06608886
0.06198018
0.06240211
0.10926989
0.10522672
0.10443925
0.17971403
0.17569689
0.17295092
0.27451637
0.26305388
0.26054302
0.40991681
0.38049783
0.38082867
0.55832619000000006
0.51386343
0.51563637
0.69954725
0.65210527
0.65127183
0.12084791
0.11824681
0.11957964
0.01604793
0.01919026
0.01756932
0.00409641
0.0047105
0.00439499
0.00123035
0.00143217
0.00132844
0.00235915
0.00250706
0.00243121
0.00330617
0.00328569
0.00329679
0.00365076
0.00371182
0.00368093
0.00397615
0.00399186
0.00398438
0.00476912
0.00446773
0.004624
0.00610016
0.00512745
0.00563025
0.00821754
0.00623893
0.00725774
0.01154445
0.00836879
0.00999371
0.01683924
0.0122787
0.01458966
0.02521103
0.01960951
0.02241283
0.03915865
0.03292478
0.03600423
0.06367268
0.05619771
0.05984153
0.10604418
0.09632312
0.10098339
0.17545631
0.1620695
0.16835377
0.26731761
0.24299283
0.2534913
0.39563376
0.35027142
0.36828444
0.53828036
0.4732888
0.49837218
0.67826978
0.60355253
0.6323928
0.11145103
0.11017474
0.11082829
0.01345208
0.01646631
0.01491064
0.00349212
0.00406794
0.00377194
0.001069
0.00122663
0.00114562
0.00206915
0.00219151
0.00212879
0.00289103
0.00288949
0.00289077
0.00321
0.00328308
0.00324593
0.00355009
0.003548
0.00354966
0.00430926
0.00401257
0.00416619
0.00557958
0.00467905
0.00514406
0.00763114
0.00577455
0.00673027
0.01086478
0.00780921
0.00937285
0.01597337
0.01148859
0.01376191
0.02399851
0.01838825
0.02119615
0.0374305
0.0310912
0.03422055
0.0612738
0.05358137
0.05732484
0.10285507
0.09279204
0.09760281
0.17130043
0.15744741
0.16392516
0.26036311
0.23672556
0.24695719
0.3818577
0.34076085
0.35710804
0.51860023
0.46109506
0.48314017
0.65664531
0.59056598
0.61563628
0.10297117
0.10257935
0.10277974
0.01101343
0.01362047
0.01227496
0.0029656
0.00352009
0.00333453
9.2803e-4
0.00103019
0.00100792
0.0018106
0.00190584
0.00191448
0.00251589
0.00253068
0.00260163
0.00281274
0.00289444
0.00294108
0.00316594
0.00314507
0.00325415
0.00389493
0.00359984
0.00386915
0.00511041
0.00427422
0.00485214
0.00710194
0.00535768
0.00645021
0.01025899
0.00730973
0.00909484
0.01521277
0.01078559
0.01343788
0.02292495
0.01730577
0.02074651
0.03589785
0.0294864
0.03366539
0.05917292
0.05134274
0.05685739
0.1001227
0.08990222
0.0977059
0.16786654
0.15393748
0.16537303
0.25472677
0.23235027
0.24951017
0.37066975
0.3345328
0.35964504
0.50246233
0.45365275
0.48669712
0.63864523
0.5834662
0.62228082
0.09513452
0.09533682
0.09523269
0.00889675
0.01124975
0.01003512
0.00257987
0.00303236
