Q0060Female
498.0396
490.1993
477.2639
469.5325
458.4842
450.2701
442.3947
438.1884
429.7521
459.9117
483.2954
446.4715
407.2386
401.3467
393.5714
395.4428
388.5367
381.2993
372.4191
367.2574
364.5009
362.6304
349.8716
342.4744
336.5725
331.9361
326.7326
315.7579
308.4797
301.004
294.6004
287.8052
281.5989
278.8217
274.3197
270.0873
263.6751
258.9582
256.855
250.7382
247.9808
248.1053
244.4653
241.7729
243.2038
237.227
235.1801
231.2737
228.6929
223.9362
219.6603
214.9626
210.9571
206.4814
203.3061
197.0843
190.9537
186.3708
183.9032
177.3937
173.7868
168.8381
164.9432
161.513
158.6593
156.5046
153.8164
150.9622
148.5708
146.2102
151.5401
162.3681
156.0734
140.3472
137.5701
136.6693
135.2387
133.7958
132.4765
131.2456
130.0284
128.8451
127.6677
126.5064
125.3293
124.1342
122.8836
121.6267
120.3658
119.1429
117.966
116.7959
115.7014
114.6246
113.5525
112.5351
111.5446
110.677
109.8568
109.0344
108.2645
107.5102
106.6563
105.7943
104.9361
104.0639
103.2171
102.3178
101.4148
100.5334
99.6383
98.7473
97.8521
96.9255
96.0403
95.1396
94.2431
93.3997
92.5358
91.7354
90.9069
90.1004
89.3726
88.6507
87.9428
87.2356
86.5737
85.916
85.2323
84.5265
83.7644
82.9739
82.1957
81.3312
80.5502
79.7576
78.9345
78.1611
77.3728
76.5774
75.7818
74.9792
74.2206
73.4097
72.6253
71.8226
71.0448
70.3019
69.5267
68.7598
68.0548
NA
640.425
637.1166
632.9182
626.9214
621.4535
615.5186
610.2909
614.1605
610.4413
595.599
591.3392
586.2769
582.4471
577.951
572.5159
569.7002
570.5144
565.5216
559.0191
555.8742
550.9042
545.2788
546.0891
535.9381
532.5873
527.1131
515.09
506.9892
500.7133
494.7865
490.4448
485.8985
482.4492
494.6039
493.3426
490.5364
488.693
480.4839
483.3581
475.0163
476.086
482.2262
486.4206
483.5838
514.2432
481.9589
485.7984
486.7977
494.9377
486.1026
483.8458
484.8504
480.712
476.3343
469.9898
461.3324
450.9399
440.8648
430.4431
416.8396
404.703
390.7793
379.8007
369.2149
360.4642
353.2307
345.1526
338.1134
331.2165
324.2781
327.2601
336.7504
328.9966
315.9854
304.5832
301.596
297.9231
294.3338
290.7511
287.2218
283.7297
280.2798
276.818
273.3869
269.987
266.612
263.2495
259.9775
256.7202
253.4797
250.3105
247.1123
243.9907
240.8911
237.9017
234.9597
232.055
229.21190000000001
226.4653
223.7511
221.0147
218.3934
215.7055
213.1282
210.5924
208.0488
205.6097
203.1492
200.7194
198.3352
195.9421
193.6082
191.2922
189.0118
186.7936
184.5691
182.3244
180.1936
177.9902
175.8827
173.7192
171.5925
169.5649
167.5045
