LE80
5.0199
5.0145
5.1412
5.149
5.2582
5.2884
5.2787
5.3377
5.4543
5.4038
5.3701
5.5329
5.5362
5.5837
5.7439
5.6943
5.7645
5.803
5.7555
5.8157
5.8876
5.9182
6.0087
6.029
6.1168
6.165
6.1977
6.3179
6.3265
6.3848
6.3512
6.4104
6.4871
6.4649
6.5353
6.5218
6.6312
6.7095
6.7199
6.7799
6.7962
6.8225
6.8964
6.8524
6.903
6.9314
6.9904
7.0568
7.1163
7.0966
7.1708
7.2774
7.2988
7.3056
7.4378
7.4411
7.5485
7.5845
7.6092
7.7017
7.7449
7.8242
7.869
7.9547
8.0642
8.0729
8.1861
8.1961
8.2849
8.3608
7.9888
7.7102
7.9509
8.4881
8.5891
8.6369
8.6813
8.7323
8.7864
8.8379
8.8869
8.9336
8.9788
9.0222
9.0639
9.1042
9.1446
9.1843
9.2227
9.26
9.2961
9.3341
9.3751
9.4209
9.4685
9.5144
9.5595
9.6011
9.6453
9.6914
9.7365
9.7814
9.8239
9.864
9.9035
9.9385
9.9702
10.0013
10.032
10.0636
10.0967
10.13
10.1649
10.2011
10.2354
10.2724
10.31
10.3513
10.3929
10.4352
10.478
10.5207
10.5569
10.592
10.6263
10.6595
10.6917
10.7237
10.7543
10.7839
10.8145
10.8438
10.8734
10.9042
10.934
10.9667
11.0008
11.0363
11.0727
11.1113
11.1492
11.1876
11.2269
11.2669
11.3075
11.3473
11.3865
11.4261
11.4631
11.4968
11.5248
NA
4.6571
4.6745
4.692
4.7178
4.7331
4.7546
4.7683
4.7553
4.7669
4.8197
4.8306
4.8477
4.8633
4.8799
4.8998
4.9132
4.9155
4.9263
4.9597
4.9721
4.9961
5.0213
5.0307
5.0689
5.0782
5.1075
5.1643
5.2018
5.2241
5.2433
5.2604
5.2874
5.2947
5.2605
5.262
5.2818
5.2915
5.3373
5.3351
5.3652
5.3695
5.3585
5.3639
5.3962
5.3629
5.4062
5.4446
5.4802
5.4929
5.5312
5.5917
5.5998
5.6181
5.6433
5.6919
5.7206
5.7464
5.7801
5.8237
5.8555
5.8928
5.8945
5.9518
5.9713
6.0134
6.0299
6.101
6.1239
6.1478
6.1754
5.807
5.4239
5.5393
5.826
6.1163
6.2286
6.2423
6.258
6.2751
6.2945
6.3119
6.3265
6.3418
6.3566
6.3698
6.3829
6.3951
6.4078
6.4201
6.4326
6.4451
6.4591
6.4737
6.4895
6.5057
6.5239
6.5427
6.5632
6.5829
6.6023
6.6211
6.6376
6.6532
6.6677
6.6807
6.6931
6.7067
6.7211
6.7383
6.7558
6.7759
6.7985
6.8223
6.8457
6.8701
6.8968
6.9245
6.9538
6.983
7.0126
7.0406
7.0696
7.0966
7.1243
7.1511
7.1753
7.2009
7.2259
7.2512
7.2757
7.3
7.3244
7.3482
7.3734
7.399
7.4261
7.4528
7.4801
7.507
7.5351
7.5621
7.5889
7.6163
7.6436
7.6719
7.7016
7.7322
7.7626
7.7963
7.8302
7.8651
NA
5.3352
5.3279
5.3494
5.3497
5.3979
5.4288
5.4288
5.3782
5.3452
5.3825
5.4083
5.4327
5.4617000000000004
5.506
5.5201
5.5447
5.5335
5.5264
5.5196
5.5179
5.5274
5.54
5.5871
5.6131
5.6582
5.7043
5.7011
5.7816
5.8254
5.8621
5.8884
5.8896
5.9009
5.9755
5.996
6.0354
6.0699
6.0774
6.0807
6.1467
6.1674
6.1986
6.1786
6.1898
6.2134
6.2079
6.2556
6.271
6.2543
6.2744
6.3103
6.3383
6.3579
6.3356
6.3455
6.3658
6.3979
6.4209
6.4358
6.4918
6.5153
6.5133
6.5644
6.6284
6.6928
6.7217
6.7791
6.8707
6.9191
6.9519
6.3637
6.3716
6.7564
7.0203
7.2446
7.2966
7.3432
7.3913
7.4393
7.4906
7.5439
7.5967
7.6471
7.7016
7.7582
7.8121
7.8666
7.9213
7.9765
8.0298
8.084
8.1388
8.1929
8.2487
8.3056
8.3635
8.423
8.4806
8.5399
8.6004
8.6591
8.7178
8.7766
8.8367
8.8977
8.9558
9.0151
9.0743
9.1315
9.1873
9.2414
9.2934
9.3447
9.3927
9.4412
9.4869
9.5305
9.5727
9.6141
9.6546
9.6941
9.7345
9.7735
9.8125
9.851
9.889
9.927
9.9656
10.0014
10.0381
10.0747
10.110900000000001
10.1483
10.1862
10.2272
10.2703
10.3147
10.3622
10.412
10.4631
10.5158
10.5679
10.624
10.6793
10.7364
10.7931
10.8502
10.9087
10.9659
11.0224
11.0747
NA
4.6632
4.669
4.6856
4.707
4.7425
4.7646
4.7819
4.7964
4.8167
4.8431
4.8659
4.8894
4.9164
4.9467
4.966
4.9268
4.9368
4.9386
4.9997
5.0357
5.1034
5.0918
5.3707
5.5259
5.6699
5.7852
5.8384
5.8422
5.8079
5.7595
5.7119
5.6828
5.6735
5.6824
5.6995
5.7225
5.7355
5.7453
5.7489
5.7537
5.7891
5.8206
5.8785
5.9243
5.9846
6.0502
6.106
6.1983
6.304
6.4088
6.3836
6.3941
6.3904
6.3728
6.3442
6.3011
6.2728
6.2331
6.2288
6.241
6.3282
6.415
6.5669
6.7313
6.9081
7.0916
7.2454
7.3386
7.3651
7.3648
6.8626
5.8699
6.0897
7.5156
7.5655
7.6004
7.6336
7.6691
7.7114
7.7526
7.7999
7.8436
7.8869
7.9322
7.9742
8.0173
8.0594
8.1022
8.143
8.1855
8.2265
8.2708
8.3124
8.3539
8.397
8.4419
8.4883
8.5327
8.5805
8.6296
8.6759
8.7267
8.7787
8.8307
8.8828
8.9329
8.9839
9.0349
9.0866
9.1389
9.1932
9.2448
9.2984000000000009
9.3507
9.4021
9.4538
9.5054
9.5554
9.605
9.653
9.7014
9.7538
9.8013
9.8488
9.8979
9.9473
9.993
10.043
10.0914
10.1387
10.1846
10.2319
10.28
10.3273
10.3746
10.4251
10.4749
10.5243
10.5713
10.6203
10.6662
10.7117
10.7579
10.8058
10.8512
10.8984
10.9461
10.9894
11.0359
11.0825
11.1249
NA
4.3537
4.4221
4.4734
4.4757
4.5501
4.5282
4.4988
4.4786
4.5558
4.2944
4.0911
4.3417
4.5908
4.6711
4.7267
4.7168
4.8476
4.911
4.9461
5.0237
5.0792
5.2004
5.2753
5.3447
5.4144
5.4874
5.5705
5.6817
5.7602
5.8657
5.88
5.9807
6.081
6.1053
6.188
6.242
6.3171
6.4007
6.412
6.4964
6.4873
6.5042
6.6156
6.7173
6.7592
6.819
6.8901
6.9554
7.0623
7.0155
7.1386
7.3405
7.4136
7.4639
7.5336
7.5693
7.6755
7.7204
7.7516
7.8459
7.8671
7.9081
7.9668
8.0284
8.0994
8.1624
8.2245
8.2276
8.3581
8.4121
8.3824
8.2042
8.4917
8.6606
8.7151
8.7647
8.8149
8.8706
8.9318
8.9918
9.0511
9.1046
9.1562
9.2054
9.2526
9.2969
9.342
9.3855
9.427
9.4682
9.5092
9.5537
9.6026
9.6562
9.7101
9.7645
9.819
9.8691
9.9245
9.9818
10.0403
10.0978
10.1537
10.2064
10.262
10.3125
10.3576
10.4021
10.4473
10.4911
10.5361
10.5825
10.6293
10.6805
10.7277
10.7793
10.8302
10.8894
10.9457
11.0049
11.0626
11.1198
11.1696
11.2178
11.2662
11.313
11.3605
11.4058
11.4489
11.4932
11.5405
11.5842
11.6316
11.6838
11.7317
11.7823
11.8363
11.8916
11.9494
12.0099
12.0727
12.1365
12.1999
12.264
12.3308
12.3952
12.4572
12.5238
12.5863
12.6454
12.6981
NA
5.0298
5.1155
5.2069
5.2755
5.3478
5.3794
5.455
5.4587
5.5472
5.554
5.6118
5.6488
5.6749
5.6906
5.722
5.7532
5.7853
5.8139
5.8249
5.8319
5.869
5.9049
5.9398
5.9914
6.0324
6.0907
6.1025
6.1732
6.2058
6.2255
6.2502
6.3143
6.3447
6.3865
6.4234
6.4812
6.5709
6.651
6.7208
6.7877
6.8175
6.8686
6.8909
6.9146
6.9624
6.9801
7.0293
7.0749
7.1185
7.1592
7.23
7.2727
7.3429
7.3095
