Q1560Male
430.2594
415.8362
395.5327
385.8433
374.6576
369.9084
364.6526
362.7584
356.2815
378.1467
395.4832
369.6215
342.2051
338.3261
332.1893
339.0866
328.7739
323.8227
318.3405
314.7362
310.3264
325.9203
299.6471
292.955
288.4135
288.4114
282.3038
275.2587
272.9488
269.3879
267.0616
263.8746
260.4696
258.1572
255.3488
251.1871
245.2203
243.1809
242.2481
237.3048
236.8168
234.8592
234.4563
235.4435
238.9724
232.1599
228.6649
224.6279
223.4433
221.0139
218.2974
216.2801
214.1085
212.4988
210.2669
207.5126
203.5313
201.1554
199.7073
195.7278
192.8865
189.2044
186.4453
183.5546
180.1372
177.6089
175.4587
173.7673
171.0434
168.9293
178.6112
195.0349
185.9613
163.8617
160.6228
159.2495
157.9138
156.5664
155.3729
154.2478
153.1475
152.0842
151.0049
149.9005
148.8349
147.6996
146.5231
145.3255
144.0921
142.9061
141.771
140.6505
139.5995
138.5621
137.4875
136.4301
135.4848
134.6423
133.8227
133.0607
132.4049
131.7176
130.9344
130.1395
129.3452
128.5518
127.7624
126.9364
126.1318
125.3147
124.5099
123.7254
122.878
122.0307
121.209
120.3697
119.5609
118.7942
118.0577
117.3337
116.6565
115.9576
115.3181
114.6781
114.0882
113.5087
112.9189
112.3796
111.805
111.1639
110.4348
109.6021
108.7446
107.8984
107.0334
106.1742
105.3191
104.4603
103.6123
102.7199
101.8495
100.9792
100.0868
99.1975
98.2917
97.3893
96.5071
95.6312
94.7554
93.8887
93.0252
NA
485.2277
483.5188
482.5953
479.7787
477.9255
474.675
473.2832
478.9611
477.9079
467.2945
474.3015
474.0075
460.9371
460.75
458.0258
457.0668
457.5094
464.4846
456.8369
454.5519
442.8413
437.2885
441.0167
427.3214
424.8028
421.3563
416.185
412.3887
412.6347
406.3729
403.5545
400.3322
401.0027
410.0526
416.318
414.2414
414.3818
414.1526
411.6195
408.9466
417.4222
418.558
424.5172
427.4683
479.7252
422.7443
428.8426
430.1327
443.0203
439.3099
426.0788
426.8463
425.5485
421.1993
415.4915
409.3963
402.8874
396.7623
389.5226
381.189
372.0823
362.5094
354.7877
348.2747
342.9911
338.1613
331.0937
326.4765
322.0328
316.9775
326.9076
344.65
335.9621
320.0279
306.8611
302.8551
300.3323
297.8945
295.4803
293.0675
290.6822
288.3188
286.0013
283.6726
281.4228
279.2037
277.0315
274.8953
272.7595
270.6255
268.4898
266.331
264.1887
262.0947
260.0146
257.9894
255.9692
253.9288
251.8934
249.9341
247.9929
246.117
244.2443
242.3541
240.516
238.675
236.8546
235.0732
233.2492
231.5362
229.7682
228.0427
226.341
224.62
222.9205
221.1845
219.5097
217.8003
216.1307
214.4377
212.8026
211.0889
209.4449
207.7249
206.0501
