"MAC"
29.448
29.258
29.073
29.178
29.252
29.283
29.478
29.703
29.861
30.098
30.421
30.904
31.29
31.731
32.1
32.314
28.994
28.938
28.877
28.879
28.91
29.01
29.131
29.415
29.644
29.925
30.146
30.465
30.865
31.181
31.434
31.756
28.789
35.051
34.383
34.053
33.772
33.381
33.271
32.962
32.743
32.273
32.013
31.703
31.484
31.192
31.118
30.99
31.612
31.559
31.58
31.552
31.55
31.578
31.552
31.681
31.774
31.763
31.806
31.915
32.063
31.972
31.991
32.069
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
28.856
28.918
28.896
28.971
29.027
29.219
29.282
29.32
29.424
29.485
29.521
29.497
29.58
29.797
29.878
29.911
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
27.79
28.153
28.98
30.682
32.679
33.296
33.572
33.611
33.829
33.861
33.574
33.481
33.216
32.922
32.541
32.182
28.401
28.611
28.957
29.682
30.457
31.491
32.579
33.138
33.813
34.373
34.704
34.974
35.227
35.493
35.513
35.531
28.66
34.647
33.526
32.671
31.99
31.585
31.379
31.323
31.266
31.17
31.148
31.107
31.058
31.043
31.018
31.013
29.392
31.031
31.132
31.127
31.034
31
31.034
31.013
30.926
30.841
30.909
30.994
30.896
30.898
31.022
30.981
28.267
29.567
29.399
29.587
29.918
30.4
30.757
31.09
31.325
31.568
31.662
31.69
31.791
31.818
31.832
31.874
31.412
32.109
32.763
33.178
33.544
33.742
33.818
33.688
33.407
33.101
32.959
32.895
32.927
32.936
32.946
33.03
31.268
31.884
32.354
32.69
33.006
33.215
33.248
33.232
33.09
32.773
32.668
32.638
32.682
32.701
32.758
32.813
31.067
31.752
32.025
32.199
32.428
32.516
32.476
32.546
32.551
32.461
32.635
32.658
32.681
32.823
32.795
32.756
25.439
25.868
27.273
31.041
35.339
36.479
37.052
37.312
37.383
37.39
37.289
36.982
36.415
35.541
34.609
33.719
30.357
36.43
37.059
37.625
37.852
37.925
37.498
37.103
36.415
36.234
36.256
36.242
36.255
36.268
36.372
36.458
29.811
29.93
30.547
31.271
31.776
32.194
32.391
32.496
32.195
32.098
31.872
31.645
31.37
31.129
31.088
31.029
25.385
25.993
27.553
30.833
34.229
36.568
36.791
36.751
36.462
36.098
35.618
35.033
34.606
34.006
33.589
33.163
30.011
30.971
30.96
31.092
30.977
31.012
31.074
31.188
31.049
31.08
31.039
31.036
31.029
31.055
31.006
31.057
29.781
32.222
31.386
31.024
31.058
31.218
31.211
31.357
31.392
31.378
31.433
31.437
31.564
31.563
31.514
31.429
31.457
31.444
31.418
31.399
31.389
31.415
31.433
31.451
31.335
31.403
31.482
31.559
31.402
31.533
31.337
31.452
27.022
27.016
27.443
27.994
29.002
30.329
32.069
32.782
33.258
33.572
33.666
33.733
33.7
33.534
33.182
32.77
28.695
28.589
28.582
28.488
28.421
28.49
28.464
28.49
28.573
28.626
28.657
28.651
28.747
28.811
28.869
28.933
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
28.939
29.371
30.053
31.152
32.189
32.464
32.349
32.05
31.77
31.509
31.422
31.313
31.287
31.22
31.116
31.055
28.552
28.645
28.681
28.899
29.01
29.128
29.268
29.505
29.692
29.759
30.01
30.278
30.555
30.739
31.042
31.18
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
29.748
30.234
30.646
30.774
31.146
31.731
31.464
31.331
31.347
31.484
31.443
31.693
31.796
31.913
31.997
32.07
28.04
28.13
28.205
28.335
28.408
28.692
29.303
29.771
30.392
31.241
31.871
32.147
32.447
32.765
32.799
32.941
28.79
31.644
33.309
33.012
32.676
32.421
32.075
31.718
31.658
31.645
31.411
31.212
31.113
30.993
30.991
30.926
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
30.487
30.97
31.121
31.321
31.16
31.258
31.354
31.339
31.283
31.296
31.321
31.39
31.37
31.5
31.425
31.525
29.331
33.901
33.556
33.425
33.341
33.314
33.268
33.315
33.136
33.144
33.032
33.054
33.098
33.124
33.274
33.261
29.139
29.071
28.961
28.95
28.944
29.023
28.816
28.98
28.977
28.942
28.919
29
29.073
29.209
29.318
29.344
31.016
31.004
31.168
31.198
31.098
31.033
31.039
31.073
31.014
31.126
31.021
31.07
31.017
30.989
31.024
31.056
27.189
27.33
27.666
28.535
29.756
31.894
33.66
34.19
34.621
34.788
34.816
34.849
34.711
34.511
33.947
33.63
26.581
26.263
26.277
26.576
27.29
28.633
30.09
32.613
35.097
35.982
36.474
36.876
37.097
37.367
37.513
37.566
29.076
29.286
29.354
29.485
29.735
30.05
30.071
30.178
30.381
30.544
30.578
30.593
30.783
31.034
30.889
30.938
31.181
31.554
31.908
32.233
32.348
32.539
32.539
32.575
32.538
32.553
32.514
32.62
32.693
32.795
32.926
33.033
27.88
28.778
28.812
29.022
29.334
29.625
29.992
30.375
30.65
30.871
31.136
31.359
31.457
31.63
31.699
31.829
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
28.88
28.929
28.955
29.023
28.913
29.057
29.097
29.044
29.157
29.402
29.618
29.718
29.742
29.924
30.076
30.215
27.147
27.437
27.879
28.82
30.249
31.508
31.96
32.173
32.342
32.395
32.395
32.416
32.331
32.213
32.006
31.852
27.022
26.999
26.959
27.169
27.446
27.973
28.65
29.563
30.015
30.264
30.401
30.615
30.68
30.865
31.077
31.456
27.609
27.813
28.131
28.702
29.494
30.69
31.551
31.865
32.056
32.237
32.351
32.407
32.482
32.509
32.438
32.54
28.958
29.163
29.398
29.549
29.734
29.955
29.987
30.287
30.522
30.714
30.82
31.01
31.187
31.203
31.317
31.323
30.753
31.462
31.205
31.021
30.947
30.961
31.035
30.983
31.155
31.135
31.157
31.182
31.064
31.078
31.16
31.127
30.009
33.304
33.12
33.134
33.109
32.962
32.778
32.705
32.465
32.287
32.071
32.243
32.48
32.57
32.62
32.743
29.392
35.36
34.742
34.262
34.013
33.724
33.42
33.156
32.843
32.47
32.063
31.673
31.364
31.155
31.001
31.13
32.76
33.403
33.833
34.385
34.434
34.452
34.409
34.305
34.234
34.306
34.332
34.469
34.398
34.56
34.601
34.709
30.207
30.284
30.631
31.298
32.307
32.085
31.828
31.793
31.558
31.498
31.331
31.137
31.208
31.063
30.979
31.026
32.516
33.325
34.349
34.897
35.382
35.409
35.33
35.313
35.187
35.142
35.239
35.252
35.384
35.474
35.634
35.714
27.72
30.097
34.286
34.073
33.621
33.468
33.026
32.756
32.419
32.103
31.806
31.506
31.324
31.155
31.044
31.11
29.904
29.758
29.668
29.636
29.565
29.573
29.418
29.456
29.503
29.512
29.537
29.582
29.696
29.756
29.769
29.923
28.987
28.946
28.98
28.961
29.021
28.93
28.929
29.151
29.267
29.196
29.281
29.435
29.456
29.533
29.597
29.488
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
28.881
31.762
34.11
33.828
33.429
33.141
32.848
32.623
32.41
32.148
31.836
31.614
31.339
31.074
30.951
30.876
30.963
31.337
31.91
32.369
32.556
32.718
32.724
32.875
32.847
32.941
33.03
33.118
33.334
33.333
33.576
33.694
28.6
36.204
35.678
35.409
34.993
34.728
34.34
33.844
33.391
32.992
32.525
32.054
31.599
31.413
31.143
31.193
29.364
33.012
32.828
32.625
32.399
32.197
31.941
31.848
31.528
31.473
31.347
31.127
31.068
31.152
31.116
30.968
29.899
29.978
30.156
30.829
31.824
31.444
31.326
31.226
31.178
31.144
31.016
30.968
31.005
30.946
30.966
31.096
30.583
31.284
31.265
31.411
31.514
31.605
31.845
31.911
31.888
31.948
31.978
32.058
32.167
32.229
32.272
32.274
29.036
29.051
29.089
29.099
29.21
29.238
29.238
29.426
29.563
29.575
29.587
29.629
29.712
29.751
29.868
29.877
29.282
30.096
32.27
37.006
37.32
37.529
37.661
37.514
37.289
36.721
36.129
35.639
34.792
34.304
33.666
33.216
29.151
28.951
28.783
28.578
28.485
