"Sx"
0.80249883
0.80398148
0.80323094
0.90726583
0.89926764
0.90338249
0.97954133
0.97624929
0.97794113
0.98598709
0.98388732
0.98497051
0.97576408
0.97526564
0.97552439
0.97047694
0.97089602
0.97068305
0.96927019
0.96882783
0.9690604
0.96665603
0.96686784
0.96676165
0.96044146
0.96432119
0.96230535
0.95090982
0.96041767
0.95548668
0.93663548
0.95180624
0.94397321
0.91398552
0.93412784
0.92379888
0.87789581
0.90115384
0.88933967
0.82200334
0.84503842
0.83347335
0.73722258
0.75901477
0.74820026
0.61167815
0.63273939
0.62238984
0.4406209
0.46001289
0.45076216
0.29355098
0.30583708
0.2971942
0.19684161
0.19931052
0.1909125
0.11513338
0.11386592
0.10728142
0.07025184
0.0681088
0.06457828
NA
NA
NA
0.8031421
0.80437377
0.8037514
0.90773305
0.89959243
0.90378556
0.97963926
0.97633603
0.97803868
0.98604644
0.98394316
0.98503196
0.97587067
0.97534883
0.97562667
0.97060617
0.97099079
0.97080418
0.96939643
0.96892597
0.96918153
0.96678136
0.96696725
0.96688445
0.96057743
0.96441946
0.96243717
0.95105821
0.96051476
0.95562803
0.93679774
0.95191292
0.94413159
0.91417495
0.93426575
0.92399568
0.8781397
0.90135332
0.88960367
0.822356
0.84535991
0.83386422
0.73724235
0.75893425
0.7482433
0.61377879
0.63513353
0.62474232
0.45337671
0.47479644
0.46502109
0.30165164
0.31121261
0.29952772
0.18371034
0.17339651
0.15845729
0.09569029
0.07959267
0.0670733
0.05667139
0.04780532
0.04382396
NA
NA
NA
0.80634182
0.80651952
0.80643856
0.91003576
0.90130011
0.90580067
0.98011378
0.97674462
0.97847989
0.98633326
0.98420385
0.98530489
0.97638593
0.97573512
0.97607932
0.97123083
0.97142849
0.97133833
0.97000548
0.96937638
0.96971351
0.96738425
0.96741928
0.96741439
0.96122956
0.96485826
0.96298948
0.95176638
0.96093638
0.95620465
0.93756638
0.95236367
0.94475281
0.91506552
0.93484025
0.92473892
0.87928352
0.90218283
0.89060241
0.82388597
0.84655412
0.83523517
0.7391903
0.76050563
0.75000711
0.61601958
0.63697484
0.6267864
0.45565473
0.47667969
0.4670889
0.30355436
0.31317544
0.3017642
0.18494488
0.17550656
0.16096877
0.0963141
0.08133407
0.0690644
0.05682094
0.04841338
0.04430164
NA
NA
NA
0.81764883
0.81725106
0.81746473
0.91810904
0.9097087
0.91402734
0.98180854
0.97877281
0.98032868
0.98736265
0.98550412
0.98645826
0.97822793
0.97765753
0.97794822
0.9734642
0.97360977
0.97353222
0.97218478
0.97162446
0.97191113
0.96954442
0.96967965
0.96960666
0.96356915
0.96705783
0.96524437
0.95431229
0.96305647
0.95852673
0.9403383
0.95463635
0.94726013
0.91828736
0.93774036
0.92776835
0.88342954
0.90637272
0.89471776
0.82943844
0.85259161
0.8409579
0.74627562
0.76845916
0.75743016
0.62419342
0.64631061
0.63541942
0.46497759
0.4862662
0.47585641
0.29726683
0.3230625
0.31112494
0.15289925
0.1859915
0.171364
0.06209481
0.09012326
0.07751998
0.04241599
0.05180306
0.04676733
NA
NA
NA
0.82990845
0.8289417
0.82944676
0.92648352
0.91855727
0.92263323
0.98357625
0.98092018
0.98228289
0.98845707
0.98689399
0.98769646
0.98015952
0.97970626
0.97993657
0.97580763
0.97594315
0.97587052
0.97448406
0.97403966
0.97426637
0.9718371
0.97212061
0.97197062
0.96606521
0.96944896
0.96769094
0.95704742
0.96538023
0.96106627
0.94333705
0.95714442
0.95002711
0.92178802
0.94095064
0.93113467
0.88794246
0.91101827
0.89930022
0.83548769
0.8593021
0.8473406
0.75399884
0.77733112
0.76574407
0.63308804
0.65675502
0.64512233
0.47390568
0.49701044
0.48574471
0.30637315
0.33382394
0.32115754
0.16223711
0.19691462
0.18171729
0.06896386
0.099287
0.08588656
0.04374095
0.05575707
0.04969268
NA
