TPopulation1July
7971602.732
8034792.424
8101343.647
8167662.565
8233346.713
8298336.958
8362620.082
8426198.978
8489091.677
8551311.896
8612873.793
8673800.549
8734105.481
8793789.27
8852834.793
8911194.121
8968780.889
9025468.865
9081091.251
9135467.016
9188432.324
9239843.963
9289596.616
9337627.933
9383904.629
9428401.016
9471133.238
9512175.757
9551621.252
9589588.159
9626214.834
9661629.922
9695948.164
9729256.684
9761614.079
9793085.707
9823728.896
9853577.777
9882659.375
9910993.081
9938597.634
9965502.553
9991718.92
10017246.698
10042077.845
10066204.341
10089622.916
10112317.997
10134261.79
10155442.701
10175844.198
10195441.139
10214234.672
10232224.049
10249417.515
10265844.546
10281539.466
10296545.133
10310934.103
10324788.276
10338203.894
10351295.166
10364152.486
10376867.538
10389541.697
10402252.395
10415053.605
10427993.561
10441105.015
10454394.075
10467854.33
10481474.636
10495244.827
10509148.293
10523160.864
10537257.55
10551429.419
10565681.446
10580003.144
NA
1157643.439
1169018.988
1181323.033
1194330.952
1207880.252
1221931.612
1236477.681
1251512.179
1267028.636
1283018.803
1299474.948
1316391.129
1333759.305
1351568.289
1369796.452
1388397.07
1407288.315
1426352.576
1445448.478
1464432.089
1483181.665
1501606.285
1519640.142
1537236.986
1554361.375
1570985.407
1587089.888
1602660.36
1617690.232
1632181.555
1646146.234
1659608.776
1672599.984
1685154.138
1697306.543
1709091.006
1720543.995
1731701.36
1742597.41
1753267.208
1763742.013
1774048.569
1784207.61
1794233.688
1804129.627
1813884.475
1823477.6
1832882.769
1842068.167
1851002.722
1859655.812
1867999.938
1876010.386
1883656.462
1890914.464
1897766.813
1904199.61
1910204.306
1915777.849
1920927.389
1925663.585
1930004.033
1933974.478
1937602.705
1940917.478
1943949.38
1946730.627
1949296.237
1951681.297
1953918.434
1956042.427
1958088.252
1960089.063
1962076.438
1964078.386
1966118.42
1968221.506
1970407.222
1972689.54
NA
552343.73
558263.696
564321.262
570449.452
576590.807
582746.631
588921.262
595120.617
601351.613
607621.603
613937.865
620306.19
626729.002
633205.06
639729.431
646292.907
652882.271
659478.721
666057.324
672588.864
679041.083
685382.709
691584.868
697622.439
703476.233
709132.118
714580.727
719818.11
724845.17
729665.502
734285.468
738714.952
742965.276
747046.479
750970.062
754749.414
758396.746
761923.887
765341.779
768659.985
771887.624
775032.304
778101.628
781102.093
784037.754
786910.74
789721.198
792467.934
795147.912
797758.382
800296.229
802758.537
805143.044
807447.639
809670.816
811811.995
813870.25
815846.76
817745.252
819567.506
821316.026
822994.86
824609.728
826166.558
827669.584
829123.833
830535.158
831909.176
833250.483
834561.711
835847.182
837110.436
838352.751
839575.88
840780.769
841969.391
843143.085
844303.144
845450.135
NA
2084880.643
2106679.544
2130364.209
2154009.176
2177560.776
2200986.956
2224266.283
2247380.462
2270313.061
2293047.842
2315566.414
2337850.166
2359873.945
2381611.601
2403039.572
2424139.75
2444897.047
2465293.588
2485302.746
2504894.992
2524046.395
2542735.791
2560954.445
2578710.496
2596014.324
2612869.422
2629289.33
2645298.472
2660915.75
2676166.115
2691082.616
2705689.452
2720003.478
2734036.238
2747792.04
2761276.723
2774493.851
2787440.189
2800110.181
2812491.02
2824573.008
2836344.06
2847784.152
2858879.983
2869621.402
2879993.497
2889984.573
2899585
2908787.072
2917601.768
2926032.902
2934077.31
2941749.315
2949069.188
2956049.74
2962715.392
2969093.29
2975200.036
2981057.485
2986694.186
2992143.504
2997430.478
3002577.566
3007611.622
3012557.814
3017433.18
3022244.145
3027002.815
3031718.216
3036389.162
3041022.37
3045630.462
3050213.323
3054772.06
3059316.126
3063834.254
3068326.112
3072806.249
3077270.464
NA
2349531.696
2364755.62
2379497.196
2393468.945
2406683.352
2419150.911
2430882.744
2441900.544
2452238.763
2461926.229
2470990.133
2479467.63
2487396.271
2494812.08
2501745.915
2508221.574
2514260.69
2519884.377
2525108.376
2529941.283
2534384.317
2538427.393
2542053.26
2545247.668
2548005.677
2550317.374
2552188.998
2553658.737
2554775.469
2555594.401
2556170.629
2556548.296
2556766.626
2556851.364
2556806.78
2556644.432
2556379.77
2556014.825
2555549.586
2554992.136
2554350.46
2553647.975
2552901.518
2552115.576
2551294.527
2550458.533
2549631.033
2548826.626
2548056.879
2547325.159
2546633.995
2545978.482
2545359.218
2544774.478
2544225.583
2543718.721
2543258.004
2542860.761
2542560.183
2542379.686
2542352.912
2542533.186
2542945.188
2543607.508
2544554.173
2545807.655
2547377.075
2549260.25
2551448.38
2553920.464
2556634.618
2559545.439
2562620.326
2565825.022
2569115.891
2572462.794
2575845.128
2579243.938
2582643.766
NA
661004.902
667215.574
673705.136
680143.166
686509.39
692795.932
698996.778
705105.449
711114.46
717016.88
722806.652
728477.182
734021.638
739433.9
744707.754
749838.286
754823.865
759665.784
764368.446
768937.92
773379.853
777699.78
781903.692
785997.245
789986.832
793878.621
797678.038
801390.278
805019.84
808570.498
812046.479
815451.282
818786.757
822054.747
825255.537
828388.951
831454.355
834450.152
837372.966
840217.748
842979.574
845652.672
848231
850710.973
853089.768
855365.162
857538.242
859611.681
861588.99
863474.001
865271.664
866988.786
868631.335
870206.341
871721.416
873182.826
874598.645
875975.126
877317.73
878633.891
879930.608
881213.124
882483.937
883748.138
885009.604
886270.422
887533.464
888798.956
890068.942
891346.309
892630.252
893918.847
895214.493
896516.961
897822.749
899134.514
900451.966
901774.508
903102.897
NA
13634.248
13786.012
13939.748
14095.18
14252.14
14410.505
14570.277
14731.374
14893.715
15057.272
15221.992
15387.838
15554.724
15722.463
15890.883
16059.76
16228.792
16397.481
16565.113
16730.825
16893.643
17052.709
17207.429
17357.498
17502.691
17642.943
17778.319
17908.808
18034.422
18155.203
18271.106
18382.092
18488.329
18590.163
18687.893
18781.793
18872.325
18960.004
19045.203
19128.262
19209.528
19289.373
19368.006
19445.446
19521.721
19596.772
19670.478
19742.698
19813.186
19881.803
19948.403
20012.754
20074.703
20134.162
20190.953
20244.983
20296.256
20344.819
20390.807
20434.231
20475.27
20514.102
20550.88
20585.829
20619.145
20650.96
20681.495
20711.111
20740.006
20768.376
20796.44
20824.43
20852.549
20880.884
20909.619
20938.911
20968.834
20999.378
21030.588
NA
31336.212
31585.632
31828.282
32063.017
32288.636
32504.242
32709.116
32902.61
33084.176
33253.679
33411.349
33557.562
33693.092
33818.666
33935.075
34043.201
34143.865
34238.031
34326.395
34409.743
34489.041
34564.813
34637.45
34707.332
34774.608
34839.473
34902.226
34963.334
35023.486
35083.494
35144.126
35205.739
35268.577
35332.442
35396.853
35461.505
35525.602
35588.407
35649.371
35707.777
35762.699
35813.571
35860.168
35902.42
35940.072
35973.185
36002.266
36027.447
36048.904
36066.97
36082.034
36094.515
36104.662
36112.874
36119.468
36124.722
36129.05
36132.887
36136.767
36141.171
36146.628
36153.535
36162.709
36174.84
36190.105
36208.89
36231.546
36258.193
36289.009
36323.904
36362.944
36405.796
36451.927
36501.116
36552.804
36606.395
36661.414
36717.412
36773.969
NA
1121227.864
1123487.359
1126364.782
1129102.678
1131581.36
1133810.17
1135795.94
1137545.742
1139067.254
1140369.588
1141464.438
1142362.852
1143077.505
1143617.211
1143989.712
1144201.573
1144256.044
1144158.308
1143914.374
1143531.3
1143016.327
1142374.483
1141615.33
1140748.269
1139782.889
1138735.66
1137625.714
1136477.658
1135316.884
1134171.393
1133068.176
1132029.335
1131069.138
1130191.111
1129398.37
1128691.884
1128062.252
1127498.952
1126992.88
1126528.944
1126092.727
1125674.03
1125264.836
1124856.521
1124442.974
1124021.977
1123597.526
1123173.842
1122750.681
1122331.895
1121923.16
1121530.817
1121162.008
1120822.908
1120525.076
1120279.096
1120094.362
1119980.437
1119948.029
1120010.216
1120175.362
1120451.849
1120848
1121370.336
1122023.793
1122808.076
1123720.094
1124756.822
1125908.682
1127165.715
1128518.099
1129950.974
1131450.394
1132999.933
1134584.519
1136192.87
1137811.374
1139429.596
1141041.784
NA
1276702.344
1278920.366
1281729.329
1284371.738
1286728.3
1288808.197
1290617.4
1292163.124
1293452.161
1294493.956
1295300.998
1295884.63
1296258.647
1296432.384
1296415.084
1296215.475
1295838.519
1295291.954
