NatChange
59889.214
66490.931
66612.269
66026.578
65342.864
64638.709
63928.668
63230.207
62556.165
61885.315
61239.527
60614.959
59996.084
59372.492
58719.289
58000.346
57174.19
56202.795
55043.121
53709.478
52222.077
50601.968
48904.258
47159.329
45394.923
43598.788
41866.466
40219.554
38672.447
37262.3
35992.083
34839.151
33798.429
32819.818
31896.066
31048.224
30239.341
29459.404
28704.772
27963.615
27246.499
26564.435
25869.37
25187.154
24476.191
23778.018
23060.357
22331.095
21557.655
20805.36
19998.808
19196.14
18392.222
17587.77
16800.359
16055.022
15336.137
14676.504
14102.467
13606.938
13225.544
12958.27
12757.698
12673.779
12675.831
12746.683
12856.866
13024.262
13199.843
13379.542
13542.323
13699.498
13842.037
13966.136
14060.361
14134.215
14210.599
14294.786
14349.857
NA
10862.535
11888.571
12719.543
13296.393
13802.297
14300.552
14791.733
15277.344
15755.612
16224.779
16687.513
17144.824
17591.64
18026.431
18429.926
18771.307
19011.209
19117.414
19074.362
18892.865
18606.302
18242.925
17824.963
17368.766
16879.94
16368.165
15840.817
15300.152
14759.607
14222.994
13706.357
13218.703
12763.626
12344.705
11960.207
11608.749
11297.248
11017.428
10774.673
10565.007
10384.652
10228.556
10089.545
9962.601
9829.331
9680.447
9505.868
9304.519
9066.36
8802.879
8503.365
8184.873
7836.092
7456.092
7059.944
6644.849
6220.823
5788.701
5358.434
4940.654
4531.836
4149.116
3791.787
3464.76
3164.915
2898.977
2663.554
2467.742
2302.493
2171.922
2076.223
2015.497
1986.213
1988.637
2015.316
2064.761
2141.465
2230.011
2334.614
NA
5846.318
5993.645
6121.468
6134.922
6147.811
6163.817
6185.428
6213.303
6248.662
6291.35
6341.208
6395.385
6450.203
6501.863
6546.906
6580.17
6598.586
6594.286
6562.98
6500.141
6404.297
6278.99
6125.395
5949.733
5757.832
5553.981
5343.225
5131.522
4922.545
4718.11
4521.895
4337.095
4163.602
3998.881
3848.283
3710.474
3584.259
3470.039
3365.814
3270.617
3184.638
3104.732
3033.899
2967.021
2904.342
2841.614
2779.356
2714.244
2645.749
2575.263
2500.488
2424.108
2344.966
2264.324
2182.036
2100.295
2016.288
1936.78
1860.216
1784.33
1712.718
1644.986
1584.75
1528.889
1477.202
1431.198
1391.341
1356.749
1325.93
1296.545
1274.404
1252.136
1232.509
1213.666
1196.075
1181.203
1166.19
1154.035
1140.061
NA
19910.79
23686.969
23682.334
23607.605
23495.647
23356.717
23201.937
23026.451
22838.784
22630.779
22406.313
22161.205
21886.382
21588.948
21266.986
20933.399
20581.269
20211.849
19806.48
19378.045
18924.822
18453.983
17983.306
17528.825
17078.897
16631.273
16208.511
15809.792
15424.728
15076.006
14757.002
14456.681
14171.385
13894.126
13617.489
13351.91
13082.37
12810.31
12529.673
12231.989
11932.009
11610.103
11270.082
10921.556
10561.309
10182.894
9799.241
9401.644
9002.523
8626.943
8235.361
7853.461
7490.539
7149.22
6811.958
6519.416
6236.403
5977.143
5737.823
5535.597
5363.061
5210.962
5083.319
4984.825
4907.554
4843.252
4778.775
4738.665
4692.207
4649.681
4616.737
4599.514
4566.225
4551.247
4536.962
4499.362
4484.359
4475.941
4452.508
NA
15318.579
15129.308
14353.892
13589.638
12839.202
12095.928
11367.76
10667.852
10008.521
9366.376
8761.469
8193.537
7663.743
7167.836
6699.833
6251.519
5826.661
5420.692
5027.359
4638.49
4247.599
3838.576
3413.144
2975.66
2540.369
2083.027
1660.191
1279.322
954.119
683.706
468.796
286.569
150.12
19.412
-108.517
-216.221
-313.101
-416.704
-513.742
-601.16
-682.149
-722.793
-770.05
-801.759
-840.304
-831.645
-823.342
-785.471
-754.021
-709.425
-672.896
-638.146
-600.394
-569.08
-528.665
-484.998
-436.447
-358.019
-243.095
-117.884
64.339
296.183
527.883
796.875
1096.466
1410.502
1728.387
2037.983
2338.262
2605.954
2822.398
2999.232
3150.582
3258.892
3322.907
3370.887
3393.804
3403.898
3395.782
NA
5914.04
6507.604
6471.788
6404.605
6328.174
6245.227
6156.803
6060.852
5957.489
5847.659
5732.322
5609.147
5480.081
5344.778
5203.224
5058.088
4913.324
4770.87
4634.854
4504.45
4379.769
4260.352
4147.709
4039.749
3939.779
3844.131
3755.032
3669.877
3589.727
3511.962
3440.373
3369.647
3301.711
3234.687
3167.293
3099.881
3031.363
2960.704
2885.279
2804.624
2719.415
2627.189
2529.9
2430.411
2327.509
2223.741
2122.88
2024.403
1930.603
1839.747
1755.955
1678.694
1606.862
1543.569
1486.993
1436.264
1395.785
1357.608
1327.99
1304.698
1289.157
1276.35
1265.669
1263.084
1260.276
1261.75
1264.709
1266.685
1273.642
1281.501
1286.814
1290.783
1300.887
1304.396
1307.618
1316.384
1318.905
1326.54
1330.664
NA
150.783
152.985
154.754
156.379
157.853
159.237
160.641
161.885
163.16
164.303
165.451
166.526
167.54
168.258
168.869
169.168
169.168
168.539
167.094
164.66
161.259
157.151
152.63
147.822
142.843
137.966
133.1
128.181
123.375
118.563
113.587
108.712
104.122
99.89
95.834
92.291
89.104
86.491
84.193
82.194
80.621
79.341
78.165
77.033
75.82
74.558
73.181
71.588
69.651
67.872
65.655
63.366
60.876
58.335
55.526
52.802
50.036
47.437
44.869
42.298
40.059
37.915
35.982
34.216
32.693
31.22
30.176
29.345
28.711
28.32
28.108
28.141
28.354
28.621
29.125
29.71
30.392
30.972
31.708
NA
252.532
246.28
239.003
230.465
220.767
210.446
199.327
187.679
175.446
163.569
151.768
140.643
130.446
120.725
112.073
104.169
97.179
91.158
85.566
81.161
77.448
74.097
71.172
68.591
65.971
63.752
61.742
60.481
59.842
60.191
61.071
62.139
63.543
64.209
64.607
64.689
63.521
62.07
59.839
56.983
52.849
48.892
44.315
40.189
35.125
31.091
27.07
23.296
19.61
16.525
13.619
11.343
8.943
7.481
5.694
4.82
3.851
3.827
3.918
4.862
6.027
7.784
10.576
13.678
16.825
20.741
24.589
28.699
32.928
36.861
41.206
44.476
47.769
50.609
52.778
54.391
55.639
56.375
56.758
NA
1633.637
2885.569
2869.487
2606.571
2351.113
2106.785
1865.039
1634.841
1408.491
1196.5
993.483
803.692
626.049
453.653
291.472
132.526
-23.206
-172.013
-315.574
-450.334
-579.419
-704.106
-814.061
-919.817
-1010.708
-1083.507
-1136.152
-1159.773
-1161.496
-1129.232
-1076.998
-1000.395
-919.68
-836.092
-749.13
-663.549
-595.423
-530.934
-480.957
-446.639
-425.536
-411.585
-406.486
-409.898
-416.941
-424.682
-423.897
-423.128
-422.82
-414.444
-402.739
-381.559
-355.662
-322.171
-273.127
-218.426
-150.602
-76.973
12.312
112.383
218.347
334.974
457.732
587.452
719.9
849.043
975.335
1098.394
1205.67
1308.758
1396.433
1469.719
1529.498
1570.068
1599.58
1617.517
1619.845
1617.014
1607.762
NA
1606.1
2830.145
2787.969
2497.108
2216.331
1943.745
1674.974
1416.773
1161.596
922.326
692.039
475.556
272.949
74.82
-109.327
-289.632
-463.885
-628.988
-784.98
-930.165
-1067.144
-1198.242
-1310.393
-1415.198
-1502.327
-1567.196
-1608.395
-1615.74
-1599.136
-1544.823
-1469.663
-1368.4
-1263.836
-1160.101
-1055.404
-955.238
-876.184
-803.297
-748.186
-712.763
-693.912
-682.367
-684.427
-692.827
-709.002
-720.062
-720.82
-723.304
-721.904
-709.181
-690.356
-658.037
-620.931
-572.717
-508.72
-436.607
-349.629
-257.964
-148.201
-27.34
99.716
238.111
384.192
536.68
692.444
846.834
996.422
1141.782
1271.112
1395.333
1504.33
1594.563
1670.644
