PopSexRatio
101.0675
101.0373
101.0124
100.9848
100.9546
100.9219
100.8869
100.8501
100.8117
100.7723
100.7323
100.6924
100.6528
100.6138
100.5758
100.539
100.5037
100.4701
100.4383
100.4083
100.3803
100.354
100.3294
100.3066
100.2855
100.2657
100.2471
100.2293
100.2121
100.1953
100.1791
100.1634
100.1481
100.1333
100.1193
100.1063
100.0941
100.0828
100.0725
100.0631
100.0547
100.0474
100.0408
100.0351
100.0301
100.0253
100.0206
100.0161
100.0117
100.0071
100.003
99.9993
99.9957
99.9923
99.9895
99.9872
99.9851
99.9835
99.9825
99.9823
99.9829
99.9843
99.9866
99.9897
99.9934
99.9976
100.0021
100.0069
100.0121
100.0174
100.0228
100.0283
100.0339
100.0398
100.0461
100.0527
100.0596
100.0669
100.07470000000001
NA
99.265
99.2476
99.2364
99.2269
99.2174
99.2069
99.1948
99.1811
99.1658
99.1488
99.1302
99.1101
99.0885
99.0654
99.0409
99.0147
98.9868
98.9572
98.9257
98.892
98.8564
98.8186
98.7787
98.7366
98.6925
98.6461
98.5975
98.5467
98.4934
98.4375
98.3792
98.3185
98.2558
98.1912
98.1251
98.0574
97.9882
97.9178
97.8464
97.774
97.7009
97.6272
97.5535
97.4796
97.4057
97.3319
97.2584
97.1852
97.1122
97.0396
96.9676
96.8964
96.826
96.7563
96.6876
96.6198
96.553
96.4871
96.4223
96.359
96.2977
96.2381
96.1808
96.1263
96.0744
96.0254
95.9798
95.9375
95.8988
95.8636
95.8324
95.8054
95.7823
95.7634
95.7488
95.7387
95.7331
95.7317
95.7346
NA
105.6421
105.5456
105.4502
105.3542
105.2575
105.1601
105.0619
104.9632
104.8639
104.7641
104.6639
104.5637
104.4634
104.3631
104.2627
104.1625
104.0624
103.9625
103.8627
103.7631
103.6636
103.5641
103.4646
103.3649
103.265
103.1646
103.0639
102.9626
102.8606
102.7581
102.6549
102.5513
102.4471
102.3424
102.2374
102.1325
102.0277
101.9232
101.8195
101.7166
101.6146
101.5141
101.4152
101.3179
101.2222
101.1289
101.0379
100.9493
100.8635
100.7807
100.7008
100.6238
100.5504
100.4807
100.4149
100.3529
100.2945
100.2399
100.1895
100.1431
100.1009
100.0627
100.0287
99.9991
99.9737
99.9526
99.9358
99.9234
99.9156
99.912
99.9123
99.9169
99.9254
99.9375
99.9536
99.9737
99.9969
100.0225
100.0506
NA
104.3562
104.2894
104.2317
104.1699
104.1044
104.0355
103.9632
103.8878
103.8098
103.7296
103.6478
103.5651
103.4815
103.3973
103.3127
103.2277
103.1428
103.0587
102.9751
102.8921
102.8099
102.7285
102.6479
102.5691
102.4917
102.4159
102.3417
102.2692
102.198
102.1283
102.0605
101.9941
101.9293
101.8661
101.8045
101.7449
101.687
101.6315
101.5788
101.528
101.4799
101.4344
101.3912
101.3508
101.3136
101.279
101.2465
101.2167
101.1892
101.164
101.1416
101.1226
101.1062
101.0923
101.0814
101.0734
101.0678
101.0642
101.0624
101.0624
101.0642
101.0675
