"Tx"
6619837.676
6920900.812
6765095.543
6523277.945
6823812.552
6668280.997
6141908.247
6439890.619
6285682.563
5668095.126
5962625.575
5810206.613
5196322.837
5487050.936
5336599.786
4726930.485
5013356.89
4865132.387
4261425.212
4542558.75
4397074.386
3800445.344
4075417.426
3933122.396
3344153.433
3612558.498
3473661.157
2893439.663
3154911.047
3019604.778
2450214.403
2703960.983
2572666.512
2017925.449
2262158.128
2135823.838
1602072.63
1833335.873
1713781.432
1210822.311
1422988.325
1313416.212
855270
1039459.769
944494.691
548925.547
695592.315
620173.935
306539.626
409084.897
356495.95
139341.766
198384.181
168114.856
46695.299
72465.653
59232.503
10163.289
17902.317
13919.058
1256.018
2674.603
1941.777
86.602
223.152
152.37
6838977.398
7151131.818
6985976.75
6741732.391
7053425.509
6888517.576
6355962.734
6665437.344
6501733.512
5875822.504
6182205.01
6020181.494
5397235.206
5700168.012
5540015.926
4920530.246
5219476.362
5061481.112
4446946.358
4740885.927
4585585.187
3976961.835
4264999.119
4112870.097
3510712.166
3792353.44
3643667.051
3048937.703
3323776.411
3178761.912
2593307.497
2860649.328
2719692.693
2147066.14
2405325.56
2269287.39
1715535.363
1961472.098
1832087.806
1306822.708
1534351.679
1414839.297
932184.481
1132030.403
1027251.117
605719.903
767366.414
682807.664
343608.801
458930.304
398792.633
159264.481
227331.765
191950.847
54588.27
85157.619
69282.492
12164.313
21604.036
16696.214
1533.703
3303.063
2382.451
106.371
277.777
188.292
7005695.682
7330719.707
7156151.426
6907953.777
7232590.165
7058239.75
6519221.745
6842101.804
6668760.432
6034834.992
6355292.429
6183344.379
5551667.51
5869396.851
5699009.169
5070025.104
5384537.303
5215972.383
4590946.893
4901304.259
4735060.807
4114799.293
4420185.624
4256707.276
3641674.918
3941644.225
3781187.621
3172197.773
3466399.457
3309178.29
2707840.008
2995682.142
2842045.607
2251610.624
2531655.518
2382406.786
1808588.357
2077702.062
1934539.073
1386732.138
1638711.317
1504948.511
997312.229
1222247.035
1103114.415
654776.628
840760.922
742482.513
376387.56
513039.699
441010.521
177369.539
261224.917
217165.755
61981.53
101507.499
80806.626
14097.643
26955.443
20216.003
1809.295
4337.016
3004.441
126.178
380.236
245.456
7139389.096
7476656.617
7299886.463
7041293.364
7378231.16
7201633.448
6650595.91
6986090.208
6810252.856
