"ex"
66.1984
69.209
67.651
68.0139
70.6646
69.2979
64.6587
67.3342
65.9548
59.9572
62.5897
61.2326
55.1783
57.78
56.439
50.5361
53.0622
51.7615
45.9994
48.4223
47.1762
41.425
43.8107
42.5843
36.8521
39.2288
38.0075
32.3365
34.6996
33.4868
27.9384
30.2524
29.0675
23.7306
25.9376
24.8131
19.7694
21.7915
20.7697
16.1248
17.8466
16.9893
12.8277
14.1899
13.5275
9.9155
10.9195
10.4467
7.4409
8.1393
7.819
5.425
5.8894
5.681
3.8849
4.2243
4.0788
2.8066
3.0704
2.9638
2.0641
2.2855
2.205
1.6435
1.7546
1.722
68.3898
71.5113
69.8598
69.629
72.4406
70.9607
66.071
68.873
67.4011
61.2977
64.0549
62.6075
56.4696
59.1914
57.7634
51.7602
54.3967
53.0149
47.1324
49.6622
48.3381
42.4721
44.9547
43.657
37.8151
40.2766
38.9919
33.2063
35.6522
34.3777
28.7089
31.1118
29.8632
24.4011
26.7076
25.5145
20.3368
22.4669
21.3738
16.5943
18.4245
17.4974
13.1984
14.658
13.9333
10.1962
11.282
10.7582
7.6416
8.3984
8.0478
5.5524
6.0567
5.8313
3.9571
4.3205
4.1632
2.843
3.1199
3.0086
2.0797
2.3071
2.2248
1.6454
1.7546
1.7223
70.057
73.3072
71.5615
70.8884
73.8843
72.2883
67.2014
70.2023
68.6075
62.3791
65.3426
63.769
57.5168
60.4487
58.8927
52.7576
55.6094
54.0972
48.0648
50.818
49.3598
43.3418
46.0516
44.6188
38.6216
41.3129
39.8926
33.9443
36.624
35.2131
29.3707
32.0155
30.6274
24.9819
27.5392
26.2032
20.8316
23.2171
21.98
17.0059
19.0865
18.022
13.5251
15.2165
14.367
10.4446
11.7349
11.1037
7.8201
8.7429
8.3085
5.666
6.3004
6.0168
4.0217
4.4804
4.286
2.8757
3.2185
3.0812
2.0938
2.3644
2.2684
1.6471
1.7798
1.7424
71.3939
74.7666
72.9989
71.9403
75.1005
73.4474
68.1827
71.352
69.6948
63.329
66.4669
64.8264
58.4437
61.554
59.9282
53.649
56.6869
55.0997
48.9104
51.8604
50.32
44.1441
47.0563
45.5365
39.38
42.2772
40.7662
34.6546
37.5439
36.038
30.0247
32.8855
