ax
0.2037
0.1894
0.1966
1.4845
1.448
1.4699
2.5
2.5
2.5
2.5
2.5
2.5
2.6756
2.653
2.666
2.5752
2.5911
2.5825
2.5253
2.5601
2.541
2.5667
2.5676
2.5673
2.6061
2.5829
2.5959
2.6311
2.6042
2.6198
2.6447
2.6258
2.6369
2.6475
2.6349
2.6422
2.6396
2.6445
2.6417
2.6214
2.6503
2.6336
2.5964
2.6394
2.6151
2.5552
2.6034
2.5781
2.4818
2.5326
2.5086
2.3614
2.4098
2.3878
2.174
2.2275
2.2043
1.9295
2.0004
1.9714
1.6171
1.7367
1.6934
1.6396
1.7466
1.7173
0.1947
0.1787
0.1872
1.4939
1.4538
1.4773
2.5
2.5
2.5
2.5
2.5
2.5
2.678
2.6577
2.6691
2.5745
2.5941
2.5828
2.5247
2.5625
2.5414
2.5676
2.5714
2.5696
2.6088
2.5886
2.6001
2.6355
2.6108
2.625
2.6491
2.6308
2.6416
2.6512
2.6382
2.6458
2.6426
2.6473
2.6443
2.624
2.6536
2.6365
2.5991
2.6433
2.6186
2.5578
2.6073
2.5806
2.4848
2.5369
2.5111
2.3649
2.4143
2.3919
2.1774
2.2314
2.2079
1.9323
2.0032
1.9745
1.6194
1.738
1.6958
1.6383
1.7455
1.7161
0.188
0.1698
0.1791
1.5009
1.4587
1.4836
2.5
2.5
2.5
2.5
2.5
2.5
2.68
2.6617
2.6726
2.5739
2.5962
2.5835
2.5239
2.5644
2.5414
2.5684
2.5743
2.5713
2.6111
2.5932
2.604
2.6389
2.6165
2.6299
2.6526
2.6352
2.6457
2.6542
2.6413
2.6492
2.6449
2.65
2.6469
2.6259
2.6567
2.6386
2.6011
2.647
2.6215
2.5598
2.611
2.5838
2.4872
2.5411
2.5141
2.3676
2.4187
2.3951
2.18
2.2353
2.2122
1.9346
2.0059
1.9774
1.6212
1.7391
1.6979
1.637
1.7455
1.7163
0.1813
0.1613
0.1708
1.508
1.4633
1.4903
2.5
2.5
2.5
2.5
2.5
2.5
2.6822
2.6639
2.6754
2.5732
2.5987
2.5841
2.5229
2.567
2.5417
2.5692
2.5782
2.5733
2.6136
2.5985
2.6076
2.6425
2.6222
2.6351
2.6564
2.6397
2.6506
2.6574
2.6444
2.6527
2.6474
2.6525
2.6501
2.628
2.6597
2.6414
2.6032
2.6506
2.6242
2.5619
2.6146
2.587
2.4897
2.5452
2.5179
2.3704
2.423
2.3984
2.1827
2.239
2.2151
1.9369
2.0084
1.9811
1.6231
1.7395
1.6992
1.636
1.75
1.7199
0.1741
0.1542
0.1639
1.5155
1.4671
1.4957
2.5
2.5
2.5
2.5
2.5
2.5
2.6848
2.666
2.6774
2.5724
2.6008
2.5844
2.5219
2.5687
2.5421
2.5702
2.5811
2.5754
2.6166
2.6028
2.6111
2.6469
2.6269
2.6393
2.6607
2.6436
2.6545
2.6608
2.6471
2.6562
2.6501
2.6549
2.6527
2.6301
2.6625
2.644
2.6054
2.6539
2.6267
2.5639
2.6181
2.5892
2.4921
2.5493
2.5208
2.3731
2.4274
2.4017
2.1853
2.2429
2.2172
1.939
2.0112
1.9825
1.6249
1.7403
1.7011
1.6349
1.7531
1.7229
0.1688
0.1466
0.1582
1.5211
1.4712
1.5002
2.5
2.5
2.5
2.5
2.5
2.5
2.6861
2.6686
2.6793
2.5719
2.6035
2.5845
2.5219
2.5713
2.542
2.5707
2.5851
2.5767
2.6181
2.6084
2.6138
2.6498
2.6329
2.6427
2.6636
2.6483
2.6574
2.6633
2.6502
2.6587
2.6521
2.6574
2.6551
2.632
2.6654
2.6462
2.6073
2.6574
2.6294
2.566
2.6217
2.592
2.4946
2.5533
2.524
2.3759
2.4315
2.4058
2.1881
2.2465
2.2213
1.9415
2.0137
1.9846
1.6267
1.7412
1.7019
1.6356
1.7534
1.7215
0.1658
0.1404
0.1532
1.5242
1.4746
1.5041
2.5
2.5
2.5
2.5
2.5
2.5
2.6864
2.6705
2.6807
2.5719
2.6057
2.5848
2.5223
2.5736
2.5427
2.5709
2.5884
2.5781
2.6186
2.6129
2.6161
2.651
2.6378
2.646
2.6649
2.6521
2.6603
2.6646
2.6529
2.6604
2.6534
2.6597
2.6568
2.6332
2.6681
2.6484
2.6087
2.6606
2.6316
2.5675
2.6251
2.5945
2.4964
2.5574
2.5269
2.3781
2.436
2.4087
2.1903
2.2508
2.2242
1.9435
2.0174
1.9872
1.6283
1.7439
1.7031
1.6364
1.7544
1.7202
0.161
0.1358
0.1474
1.5293
1.4771
1.5087
2.5
2.5
2.5
2.5
2.5
2.5
2.6878
2.671
2.6821
2.5713
2.6068
2.585
2.5224
2.5754
2.5434
2.5715
2.5905
2.5798
2.6202
2.6156
2.6192
2.6543
2.641
2.6501
2.668
2.6548
2.6637
2.6669
2.6549
2.6631
2.6552
2.6615
2.6588
2.6347
2.6704
2.6509
2.6103
2.6635
2.6347
2.569
2.6284
2.5973
2.4982
2.5615
2.5305
2.38
2.4409
2.4129
2.1921
2.2561
2.2285
1.945
2.0225
1.9915
1.6293
1.7487
1.7074
1.6365
1.7564
1.7232
0.1554
0.1299
0.142
1.5351
1.4803
1.513
2.5
2.5
2.5
2.5
2.5
2.5
2.6893
2.6718
2.6836
2.5707
2.6083
2.5847
2.5228
2.5779
2.5435
2.5722
2.5934
2.5806
2.622
2.6194
2.6212
2.6578
2.6456
2.6535
2.6714
2.6586
2.667
2.6696
2.6576
2.6658
2.6574
2.6639
2.6609
2.6366
2.6735
2.6528
2.6123
2.6675
2.6383
2.571
2.6327
2.6014
2.5006
2.5667
2.5347
2.3828
2.4469
2.4179
2.1948
2.2623
2.2337
1.9472
2.0281
1.9964
1.6308
1.7537
1.7114
1.6381
1.7564
1.7239
0.1512
0.1244
0.137
1.5396
1.4833
1.517
2.5
2.5
2.5
2.5
2.5
2.5
2.6903
2.6728
2.6851
2.5703
2.6101
2.5847
2.523
2.5807
2.5444
2.5726
2.5967
2.5819
2.6232
2.6235
2.6234
2.6604
2.6505
2.6572
2.6739
2.6625
2.6702
2.6718
2.6604
2.6681
2.6592
2.6664
2.6627
2.6383
2.6764
2.6548
2.6141
2.6712
2.6404
2.5729
2.6368
2.6043
2.5029
2.5716
2.539
2.3855
2.4526
2.4228
2.1976
2.2681
2.2383
1.9498
2.0336
2.0003
1.6328
1.7586
1.7159
1.6403
1.7565
1.7259
0.1471
0.1196
0.133
1.5439
1.4859
1.5201
2.5
2.5
2.5
2.5
2.5
2.5
2.6912
2.6737
2.6864
2.5699
2.612
2.5844
2.5236
2.5837
2.5445
2.573
2.6001
2.5826
2.6243
2.6278
2.6257
2.663
2.6554
2.6607
2.6764
2.6663
2.6732
2.6739
2.663
2.6703
2.6606
2.6686
2.6642
2.6396
2.6791
2.6563
2.616
2.6745
2.6424
2.575
2.6403
2.6068
2.5055
2.5759
2.5423
2.3885
2.4575
2.4264
2.2009
2.2734
2.2426
1.9531
2.0386
2.004
1.636
1.7633
1.7189
1.6435
1.7588
1.7277
0.1417
0.116
0.1287
1.5496
1.4878
1.5235
2.5
2.5
2.5
2.5
2.5
2.5
2.693
2.6743
2.6872
2.5692
2.6129
2.5843
2.5237
2.585
2.5448
2.5737
2.6016
2.5843
2.6263
2.6298
2.6273
2.667
2.6578
2.6632
2.6802
2.6683
2.6761
2.6769
2.6646
2.6728
2.6628
2.6701
2.6663
2.6414
2.6812
2.6581
2.6183
2.6776
2.6449
2.5774
2.644
2.6097
2.5083
2.5809
2.5465
2.3918
2.4643
2.4324
2.2044
2.2818
2.2494
1.9565
2.0485
2.0127
1.6392
1.7741
1.7292
1.6463
1.7708
1.7386
0.1372
0.1124
0.1247
1.5542
1.4898
1.5267
2.5
2.5
2.5
2.5
2.5
2.5
2.6941
2.6749
2.6881
2.5687
2.6135
2.5841
2.5234
2.5856
2.5455
2.5743
2.6025
2.5846
2.628
2.6312
2.6286
2.6698
2.6599
2.6659
2.6832
2.6702
2.6788
2.6797
2.6661
2.6753
2.6649
2.6716
2.668
2.6434
2.6837
2.66
2.6208
2.6813
2.6476
2.58
2.6486
2.6128
2.5116
2.5871
2.5509
2.3959
2.4725
2.4391
2.2089
2.2922
2.2583
1.9612
2.0608
2.0224
1.6438
1.7881
1.7412
1.6511
1.7856
1.7514
0.1344
0.1093
0.1216
1.5572
1.4915
1.5291
2.5
2.5
2.5
2.5
2.5
2.5
2.6948
2.6755
2.6894
2.5684
2.6141
2.5839
2.5233
2.5864
2.5447
2.5746000000000002
2.6036
2.5851
2.629
2.6329
2.6301
2.6717
2.6621
2.6682
2.6852
2.6721
2.681
2.6816
2.6677
2.677
2.6662
2.6731
2.6694
2.6445
2.6858
2.662
2.6224
2.6843
2.6499
2.5818
2.6521
2.6148
2.5139
2.5918
2.5535
2.3987
2.4787
2.4431
2.2119
2.3
2.2638
1.9642
2.0698
2.029
1.6466
1.7979
1.749
1.6546
1.7953
1.7622
0.1286
0.106
0.1173
1.5633
1.4933
1.5325
2.5
2.5
2.5
2.5
2.5
2.5
2.6964
2.6763
2.6902
2.5677
2.6149
2.583
2.5228
2.5873
2.5439
2.5754
2.6048
2.5856
2.6313
2.6348
2.6323
2.6757
2.6646
2.6716
2.6895
2.6742
2.684
2.6855
2.6693
2.6802
2.6695
2.6746
2.672
2.6475
2.6881
2.6636
2.6259
2.6876
2.6525
2.5855
2.6562
2.6186
2.5184
2.5973
2.5593
2.4041
2.4862
2.4499
2.2177
2.3096
2.2734
1.9699
2.0813
2.0405
1.6517
1.811
1.7612
1.6583
1.8119
1.7756
0.1255
0.103
0.1143
1.5666
1.4949
1.5349
2.5
2.5
2.5
2.5
2.5
2.5
2.6973
2.6771
2.6916
2.5672
2.6158
2.5831
2.5225
2.5885
2.5445
2.5758
2.6064
2.5871
2.6327
2.637
2.6337
2.6781
2.6673
2.6728
2.6919
2.6765
2.6853
2.6878
2.671
2.6817
2.6713
2.6762
2.6734
2.6491
2.6903
2.6656
2.6278
2.6906
2.6552
2.5874
2.6597
2.6217
2.5207
2.602
2.5631
2.4068
2.4924
2.4547
2.2205
2.3174
2.2789
1.9725
2.0906
2.0472
1.654
1.8213
1.7703
1.6599
1.825
1.7875
0.1774
0.1657
0.1719
