NatChange
59889.214
58729.568
57551.034
56388.822
55128.978
53831.692
52522.716
51211.521
49904.723
48600.142
47314.194
46036.317
44768.981
43511.74
42227.205
40896.791
39479.286
37935.638
36229.257
34354.178
32356.589
30254.238
28081.971
25873.299
23649.666
21440.231
19294.237
17239.007
15313.062
13535.81
11917.591
10446.082
9101.232
7861.716
6715.157
5650.212
4654.871
3713.693
2811.325
1946.569
1107.022
283.113
-527.484
-1331.572
-2131.26
-2920.639
-3707.039
-4491.169
-5273.463
-6037.805
-6781.045
-7495.036
-8169.177
-8805.413
-9392.366
-9925.018
-10401.075
-10813.369
-11158.984
-11427.68
-11629.483
-11767.626
-11841.316
-11866.03
-11853.116
-11806.101
-11738.89
-11656.163
-11556.137
-11452.547
-11347.323
-11242.157
-11140.436
-11029.734
-10925.032
-10822.76
-10722.219
-10626.573
-10534.059
NA
10862.535
11426.056
11871.287
12348.618
12765.196
13172.395
13568.996
13955.063
14329.335
14690.623
15040.023
15377.194
15699.992
16005.471
16275.36
16480.504
16581.3
16547.525
16365.143
16042.798
15617.68
15116.648
14562.849
13970.532
13345.298
12695.565
12031.501
11355.909
10678.442
10008.592
9355.122
8729.368
8136.411
7577.186
7051.521
6558.52
6101.034
5680.135
5291.397
4935.372
4608.547
4307.211
4024.355
3751.389
3475.806
3188.964
2881.911
2552.184
2195.718
1816.107
1415.321
996.65
558.537
104.986
-360.219
-832.8
-1306.836
-1775.736
-2233.2
-2670.683
-3081.276
-3462.427
-3805.826
-4111.401
-4377.424
-4601.343
-4784.656
-4928.126
-5031.735
-5095.349
-5118.839
-5108.021
-5066.278
-4996.755
-4909.247
-4805.364
-4694.078
-4579.749
-4463.661
NA
5846.318
5839.319
5811.17
5791.348
5769.444
5748.616
5731.859
5719.681
5714.035
5714.193
5719.463
5728.056
5735.89
5739.844
5735.928
5719.774
5687.098
5631.895
5549.455
5435.034
5288.096
5110.243
4905.133
4678.594
4435.491
4181.658
3922.584
3662.514
3406.583
3157.086
2917.019
2688.938
2473.911
2272.434
2085.135
1912.887
1755.787
1613.014
1483.839
1367.595
1262.851
1168.753
1085.149
1009.439
941.019
876.872
814.91
753.029
689.751
624.614
556.871
486.399
412.833
336.995
258.357
177.831
95.067
11.194
-71.965
-154.686
-234.649
-311.386
-383.69
-450.933
-512.3
-567.691
-616.294
-658
-692.6
-719.952
-740.128
-751.911
-755.674
-751.795
-741.403
-725.108
-703.48
-676.252
-644.963
NA
19910.79
19704.649
19562.95
19384.422
19165.914
18909.903
18630.382
18326.386
17999.559
17652.381
17289.115
16900.106
16484.848
16046.509
15585.162
15110.776
14619.857
14114.331
13575.243
13004.769
12416.219
11812.529
11204.089
10598.134
9996.254
9403.534
8825.388
8264.415
7725.617
7211.102
6720.101
6246.377
5790.555
5351.222
4920.028
4497.867
4083.35
3673.275
3264.004
2855.94
2449.258
2038.381
1629.676
1218.808
810.363
406.779
11.494
