LE15Male
57.4753
57.4609
57.4427
57.4209
57.3958
57.368
57.3381
57.3063
57.2726
57.2365
57.1978
57.1562
57.1124
57.0668
57.0194
56.9773
56.9418
56.9062
56.8712
56.8368
56.8029
56.7691
56.735
56.7003
56.6647
56.628
56.5902
56.5513
56.5117
56.4716
56.4315
56.392
56.3533
56.3153
56.2781
56.2417
56.2064
56.1723
56.1393
56.1079
56.0782
56.0499
56.023
55.9975
55.9733
55.9503
55.9287
55.9085
55.8899
55.873
55.8577
55.8438
55.831
55.8192
55.8082
55.798
55.7887
55.7803
55.773
55.7669
55.7621
55.7582
55.7553
55.7533
55.752
55.7516
55.7521
55.7537
55.7564
55.76
55.7638
55.768
55.7728
55.7782
55.7838
55.7894
55.7952
55.801
55.8067
NA
49.2783
49.2849
49.2911
49.2971
49.3028
49.3083
49.3136
49.3187
49.3236
49.3281
49.3323
49.3361
49.3397
49.3429
49.3459
49.3496
49.3548
49.36
49.3652
49.3706
49.3761
49.3817
49.3874
49.3929
49.3982
49.4032
49.4077
49.4118
49.4155
49.4189
49.422
49.425
49.4277
49.4302
49.4324
49.4343
49.4358
49.437
49.438
49.4389
49.4398
49.4407
49.4416
49.4425
49.4434
49.444
49.4444
49.4446
49.4447
49.4448
49.4449
49.445
49.4453
49.4455
49.4456
49.4454
49.4451
49.4445
49.4438
49.4432
49.4427
49.4423
49.4422
49.4423
49.4425
49.4429
49.4434
49.4441
49.4451
49.4463
49.4478
49.4496
49.4515
49.4535
49.4557
49.4579
49.4601
49.4624
49.4647
NA
57.8334
57.8513
57.8673
57.8823
57.8961
57.9089
57.9211
57.9329
57.944
57.9543
57.9635
57.9713
57.977
57.9805
57.9815
57.9822
57.9833
57.9823
57.9793
57.9741
57.9667
57.9572
57.9453
57.9309
57.9138
57.8943
57.8726
57.849
57.8236
57.7968
57.7689
57.7401
57.7106
57.6804
57.65
57.6193
57.5886
57.5579
57.5277
57.498
57.469
57.4409
57.4136
57.3875
57.3626
57.3392
57.3172
57.2969
57.2781
57.2609
57.2453
57.231
57.2179
57.2057
57.1944
57.1838
57.1741
57.1654
57.1577
57.1513
57.1461
57.142
57.1391
57.1373
57.1366
57.137
57.1383
57.1403
57.1426
57.1454
57.1483
57.1513
57.1545
57.1578
57.1608
57.1635
57.166
57.1683
57.1704
NA
54.3359
54.339
54.3419
54.3443
54.3464
54.3481
54.3495
54.3506
54.3517
54.3526
54.3535
54.3543
54.3551
54.3558
54.3565
54.3577
54.3596
54.3618
54.3643
54.3674
54.3711
54.3752
54.3792
54.3828
54.3857
54.3878
54.3893
54.3902
54.3906
54.3905
54.3899
54.3889
54.3872
54.3851
54.3826
54.3799
54.377
54.3742
54.3716
54.3694
54.3674
54.3658
54.3644
54.3632
54.3624
54.3618
54.3615
54.3617
54.3623
54.3633
54.3645
54.3659
54.3671
54.3679
54.3683
54.3682
54.3675
54.3665
54.3653
54.3642
54.3632
54.3626
54.3623
54.3623
54.3625
54.3629
54.3633
54.3637
54.3642
54.3646
54.3652
54.366
54.3668
54.3678
54.3688
54.3698
54.3709
54.3721
54.3734
NA
60.7392
60.7288
60.7159
60.7008
60.6838
60.6656
60.647
60.6283
60.6095
60.5897
60.5681
60.5446
60.5202
60.4952
60.4692
60.4453
60.4236
60.403
60.3833
60.3646
60.3464
60.3281
60.3097
60.2913
60.2726
60.2537
60.2342
60.2143
60.194
60.1734
60.1531
60.1334
60.1143
60.0956
60.077
60.0587
60.0408
60.0229
60.0052
59.9881
59.9717
59.9557
59.9397
59.9238
59.9081
59.8927
59.8779
59.8638
59.8507
59.8386
59.8273
59.8166
59.8064
59.7969
59.7884
59.7811
59.775
59.7702
59.7665
59.7638
59.7616
59.7593
59.7569
59.7542
59.7513
59.7483
59.7457
59.7439
59.743
59.7427
59.7417
59.7403
59.7392
59.7385
59.7379
59.7375
59.7375
59.7378
59.7383
NA
57.0349
57.0339
57.0324
57.0305
57.0284
57.0262
57.0238
57.0211
57.0182
57.0151
57.0117
57.008
57.0041
56.9999
56.9955
56.9916
56.988
56.9843
56.9806
56.9768
56.973
56.9692
56.9655
56.9617
56.9578
56.9537
56.9494
56.9448
56.9399
56.9349
56.9297
56.9243
56.9188
56.9132
56.9074
56.9015
56.8954
56.8891
56.8828
56.8765
56.8703
56.8644
56.8588
56.8537
56.8491
56.845
56.8414
56.8384
56.836
56.8341
56.8327
56.8319
56.8314
56.8313
56.8314
56.8316
56.832
56.8323
56.8328
56.8335
56.8342
56.8352
56.8363
56.8374
56.8386
56.8398
56.8411
56.8424
56.8438
56.8453
56.8469
56.8485
56.85
56.8514
56.8527
56.8537
