LExMale
69.5423
69.6313
69.65
69.6503
69.637200000000007
69.6135
69.5817
69.5437
69.5003
69.4521
69.3996
69.3439
69.2868
69.2291
69.1715
69.115
69.0608
69.0096
68.9624
68.9198
68.8812
68.8457
68.8126
68.7809
68.7503
68.7202
68.6905
68.6614
68.6331
68.6057
68.5795
68.5544
68.5299
68.5055
68.4809
68.4559
68.4304
68.4042
68.3774
68.3503
68.3232
68.296
68.2687
68.2416
68.215
68.1895
68.1652
68.1428
68.1225
68.1045
68.0889
68.0755
68.0642
68.0547
68.0469
68.0407
68.0361
68.033
68.0316
68.0317
68.0333
68.0362
68.0399
68.0444
68.0495
68.0551
68.0613
68.068
68.0752
68.0827
68.09
68.097
68.1042
68.1114
68.1185
68.1253
68.1321
68.1388
68.1455
NA
58.3156
58.3855
58.4073
58.4244
58.4372
58.447
58.4544
58.4599
58.4638
58.4664
58.4678
58.4683
58.4683
58.4678
58.4671
58.4665
58.4662
58.4663
58.4671
58.4691
58.4723
58.4767
58.4821
58.4882
58.4946
58.5014
58.5082
58.5151
58.522
58.5291
58.5364
58.5439
58.5513
58.5586
58.5655
58.5719
58.5776
58.5827
58.5872
58.5912
58.5948
58.5981
58.6011
58.6038
58.6061
58.608
58.6097
58.6112
58.6127
58.6144
58.6164
58.6186
58.6212
58.6241
58.6271
58.6302
58.6334
58.6366
58.64
58.6436
58.6473
58.6515
58.6559
58.6603
58.665
58.6697
58.6744
58.6793
58.6843
58.6894
58.6946
58.6999
58.7052
58.7106
58.7161
58.7215
58.727
58.7325
58.7381
NA
70.7347
70.788
70.8117
70.8297
70.844
70.8552
70.8642
70.8716
70.8774
70.8821
70.8858
70.8882
70.8891
70.8885
70.8863
70.8825
70.8774
70.8711
70.8639
70.8558
70.8466
70.8363
70.8245
70.8111
70.7959
70.779
70.7605
70.7407
70.7197
70.6976
70.6747
70.6509
70.6263
70.6009
70.5748
70.5482
70.5212
70.4938
70.4661
70.4385
70.411
70.3837
70.3566
70.3301
70.3045
70.2801
70.2571
70.2358
70.2163
70.1987
70.183
70.1692
70.1568
70.1457
70.1359
70.1272
70.1196
70.1133
70.1082
70.1045
70.102
70.1007
70.1006
70.1014
70.1031
70.1056
