TFR
2.1798
2.1737
2.1706
2.1687
2.1656
2.1622
2.1587
2.1551
2.1515
2.1481
2.145
2.1423
2.14
2.1382
2.1365
2.1349
2.1328
2.1299
2.1256
2.1198
2.1134
2.1069
2.1005
2.0946
2.0895
2.0854
2.0828
2.0819
2.0829
2.0858
2.0902
2.0956
2.1013
2.1067
2.1115
2.1154
2.118
2.1194
2.1194
2.1184
2.1164
2.1136
2.1102
2.1066
2.1028
2.0992
2.0958
2.0927
2.0897
2.0872
2.085
2.0831
2.0816
2.0802
2.0792
2.0783
2.0777
2.0773
2.0771
2.0772
2.0774
2.0778
2.0783
2.0789
2.0796
2.0803
2.081
2.0815
2.0819
2.0821
2.0821
2.082
2.0815
2.0811
2.0804
2.0797
2.0788
2.0779
2.0769
NA
2.3206
2.3116
2.3045
2.3032
2.297
2.2912
2.2856
2.2803
2.2751
2.2702
2.2654
2.2608
2.256
2.2515
2.247
2.2426
2.2385
2.2344
2.2305
2.2267
2.2232
2.2197
2.2165
2.2136
2.2109
2.2083
2.2061
2.2036
2.2011
2.1985
2.1957
2.1927
2.1897
2.1865
2.1833
2.1799
2.1765
2.1732
2.1698
2.1666
2.1634
2.1604
2.1576
2.1549
2.1524
2.1502
2.148
2.1462
2.1444
2.1427
2.141
2.1395
2.138
2.1365
2.135
2.1334
2.1319
2.1304
2.1289
2.1275
2.1261
2.1246
2.1233
2.1219
2.1206
2.1193
2.118
2.1168
2.1154
2.1141
2.1128
2.1115
2.1101
2.1089
2.1076
2.1064
2.1052
2.104
2.1029
NA
2.1284
2.1276
2.1239
2.1228
2.121
2.1189
2.1167
2.1145
2.1126
2.1108
2.1093
2.1081
2.1069
2.1057
2.1043
2.1025
2.1004
2.0977
2.0946
2.0911
2.0874
2.0837
2.0801
2.077
2.0745
2.0728
2.072
2.0721
2.0734
2.0756
2.0784
2.0818
2.0853
2.0887
2.0918
2.0945
2.0966
2.0976
2.0975
2.0965
2.0944
2.0914
2.0881
2.0844
2.0809
2.0776
2.0746000000000002
2.0719
2.0696
2.0678
2.0664
2.0654
2.0649
2.0648
2.0651
2.0657
2.0665
2.0673
2.0683
2.0692
2.0702
2.0711
2.0719
2.0726
2.0732
2.0736
2.0738
2.0738
2.0736
2.0733
2.0727
2.072
2.0711
2.0702
2.0693
2.0684
2.0674
2.0665
2.0657
NA
2.1842
2.1712
2.1655
2.16
2.1547
2.1493
2.1445
2.1401
2.1361
2.1325
2.1295
2.1267
2.124
2.1216
2.1192
2.1174
2.1159
2.1147
2.1128
2.1101
2.1073
2.1044
2.1015
2.0988
2.0963
2.0941
2.0923
2.091
2.0902
2.0901
2.0906
2.0911
2.0918
2.0926
2.0932
2.0935
2.0938
2.0938
2.0935
2.0929
2.0923
2.0913
2.0902
2.0888
2.0873
2.0857
2.0841
2.0824
2.0806
2.079
2.0776
2.0761
2.075
2.0739
2.0732
2.0726
2.0722
2.072
2.0719
2.0723
2.0725
2.0728
2.0734
2.0737
2.0741
2.0745
2.0747
2.0748
2.0749
2.0747
2.0744
2.0741
2.0734
2.0729
2.0724
2.0719
2.0712
2.0705
2.0696
NA
2.1404
2.1363
2.1334
2.1311
2.1291
2.1268
2.1243
2.1218
2.119
2.1158
2.1127
2.1097
2.1071
2.105
2.1034
2.1025
2.1021
2.102
2.1015
2.1002
2.0985
2.0961
2.093
2.0893
2.0851
2.0803
2.0759
2.0722
2.0697
2.0685
2.0691
2.0711
2.074
2.0772
2.0807
2.0839
2.0866
2.0888
2.0904
2.0914
2.0917
2.0917
2.0913
2.0905
2.0894
2.0883
2.087
2.0858
2.0847
2.0836
2.0826
2.0815
2.0806
2.0796
2.0785
2.0775
2.0764
2.0754
2.0743
2.0734
2.0727
2.0722
2.0719
2.072
2.0721
2.0726
2.0733
2.0739
2.0747
2.0753
2.076
2.0766
2.0772
2.0777
2.078
2.0781
2.0783
2.0782
2.0781
NA
2.0981
2.0936
2.0928
2.0925
2.0918
2.0913
2.0906
2.0898
2.0888
2.0877
2.0866
2.0854
2.0842
2.0829
2.0815
2.0798
2.078
2.0756
2.073
2.0703
2.0677
2.0656
2.0639
2.0628
2.062
2.0616
2.0614
2.0615
2.0619
2.0623
2.0629
2.0636
2.0645
2.0654
2.0664
2.0672
2.0681
2.0687
2.0691
2.0691
2.0689
2.0684
2.0676
2.0667
2.0657
2.0645
2.0634
2.0623
2.0613
2.0603
2.0594
2.0586
2.0579
2.0573
2.0568
2.0565
2.0562
2.0561
2.0561
2.0561
2.0562
2.0564
2.0565
2.0568
2.057
2.0572
2.0573
2.0573
2.0574
2.0574
2.0573
2.0571
2.0569
2.0568
2.0564
2.0562
2.0559
2.0556
2.0552
NA
2.2016
2.1984
2.1955
2.1928
2.1903
2.1874
2.1849
2.1824
2.1803
2.1781
2.176
2.1739
2.1719
2.17
2.1681
2.166
2.164
2.1618
2.1596
2.1572
2.1545
2.1516
2.1491
2.1465
2.1442
2.1419
2.1398
2.1379
2.1362
2.1347
2.133
2.1315
2.1304
2.1294
2.1285
2.1276
2.127
2.1265
2.1257
2.1253
2.1246
2.124
2.1233
2.1226
2.1217
2.121
2.1199
2.1189
2.1176
2.1168
2.1159
2.115
2.114
2.1132
2.1123
2.1117
2.1109
2.1106
2.1102
2.11
2.1098
2.1092
2.1089
2.1087
2.1084
2.1082
2.1081
2.1078
2.1077
2.1074
2.1072
2.107
2.1067
2.1064
2.106
2.1058
2.1055
2.1052
2.1049
NA
2.0737
2.0733
2.0727
2.0722
2.0716
2.0712
2.0708
2.0702
2.07
2.0694
2.0691
2.0688
2.0685
2.0681
2.0678
2.0674
2.067
2.0666
2.0666
2.0662
2.0659
2.0656
2.0652
2.0649
2.0647
2.0645
2.0645
2.0642
2.064
2.0641
2.0636
2.0633
2.063
2.063
2.0628
2.0626
2.0625
2.0624
2.0622
2.0621
2.062
2.0617
2.0616
2.0615
2.0615
2.0612
2.061
2.0608
2.0606
2.0603
2.0601
2.06
2.0597
2.0595
2.0593
2.059
2.0589
2.0587
2.0586
2.0586
2.0586
2.0586
2.0585
2.0585
2.0584
2.0584
2.0583
2.0581
2.0582
2.0579
2.0579
2.0579
2.0577
2.0576
2.0573
2.0572
2.0571
2.057
2.0568
NA
2.0624
2.0612
2.0629
2.0653
2.0679
2.0704
2.0729
2.075
2.0768
2.0784
2.0796
2.0805
2.081
2.081
2.0804
2.0792
2.0778
2.0761
2.0744
2.0728
2.0718
2.0708
2.07
2.0692
2.0684
2.0676
2.0668
2.0661
2.0654
2.0649
2.0645
2.0643
2.0644
2.0646
2.0651
2.0657
2.0665
2.0673
2.068
2.0688
2.0693
2.0698
2.0699
2.0699
2.0699
2.0697
2.0694
2.0691
2.0686
2.068
2.0674
2.0669
2.0663
2.0657
2.0651
2.0645
2.064
2.0634
2.0629
2.0624
2.062
2.0617
2.0614
2.0612
2.0612
2.0612
2.0613
2.0615
2.0617
2.0619
2.0621
2.0625
2.0628
2.063
2.0632
2.0634
2.0636
2.0637
2.0637
NA
2.0608
2.06
2.0619
2.0645
2.0672
2.0699
2.0725
2.0746000000000002
2.0765
2.078
2.0793
2.0802
2.0808
2.0809
2.0805
2.0795
2.0783
2.0768
2.0752
2.0737
2.0725
2.0714
2.0703
2.0692
2.0681
2.067
2.0658
2.0648
2.0638
2.0629
2.0622
2.0617
2.0616
2.0617
2.0621
2.0627
2.0636
2.0645
2.0656
2.0666
2.0675
2.0683
2.0688
2.0691
2.0693
2.0695
2.0695
2.0693
2.0689
2.0684
2.0679
2.0674
2.0668
2.0661
2.0654
2.0647
2.0639
2.0632
2.0625
2.0618
2.0611
2.0605
2.0601
2.0597
2.0595
2.0593
2.0593
2.0594
2.0596
2.0598
2.0602
2.0606
2.0611
2.0614
2.0619
2.0622
2.0626
2.0629
2.0631
NA
2.1881
2.1812
2.1774
2.1748
2.171
2.1669
2.1627
2.1586
2.1545
2.1506
2.1471
2.1441
2.1414
2.1393
2.1374
2.1356
2.1336
2.131
2.127
2.1217
2.1161
2.1106
2.1055
2.1009
2.0971
2.0942
2.0927
2.0926
2.0941
2.0971
2.1013
2.1062
2.1111
2.1156
2.1194
2.1221
2.1235
2.1238
2.1228
2.1208
2.1181
2.1146
2.1109
2.1071
2.1032
2.0996
2.0963
2.0934
2.0907
2.0885
2.0866
2.085
2.0838
2.0828
2.082
2.0815
2.0811
2.081
2.0809
2.0812
2.0815
2.0818
2.0824
2.083
2.0835
2.0841
2.0845
2.0848
2.0849
2.0848
2.0846
2.0842
2.0835
2.0828
2.0819
2.081
2.08
2.0789
2.0778
NA
2.2082
2.2009
2.1968
2.1968
2.1917
2.1865
2.1813
2.1763
2.1715
2.1667
2.1623
2.1582
2.1545
2.151
2.1477
2.1448
2.1424
2.1405
2.1395
2.1397
2.1409
2.1429
2.1455
2.1483
2.1513
2.1544
2.1573
2.1596
2.1608
2.161
2.1599
2.1575
2.1537
2.1488
2.143
2.1365
2.1297
2.123
2.1168
2.1111
2.1062
2.1023
2.0993
2.0972
2.096
2.0953
2.0952
2.0955
2.0961
2.0968
2.0976
2.0986
2.0994
2.1001
2.1006
2.1007
2.1007
2.1004
2.0999
2.0992
2.0984
2.0973
2.0962
2.0949
2.0935
2.0921
2.0908
2.0895
2.088
2.0867
2.0855
2.0843
2.0832
2.0823
2.0814
2.0808
2.0802
2.0796
2.0792
NA
2.1822
2.1752
2.1715
2.1684
2.1649
2.1611
2.1572
2.1532
2.1493
2.1453
2.1417
2.1383
2.1352
2.1326
2.1302
2.1283
2.1267
2.1253
2.1233
2.1203
2.1164
2.1117
