"PopFemale"
1816.458
1442.753
1247.902
1080.797
911.144
763.562
650.998
545.073
454.762
373.576
308.169
253.308
199.03
144.606
92.442
47.888
17.616
3.886
0.476
0.03
0.001
2075.044
1627.599
1406.379
1218.548
1046.676
877.626
733.883
624.268
521.077
433.246
352.162
284.348
224.038
163.235
104.712
54.529
20.209
4.667
0.581
0.038
0.001
2365.794
1859.3
1586.565
1373.297
1180.078
1008.173
843.514
703.749
596.786
496.423
408.412
324.94
251.491
183.745
118.201
61.767
23.011
5.354
0.697
0.046
0.002
2686.544
2119.82
1812.425
1549.245
1329.941
1136.667
968.986
808.879
672.768
568.55
467.968
376.842
287.393
206.26
133.053
69.724
26.066
6.097
0.8
0.055
0.002
3043.268
2407.222
2066.377
1769.792
1500.334
1281.017
1092.486
929.199
773.269
640.937
535.96
431.794
333.298
235.705
149.357
78.485
29.423
6.906
0.911
0.064
0.002
3448.944
2726.857
2346.533
2017.77
1713.919
1445.142
1231.225
1047.628
888.293
736.683
604.198
494.53
381.9
273.354
170.678
88.102
33.121
7.796
1.032
0.072
0.003
3916.333
3090.354
2658.109
2291.336
1954.068
1650.87
1388.971
1180.67
1001.508
846.265
694.456
557.494
437.387
313.215
197.941
100.679
37.179
8.776
1.165
0.082
0.003
4450.998
3509.148
3012.442
2595.583
2218.997
1882.185
1586.702
1331.939
1128.693
954.123
797.757
640.775
493.075
358.723
226.805
116.761
42.486
9.851
1.312
0.093
0.004
5056.152
3988.224
3420.678
2941.581
2513.639
2137.368
1809.027
1521.551
1273.303
1075.291
899.432
736.091
566.733
404.396
259.758
133.787
49.273
11.257
1.472
0.104
0.004
5739.193
4530.459
3887.676
3340.214
2848.714
2421.172
2054.291
1734.747
1454.567
1213.059
1013.655
829.906
651.035
464.806
292.83
153.225
56.458
13.055
1.682
0.117
0.005
63156.228
55311.254
49813.151
43801.742
37035.214
30577.625
24894.11
20864.542
17462.755
14498.474
11563.615
9296.416
7663.325
5882.529
4133.5
2445.488
1193.315
401.284
89.058
12.411
1.034
72914.752
59724.564
54131.622
49053.451
42922.625
35592.538
28836.461
23435.633
19732.742
16566.269
13714.647
10800.29
8458.738
6655.518
4707.866
2906.828
1392.95
503.629
115.271
15.949
1.333
83831.302
68949.353
58416.198
53284.729
48055.021
41245.696
33566.21
27143.303
22167.876
18736.69
15683.663
12824.886
9839.63
7339.26
5327.299
3313.085
1659.415
588.547
144.966
20.767
1.727
95178.129
79255.38
67437.69
57479.309
52177.372
46154.169
38884.503
31593.632
25670.761
21048.723
17748.681
14675.746
11700.087
8551.33
5867.877
3749.572
1893.761
701.932
169.564
26.196
2.263
106920.829
89936.725
77511.424
66354.016
56262.707
50083.39
43473.111
36584.325
29878.105
24370.834
19936.075
16613.838
13396.915
10185.977
6851.283
4125.429
2143.59
802.819
202.019
30.654
2.872
120153.445
100955.429
87939.984
76261.188
64948.743
53980.965
47122.948
40859.251
34585.283
28364.517
23079.061
18656.562
15169.891
11671.832
8179.063
4828.838
2356.987
908.791
231.894
36.405
3.375
135962.909
113362.467
98684.196
86509.63
74642.152
62320.954
50743.283
44230.967
38589.13
32823.836
26861.469
21594.587
17028.535
13220.672
9380.726
5780.009
2765.915
1000.061
262.526
41.999
4.001
154631.279
128202.255
110778.424
97059.089
84661.579
71621.974
58590.754
47572.024
41719.766
36593.075
31077.486
25135.029
19706.749
14832.766
10631.091
6636.211
3320.257
1175.943
289.883
47.57
4.638
176021.18
145739.399
125250.558
108931.259
94965.906
81225.887
67329.102
54933.29
44818.426
39515.902
34620.601
29074.614
22939.829
17160.89
11919.993
7528.134
3816.384
1414.755
