TPopulationMale1July
4008579.598
4040874.88
4072487.432
4103367.508
4133491.724
4162858.514
4191465.852
4219299.114
4246348.827
4272591.273
4298050.488
4322722.53
4346574.324
4369608.054
4391805.868
4413190.098
4433792.896
4453560.423
4472457.61
4490499.044
4507676.084
4523957.009
4539304.022
4553684.441
4567073.214
4579451.47
4590781.159
4601009.189
4610127.036
4618122.672
4625051.196
4630945.53
4635804.336
4639689.888
4642651.372
4644743.454
4646003.713
4646433.401
4646092.404
4645076.702
4643431.488
4641157.058
4638261.004
4634726.954
4630545.075
4625790.57
4620454.633
4614513.866
4607970.868
4600832.98
4593144.396
4584913.744
4576117.306
4566751.003
4556812.352
4546296.618
4535237.194
4523680.896
4511626.22
4499065.942
4486044.57
4472577.112
4458648.763
4444245.794
4429353.3
4413999.282
4398240.558
4382069.18
4365473.248
4348465.853
4331086.379
4313366.179
4295339.19
4277033.778
4258447.036
4239598.75
4220521.962
4201266.198
4181832.547
NA
581308.38
595975.402
610792.39
625753.322
640858.619
656109.45
671495.552
687005.65
702614.349
718304.314
734075.304
749906.854
765790.039
781706.902
797622.58
813537.559
829451.732
845340.226
861188.266
876990.407
892717.978
908369.02
923941.618
939406.448
954749.193
969967.48
985054.756
999989.662
1014755.071
1029323.281
1043700.066
1057887.803
1071859.656
1085611.684
1099143.252
1112449.466
1125505.346
1138284.001
1150796.525
1163062.118
1175084.35
1186824.96
1198282.596
1209443.837
1220285.795
1230843.463
1241093.929
1251009.756
1260586.188
1269817.485
1278723.132
1287298.507
1295515.252
1303365.147
1310840.938
1317933.793
1324673.799
1331071.914
1337110.589
1342791.704
1348113.137
1353069.86
1357664.492
1361898.112
1365755.282
1369240.08
1372376.217
1375146.363
1377551.128
1379608.702
1381329.355
1382719.587
1383784.038
1384518.93
1384918.762
1384992.008
1384753.19
1384221.112
1383391.749
NA
284436.534
288650.698
292792.774
296859.105
300852.977
304783.313
308653.637
312466.729
316224.445
319929.419
323594.613
327230.494
330837.097
334407.2
337933.855
341414.971
344842.605
348211.406
351517.715
354760.482
357932.731
361025.09
364027.452
366938.202
369764.226
372499.25
375129.629
377653.05
380076.378
382390.449
384600.618
386710.385
388710.159
390606.319
392407.346
394115.067
395728.55
397251.004
398688.619
400045.27
401323.686
402525.263
403653.332
404713.003
405711.465
406654.442
407542.646
408374.571
409149.24
409875.614
410554.801
411177.863
411741.322
412250.365
412702.221
413087.09
413404.368
413658.113
413850.807
413985.116
414059.803
414068.59
414007.838
413878.883
413681.95
413418.404
413087.466
412689.024
412225.101
411694.428
411098.722
410444.296
409733.751
408966.964
408150.905
407286.378
406376.419
405424.004
404430.292
NA
1064470.975
1073774.113
1082869.973
1091745.994
1100377.725
1108758.752
1116892.397
1124754.531
1132355.144
1139678.692
1146728.232
1153500.482
1159978.226
1166167.154
1172051.572
1177632.618
1182926.417
1187908.994
1192565.64
1196906.583
1200941.321
1204660.418
1208041.116
1211094.998
1213823.826
1216209.796
1218263.492
1219970.637
1221326.043
1222348.984
1223045.361
1223399.629
1223420.452
1223141.896
1222558.009
1221666.504
1220473.966
1218974.221
1217174.21
1215085.812
1212721.518
1210098.742
1207211.171
1204055.925
1200633.739
1196961.455
1193054.526
1188925.343
1184573.018
1179987.756
1175188.062
1170213.891
1165067.698
1159741.796
1154254.6
1148607.908
1142797.051
1136851.639
1130789.518
1124596.678
1118313.188
1111969.384
1105548.129
1099041.072
1092448.14
1085788.996
1079097.828
1072378.875
1065616.067
1058801.638
1051941.171
1045041.957
1038121.936
1031197.03
1024247.789
1017274.4
1010283.716
1003285.756
996288.446
NA
1185074.702
1186922.518
1188381.376
1189440.296
1190089.278
1190332.83
1190175.622
1189626.874
1188689.63
1187370.903
1185681.509
1183624.722
1181192.614
1178407.272
1175299.596
1171888.702
1168204.386
1164245.231
1160005.125
1155493.267
1150720.661
1145676.764
1140356.005
1134742.813
1128820.123
1122591.739
1116037.037
1109142.234
1101906.778
1094334.127
1086446.663
1078274.757
1069835.461
1061149.073
1052256.137
1043201.133
1034031.645
1024777.342
1015463.413
1006136.85
996818.906
987520.062
978250.223
969007.086
959795.887
950627.859
941491.814
932385.103
923319.522
914296.996
905325.726
896398.198
887518.358
878690.022
869901.176
861162.788
852482.467
843861.034
835295.629
826789.312
818346.902
809953.873
801608.693
793308.843
785049.041
776829.29
768645.957
760498.311
752389
744318.169
736301.722
728347.647
720465.138
712668.508
704961.819
697360.688
689877.775
682525.781
675301.466
NA
325127.585
327175.366
329146.477
331040.653
332861.622
334599.086
336242.809
337792.925
339247.79
340603.088
341855.17
343006.235
344058.479
345009.403
345858.416
346604.809
347242.917
347772.821
348197.77
348515.384
348724.626
348828.077
348831.77
348742.312
348559.058
348282.806
347912.041
347445.13
346885.401
346236.007
345501.558
344685.779
343788.036
342807.781
341746.622
340610.036
339402.411
338120.773
336770.134
335355.506
333877.191
332338.09
330739.7
329083.708
327369.998
325603.704
323789.857
321931.433
320032.956
318097.464
316124.278
314112.884
312069.052
309996.068
307898.499
305780.013
303641.187
301486.106
299314.952
297129.006
294931.449
292727.975
290521.481
288310.032
286097.394
283885.506
281676.236
279471.596
277270.319
275071.977
272878.826
270693.979
268516.474
266346.131
264187.245
262040.354
259902.673
257775.664
255659.454
NA
7012.48
7125.764
7237.734
7348.984
7459.597
7569.108
7677.474
7784.9
7891.266
7996.775
8101.524
8205.064
8307.169
8408.03
8507.708
8606.121
8703.209
8798.702
8892.644
8985.021
9075.466
9164.221
9250.757
9335.296
9418.451
9499.655
9578.73
9655.522
9730.088
9802.387
9872.442
9940.404
10006.04
10069.065
10129.562
10188.118
10244.612
10298.482
10349.867
10398.802
10445.302
10489.459
10531.682
10571.946
10609.658
10645.178
10678.6
10709.836
10739.235
10766.582
10791.437
10813.752
10833.63
10851.228
10866.322
10878.64
10888.64
10896.52
10902.253
10906.161
10907.957
10907.515
10905.034
10900.412
10893.598
10884.803
10873.952
10861.113
10846.762
10830.938
10813.786
10795.132
10774.726
10752.593
10728.933
10703.733
10677.042
10649.16
10619.869
NA
15568.669
15720.933
15870.175
16016.16
16158.624
16297.331
16432.009
16562.1
16687.541
16808.506
16924.777
17036.631
17144.683
17248.984
17349.69
17447.471
17542.378
17634.446
17724.148
17811.557
17896.962
17980.608
18062.31
18141.862
18219.164
18294.208
18366.782
18436.855
18504.549
18569.848
18633.077
18694.831
18754.885
18812.817
